num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_les,edad_les,g_edad,edad_m1,tipo_vehi,color_vehi,modelo_vehi,causa_acc
641,4,2,3,5,6,2,1,39,7,1,7,6,1991,2
1615,23,3,1,6,1,1,1,39,7,1,1,11,2000,1
1728,30,3,1,6,1,1,1,39,7,1,4,1,2009,1
3500,9,7,4,6,1,2,1,39,7,1,7,6,9999,3
3319,26,6,5,7,9,1,1,39,7,1,3,5,9999,1
2907,3,6,3,7,1,1,1,39,7,1,7,99,9999,1
1319,8,3,7,8,22,1,1,39,7,1,7,9,9999,4
396,21,1,3,9,1,1,1,39,7,1,1,5,9999,1
6333,13,12,7,9,12,2,1,39,7,1,3,5,9999,99
5882,8,11,7,9,14,2,1,39,7,1,3,2,9999,4
98,5,1,1,9,14,1,1,39,7,1,3,7,1974,2
1746,30,3,1,10,2,2,1,39,7,1,3,5,9999,1
4192,20,8,4,10,9,2,1,39,7,1,3,11,1986,1
4686,20,8,4,10,9,2,1,39,7,1,3,11,1986,1
5969,20,11,5,10,1,1,1,39,7,1,4,3,9999,4
4970,11,9,5,11,19,2,1,39,7,1,5,3,9999,1
1067,22,2,7,12,6,2,1,39,7,1,2,99,9999,1
1572,20,3,5,12,12,1,1,39,7,1,3,99,9999,2
3468,6,7,1,12,17,1,1,39,7,1,4,99,9999,1
3042,11,6,4,12,18,2,1,39,7,1,7,99,9999,4
102,5,1,1,13,1,1,1,39,7,1,4,1,9999,1
3941,5,8,3,13,19,2,1,39,7,1,4,4,2006,1
4298,5,8,3,13,19,2,1,39,7,1,4,4,2006,1
4434,5,8,3,13,19,2,1,39,7,1,4,4,2006,1
806,11,2,3,13,1,1,1,39,7,1,4,5,2007,1
5339,3,10,6,13,4,2,1,39,7,1,7,8,9999,1
4873,2,9,3,14,14,2,1,39,7,1,3,7,1982,3
822,12,2,4,14,9,2,1,39,7,1,4,99,9999,1
3565,12,7,7,14,14,2,1,39,7,1,9,2,9999,2
2077,12,4,7,15,22,2,1,39,7,1,2,9,9999,1
3839,31,7,5,15,5,2,1,39,7,1,3,3,1994,1
991,21,2,6,15,18,2,1,39,7,1,3,99,9999,1
1637,23,3,1,15,2,2,1,39,7,1,4,3,9999,1
5315,1,10,4,15,15,2,1,39,7,1,9,6,2004,3
3590,14,7,2,15,1,1,1,39,7,1,12,1,9999,1
3689,20,7,1,16,14,2,1,39,7,1,3,4,1995,3
489,27,1,2,16,3,2,1,39,7,1,4,1,9999,1
4102,15,8,6,16,19,2,1,39,7,1,5,2,2008,1
4595,15,8,6,16,19,2,1,39,7,1,5,2,2008,1
2536,8,5,5,16,1,1,1,39,7,1,11,2,2007,1
1860,7,4,2,17,6,2,1,39,7,1,2,99,9999,2
3021,11,6,4,17,20,2,1,39,7,1,3,99,9999,3
5380,7,10,3,17,6,2,1,39,7,1,4,7,9999,4
3774,27,7,1,17,13,2,1,39,7,1,4,3,9999,1
3206,19,6,5,17,12,2,1,39,7,1,9,4,9999,2
6317,12,12,6,18,12,2,1,39,7,1,99,5,9999,1
731,7,2,6,18,14,2,1,39,7,1,3,6,1993,1
6312,12,12,6,20,1,1,1,39,7,1,2,11,2002,1
6234,6,12,7,21,19,2,1,39,7,1,4,3,2006,2
3981,7,8,5,22,1,1,1,39,7,1,1,99,9999,1
4474,7,8,5,22,1,1,1,39,7,1,1,99,9999,1
2587,11,5,1,22,1,1,1,39,7,1,2,1,9999,1
1262,3,3,2,22,17,2,1,39,7,1,7,2,9999,3
3692,21,7,2,23,1,1,1,39,7,1,1,2,9999,1
5302,1,10,4,0,18,2,2,39,7,1,7,2,1999,1
5922,14,11,6,3,1,1,2,39,7,1,2,1,9999,1
4779,26,8,3,7,5,2,2,39,7,1,3,99,1996,1
5097,19,9,6,7,9,1,2,39,7,1,9,1,2004,4
6104,26,11,4,7,14,2,2,39,7,1,12,99,1981,3
4951,8,9,2,7,18,2,2,39,7,1,14,1,9999,2
3675,19,7,7,8,3,2,2,39,7,1,3,5,1987,1
1322,8,3,7,8,22,1,2,39,7,1,7,9,9999,4
397,21,1,3,9,1,1,2,39,7,1,1,5,9999,1
5173,24,9,4,9,3,2,2,39,7,1,7,99,9999,1
5397,9,10,5,10,5,2,2,39,7,1,1,5,1997,1
4188,20,8,4,10,9,2,2,39,7,1,3,11,1986,1
4682,20,8,4,10,9,2,2,39,7,1,3,11,1986,1
2087,12,4,7,13,5,2,2,39,7,1,1,2,1985,1
5439,12,10,1,14,16,2,2,39,7,1,3,2,9999,3
6470,17,12,4,14,1,2,2,39,7,1,7,2,9999,1
2295,24,4,5,15,9,2,2,39,7,1,2,10,2006,3
5948,17,11,2,17,1,1,2,39,7,1,1,2,9999,1
3030,11,6,4,17,20,2,2,39,7,1,3,99,9999,3
5199,26,9,6,18,21,2,2,39,7,1,3,6,9999,4
2692,18,5,1,18,10,2,2,39,7,1,3,6,1980,3
5204,26,9,6,19,19,2,2,39,7,1,1,2,1999,1
5504,15,10,4,19,2,2,2,39,7,1,2,3,1986,3
411,22,1,4,19,12,2,2,39,7,1,5,2,9999,2
2092,12,4,7,19,14,2,2,39,7,1,7,3,9999,4
1206,1,3,7,19,4,2,2,39,7,1,8,6,9999,1
781,9,2,1,20,14,2,2,39,7,1,3,3,9999,2
63,2,1,5,21,1,1,2,39,7,1,1,99,1990,1
1253,3,3,2,22,17,2,2,39,7,1,7,2,9999,3
1933,10,4,5,0,12,2,1,40,7,1,3,1,9999,4
1937,10,4,5,0,12,2,1,40,7,1,3,1,9999,4
5277,30,9,3,0,21,2,1,40,7,1,3,99,9999,2
1429,14,3,6,0,1,1,1,40,7,1,3,4,9999,1
3140,16,6,2,2,1,1,1,40,7,1,1,2,9999,1
6544,20,12,7,3,1,2,1,40,7,1,5,2,9999,1
3059,11,6,4,3,13,2,1,40,7,1,7,99,9999,2
3489,9,7,4,5,10,2,1,40,7,1,7,2,9999,3
5801,3,11,2,5,2,2,1,40,7,1,7,2,1985,1
419,23,1,5,5,11,2,1,40,7,1,9,1,2006,1
3441,5,7,7,6,1,1,1,40,7,1,2,99,9999,1
2164,19,4,7,6,1,1,1,40,7,1,5,2,2006,1
76,3,1,6,7,11,2,1,40,7,1,1,2,2001,1
6185,2,12,3,7,5,2,1,40,7,1,3,2,2006,3
2945,5,6,5,7,16,2,1,40,7,1,9,3,9999,1
5214,27,9,7,8,22,2,1,40,7,1,1,2,1992,2
2862,30,5,6,8,2,2,1,40,7,1,1,1,9999,1
5185,25,9,5,8,11,2,1,40,7,1,1,11,9999,1
5093,18,9,5,8,10,2,1,40,7,1,7,7,2009,3
1952,11,4,6,9,1,2,1,40,7,1,3,99,9999,3
3161,16,6,2,9,14,2,1,40,7,1,7,99,9999,3
27,1,1,4,10,11,2,1,40,7,1,3,6,9999,3
3495,9,7,4,10,8,2,1,40,7,1,3,2,1987,1
5253,29,9,2,11,1,1,1,40,7,1,11,2,2008,1
3621,16,7,4,12,12,2,1,40,7,1,3,16,1997,4
3648,17,7,5,12,12,2,1,40,7,1,3,16,1997,4
234,13,1,2,12,17,2,1,40,7,1,3,2,1992,3
1267,4,3,3,12,1,1,1,40,7,1,9,2,2008,1
3082,11,6,4,13,1,2,1,40,7,1,3,4,2008,3
6752,30,12,3,13,11,2,1,40,7,1,3,9,9999,1
949,19,2,4,13,13,2,1,40,7,1,5,2,9999,1
1354,9,3,1,13,1,1,1,40,7,1,12,1,1983,3
3712,22,7,3,14,4,2,1,40,7,1,3,3,9999,3
5372,6,10,2,14,10,2,1,40,7,1,4,1,9999,1
724,7,2,6,14,1,1,1,40,7,1,4,2,2006,1
6257,7,12,1,14,10,2,1,40,7,1,4,99,9999,1
2488,5,5,2,14,12,2,1,40,7,1,9,2,9999,1
3770,26,7,7,14,14,2,1,40,7,1,9,6,1998,1
5133,22,9,2,14,7,2,1,40,7,1,99,7,9999,1
2294,24,4,5,15,9,2,1,40,7,1,2,10,2006,3
3576,13,7,1,15,5,2,1,40,7,1,3,5,1990,1
547,31,1,6,15,19,2,1,40,7,1,4,99,9999,4
6274,8,12,2,15,2,2,1,40,7,1,6,2,2000,1
5367,6,10,2,15,10,2,1,40,7,1,7,2,9999,4
3840,31,7,5,15,5,2,1,40,7,1,9,2,2004,1
1427,13,3,5,15,6,2,1,40,7,1,9,99,2009,1
4752,24,8,1,16,9,1,1,40,7,1,4,1,2008,1
5453,12,10,1,16,10,2,1,40,7,1,12,7,1988,3
5495,14,10,3,16,11,2,1,40,7,1,14,1,2009,1
6566,21,12,1,17,5,2,1,40,7,1,1,4,9999,1
3207,19,6,5,17,12,2,1,40,7,1,9,4,9999,2
2762,23,5,6,17,12,2,1,40,7,1,9,99,9999,1
3823,30,7,4,17,1,1,1,40,7,1,99,99,9999,1
6315,12,12,6,18,12,2,1,40,7,1,99,5,9999,1
79,3,1,6,18,17,2,1,40,7,1,2,2,9999,1
1379,11,3,3,18,2,2,1,40,7,1,9,3,2008,1
3419,4,7,6,19,22,2,1,40,7,1,1,5,9999,1
2388,1,5,5,19,5,2,1,40,7,1,3,1,1989,1
3808,29,7,3,19,1,1,1,40,7,1,4,4,9999,1
5296,1,10,4,19,16,2,1,40,7,1,5,8,9999,4
2651,17,5,7,21,5,2,1,40,7,1,1,11,1995,1
4045,9,8,7,21,16,2,1,40,7,1,3,99,9999,3
4538,9,8,7,21,16,2,1,40,7,1,3,99,9999,3
2478,4,5,1,21,5,2,1,40,7,1,3,7,1975,1
6265,8,12,2,21,4,2,1,40,7,1,99,7,9999,1
2350,26,4,7,22,5,2,1,40,7,1,2,4,9999,4
467,26,1,1,22,1,1,1,40,7,1,9,1,1999,1
2549,9,5,6,999,1,2,2,40,7,1,9,2,9999,2
2419,2,5,6,0,1,1,2,40,7,1,1,9,1999,1
5280,30,9,3,0,21,2,2,40,7,1,3,99,9999,2
3007,10,6,3,2,8,2,2,40,7,1,3,2,1985,3
313,16,1,5,2,8,2,2,40,7,1,3,6,1987,2
3766,26,7,7,4,1,1,2,40,7,1,2,1,1996,1
5505,15,10,4,4,14,2,2,40,7,1,3,5,9999,1
626,3,2,2,6,8,1,2,40,7,1,9,6,2006,1
6746,29,12,2,7,16,2,2,40,7,1,1,8,1997,1
1023,21,2,6,7,1,2,2,40,7,1,7,99,9999,1
1024,21,2,6,7,1,2,2,40,7,1,7,99,9999,1
5081,18,9,5,8,10,2,2,40,7,1,7,7,2009,3
3781,27,7,1,8,16,2,2,40,7,1,9,2,2009,3
3155,16,6,2,9,14,2,2,40,7,1,7,99,9999,3
6032,23,11,1,9,3,2,2,40,7,1,7,7,9999,2
6040,23,11,1,9,3,2,2,40,7,1,7,7,9999,2
29,1,1,4,10,11,2,2,40,7,1,3,6,9999,3
2314,26,4,7,11,9,2,2,40,7,1,1,1,1988,1
6288,9,12,3,11,16,2,2,40,7,1,5,2,9999,2
6228,6,12,7,12,1,2,2,40,7,1,4,2,2008,1
4803,28,8,5,12,5,1,2,40,7,1,4,99,2007,1
598,1,2,7,12,14,2,2,40,7,1,9,2,2006,1
600,1,2,7,12,14,2,2,40,7,1,9,2,2006,1
4932,7,9,1,13,16,2,2,40,7,1,9,99,9999,3
3416,3,7,5,14,14,2,2,40,7,1,9,3,2008,3
264,14,1,3,14,18,2,2,40,7,1,9,2,2003,1
2847,29,5,5,14,21,2,2,40,7,1,9,2,2009,1
4991,12,9,6,15,18,2,2,40,7,1,1,99,9999,1
5467,12,10,1,15,22,2,2,40,7,1,3,5,1989,1
5310,1,10,4,15,15,2,2,40,7,1,9,6,2004,3
5758,31,10,6,16,19,2,2,40,7,1,3,1,2003,4
5982,21,11,6,16,17,2,2,40,7,1,4,99,9999,4
2789,24,5,7,16,12,2,2,40,7,1,9,2,2000,1
2502,5,5,2,16,1,2,2,40,7,1,9,99,9999,1
5444,12,10,1,16,10,2,2,40,7,1,12,7,1988,3
868,14,2,6,17,1,1,2,40,7,1,4,1,2009,1
2517,6,5,3,17,12,2,2,40,7,1,9,6,2006,1
2273,23,4,4,19,5,2,2,40,7,1,4,9,2007,1
2991,8,6,1,20,9,2,2,40,7,1,2,99,9999,2
2984,7,6,7,21,18,2,2,40,7,1,7,6,9999,1
156,10,1,6,22,11,2,2,40,7,1,1,3,9999,2
1251,3,3,2,22,17,2,2,40,7,1,7,2,9999,3
2261,21,4,2,0,10,2,1,41,7,1,1,4,9999,1
2299,25,4,6,0,1,1,1,41,7,1,1,5,1990,1
5298,1,10,4,0,18,2,1,41,7,1,7,2,1999,1
3612,16,7,4,1,1,1,1,41,7,1,1,99,1997,1
915,17,2,2,5,10,2,1,41,7,1,3,1,1986,1
2245,21,4,2,5,2,2,1,41,7,1,7,99,9999,3
2672,17,5,7,6,17,2,1,41,7,1,4,3,2007,1
3463,6,7,1,7,1,1,1,41,7,1,1,14,1988,1
2096,13,4,1,9,21,2,1,41,7,1,1,99,1989,4
4058,11,8,2,10,1,1,1,41,7,1,1,5,2000,2
4551,11,8,2,10,1,1,1,41,7,1,1,5,2000,2
2197,19,4,7,11,19,2,1,41,7,1,3,11,1989,4
5847,6,11,5,11,14,2,1,41,7,1,3,2,9999,3
833,12,2,4,11,17,2,1,41,7,1,11,99,9999,1
6223,5,12,6,12,1,1,1,41,7,1,3,5,9999,1
2518,6,5,3,14,8,2,1,41,7,1,1,8,1981,1
1108,24,2,2,14,16,2,1,41,7,1,3,2,2006,1
1093,23,2,1,14,17,2,1,41,7,1,3,9,9999,1
2579,11,5,1,15,3,2,1,41,7,1,3,1,9999,1
1167,28,2,6,15,9,2,1,41,7,1,3,4,1986,1
3634,16,7,4,16,14,2,1,41,7,1,5,6,9999,3
3088,13,6,6,16,19,2,1,41,7,1,5,2,9999,2
1210,2,3,1,17,1,1,1,41,7,1,1,99,9999,1
3094,13,6,6,17,13,2,1,41,7,1,3,3,9999,1
378,20,1,2,17,1,1,1,41,7,1,4,99,9999,1
1474,15,3,7,17,1,1,1,41,7,1,12,9,9999,2
4142,17,8,1,18,1,1,1,41,7,1,1,99,2006,1
4635,17,8,1,18,1,1,1,41,7,1,1,99,2006,1
3605,15,7,3,18,21,2,1,41,7,1,3,2,9999,1
778,9,2,1,18,21,2,1,41,7,1,4,3,9999,2
5979,21,11,6,18,1,1,1,41,7,1,4,1,2008,1
2702,18,5,1,18,11,1,1,41,7,1,10,1,9999,1
1221,2,3,1,19,9,1,1,41,7,1,3,1,9999,2
125,7,1,3,19,5,2,1,41,7,1,3,3,9999,1
1205,1,3,7,19,4,2,1,41,7,1,8,6,9999,1
2357,27,4,1,20,18,2,1,41,7,1,4,4,9999,1
3705,21,7,2,20,18,2,1,41,7,1,6,99,9999,1
3520,10,7,5,21,1,1,1,41,7,1,2,2,9999,3
4788,27,8,4,21,19,2,1,41,7,1,4,1,1990,2
2083,12,4,7,21,5,2,1,41,7,1,6,2,9999,1
1075,23,2,1,22,19,2,1,41,7,1,4,99,9999,4
6017,23,11,1,22,22,2,1,41,7,1,6,11,1993,4
6254,7,12,1,23,1,1,1,41,7,1,3,2,9999,1
6688,28,12,1,0,20,2,2,41,7,1,3,99,9999,1
6236,6,12,7,7,5,2,2,41,7,1,4,3,9999,1
1002,21,2,6,7,1,2,2,41,7,1,7,99,9999,1
1332,8,3,7,8,22,1,2,41,7,1,7,9,9999,4
6286,9,12,3,11,16,2,2,41,7,1,5,2,9999,2
5192,26,9,6,12,1,1,2,41,7,1,1,5,2008,1
6000,22,11,7,13,10,2,2,41,7,1,3,1,2005,1
2581,11,5,1,15,3,2,2,41,7,1,3,1,9999,1
2472,4,5,1,17,5,2,2,41,7,1,3,6,2008,1
2516,6,5,3,17,12,2,2,41,7,1,9,6,2006,1
1481,15,3,7,17,1,1,2,41,7,1,12,9,9999,2
3787,27,7,1,18,1,2,2,41,7,1,1,4,1997,1
5022,14,9,1,18,2,1,2,41,7,1,1,5,1999,1
801,10,2,2,18,7,2,2,41,7,1,3,1,9999,2
1290,7,3,6,18,1,1,2,41,7,1,3,99,9999,1
818,11,2,3,20,14,2,2,41,7,1,3,4,1984,1
433,24,1,6,21,10,2,2,41,7,1,2,99,9999,2
2262,21,4,2,0,1,1,1,42,7,1,4,1,9999,1
160,10,1,6,1,11,1,1,42,7,1,1,1,1992,2
5382,7,10,3,2,9,1,1,42,7,1,2,11,2003,1
3656,18,7,6,2,1,2,1,42,7,1,3,2,1998,2
1803,4,4,6,2,4,2,1,42,7,1,3,5,1991,1
6217,5,12,6,4,18,2,1,42,7,1,3,1,9999,1
2241,21,4,2,5,2,2,1,42,7,1,7,99,9999,3
2243,21,4,2,5,2,2,1,42,7,1,7,99,9999,3
651,4,2,3,5,6,2,1,42,7,1,7,6,1991,2
5068,18,9,5,6,1,1,1,42,7,1,3,5,9999,2
1599,21,3,6,6,10,2,1,42,7,1,5,2,9999,1
3504,9,7,4,6,1,2,1,42,7,1,7,6,9999,3
5478,13,10,2,6,10,2,1,42,7,1,12,2,9999,1
3872,2,8,7,7,19,2,1,42,7,1,3,6,1998,2
4229,2,8,7,7,19,2,1,42,7,1,3,6,1998,2
4365,2,8,7,7,19,2,1,42,7,1,3,6,1998,2
999,21,2,6,7,1,2,1,42,7,1,7,99,9999,1
5961,19,11,4,7,17,2,1,42,7,1,14,1,2008,1
1949,10,4,5,8,7,2,1,42,7,1,3,2,9999,3
446,25,1,7,8,9,1,1,42,7,1,3,11,2005,1
5941,17,11,2,8,3,2,1,42,7,1,5,2,2008,3
238,13,1,2,8,21,2,1,42,7,1,9,99,9999,3
248,13,1,2,8,21,2,1,42,7,1,9,99,9999,3
520,29,1,4,9,5,1,1,42,7,1,4,4,9999,1
1747,30,3,1,10,2,2,1,42,7,1,3,5,9999,1
332,17,1,6,10,6,2,1,42,7,1,3,10,1983,1
3328,27,6,6,10,6,2,1,42,7,1,4,1,2005,1
1648,25,3,3,10,5,1,1,42,7,1,4,5,9999,1
2382,1,5,5,10,22,2,1,42,7,1,4,5,9999,1
3494,9,7,4,10,8,2,1,42,7,1,8,2,1996,1
2765,23,5,6,12,2,2,1,42,7,1,3,2,1985,2
3603,14,7,2,13,11,2,1,42,7,1,4,5,2008,4
3860,1,8,6,14,18,2,1,42,7,1,2,5,2008,1
4217,1,8,6,14,18,2,1,42,7,1,2,5,2008,1
4353,1,8,6,14,18,2,1,42,7,1,2,5,2008,1
3083,12,6,5,14,21,2,1,42,7,1,3,10,1989,1
565,1,2,7,14,1,1,1,42,7,1,4,5,9999,1
1079,23,2,1,14,15,2,1,42,7,1,9,6,9999,2
1349,8,3,7,16,3,2,1,42,7,1,2,99,9999,1
2474,4,5,1,16,17,2,1,42,7,1,3,2,9999,3
1335,8,3,7,16,16,2,1,42,7,1,3,3,1971,3
3865,1,8,6,16,1,2,1,42,7,1,3,1,1986,1
4222,1,8,6,16,1,2,1,42,7,1,3,1,1986,1
4358,1,8,6,16,1,2,1,42,7,1,3,1,1986,1
4101,15,8,6,16,19,2,1,42,7,1,3,3,1989,1
4594,15,8,6,16,19,2,1,42,7,1,3,3,1989,1
5632,21,10,3,17,12,2,1,42,7,1,3,99,9999,2
2471,4,5,1,17,5,2,1,42,7,1,3,6,2008,1
4821,29,8,6,17,17,2,1,42,7,1,4,5,2004,2
6595,22,12,2,17,9,2,1,42,7,1,7,1,1984,2
2757,23,5,6,17,12,2,1,42,7,1,9,99,9999,1
5996,22,11,7,18,5,2,1,42,7,1,3,2,9999,3
5997,22,11,7,18,5,2,1,42,7,1,3,2,9999,3
288,15,1,4,18,22,2,1,42,7,1,4,3,2008,1
4037,9,8,7,18,5,2,1,42,7,1,4,5,9999,1
4530,9,8,7,18,5,2,1,42,7,1,4,5,9999,1
6255,7,12,1,19,19,2,1,42,7,1,1,2,1998,1
1508,17,3,2,19,1,1,1,42,7,1,3,4,1990,1
2990,8,6,1,20,9,2,1,42,7,1,2,99,9999,2
4173,19,8,3,22,1,1,1,42,7,1,4,5,2006,1
4666,19,8,3,22,1,1,1,42,7,1,4,5,2006,1
5529,17,10,6,22,19,2,1,42,7,1,5,2,2008,1
6018,23,11,1,22,22,2,1,42,7,1,6,11,1993,4
6023,23,11,1,22,22,2,1,42,7,1,6,11,1993,4
88,4,1,7,23,1,2,1,42,7,1,1,4,9999,1
6759,30,12,3,0,1,1,2,42,7,1,1,10,1981,1
3490,9,7,4,5,10,2,2,42,7,1,7,2,9999,3
2000,11,4,6,6,22,2,2,42,7,1,7,1,9999,3
3514,9,7,4,6,1,2,2,42,7,1,7,6,9999,3
477,26,1,1,7,8,2,2,42,7,1,3,6,9999,1
1950,10,4,5,8,7,2,2,42,7,1,3,2,9999,3
216,13,1,2,8,21,2,2,42,7,1,12,7,9999,3
5473,13,10,2,9,22,2,2,42,7,1,1,4,9999,1
3149,16,6,2,9,14,2,2,42,7,1,7,99,9999,3
3846,1,8,6,10,1,1,2,42,7,1,1,11,2001,1
4203,1,8,6,10,1,1,2,42,7,1,1,11,2001,1
4339,1,8,6,10,1,1,2,42,7,1,1,11,2001,1
4711,22,8,6,10,15,2,2,42,7,1,3,2,1985,4
1710,28,3,6,10,17,2,2,42,7,1,3,99,9999,1
2710,19,5,2,10,10,1,2,42,7,1,4,3,9999,1
6054,24,11,2,10,9,2,2,42,7,1,12,2,1988,1
1763,1,4,3,11,2,2,2,42,7,1,3,11,9999,1
4168,19,8,3,12,22,2,2,42,7,1,2,5,1990,3
4661,19,8,3,12,22,2,2,42,7,1,2,5,1990,3
529,30,1,5,13,1,2,2,42,7,1,1,11,2001,1
488,27,1,2,14,14,2,2,42,7,1,7,99,1981,1
3963,6,8,4,15,2,2,2,42,7,1,7,2,1993,1
4320,6,8,4,15,2,2,2,42,7,1,7,2,1993,1
4456,6,8,4,15,2,2,2,42,7,1,7,2,1993,1
665,4,2,3,15,16,1,2,42,7,1,10,1,1985,1
1517,17,3,2,17,10,2,2,42,7,1,3,5,9999,3
1524,17,3,2,17,10,2,2,42,7,1,3,5,9999,3
5587,18,10,7,18,13,2,2,42,7,1,7,6,1995,3
4005,7,8,5,19,12,2,2,42,7,1,1,6,1994,1
4498,7,8,5,19,12,2,2,42,7,1,1,6,1994,1
3481,8,7,3,20,9,2,2,42,7,1,5,1,1994,3
6660,26,12,6,22,5,2,2,42,7,1,3,1,1983,1
5299,1,10,4,0,18,2,1,43,7,1,7,2,1999,1
302,16,1,5,1,1,2,1,43,7,1,3,2,2007,1
2752,23,5,6,4,1,1,1,43,7,1,4,5,2008,2
917,17,2,2,5,10,2,1,43,7,1,3,1,1986,1
5808,3,11,2,5,2,2,1,43,7,1,7,2,1985,1
1600,21,3,6,6,10,2,1,43,7,1,5,2,9999,1
3232,20,6,6,6,10,2,1,43,7,1,9,4,2007,1
3849,1,8,6,7,1,2,1,43,7,1,1,2,9999,1
4206,1,8,6,7,1,2,1,43,7,1,1,2,9999,1
4342,1,8,6,7,1,2,1,43,7,1,1,2,9999,1
1744,30,3,1,10,2,2,1,43,7,1,11,99,9999,1
5850,6,11,5,11,14,2,1,43,7,1,3,2,9999,3
423,23,1,5,11,8,1,1,43,7,1,4,5,9999,1
3961,6,8,4,11,16,2,1,43,7,1,5,99,9999,1
4318,6,8,4,11,16,2,1,43,7,1,5,99,9999,1
4454,6,8,4,11,16,2,1,43,7,1,5,99,9999,1
475,26,1,1,12,11,2,1,43,7,1,4,99,9999,4
1181,1,3,7,13,1,2,1,43,7,1,1,11,9999,1
3759,26,7,7,13,1,1,1,43,7,1,3,99,2007,1
5440,12,10,1,14,16,2,1,43,7,1,3,2,9999,3
3769,26,7,7,14,14,2,1,43,7,1,9,6,1998,1
5042,16,9,3,15,1,2,1,43,7,1,4,5,9999,1
2633,16,5,6,15,1,1,1,43,7,1,4,99,9999,1
5014,13,9,7,15,16,2,1,43,7,1,5,2,9999,3
3274,22,6,1,16,16,2,1,43,7,1,3,11,1984,3
4948,8,9,2,16,13,2,1,43,7,1,4,3,2009,2
3090,13,6,6,16,19,2,1,43,7,1,5,2,9999,2
6656,26,12,6,18,1,1,1,43,7,1,1,99,9999,1
2699,18,5,1,18,10,2,1,43,7,1,3,6,1980,3
5203,26,9,6,19,19,2,1,43,7,1,1,2,1999,1
1240,3,3,2,19,1,1,1,43,7,1,4,3,9999,1
1787,3,4,5,21,19,2,1,43,7,1,3,6,9999,2
1789,3,4,5,21,19,2,1,43,7,1,3,6,9999,2
6609,23,12,3,21,1,2,1,43,7,1,5,2,2007,1
2716,20,5,3,23,1,1,1,43,7,1,1,2,9999,1
2552,9,5,6,4,4,2,2,43,7,1,12,2,1987,3
5273,29,9,2,6,7,2,2,43,7,1,3,6,1993,4
6186,2,12,3,7,5,2,2,43,7,1,3,2,2006,3
2909,3,6,3,7,1,1,2,43,7,1,7,99,9999,1
3805,28,7,2,8,12,2,2,43,7,1,3,2,9999,1
242,13,1,2,8,21,2,2,43,7,1,9,99,9999,3
3116,14,6,7,9,13,2,2,43,7,1,3,3,1979,3
6594,22,12,2,9,4,2,2,43,7,1,7,4,1991,1
3952,6,8,4,9,1,1,2,43,7,1,7,6,1986,1
4309,6,8,4,9,1,1,2,43,7,1,7,6,1986,1
4445,6,8,4,9,1,1,2,43,7,1,7,6,1986,1
5159,24,9,4,9,3,2,2,43,7,1,7,99,9999,1
2390,1,5,5,12,13,2,2,43,7,1,3,2,1994,1
1923,10,4,5,15,19,2,2,43,7,1,3,2,1998,1
5221,27,9,7,15,17,2,2,43,7,1,9,1,2009,2
2067,11,4,6,16,16,2,2,43,7,1,4,99,9999,1
5362,4,10,7,16,6,1,2,43,7,1,7,1,1998,1
6568,21,12,1,17,5,2,2,43,7,1,1,4,9999,1
6122,28,11,6,21,19,2,2,43,7,1,1,99,9999,2
3552,12,7,7,22,1,1,2,43,7,1,1,1,1999,1
6570,21,12,1,22,9,1,2,43,7,1,4,3,9999,1
3989,7,8,5,22,6,2,2,43,7,1,9,1,9999,1
4482,7,8,5,22,6,2,2,43,7,1,9,1,9999,1
560,31,1,6,23,1,1,2,43,7,1,1,11,1981,1
6313,12,12,6,999,1,1,1,44,7,1,4,3,9999,1
682,5,2,4,0,13,2,1,44,7,1,1,3,1995,2
2520,6,5,3,0,16,2,1,44,7,1,3,99,9999,3
3659,18,7,6,0,19,2,1,44,7,1,3,2,1989,1
6229,6,12,7,0,22,2,1,44,7,1,3,8,9999,1
4882,3,9,4,0,20,1,1,44,7,1,4,5,2008,1
5831,5,11,4,6,18,2,1,44,7,1,1,4,2000,1
1365,10,3,2,6,3,2,1,44,7,1,7,2,9999,1
3465,6,7,1,7,20,1,1,44,7,1,9,6,2005,1
2632,15,5,5,8,18,2,1,44,7,1,1,2,1999,1
3791,28,7,2,8,20,2,1,44,7,1,4,5,2006,1
1824,6,4,1,8,16,2,1,44,7,1,5,99,9999,4
1412,13,3,5,9,20,2,1,44,7,1,4,1,2007,1
3301,24,6,3,9,7,2,1,44,7,1,7,99,9999,1
4765,24,8,1,11,18,2,1,44,7,1,99,4,9999,1
6614,23,12,3,12,10,2,1,44,7,1,11,2,2006,1
5469,13,10,2,13,5,2,1,44,7,1,2,4,9999,2
1048,22,2,7,13,16,2,1,44,7,1,5,7,1992,3
3908,3,8,1,14,9,2,1,44,7,1,1,99,9999,1
4265,3,8,1,14,9,2,1,44,7,1,1,99,9999,1
4401,3,8,1,14,9,2,1,44,7,1,1,99,9999,1
2617,14,5,3,14,16,2,1,44,7,1,3,4,2006,4
5609,19,10,1,15,19,2,1,44,7,1,3,1,9999,1
2794,24,5,7,16,12,2,1,44,7,1,9,2,2000,1
3026,11,6,4,17,20,2,1,44,7,1,3,99,9999,3
3029,11,6,4,17,20,2,1,44,7,1,3,99,9999,3
5634,21,10,3,17,12,2,1,44,7,1,3,99,9999,2
2554,9,5,6,17,14,2,1,44,7,1,5,6,9999,3
