núm_corre,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
7826,3,23,1,7,2,1,11,1106,2,99,1,23,1,3,3,5,1,4,99,99,9999,6,5
7827,3,23,1,12,3,2,17,1703,2,99,2,28,1,4,4,6,1,3,44,3,1985,2,5
7828,3,23,1,10,2,1,14,1419,2,99,1,26,1,4,4,6,1,3,44,4,1987,2,5
7829,3,24,2,0,1,1,5,506,2,99,1,999,9,16,12,18,9,99,99,99,9999,6,5
7830,3,24,2,17,3,2,7,706,2,99,1,30,1,5,5,7,2,5,19,2,2010,5,5
7831,3,24,2,13,3,2,20,2001,2,99,1,999,9,16,12,18,9,99,99,99,9999,6,5
7832,3,24,2,8,2,1,19,1905,2,99,1,999,9,16,12,18,9,99,99,99,9999,6,5
7833,3,24,2,8,2,1,17,1703,2,99,1,999,9,16,12,18,9,99,99,99,9999,6,5
7834,3,25,3,9,2,1,1,101,1,18,1,33,1,5,5,7,1,4,14,5,2013,5,5
7835,3,25,3,9,2,1,9,917,2,99,1,23,1,3,3,5,1,4,2,5,9999,6,5
7836,3,25,3,14,3,2,16,1601,2,99,1,44,1,7,7,9,1,3,32,1,2005,4,5
7837,3,25,3,21,4,3,14,1409,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7838,3,25,3,19,4,3,7,713,2,99,1,999,9,16,12,18,9,14,99,99,9999,6,5
7839,3,26,4,12,3,2,16,1604,2,99,1,999,9,16,12,18,9,7,99,8,9999,6,5
7840,3,26,4,19,4,3,15,1501,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7841,3,26,4,11,2,1,18,1803,2,99,1,999,9,16,12,18,9,5,99,99,9999,6,5
7842,3,27,5,7,2,1,1,102,2,99,1,28,1,4,4,6,1,1,32,99,9999,6,5
7843,3,27,5,17,3,2,1,101,1,7,1,18,1,2,2,4,1,4,99,3,9999,6,5
7844,3,27,5,20,4,3,1,109,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7845,3,27,5,21,4,3,19,1902,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7846,3,27,5,15,3,2,10,1001,1,2,1,30,1,5,5,7,1,3,44,1,1987,2,5
7847,3,27,5,16,3,2,18,1803,2,99,1,23,1,3,3,5,2,4,2,1,9999,6,5
7848,3,27,5,19,4,3,4,401,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7849,3,28,6,18,4,3,1,101,1,3,1,51,1,9,9,11,1,5,13,2,1995,3,5
7850,3,28,6,15,3,2,1,108,1,1,1,23,1,3,3,5,1,12,44,1,2006,4,5
7851,3,28,6,12,3,2,19,1911,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7852,3,28,6,15,3,2,19,1901,2,99,1,999,9,16,12,18,9,4,99,99,9999,6,5
7853,3,28,6,14,3,2,5,511,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7854,3,28,6,8,2,1,16,1607,2,99,1,19,1,2,2,4,2,4,42,1,9999,6,5
7855,3,28,6,20,4,3,15,1503,2,99,1,20,1,3,3,5,2,4,2,5,2012,5,5
7856,3,28,6,17,3,2,15,1501,2,99,1,16,2,2,2,4,1,4,21,5,9999,6,5
7857,3,28,6,23,4,3,14,1401,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7858,3,28,6,17,3,2,7,701,2,99,2,38,1,6,6,8,1,2,10,3,9999,6,5
7859,3,29,7,16,3,2,1,101,1,1,1,30,1,5,5,7,1,1,32,4,9999,6,5
7860,3,29,7,19,4,3,19,1901,2,99,1,999,9,16,12,18,9,4,99,99,9999,6,5
7861,3,29,7,23,4,3,5,506,2,99,1,999,9,16,12,18,9,14,99,1,9999,6,5
7862,3,29,7,20,4,3,5,501,2,99,1,999,9,16,12,18,9,5,99,99,9999,6,5
7863,3,29,7,19,4,3,10,1002,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7864,3,29,7,9,2,1,11,1103,2,99,1,999,9,16,12,18,9,1,44,11,1997,3,5
7865,3,29,7,23,4,3,16,1615,2,99,1,999,9,16,12,18,9,14,99,99,9999,6,5
7866,3,29,7,16,3,2,7,701,2,99,1,999,9,16,12,18,9,14,99,1,9999,6,5
7867,3,29,7,8,2,1,4,401,2,99,1,999,9,16,12,18,9,4,99,99,9999,6,5
7868,3,29,7,14,3,2,4,403,2,99,1,999,9,16,12,18,9,7,99,99,9999,6,5
7869,3,30,1,15,3,2,1,101,1,9,1,40,1,7,7,9,1,5,19,2,1990,3,5
7870,3,30,1,18,4,3,1,101,1,18,1,999,9,16,12,18,9,1,99,99,9999,6,5
7871,3,30,1,20,4,3,1,110,2,99,1,20,1,3,3,5,1,3,44,1,1990,3,5
7872,3,30,1,21,4,3,1,110,2,99,1,43,1,7,7,9,1,7,22,7,1992,3,5
7873,3,31,2,21,4,3,1,115,1,12,1,18,1,2,2,4,1,4,99,99,9999,6,5
7874,3,31,2,21,4,3,19,1901,2,99,1,20,1,3,3,5,9,4,31,1,9999,6,5
7875,3,31,2,11,2,1,5,501,2,99,1,999,9,16,12,18,9,99,99,99,9999,6,5
7876,3,31,2,22,4,3,5,501,2,99,1,999,9,16,12,18,9,99,99,99,9999,6,5
7877,3,31,2,0,1,1,14,1401,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7878,4,1,3,17,3,2,1,101,1,5,2,24,1,3,3,5,1,1,99,11,1990,3,5
7879,4,1,3,17,3,2,1,102,2,99,1,56,1,10,10,12,1,1,44,99,1999,3,5
7880,4,1,3,13,3,2,22,2205,2,99,1,28,1,4,4,6,1,1,32,4,2005,4,5
7881,4,1,3,17,3,2,5,501,2,99,1,999,9,16,12,18,9,99,99,99,9999,6,5
7882,4,1,3,22,4,3,5,501,2,99,1,999,9,16,12,18,9,99,99,99,9999,6,5
7883,4,1,3,6,2,1,5,501,2,99,1,999,9,16,12,18,9,99,99,99,9999,6,5
7884,4,1,3,7,2,1,5,509,2,99,1,999,9,16,12,18,9,99,99,99,9999,6,5
7885,4,1,3,18,4,3,7,701,1,2,1,999,9,16,12,18,9,99,99,99,9999,6,5
7886,4,2,4,6,2,1,1,114,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7887,4,2,4,14,3,2,5,506,2,99,1,34,1,5,5,7,9,4,24,1,9999,6,5
7888,4,2,4,20,4,3,5,504,2,99,1,18,1,2,2,4,9,14,2,1,9999,6,5
7889,4,2,4,17,3,2,10,1001,2,99,1,31,1,5,5,7,9,3,44,5,9999,6,5
7890,4,2,4,19,4,3,10,1014,2,99,1,18,1,2,2,4,2,14,99,99,9999,6,5
7891,4,2,4,19,4,3,9,901,1,5,1,18,1,2,2,4,9,1,99,99,9999,6,5
7892,4,2,4,9,2,1,15,1503,2,99,1,26,1,4,4,6,1,9,44,6,2007,4,5
7893,4,2,4,10,2,1,7,709,2,99,1,44,1,7,7,9,9,9,34,11,2010,5,5
7894,4,2,4,19,4,3,4,401,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
7895,4,3,5,10,2,1,22,2205,2,99,1,32,1,5,5,7,9,4,99,3,9999,6,5
7896,4,3,5,19,4,3,20,2001,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7897,4,3,5,11,2,1,10,1015,2,99,1,47,1,8,8,10,1,2,99,4,9999,6,5
7898,4,3,5,7,2,1,10,1005,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7899,4,3,5,20,4,3,7,710,2,99,1,34,1,5,5,7,1,2,99,2,1993,3,5
7900,4,4,6,20,4,3,1,116,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7901,4,4,6,19,4,3,1,108,1,8,1,33,1,5,5,7,1,4,42,3,2009,4,5
7902,4,4,6,15,3,2,6,608,2,99,1,999,9,16,12,18,9,4,2,5,9999,6,5
7903,4,4,6,13,3,2,10,1015,2,99,2,22,1,3,3,5,1,1,32,99,9999,6,5
7904,4,4,6,23,4,3,10,1010,2,99,1,33,1,5,5,7,1,2,44,4,1998,3,5
7905,4,4,6,16,3,2,10,1017,2,99,1,30,1,5,5,7,1,14,99,1,9999,6,5
7906,4,4,6,18,4,3,2,201,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7907,4,4,6,21,4,3,7,710,2,99,1,23,1,3,3,5,1,1,32,4,2011,5,5
7908,4,5,7,16,3,2,1,101,1,1,1,34,1,5,5,7,1,4,24,99,2014,5,5
7909,4,5,7,7,2,1,1,101,1,17,1,46,1,8,8,10,1,4,99,1,2012,5,5
7910,4,5,7,17,3,2,5,509,2,99,1,999,9,16,12,18,1,3,99,99,9999,6,5
7911,4,5,7,11,2,1,9,914,2,99,1,18,1,2,2,4,1,4,42,5,2007,4,5
7912,4,5,7,21,4,3,13,1312,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7913,4,5,7,19,4,3,14,1402,2,99,1,24,1,3,3,5,1,1,32,6,2000,4,5
7914,4,6,1,9,2,1,1,101,1,4,1,43,1,7,7,9,1,12,99,99,9999,6,5
7915,4,6,1,11,2,1,21,2101,2,99,1,999,9,16,12,18,9,9,44,6,9999,6,5
7916,4,6,1,19,4,3,5,513,2,99,1,999,9,16,12,18,9,4,42,1,9999,6,5
7917,4,6,1,19,4,3,6,601,2,99,1,999,9,16,12,18,9,4,99,99,9999,6,5
7918,4,6,1,19,4,3,10,1004,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7919,4,6,1,19,4,3,4,401,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,5
7920,4,7,2,9,2,1,1,101,1,8,9,999,9,16,12,18,9,1,99,99,9999,6,5
7921,4,7,2,13,3,2,6,604,1,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
7922,4,7,2,15,3,2,13,1304,2,99,1,31,1,5,5,7,1,3,44,2,9999,6,5
7923,4,7,2,13,3,2,13,1302,2,99,1,48,1,8,8,10,1,7,44,99,9999,6,5
7924,4,7,2,0,1,1,18,1801,1,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
7925,4,7,2,16,3,2,18,1805,1,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
7926,4,7,2,20,4,3,14,1401,1,2,1,25,1,4,4,6,1,1,21,4,2002,4,5
7927,4,8,3,12,3,2,1,101,1,8,1,23,1,3,3,5,1,4,2,99,2013,5,5
7928,4,8,3,20,4,3,1,108,1,11,9,999,9,16,12,18,9,1,99,6,9999,6,5
7929,4,8,3,0,1,1,9,901,2,99,9,999,9,16,12,18,1,99,99,99,9999,6,5
7930,4,10,5,1,1,1,1,101,1,10,1,27,1,4,4,6,1,2,99,4,2015,5,5
7931,4,10,5,2,1,1,1,101,1,13,1,25,1,4,4,6,1,1,44,6,2008,4,5
7932,4,10,5,23,4,3,1,108,1,1,1,31,1,5,5,7,1,1,12,2,2014,5,5
7933,4,10,5,12,3,2,5,508,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
7934,4,10,5,13,3,2,5,501,2,99,1,15,2,2,2,4,1,4,2,99,9999,6,5
7935,4,10,5,12,3,2,6,609,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
7936,4,10,5,12,3,2,2,203,2,99,9,999,9,16,12,18,9,1,99,5,9999,6,5
7937,4,10,5,11,2,1,17,1707,2,99,1,31,1,5,5,7,1,1,37,6,2012,5,5
7938,4,10,5,20,4,3,17,1705,2,99,1,26,1,4,4,6,2,4,21,1,9999,6,5
7939,4,10,5,22,4,3,14,1420,1,2,1,35,1,6,6,8,1,3,44,1,1991,3,5
7940,4,10,5,13,3,2,4,401,1,1,1,53,1,9,9,11,1,2,44,3,2004,4,5
7941,4,11,6,15,3,2,1,101,1,9,9,999,9,16,12,18,9,1,99,99,9999,6,5
7942,4,11,6,22,4,3,1,105,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
7943,4,11,6,20,4,3,1,101,1,7,9,999,9,16,12,18,9,1,99,99,9999,6,5
7944,4,11,6,18,4,3,1,115,1,1,9,999,9,16,12,18,9,99,99,99,9999,6,5
7945,4,11,6,21,4,3,9,916,2,99,1,33,1,5,5,7,9,1,32,4,9999,6,5
7946,4,11,6,22,4,3,12,1202,1,3,2,999,9,16,12,18,9,1,30,1,9999,6,5
7947,4,11,6,15,3,2,16,1613,2,99,9,999,9,16,12,18,9,9,99,99,9999,6,5
7948,4,11,6,0,1,1,17,1712,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
7949,4,11,6,22,4,3,3,304,2,99,1,33,1,5,5,7,9,1,2,99,9999,6,5
7950,4,12,7,16,3,2,1,107,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
7951,4,12,7,17,3,2,1,101,1,12,1,39,1,6,6,8,1,1,21,6,1997,3,5
7952,4,12,7,19,4,3,1,101,1,12,9,999,9,16,12,18,9,1,99,99,9999,6,5
7953,4,12,7,19,4,3,1,117,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
7954,4,12,7,5,1,1,19,1905,2,99,9,999,9,16,12,18,9,2,44,4,1998,3,5
7955,4,12,7,19,4,3,19,1901,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
7956,4,12,7,4,1,1,5,501,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
7957,4,12,7,5,1,1,12,1207,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,5
7958,4,12,7,13,3,2,2,203,2,99,1,17,2,2,2,4,9,4,42,1,9999,6,5
7959,4,12,7,0,1,1,18,1801,2,99,1,39,1,6,6,8,9,4,42,1,2009,4,5
7960,4,12,7,16,3,2,17,1703,2,99,9,999,9,16,12,18,9,10,99,4,9999,6,5
7961,4,12,7,19,4,3,7,705,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
7962,4,12,7,19,4,3,4,406,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
7963,4,13,1,15,3,2,1,101,1,5,1,22,1,3,3,5,9,4,2,3,2015,5,5
7964,4,13,1,14,3,2,1,101,1,5,1,34,1,5,5,7,9,12,20,4,2000,4,5
7965,4,13,1,15,3,2,1,101,1,21,9,999,9,16,12,18,9,12,22,6,9999,6,5
7966,4,13,1,6,2,1,9,901,1,2,1,40,1,7,7,9,9,5,33,7,2009,4,5
7967,4,13,1,10,2,1,14,1405,2,99,1,21,1,3,3,5,9,4,2,7,9999,6,5
7968,4,14,2,11,2,1,22,2201,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
7969,4,14,2,20,4,3,11,1101,2,99,1,62,1,11,11,13,1,7,99,2,1992,3,5
7970,4,14,2,13,3,2,12,1211,2,99,2,23,1,3,3,5,1,2,42,2,1995,3,5
7971,4,14,2,7,2,1,16,1601,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
7972,4,14,2,13,3,2,18,1805,2,99,1,999,9,16,12,18,9,5,13,2,9999,6,5
7973,4,15,3,7,2,1,1,101,1,12,1,33,1,5,5,7,1,4,21,1,2013,5,5
7974,4,15,3,7,2,1,1,101,1,12,1,46,1,8,8,10,1,3,34,2,1991,3,5
7975,4,15,3,0,1,1,3,301,2,99,1,38,1,6,6,8,1,4,99,1,9999,6,5
7976,4,16,4,20,4,3,6,602,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
7977,4,16,4,21,4,3,4,401,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
7978,4,16,4,21,4,3,3,301,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
7979,4,17,5,22,4,3,1,101,1,6,9,999,9,16,12,18,9,4,40,99,9999,6,5
7980,4,17,5,1,1,1,1,101,1,7,1,18,1,2,2,4,1,1,99,99,9999,6,5
7981,4,17,5,22,4,3,1,101,1,12,1,44,1,7,7,9,1,1,46,99,9999,6,5
7982,4,17,5,17,3,2,1,116,2,99,1,36,1,6,6,8,1,4,21,5,2013,5,5
7983,4,17,5,22,4,3,1,115,1,4,1,35,1,6,6,8,1,3,13,9,9999,6,5
7984,4,17,5,23,4,3,1,108,1,8,9,999,9,16,12,18,9,1,99,99,9999,6,5
7985,4,17,5,5,1,1,21,2106,1,1,1,17,2,2,2,4,1,4,42,1,9999,6,5
7986,4,17,5,20,4,3,5,513,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
7987,4,17,5,20,4,3,6,602,2,99,9,999,9,16,12,18,9,3,44,4,9999,6,5
7988,4,17,5,6,2,1,10,1002,2,99,9,999,9,16,12,18,9,4,2,5,9999,6,5
7989,4,17,5,12,3,2,9,901,1,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
7990,4,17,5,7,2,1,8,802,2,99,1,40,1,7,7,9,1,6,18,2,1992,3,5
7991,4,17,5,10,2,1,18,1803,2,99,9,999,9,16,12,18,9,1,21,1,9999,6,5
7992,4,17,5,19,4,3,17,1701,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
7993,4,17,5,9,2,1,17,1703,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
7994,4,17,5,11,2,1,14,1413,2,99,1,14,2,1,1,3,1,4,2,3,2013,5,5
7995,4,17,5,19,4,3,4,406,1,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
7996,4,17,5,0,1,1,3,308,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
7997,4,18,6,23,4,3,1,104,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
7998,4,18,6,17,3,2,1,101,1,5,9,999,9,16,12,18,9,1,99,99,9999,6,5
7999,4,18,6,13,3,2,1,115,1,12,1,21,1,3,3,5,1,1,99,99,9999,6,5
8000,4,18,6,8,2,1,1,101,1,12,9,999,9,16,12,18,9,1,99,99,9999,6,5
8001,4,18,6,19,4,3,22,2201,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
8002,4,18,6,19,4,3,22,2207,2,99,9,999,9,16,12,18,9,1,21,4,9999,6,5
8003,4,18,6,20,4,3,5,501,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,5
8004,4,18,6,17,3,2,6,613,2,99,1,24,1,3,3,5,2,4,61,2,2006,4,5
8005,4,18,6,3,1,1,10,1001,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
8006,4,18,6,15,3,2,11,1108,2,99,9,999,9,16,12,18,9,1,21,99,9999,6,5
8007,4,18,6,17,3,2,13,1301,2,99,1,31,1,5,5,7,2,2,37,11,9999,6,5
8008,4,18,6,21,4,3,16,1604,2,99,1,22,1,3,3,5,2,4,61,1,2012,5,5
8009,4,18,6,20,4,3,17,1701,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
8010,4,18,6,3,1,1,5,501,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
8011,4,18,6,9,2,1,5,501,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
8012,4,19,7,15,3,2,1,101,1,11,1,40,1,7,7,9,1,2,21,3,2012,5,5
8013,4,19,7,20,4,3,5,507,2,99,9,999,9,16,12,18,9,14,99,99,9999,6,5
8014,4,19,7,13,3,2,5,513,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
8015,4,19,7,22,4,3,5,502,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
8016,4,19,7,14,3,2,5,501,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
8017,4,19,7,19,4,3,6,607,2,99,1,27,1,4,4,6,1,3,44,6,1994,3,5
8018,4,19,7,21,4,3,9,901,1,11,9,999,9,16,12,18,9,1,99,99,9999,6,5
8019,4,19,7,20,4,3,9,901,2,99,1,40,1,7,7,9,2,1,99,1,9999,6,5
8020,4,19,7,19,4,3,13,1301,2,99,1,30,1,5,5,7,9,4,99,99,9999,6,5
8021,4,19,7,18,4,3,17,1705,2,99,1,33,1,5,5,7,9,3,44,2,2012,5,5
8022,4,19,7,20,4,3,3,309,2,99,1,25,1,4,4,6,1,1,12,2,2005,4,5
8023,4,20,1,22,4,3,1,101,1,3,1,47,1,8,8,10,9,10,20,2,2008,4,5
8024,4,20,1,12,3,2,1,116,1,1,9,999,9,16,12,18,9,99,99,99,9999,6,5
8025,4,20,1,6,2,1,21,2107,2,99,9,999,9,16,12,18,9,3,99,1,9999,6,5
8026,4,20,1,22,4,3,9,901,1,5,9,999,9,16,12,18,9,99,99,99,9999,6,5
8027,4,20,1,16,3,2,9,901,1,1,9,999,9,16,12,18,9,99,99,99,9999,6,5
8028,4,20,1,19,4,3,7,701,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
8029,4,20,1,9,2,1,7,704,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
8030,4,21,2,18,4,3,1,101,1,16,1,23,1,3,3,5,1,4,24,1,2010,5,5
8031,4,21,2,13,3,2,21,2103,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
8032,4,21,2,3,1,1,10,1001,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
8033,4,21,2,14,3,2,18,1801,2,99,1,28,1,4,4,6,1,4,42,5,9999,6,5
8034,4,22,3,15,3,2,1,105,2,99,1,21,1,3,3,5,1,4,14,3,2014,5,5
8035,4,22,3,11,2,1,1,108,1,6,1,20,1,3,3,5,1,4,21,5,9999,6,5
8036,4,22,3,20,4,3,5,501,2,99,9,999,9,16,12,18,9,3,99,5,9999,6,5
8037,4,22,3,22,4,3,9,901,2,99,9,999,9,16,12,18,9,1,99,3,9999,6,5
8038,4,22,3,11,2,1,13,1301,1,7,9,999,9,16,12,18,9,3,99,2,9999,6,5
8039,4,22,3,14,3,2,17,1701,2,99,9,999,9,16,12,18,9,3,99,3,9999,6,5
8040,4,22,3,21,4,3,14,1401,2,99,9,999,9,16,12,18,9,4,99,1,9999,6,5
8041,4,23,4,19,4,3,1,107,2,99,1,46,1,8,8,10,9,3,44,3,1982,2,5
8042,4,23,4,21,4,3,15,1501,2,99,1,18,1,2,2,4,9,4,20,1,9999,6,5
8043,4,24,5,10,2,1,1,115,2,99,1,45,1,8,8,10,9,7,99,6,9999,6,5
8044,4,24,5,13,3,2,1,108,1,1,1,30,1,5,5,7,9,3,99,1,9999,6,5
8045,4,24,5,16,3,2,1,110,2,99,1,22,1,3,3,5,9,4,14,1,2014,5,5
8046,4,24,5,9,2,1,20,2001,2,99,1,27,1,4,4,6,9,4,99,1,9999,6,5
8047,4,24,5,21,4,3,12,1216,2,99,9,999,9,16,12,18,9,5,99,99,9999,6,5
8048,4,25,6,20,4,3,1,101,1,12,9,999,9,16,12,18,9,3,44,1,9999,6,5
8049,4,25,6,20,4,3,1,114,2,99,2,43,1,7,7,9,9,1,32,2,1994,3,5
8050,4,25,6,22,4,3,1,115,1,2,9,999,9,16,12,18,9,3,99,99,9999,6,5
8051,4,25,6,10,2,1,5,506,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,5
8052,4,25,6,17,3,2,5,501,2,99,9,999,9,16,12,18,9,5,99,99,9999,6,5
8053,4,25,6,5,1,1,10,1010,2,99,9,999,9,16,12,18,9,5,99,99,9999,6,5
8054,4,25,6,22,4,3,14,1407,2,99,1,17,2,2,2,4,9,4,24,1,2014,5,5
8055,4,25,6,8,2,1,4,401,2,99,1,23,1,3,3,5,9,9,44,2,2006,4,5
8056,4,26,7,19,4,3,1,101,1,18,1,46,1,8,8,10,9,1,44,4,2001,4,5
8057,4,26,7,3,1,1,1,101,1,5,1,27,1,4,4,6,2,1,12,11,2006,4,5
8058,4,26,7,18,4,3,1,113,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
8059,4,27,1,18,4,3,8,801,1,3,1,21,1,3,3,5,1,1,5,2,2011,5,5
8060,4,27,1,7,2,1,16,1611,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
8061,4,27,1,16,3,2,1,101,1,11,2,37,1,6,6,8,1,1,99,99,9999,6,5
8062,4,27,1,7,2,1,1,108,1,1,9,999,9,16,12,18,9,1,99,99,9999,6,5
8063,4,27,1,12,3,2,1,101,1,1,1,29,1,4,4,6,1,1,5,99,2006,4,5
8064,4,27,1,8,2,1,1,116,2,99,1,24,1,3,3,5,1,4,21,5,9999,6,5
8065,4,27,1,19,4,3,13,1301,2,99,9,999,9,16,12,18,9,5,99,7,9999,6,5
8066,4,28,2,1,1,1,5,501,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
8067,4,28,2,17,3,2,5,509,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
8068,4,28,2,22,4,3,6,601,2,99,1,26,1,4,4,6,2,4,59,3,9999,6,5
8069,4,28,2,22,4,3,10,1003,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
8070,4,28,2,18,4,3,10,1021,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
8071,4,28,2,19,4,3,17,1703,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
8072,4,29,3,2,1,1,1,101,1,9,9,999,9,16,12,18,9,1,99,99,9999,6,5
8073,4,29,3,19,4,3,22,2201,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
8074,4,29,3,12,3,2,20,2001,2,99,9,999,9,16,12,18,9,1,99,5,9999,6,5
8075,4,29,3,6,2,1,5,501,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
8076,4,29,3,17,3,2,6,611,2,99,9,999,9,16,12,18,9,3,99,2,9999,6,5
8077,4,29,3,15,3,2,9,901,1,1,9,999,9,16,12,18,9,2,99,4,9999,6,5
8078,4,30,4,22,4,3,22,2212,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,5
8079,4,30,4,17,3,2,5,507,2,99,1,40,1,7,7,9,1,7,22,7,9999,6,5
8080,4,30,4,2,1,1,5,509,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
8081,4,30,4,18,4,3,6,609,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,5
8082,4,30,4,10,2,1,9,901,2,99,1,35,1,6,6,8,1,11,44,2,9999,6,5
8083,5,1,5,10,2,1,1,115,1,12,1,25,1,4,4,6,1,3,34,6,9999,6,5
8084,5,1,5,13,3,2,6,602,2,99,1,33,1,5,5,7,1,4,99,7,9999,6,5
8085,5,2,6,15,3,2,1,101,1,1,1,38,1,6,6,8,1,3,13,6,9999,6,5
8086,5,2,6,20,4,3,1,101,1,4,9,999,9,16,12,18,9,2,41,5,9999,6,5
8087,5,2,6,16,3,2,9,920,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
8088,5,2,6,14,3,2,12,1201,2,99,1,15,2,2,2,4,1,3,44,8,9999,6,5
8089,5,2,6,18,4,3,2,201,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
8090,5,2,6,2,1,1,3,301,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
8091,5,3,7,12,3,2,1,101,1,21,1,23,1,3,3,5,2,4,2,5,2013,5,5
8092,5,3,7,14,3,2,1,115,1,1,2,34,1,5,5,7,1,2,30,6,2003,4,5
8093,5,3,7,12,3,2,9,920,2,99,1,39,1,6,6,8,1,9,44,4,2007,4,5
8094,5,3,7,9,2,1,8,801,2,99,2,31,1,5,5,7,1,1,30,4,9999,6,5
8095,5,3,7,19,4,3,2,201,2,99,1,19,1,2,2,4,1,14,2,1,9999,6,5
8096,5,4,1,14,3,2,1,108,1,2,1,74,1,13,11,15,1,3,13,3,9999,6,5
8097,5,4,1,16,3,2,6,602,1,1,1,57,1,10,10,12,2,4,99,1,2004,4,5
8098,5,4,1,18,4,3,9,901,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,5
8099,5,4,1,15,3,2,18,1801,2,99,1,36,1,6,6,8,1,4,42,5,9999,6,5
