num_hecho,dia_ocu,mes_ocu,año_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_pil,edad_pil,g_edad_pil,estado_pil,tipo_vehi,color_vehi,modelo_vehi,causa_acc
1302,30,4,9,4,23,2,2,1,19,1,1,3,5,2008,1
1795,25,6,9,4,20,1,1,1,19,1,1,3,5,2009,1
1250,24,4,9,5,9,1,1,1,19,1,1,3,99,9999,1
1859,2,7,9,4,23,9,1,1,19,1,1,3,1,9999,1
2667,15,9,9,2,16,10,2,1,19,1,1,3,10,1985,2
2353,9,8,9,7,21,16,2,1,19,1,1,3,99,9999,3
3311,8,12,9,2,11,14,2,1,19,1,1,3,3,9999,3
246,24,1,9,6,13,9,1,1,19,1,1,4,5,2000,1
748,7,3,9,6,0,9,1,1,19,1,1,4,1,2008,1
1714,15,6,9,1,17,1,1,1,19,1,1,4,5,2009,1
172,16,1,9,5,8,7,2,1,19,1,1,4,99,9999,1
196,18,1,9,7,1,5,2,1,19,1,1,4,99,9999,1
2620,10,9,9,4,21,13,1,1,19,1,1,4,99,9999,1
3266,3,12,9,4,10,1,1,1,19,1,1,4,5,9999,1
3470,25,12,9,5,16,19,2,1,19,1,1,4,4,9999,1
98,10,1,9,6,11,3,2,1,19,1,1,4,1,2005,2
423,8,2,9,7,23,19,2,1,19,1,1,4,99,9999,2
551,19,2,9,4,22,10,2,1,19,1,1,4,99,9999,4
3026,29,10,9,4,20,17,2,1,19,1,1,10,1,1998,1
2487,24,8,9,1,14,21,1,1,19,1,1,14,1,2004,3
1806,27,6,9,6,9,1,1,1,19,1,1,14,1,9999,4
1329,2,5,9,6,22,1,1,2,20,1,9,1,2,1993,1
2366,12,8,9,3,20,20,2,1,20,1,9,1,4,2001,1
634,26,2,9,4,3,6,1,1,20,1,9,1,99,9999,1
830,14,3,9,6,0,1,1,1,20,1,9,1,4,9999,1
901,22,3,9,7,0,1,1,1,20,1,9,1,14,9999,1
611,23,2,9,1,15,16,1,2,20,1,9,1,99,9999,2
667,1,3,9,7,2,1,1,1,20,1,9,1,4,9999,2
2115,31,7,9,5,0,1,1,1,20,1,9,1,4,9999,2
2506,26,8,9,3,7,5,2,1,20,1,9,3,99,1996,1
3443,23,12,9,3,23,10,1,1,20,1,9,3,5,2006,1
2005,18,7,9,6,7,18,2,1,20,1,9,3,6,9999,1
3282,5,12,9,6,12,1,1,1,20,1,9,3,5,9999,1
3451,24,12,9,4,4,1,1,1,20,1,9,3,6,9999,2
1625,5,6,9,5,15,17,2,1,20,1,9,3,6,2007,3
670,1,3,9,7,12,22,2,1,20,1,9,4,3,9999,1
979,29,3,9,7,8,5,2,1,20,1,9,4,1,9999,1
2589,6,9,9,7,23,4,1,2,20,1,9,4,7,9999,1
3006,26,10,9,1,20,14,2,1,20,1,9,4,1,9999,1
3111,7,11,9,6,21,4,1,1,20,1,9,4,99,9999,1
3291,6,12,9,7,7,5,2,1,20,1,9,4,3,9999,1
2510,26,8,9,3,4,1,1,1,20,1,9,4,3,2007,2
916,23,3,9,1,22,9,1,1,20,1,9,4,5,9999,2
1339,3,5,9,7,18,4,2,1,20,1,9,4,1,9999,2
1643,7,6,9,7,21,15,2,1,20,1,9,4,1,9999,2
2593,6,9,9,7,2,18,2,1,20,1,9,4,99,9999,2
792,9,3,9,1,9,22,2,1,20,1,9,4,1,9999,4
969,28,3,9,6,17,18,2,1,20,1,9,4,99,9999,4
1957,13,7,9,1,21,19,2,1,20,1,9,4,99,9999,4
2084,28,7,9,2,14,19,2,2,20,1,9,4,1,9999,4
2408,16,8,9,7,5,18,2,1,20,1,9,4,5,9999,4
2542,29,8,9,6,21,13,2,1,20,1,9,4,99,9999,4
697,2,3,9,1,18,10,1,1,20,1,9,9,2,9999,1
1134,12,4,9,7,15,1,2,1,20,1,9,14,1,2006,3
3251,1,12,9,2,8,1,1,1,20,1,9,14,1,9999,3
3056,1,11,9,7,18,19,2,1,20,1,9,99,99,9999,1
665,28,2,9,6,1,15,2,1,20,1,2,99,1,9999,1
735,6,3,9,5,4,1,1,1,20,1,2,1,11,2003,1
499,15,2,9,7,3,1,1,1,20,1,2,1,4,9999,1
1841,30,6,9,2,21,12,2,1,20,1,2,1,3,9999,1
3409,20,12,9,7,21,12,2,1,20,1,2,1,4,9999,2
1949,12,7,9,7,17,6,2,1,20,1,2,2,5,1996,2
3347,13,12,9,7,20,12,2,1,20,1,2,3,2,1989,1
2003,18,7,9,6,4,12,2,1,20,1,2,3,3,9999,1
524,16,2,9,1,0,9,2,1,20,1,2,3,1,9999,2
613,23,2,9,1,20,15,2,1,20,1,2,4,5,2008,1
2,1,1,9,4,23,1,1,1,20,1,2,4,5,9999,1
155,15,1,9,4,1,10,1,1,20,1,2,4,99,9999,1
3132,11,11,9,3,23,10,2,1,20,1,2,4,5,2007,4
1597,2,6,9,2,20,12,2,1,20,1,2,14,1,2007,1
3192,22,11,9,7,17,1,1,1,20,1,2,14,1,2006,3
2520,27,8,9,4,14,12,2,1,20,1,1,1,6,1988,1
2678,16,9,9,3,12,2,2,1,20,1,1,1,2,1994,1
323,31,1,9,6,3,9,2,1,20,1,1,1,5,1999,1
1966,14,7,9,2,19,1,1,1,20,1,1,1,6,1999,1
2603,8,9,9,2,0,6,2,2,20,1,1,1,1,2004,1
354,2,2,9,1,11,1,2,1,20,1,1,1,2,9999,1
782,8,3,9,7,23,1,1,2,20,1,1,1,4,9999,1
549,19,2,9,4,22,6,2,1,20,1,1,1,6,1996,2
2825,6,10,9,2,7,1,1,2,20,1,1,1,2,9999,2
3288,6,12,9,7,16,22,2,1,20,1,1,1,4,9999,2
267,25,1,9,7,20,1,1,1,20,1,1,2,1,2001,1
2665,15,9,9,2,14,6,2,1,20,1,1,2,8,1985,2
2676,16,9,9,3,20,12,2,1,20,1,1,3,6,1995,1
956,27,3,9,5,14,9,1,1,20,1,1,3,2,2004,1
1510,19,5,9,2,12,21,1,1,20,1,1,3,2,2005,1
2422,18,8,9,2,13,1,1,1,20,1,1,3,2,2006,1
3484,27,12,9,7,17,20,2,1,20,1,1,3,2,9999,1
2659,15,9,9,2,18,12,2,2,20,1,1,3,5,1988,2
2173,5,8,9,3,14,22,2,1,20,1,1,3,99,9999,2
2243,5,8,9,3,14,22,2,1,20,1,1,3,99,9999,2
2313,5,8,9,3,14,22,2,1,20,1,1,3,99,9999,2
1167,16,4,9,4,7,1,2,1,20,1,1,4,1,1999,1
178,17,1,9,6,12,22,2,2,20,1,1,4,7,2002,1
3219,25,11,9,3,15,5,2,1,20,1,1,4,1,2005,1
383,5,2,9,4,18,5,2,1,20,1,1,4,99,2006,1
2583,5,9,9,6,0,15,2,1,20,1,1,4,5,2008,1
2684,17,9,9,4,18,10,1,1,20,1,1,4,5,2008,1
162,16,1,9,5,12,1,2,1,20,1,1,4,5,9999,1
173,16,1,9,5,12,1,1,1,20,1,1,4,99,9999,1
424,8,2,9,7,21,10,2,1,20,1,1,4,3,9999,1
2035,22,7,9,3,21,11,2,1,20,1,1,4,5,9999,1
2691,18,9,9,5,22,1,1,2,20,1,1,4,3,9999,1
3138,12,11,9,4,19,19,2,1,20,1,1,4,3,9999,1
3496,28,12,9,1,14,11,2,1,20,1,1,4,1,9999,1
332,1,2,9,7,23,20,1,1,20,1,1,4,99,9999,4
1805,26,6,9,5,22,15,2,1,20,1,1,4,99,9999,4
1976,15,7,9,3,6,20,1,1,20,1,1,4,99,9999,4
1421,10,5,9,7,21,1,1,1,20,1,1,8,5,1993,1
1652,8,6,9,1,22,10,2,1,20,1,1,9,9,1992,1
2924,17,10,9,6,7,14,1,1,20,1,1,9,1,2003,1
890,20,3,9,5,18,2,2,1,20,1,1,14,1,2008,1
2792,1,10,9,4,17,10,1,1,20,1,1,14,1,2009,1
2692,18,9,9,5,9,10,2,1,20,1,1,14,1,9999,1
1374,6,5,9,3,21,4,1,1,20,1,1,14,4,9999,2
2147,2,8,9,7,21,1,1,1,20,1,1,14,1,2006,3
2217,2,8,9,7,21,1,1,1,20,1,1,14,1,2006,3
2287,2,8,9,7,21,1,1,1,20,1,1,14,1,2006,3
2926,18,10,9,7,19,5,2,1,21,1,9,1,2,1995,1
2415,17,8,9,1,18,1,1,1,21,1,9,1,4,2006,1
2813,4,10,9,7,17,1,1,1,21,1,9,1,10,1982,2
636,26,2,9,4,0,11,1,1,21,1,9,1,6,1985,2
3076,3,11,9,2,0,22,2,1,21,1,9,1,5,2006,2
1233,22,4,9,3,17,1,2,1,21,1,9,1,2,9999,2
76,9,1,9,5,2,1,1,1,21,1,9,1,6,1995,3
2742,26,9,9,6,0,20,2,2,21,1,9,1,6,9999,3
699,2,3,9,1,17,9,1,1,21,1,9,2,10,2002,1
2132,2,8,9,7,3,1,1,1,21,1,9,3,2,1993,1
2202,2,8,9,7,3,1,1,1,21,1,9,3,2,1993,1
2272,2,8,9,7,3,1,1,1,21,1,9,3,2,1993,1
2414,17,8,9,1,11,9,1,1,21,1,9,3,1,9999,1
2146,2,8,9,7,15,9,2,1,21,1,9,3,6,9999,2
2216,2,8,9,7,15,9,2,1,21,1,9,3,6,9999,2
2286,2,8,9,7,15,9,2,1,21,1,9,3,6,9999,2
2837,7,10,9,3,4,12,2,1,21,1,9,3,5,9999,2
1402,9,5,9,6,20,12,2,1,21,1,9,3,99,9999,3
1548,24,5,9,7,22,1,1,1,21,1,9,3,7,9999,3
2868,12,10,9,1,7,16,2,1,21,1,9,3,5,9999,3
1836,30,6,9,2,11,1,1,1,21,1,9,4,3,1986,1
1003,31,3,9,2,12,17,2,1,21,1,9,4,1,2005,1
702,2,3,9,1,0,17,2,2,21,1,9,4,99,9999,1
1135,12,4,9,7,14,1,1,1,21,1,9,4,5,9999,1
1656,8,6,9,1,17,17,2,2,21,1,9,4,99,9999,1
2176,5,8,9,3,20,5,2,1,21,1,9,4,5,9999,1
2246,5,8,9,3,20,5,2,1,21,1,9,4,5,9999,1
2316,5,8,9,3,20,5,2,1,21,1,9,4,5,9999,1
3120,8,11,9,7,11,8,2,1,21,1,9,4,7,9999,1
3257,1,12,9,2,13,3,2,1,21,1,9,4,2,9999,1
1303,1,5,9,5,3,1,1,1,21,1,9,4,5,2007,2
793,9,3,9,1,17,1,1,1,21,1,9,4,5,9999,2
1835,30,6,9,2,0,1,1,1,21,1,9,4,1,9999,2
2957,21,10,9,3,19,19,2,1,21,1,9,4,5,9999,4
3040,31,10,9,6,5,1,1,1,21,1,9,4,1,9999,4
2879,13,10,9,2,18,20,2,1,21,1,9,5,3,9999,1
3130,10,11,9,2,0,9,1,1,21,1,9,6,9,9999,1
2967,22,10,9,4,13,9,1,1,21,1,9,7,11,1978,1
1552,24,5,9,7,16,12,2,1,21,1,9,9,2,2000,1
2514,27,8,9,4,23,9,1,1,21,1,9,9,4,2008,2
1703,14,6,9,7,14,9,1,1,21,1,2,1,2,1990,1
1762,21,6,9,7,0,1,1,1,21,1,2,1,4,1999,1
2326,7,8,9,5,22,1,1,1,21,1,2,1,5,9999,1
587,22,2,9,7,0,4,1,1,21,1,2,1,10,1987,2
3095,6,11,9,5,2,1,1,1,21,1,2,1,1,9999,2
3186,21,11,9,6,20,14,1,1,21,1,2,2,4,9999,1
1547,24,5,9,7,3,1,1,1,21,1,2,2,5,1999,2
1100,10,4,9,5,23,6,2,1,21,1,2,2,10,9999,3
2562,1,9,9,2,14,14,1,1,21,1,2,3,5,1986,1
1113,11,4,9,6,20,19,2,1,21,1,2,3,9,1994,1
2876,13,10,9,2,14,22,1,1,21,1,2,4,1,9999,1
3141,13,11,9,5,3,22,1,1,21,1,2,4,1,2008,2
3044,31,10,9,6,17,1,2,1,21,1,2,12,1,9999,1
3150,16,11,9,1,20,10,1,1,21,1,2,14,1,2005,3
1776,23,6,9,2,21,1,1,2,21,1,1,1,1,1988,1
2705,19,9,9,6,21,1,1,1,21,1,1,1,4,1989,1
67,7,1,9,3,17,11,2,1,21,1,1,1,99,1995,1
248,24,1,9,6,11,1,1,2,21,1,1,1,2,1995,1
2368,12,8,9,3,16,19,2,1,21,1,1,1,2,2002,1
2606,8,9,9,2,19,9,2,1,21,1,1,1,4,2003,1
2702,19,9,9,6,2,4,2,1,21,1,1,1,1,2004,1
2860,11,10,9,7,5,1,1,1,21,1,1,1,2,2005,1
2914,17,10,9,6,13,5,2,2,21,1,1,2,2,1994,1
675,1,3,9,7,10,9,1,1,21,1,1,2,6,1997,1
295,29,1,9,4,8,1,1,1,21,1,1,2,4,2004,1
1512,20,5,9,3,13,11,1,1,21,1,1,3,4,9999,1
62,6,1,9,2,1,10,2,1,21,1,1,3,14,1989,2
3242,29,11,9,7,18,1,1,1,21,1,1,3,5,9999,3
193,18,1,9,7,20,20,1,2,21,1,1,4,9,1997,1
944,26,3,9,4,21,9,1,1,21,1,1,4,3,2003,1
592,22,2,9,7,20,9,1,1,21,1,1,4,3,2006,1
1409,10,5,9,7,14,1,1,1,21,1,1,4,5,2008,1
1444,13,5,9,3,19,5,1,1,21,1,1,4,3,9999,1
1534,23,5,9,6,19,1,1,1,21,1,1,4,3,9999,1
434,9,2,9,1,18,21,2,1,21,1,1,4,3,9999,2
156,15,1,9,4,16,11,1,1,21,1,1,4,1,2008,4
2452,21,8,9,5,20,19,2,1,21,1,1,4,99,9999,4
2372,12,8,9,3,17,9,2,1,21,1,1,5,1,1985,1
1581,31,5,9,7,15,1,1,1,21,1,1,7,99,9999,1
3208,23,11,9,1,9,3,2,1,21,1,1,7,7,9999,2
1899,6,7,9,1,7,20,1,1,21,1,1,9,1,2005,1
2679,16,9,9,3,12,18,1,1,21,1,1,9,4,2007,1
1011,2,4,9,4,18,1,1,1,21,1,1,12,99,9999,1
2149,3,8,9,1,7,1,1,1,21,1,1,12,1,9999,1
2219,3,8,9,1,7,1,1,1,21,1,1,12,1,9999,1
2289,3,8,9,1,7,1,1,1,21,1,1,12,1,9999,1
1930,10,7,9,5,14,17,2,1,21,1,1,13,5,9999,1
3061,1,11,9,7,2,13,1,1,22,1,9,1,3,1995,1
2713,20,9,9,7,13,16,2,1,22,1,9,1,99,9999,1
2008,18,7,9,6,4,1,1,1,22,1,9,1,6,1997,2
326,1,2,9,7,4,1,1,1,22,1,9,1,5,9999,2
2470,22,8,9,6,20,2,2,1,22,1,9,2,6,1994,1
2113,31,7,9,5,19,19,2,1,22,1,9,3,3,2009,1
862,17,3,9,2,19,1,1,1,22,1,9,3,1,9999,1
1353,5,5,9,2,14,12,2,1,22,1,9,3,2,9999,1
1072,8,4,9,3,12,1,1,1,22,1,9,4,1,1999,1
2529,28,8,9,5,20,5,2,1,22,1,9,4,5,2007,1
527,16,2,9,1,18,6,2,1,22,1,9,4,3,9999,1
635,26,2,9,4,11,6,2,1,22,1,9,4,99,9999,1
1886,5,7,9,7,1,1,2,1,22,1,9,4,9,9999,1
2856,10,10,9,6,22,17,2,1,22,1,9,4,99,9999,1
3194,22,11,9,7,11,19,2,1,22,1,9,4,99,9999,1
3429,22,12,9,2,10,1,1,1,22,1,9,4,5,9999,1
3021,29,10,9,4,12,5,2,1,22,1,9,4,99,2009,2
1393,8,5,9,5,14,13,1,1,22,1,9,4,5,9999,2
1222,21,4,9,2,3,5,2,1,22,1,9,4,1,9999,4
1992,17,7,9,5,22,2,2,1,22,1,9,4,99,9999,4
2745,26,9,9,6,8,13,2,1,22,1,9,4,99,9999,4
2900,16,10,9,5,4,1,2,1,22,1,9,4,99,9999,4
3509,29,12,9,2,20,4,2,1,22,1,9,4,2,9999,4
2874,12,10,9,1,15,22,2,1,22,1,9,5,2,2001,1
3086,4,11,9,3,1,15,2,1,22,1,9,5,5,9999,1
2973,23,10,9,5,14,1,2,1,22,1,9,5,2,9999,2
1044,5,4,9,7,2,9,2,1,22,1,9,6,99,9999,2
2475,23,8,9,7,12,22,2,1,22,1,9,9,11,2000,2
1397,9,5,9,6, ,1,2,1,22,1,9,9,4,2007,2
3321,10,12,9,4,17,21,1,1,22,1,9,14,1,2004,1
809,12,3,9,4,10,1,1,1,22,1,9,14,1,2008,1
2611,8,9,9,2,7,18,2,1,22,1,9,14,1,9999,2
1093,9,4,9,4,4,15,2,1,22,1,9,99,99,9999,4
2835,7,10,9,3,2,9,1,1,22,1,2,1,9,1994,1
985,29,3,9,7,16,5,2,1,22,1,2,1,6,1997,1
3421,21,12,9,1,22,9,1,1,22,1,2,1,4,1998,1
720,4,3,9,3,19,13,2,1,22,1,2,1,11,9999,1
962,28,3,9,6,19,22,2,1,22,1,2,1,9,9999,1
817,12,3,9,4,5,17,1,1,22,1,2,1,1,2005,2
401,7,2,9,6,2,10,2,2,22,1,2,1,4,2009,2
3392,19,12,9,6,5,19,1,1,22,1,2,1,1,9999,2
726,4,3,9,3,17,12,2,1,22,1,2,2,5,2002,1
1932,10,7,9,5,18,4,2,1,22,1,2,3,1,1988,1
1447,13,5,9,3,0,12,1,1,22,1,2,3,14,1991,1
717,4,3,9,3,2,22,2,1,22,1,2,3,5,1993,1
1422,10,5,9,7,20,17,1,1,22,1,2,4,4,2007,1
1494,18,5,9,1,20,6,2,1,22,1,2,4,9,9999,1
2405,16,8,9,7,0,11,2,1,22,1,2,4,1,9999,1
776,8,3,9,7,17,2,2,1,22,1,2,4,3,2008,2
208,20,1,9,2,23,1,1,1,22,1,2,4,99,9999,2
1874,4,7,9,6,18,20,1,1,22,1,2,4,7,9999,4
796,10,3,9,2,22,5,2,1,22,1,2,14,1,2008,3
3143,13,11,9,5,23,1,1,1,22,1,1,1,99,1985,1
226,22,1,9,4,22,20,2,2,22,1,1,1,4,1989,1
229,22,1,9,4,17,12,2,1,22,1,1,1,14,1989,1
3098,6,11,9,5,14,22,2,1,22,1,1,1,1,1990,1
1305,1,5,9,5,9,5,2,1,22,1,1,1,1,1992,1
843,15,3,9,7,11,1,1,1,22,1,1,1,2,1996,1
233,22,1,9,4,1,1,1,1,22,1,1,1,6,1998,1
751,7,3,9,6,11,2,2,1,22,1,1,1,5,1998,1
1463,16,5,9,6,15,1,1,2,22,1,1,1,4,1998,1
2565,2,9,9,3,16,1,1,2,22,1,1,1,4,2005,1
3191,22,11,9,7,5,1,1,1,22,1,1,1,11,2005,1
2169,4,8,9,2,10,8,1,1,22,1,1,1,99,9999,1
2239,4,8,9,2,10,8,1,1,22,1,1,1,99,9999,1
2309,4,8,9,2,10,8,1,1,22,1,1,1,99,9999,1
2690,18,9,9,5,17,16,2,1,22,1,1,1,9,9999,1
3343,13,12,9,7,13,1,1,1,22,1,1,1,2,2007,2
3238,29,11,9,7,6,1,1,2,22,1,1,1,9,9999,2
59,5,1,9,1,23,10,2,1,22,1,1,2,4,1986,1
878,19,3,9,4,10,1,1,2,22,1,1,2,1,1997,1
2032,21,7,9,2,10,10,1,1,22,1,1,2,5,1998,1
343,1,2,9,7,18,15,1,1,22,1,1,2,5,2001,1
1571,30,5,9,6,13,1,2,1,22,1,1,3,2,1996,1
1580,31,5,9,7,19,1,1,1,22,1,1,3,5,9999,1
1754,20,6,9,6,8,17,2,1,22,1,1,3,99,9999,1
2824,5,10,9,1,1,1,2,1,22,1,1,3,5,9999,1
213,20,1,9,2,15,4,2,1,22,1,1,3,2,1990,4
2760,28,9,9,1,23,6,2,1,22,1,1,3,99,2006,4
2081,28,7,9,2,7,1,1,1,22,1,1,4,5,1980,1
758,7,3,9,6,9,1,1,1,22,1,1,4,1,1988,1
1906,7,7,9,2,6,1,1,1,22,1,1,4,3,2008,1
2596,6,9,9,7,13,10,2,1,22,1,1,4,5,2008,1
203,19,1,9,1,15,1,1,1,22,1,1,4,99,9999,1
449,11,2,9,3,17,13,1,1,22,1,1,4,3,9999,1
958,27,3,9,5,15,12,2,1,22,1,1,4,1,9999,1
1916,9,7,9,4,21,19,2,2,22,1,1,4,99,9999,1
2674,16,9,9,3,9,11,2,1,22,1,1,4,5,2009,2
150,15,1,9,4,2,20,2,1,22,1,1,4,99,9999,2
1211,19,4,9,7,3,3,2,1,22,1,1,4,1,9999,2
2779,29,9,9,2,22,13,2,1,22,1,1,4,99,9999,2
385,5,2,9,4,19,10,2,1,22,1,1,4,5,2009,4
3162,17,11,9,2,18,11,2,2,22,1,1,4,99,2009,4
1940,11,7,9,6,20,5,2,1,22,1,1,4,1,9999,4
2773,28,9,9,1,21,1,1,2,22,1,1,4,99,9999,4
2857,10,10,9,6,11,17,2,1,22,1,1,4,99,9999,4
112,11,1,9,7,4,4,2,1,22,1,1,5,2,2008,1
1536,23,5,9,6,17,12,2,1,22,1,1,9,99,9999,1
2698,19,9,9,6,7,9,1,1,22,1,1,9,1,2004,4
1236,22,4,9,3,16,9,2,1,22,1,1,9,2,2006,4
210,20,1,9,2,17,1,1,1,22,1,1,10,2,2006,1
558,20,2,9,5,14,1,1,1,22,1,1,12,1,1993,1
484,14,2,9,6,15,1,1,1,22,1,1,12,7,1997,1
281,27,1,9,2,10,14,2,1,22,1,1,14,4,2007,1
943,26,3,9,4,9,11,2,1,23,1,9,1,8,1995,1
3070,2,11,9,1,6,2,2,1,23,1,9,1,11,1995,1
1856,2,7,9,4,6,1,1,1,23,1,9,1,1,9999,1
2625,11,9,9,5,0,12,1,1,23,1,9,1,16,9999,1
2971,22,10,9,4,17,4,2,1,23,1,9,1,99,9999,1
701,2,3,9,1,0,2,2,1,23,1,9,1,2,9999,2
2644,13,9,9,7,0,1,1,1,23,1,9,1,3,9999,2
2749,27,9,9,7,10,1,2,1,23,1,9,1,1,9999,2
1990,17,7,9,5,2,1,1,1,23,1,9,1,11,1990,3
1893,5,7,9,7,3,18,2,1,23,1,9,1,99,9999,3
703,2,3,9,1,20,14,1,1,23,1,9,2,4,9999,1
2893,15,10,9,4,19,2,2,1,23,1,9,2,3,1986,3
1091,9,4,9,4,4,12,2,1,23,1,9,2,6,1996,4
1596,2,6,9,2,17,11,2,1,23,1,9,3,99,1984,1
1360,5,5,9,2,23,11,2,1,23,1,9,3,99,9999,1
3091,5,11,9,4,17,11,2,1,23,1,9,3,99,9999,1
2128,1,8,9,6,10,18,2,1,23,1,9,3,2,1996,2
2198,1,8,9,6,10,18,2,1,23,1,9,3,2,1996,2
2268,1,8,9,6,10,18,2,1,23,1,9,3,2,1996,2
2508,26,8,9,3,0,16,2,1,23,1,9,4,99,2000,1
1056,6,4,9,1,1,13,2,1,23,1,9,4,2,2006,1
2634,12,9,9,6,12,1,1,1,23,1,9,4,1,2007,1
3126,9,11,9,1,22,12,2,1,23,1,9,4,7,2008,1
1998,18,7,9,6,14,1,1,1,23,1,9,4,5,9999,1
2396,15,8,9,6,12,5,2,1,23,1,9,4,99,9999,1
2723,23,9,9,3,22,19,1,1,23,1,9,4,99,9999,1
2729,24,9,9,4,11,11,2,1,23,1,9,4,2,9999,1
3072,3,11,9,2,11,1,1,1,23,1,9,4,1,9999,1
3270,4,12,9,5,7,1,2,1,23,1,9,4,3,9999,1
2142,2,8,9,7,1,17,2,1,23,1,9,4,5,9999,2
2212,2,8,9,7,1,17,2,1,23,1,9,4,5,9999,2
2282,2,8,9,7,1,17,2,1,23,1,9,4,5,9999,2
2410,16,8,9,7,21,4,1,1,23,1,9,4,99,9999,2
2653,14,9,9,1,20,11,1,1,23,1,9,4,99,9999,2
3453,24,12,9,4,3,21,1,1,23,1,9,4,7,9999,2
2004,18,7,9,6,6,12,2,1,23,1,9,4,5,9999,4
2821,5,10,9,1,21,19,2,1,23,1,9,4,1,9999,4
2986,24,10,9,6,15,19,2,1,23,1,9,4,99,9999,4
2332,7,8,9,5,19,15,2,1,23,1,9,5,2,9999,1
1279,26,4,9,7,19,20,2,1,23,1,9,9,6,2004,1
2428,19,8,9,3,12,1,1,1,23,1,9,12,1,9999,1
1825,28,6,9,7,16,1,1,1,23,1,2,1,2,1987,1
1083,9,4,9,4,1,1,1,1,23,1,2,1,4,1988,1
688,2,3,9,1,17,1,1,1,23,1,2,1,9,1994,1
1953,12,7,9,7,20,13,1,1,23,1,2,1,9,1996,1
2416,17,8,9,1,21,13,1,1,23,1,2,1,2,1998,1
2050,25,7,9,6,1,1,1,1,23,1,2,1,1,2005,1
1500,18,5,9,1,20,9,1,1,23,1,2,1,1,9999,1
3522,31,12,9,4,17,5,2,1,23,1,2,1,11,1994,3
1888,5,7,9,7,0,5,1,1,23,1,2,3,11,1987,1
3279,5,12,9,6,0,18,2,1,23,1,2,3,2,1992,1
909,22,3,9,7,14,18,2,1,23,1,2,3,3,9999,1
277,26,1,9,1,21,13,2,1,23,1,2,3,9,1992,2
2762,28,9,9,1,20,9,1,1,23,1,2,3,6,1999,2
1767,21,6,9,7,12,2,2,1,23,1,2,3,5,2005,2
661,28,2,9,6,3,10,2,1,23,1,2,3,5,9999,2
1800,26,6,9,5,20,5,2,1,23,1,2,3,5,9999,4
1784,24,6,9,3,1,1,1,1,23,1,2,4,5,2007,1
3486,27,12,9,7,22,5,1,1,23,1,2,4,5,2005,2
2458,22,8,9,6,3,1,1,1,23,1,2,4,99,9999,2
2441,20,8,9,4,21,13,2,1,23,1,2,5,7,9999,1
219,21,1,9,3,0,11,2,1,23,1,2,6,99,9999,2
2037,22,7,9,3,13,9,1,1,23,1,2,9,1,2006,1
2478,23,8,9,7,14,10,1,1,23,1,2,14,1,1990,1
3448,23,12,9,3,17,4,2,1,23,1,2,14,1,2004,1
1255,24,4,9,5,10,10,1,1,23,1,2,14,1,2005,1
1558,28,5,9,4,21,1,1,1,23,1,2,99,4,1998,1
686,1,3,9,7,5,1,1,1,23,1,1,1,2,1983,1
1837,30,6,9,2,7,1,1,1,23,1,1,1,2,1992,1
2172,5,8,9,3,13,1,1,1,23,1,1,1,8,1992,1
2242,5,8,9,3,13,1,1,1,23,1,1,1,8,1992,1
2312,5,8,9,3,13,1,1,1,23,1,1,1,8,1992,1
115,12,1,9,1,13,1,1,1,23,1,1,1,2,1993,1
2641,12,9,9,6,16,1,1,1,23,1,1,1,2,1993,1
2685,18,9,9,5,22,1,1,1,23,1,1,1,11,1996,1
1833,29,6,9,1,16,7,2,2,23,1,1,1,99,1998,1
1863,3,7,9,5,7,1,1,1,23,1,1,1,2,1999,1
2994,25,10,9,7,20,15,2,1,23,1,1,1,11,1999,1
97,10,1,9,6,15,3,2,1,23,1,1,1,1,2003,1
350,1,2,9,7,20,1,1,2,23,1,1,1,2,9999,1
945,26,3,9,4,8,9,1,1,23,1,1,1,2,9999,1
2054,25,7,9,6,22,5,2,1,23,1,1,1,99,9999,1
2103,30,7,9,4,19,2,2,1,23,1,1,1,6,9999,1
1473,17,5,9,7,2,1,2,1,23,1,1,1,4,1989,2
1810,27,6,9,6,1,1,1,1,23,1,1,1,99,9999,2
3009,28,10,9,3,7,1,1,2,23,1,1,1,5,9999,2
258,25,1,9,7,8,5,2,1,23,1,1,1,2,1999,3
7,1,1,9,4,13,5,2,1,23,1,1,1,9,2006,3
149,15,1,9,4,18,22,2,1,23,1,1,2,99,2005,1
2540,29,8,9,6,17,16,2,1,23,1,1,3,5,1984,1
182,17,1,9,6,10,6,2,1,23,1,1,3,4,1988,1
192,18,1,9,7,19,22,2,1,23,1,1,3,2,1990,1
1417,10,5,9,7,0,12,1,1,23,1,1,3,1,1992,1
1560,28,5,9,4,22,12,2,1,23,1,1,3,1,2003,1
1875,4,7,9,6,0,10,2,1,23,1,1,3,4,2003,1
3243,29,11,9,7,3,5,2,1,23,1,1,3,99,2006,1
1370,6,5,9,3,14,8,2,1,23,1,1,3,2,2007,1
1712,15,6,9,1,0,9,1,1,23,1,1,3,4,2007,1
1318,1,5,9,5,6,1,1,1,23,1,1,3,3,2009,1
2153,3,8,9,1,8,13,2,1,23,1,1,3,4,9999,1
2223,3,8,9,1,8,13,2,1,23,1,1,3,4,9999,1
2293,3,8,9,1,8,13,2,1,23,1,1,3,4,9999,1
