núm_corre,día_ocu,año_ocu,hora_ocu,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,tipo_eve,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,g_hora,g_hora_5,g_modelo_veh,fall_les,int_o_noint
9723,6,2016,21,5,5,1501,15,2,99,1,999,9,4,67,3,2006,5,16,12,18,4,3,4,2,2
9724,6,2016,21,5,5,1501,15,2,99,1,999,9,4,67,3,2006,5,16,12,18,4,3,4,2,2
9725,7,2016,4,5,6,101,1,1,13,1,40,1,99,999,99,9999,5,7,7,9,1,1,6,2,1
9726,7,2016,23,5,6,1301,13,1,99,1,34,1,1,27,3,9999,5,5,5,7,4,3,6,2,1
9727,7,2016,23,5,6,401,4,2,99,1,35,1,3,56,9,9999,5,6,6,8,4,3,6,1,2
9728,7,2016,18,5,6,101,1,1,5,1,14,2,1,73,4,9999,5,1,1,3,4,3,6,2,1
9729,8,2016,10,5,7,101,1,1,11,1,71,1,1,27,4,9999,5,13,11,15,2,1,6,1,2
9730,8,2016,22,5,7,101,1,1,7,1,37,1,99,999,99,9999,5,6,6,8,4,3,6,1,2
9731,8,2016,21,5,7,502,5,2,99,2,49,1,4,6,5,2009,5,8,8,10,4,3,4,2,1
9732,8,2016,17,5,7,921,9,2,99,2,6,2,4,67,5,2010,5,1,1,2,3,2,5,2,1
9733,8,2016,22,5,7,1601,16,2,99,1,68,1,5,56,2,2002,5,12,11,14,4,3,4,2,1
9734,8,2016,19,5,7,305,3,2,99,1,48,1,1,28,9,9999,5,8,8,10,4,3,6,1,2
9735,9,2016,14,5,1,901,9,1,99,1,48,1,99,999,99,9999,5,8,8,10,3,2,6,2,2
9736,10,2016,14,5,2,1911,19,1,99,2,11,2,4,999,99,9999,5,1,1,3,3,2,6,2,1
9737,10,2016,17,5,2,511,5,1,99,1,37,1,5,30,2,9999,5,6,6,8,3,2,6,2,2
9738,10,2016,11,5,2,1501,15,2,99,1,90,1,4,32,5,9999,5,15,11,17,2,1,6,1,2
9739,10,2016,20,5,2,203,2,1,99,1,17,2,4,67,3,9999,5,2,2,4,4,3,6,2,1
9740,10,2016,20,5,2,203,2,1,99,2,57,1,4,67,3,9999,5,10,10,12,4,3,6,2,1
9741,10,2016,20,5,2,203,2,1,99,2,25,1,4,67,3,9999,5,4,4,6,4,3,6,2,1
9742,10,2016,20,5,2,203,2,1,99,2,9,2,4,67,3,9999,5,1,1,2,4,3,6,2,1
9743,10,2016,20,5,2,203,2,1,99,2,21,1,4,67,3,9999,5,3,3,5,4,3,6,2,1
9744,10,2016,20,5,2,203,2,1,99,2,12,2,4,67,3,9999,5,1,1,3,4,3,6,2,1
9745,10,2016,20,5,2,203,2,1,99,2,13,2,4,67,3,9999,5,1,1,3,4,3,6,2,1
9746,10,2016,20,5,2,203,2,1,99,1,7,2,4,67,3,9999,5,1,1,2,4,3,6,2,1
9747,10,2016,8,5,2,1805,18,1,99,2,61,1,99,999,99,9999,5,11,11,13,2,1,6,1,2
9748,11,2016,6,5,3,101,1,1,9,2,66,1,1,41,1,2005,5,12,11,14,2,1,4,2,1
9749,11,2016,22,5,3,502,5,2,99,1,38,1,1,999,99,9999,5,6,6,8,4,3,6,1,2
9750,11,2016,17,5,3,1105,11,2,99,2,8,2,5,50,2,9999,5,1,1,2,3,2,6,2,1
9751,11,2016,17,5,3,901,9,2,99,1,29,1,99,999,99,9999,5,4,4,6,3,2,6,1,2
9752,11,2016,22,5,3,1708,17,2,99,2,18,1,4,6,5,9999,5,2,2,4,4,3,6,2,2
9753,11,2016,6,5,3,1414,14,1,99,1,30,1,99,999,99,9999,5,5,5,7,2,1,6,1,2
9754,11,2016,23,5,3,1406,14,1,99,2,999,9,99,999,99,9999,5,16,12,18,4,3,6,2,1
9755,11,2016,16,5,3,301,3,1,99,1,2,2,6,999,2,9999,5,1,1,1,3,2,6,1,2
9756,12,2016,10,5,4,101,1,1,8,2,75,1,12,7,1,1992,5,14,11,16,2,1,3,2,1
9757,12,2016,10,5,4,101,1,1,8,2,64,1,12,7,1,1992,5,11,11,13,2,1,3,2,1
9758,12,2016,10,5,4,101,1,1,8,2,23,1,12,7,1,1992,5,3,3,5,2,1,3,2,1
9759,12,2016,10,5,4,101,1,1,8,2,40,1,12,7,1,1992,5,7,7,9,2,1,3,2,1
9760,12,2016,10,5,4,101,1,1,8,2,38,1,12,7,1,1992,5,6,6,8,2,1,3,2,1
9761,12,2016,10,5,4,101,1,1,8,2,29,1,12,7,1,1992,5,4,4,6,2,1,3,2,1
9762,12,2016,19,5,4,101,1,1,8,1,999,9,1,999,2,9999,5,16,12,18,4,3,6,2,1
9763,12,2016,6,5,4,1103,11,2,99,1,75,1,4,999,99,9999,5,14,11,16,2,1,6,1,2
9764,12,2016,19,5,4,406,4,2,99,1,30,1,3,999,1,9999,5,5,5,7,4,3,6,1,2
9765,12,2016,19,5,4,406,4,2,99,1,999,1,3,999,9,9999,5,16,12,18,4,3,6,1,2
9766,13,2016,19,5,5,112,1,1,99,2,33,1,1,8,1,9999,5,5,5,7,4,3,6,2,1
9767,13,2016,19,5,5,501,5,2,99,1,41,1,99,999,99,9999,5,7,7,9,4,3,6,1,2
9768,13,2016,18,5,5,1106,11,1,99,2,2,2,4,6,1,2008,5,1,1,1,4,3,4,2,1
9769,13,2016,22,5,5,1104,11,2,99,1,999,1,2,999,4,9999,5,16,12,18,4,3,6,2,1
9770,13,2016,11,5,5,1803,18,1,99,1,21,1,4,999,99,9999,5,3,3,5,2,1,6,2,1
9771,13,2016,11,5,5,1803,18,1,99,1,11,1,18,999,99,9999,5,1,1,3,2,1,6,2,1
9772,13,2016,22,5,5,1710,17,2,99,1,63,1,3,999,4,9999,5,11,11,13,4,3,6,1,2
9773,14,2016,22,5,6,101,1,1,18,1,21,1,1,28,2,9999,5,3,3,5,4,3,6,2,1
9774,14,2016,22,5,6,109,1,1,99,2,46,1,1,52,2,9999,5,8,8,10,4,3,6,2,1
9775,14,2016,22,5,6,117,1,1,99,1,25,1,4,999,99,9999,5,4,4,6,4,3,6,2,1
9776,14,2016,21,5,6,504,5,2,99,1,999,1,4,76,2,2016,5,16,12,18,4,3,5,2,1
9777,14,2016,21,5,6,504,5,2,99,1,999,1,4,76,2,2016,5,16,12,18,4,3,5,2,1
9778,14,2016,21,5,6,504,5,2,99,1,999,1,4,76,2,2016,5,16,12,18,4,3,5,2,1
9779,14,2016,21,5,6,504,5,2,99,2,999,1,4,76,2,2016,5,16,12,18,4,3,5,2,1
9780,14,2016,21,5,6,513,5,2,99,1,999,1,1,999,4,9999,5,16,12,18,4,3,6,1,2
9781,14,2016,10,5,6,917,9,2,99,1,13,2,5,56,2,1995,5,1,1,3,2,1,3,2,1
9782,14,2016,19,5,6,1501,15,1,99,2,26,1,4,27,2,9999,5,4,4,6,4,3,6,2,1
9783,14,2016,13,5,6,301,3,1,99,1,5,2,9,69,2,1984,5,1,1,2,3,2,2,2,1
9784,15,2016,23,5,7,102,1,2,99,1,55,1,8,999,8,9999,5,10,10,12,4,3,6,2,1
9785,15,2016,10,5,7,101,1,1,21,2,37,1,5,56,2,9999,5,6,6,8,2,1,6,2,1
9786,15,2016,3,5,7,901,9,1,99,1,999,9,99,999,99,9999,5,16,12,18,1,1,6,1,2
9787,15,2016,20,5,7,205,2,2,99,1,34,1,1,999,99,9999,5,5,5,7,4,3,6,2,1
9788,16,2016,9,5,1,101,1,2,1,1,86,1,1,52,3,1995,5,15,11,17,2,1,3,2,1
9789,16,2016,9,5,1,501,5,1,99,1,80,1,12,30,7,2001,5,15,11,17,2,1,4,1,2
9790,16,2016,19,5,1,901,9,1,99,1,69,1,1,999,1,9999,5,12,11,14,4,3,6,1,2
9791,16,2016,5,5,1,1420,14,1,99,1,40,1,99,999,99,9999,5,7,7,9,1,1,6,2,1
9792,16,2016,23,5,1,401,4,2,99,1,31,1,6,999,99,9999,5,5,5,7,4,3,6,1,2
9793,17,2016,11,5,2,101,1,1,18,1,70,1,1,999,11,9999,5,13,11,15,2,1,6,2,1
9794,17,2016,14,5,2,109,1,1,99,2,15,2,3,999,11,1985,5,2,2,4,3,2,2,2,1
9795,17,2016,6,5,2,113,1,2,99,1,66,1,1,999,99,9999,5,12,11,14,2,1,6,1,2
9796,17,2016,11,5,2,117,1,1,99,1,29,1,1,10,2,2005,5,4,4,6,2,1,4,2,1
9797,17,2016,8,5,2,406,4,2,99,1,999,1,12,999,2,1998,5,16,12,18,2,1,3,2,1
9798,18,2016,14,5,3,101,1,1,1,1,77,1,12,999,99,2010,5,14,11,16,3,2,5,2,1
9799,18,2016,11,5,3,101,1,1,17,1,70,1,1,999,99,9999,5,13,11,15,2,1,6,2,1
9800,18,2016,7,5,3,101,1,1,14,2,37,1,4,999,99,9999,5,6,6,8,2,1,6,2,1
9801,18,2016,21,5,3,101,1,1,12,1,21,1,99,999,99,9999,5,3,3,5,4,3,6,2,1
9802,18,2016,8,5,3,109,1,1,99,1,48,1,1,999,99,9999,5,8,8,10,2,1,6,2,1
9803,18,2016,2,5,3,117,1,1,99,2,45,1,1,999,7,9999,5,8,8,10,1,1,6,2,1
9804,18,2016,4,5,3,117,1,1,99,1,55,1,1,999,2,9999,5,10,10,12,1,1,6,2,1
9805,18,2016,19,5,3,113,1,1,99,1,60,1,99,999,99,9999,5,11,11,13,4,3,6,2,1
9806,18,2016,3,5,3,117,1,1,99,1,55,1,99,999,99,9999,5,10,10,12,1,1,6,2,1
9807,18,2016,6,5,3,117,1,1,99,1,43,1,99,999,99,9999,5,7,7,9,2,1,6,2,1
9808,18,2016,14,5,3,1901,19,1,99,1,18,1,99,999,99,9999,5,2,2,4,3,2,6,2,1
9809,18,2016,21,5,3,701,7,2,99,1,15,2,4,999,99,9999,5,2,2,4,4,3,6,2,1
9810,18,2016,9,5,3,311,3,1,99,1,8,2,3,69,1,9999,5,1,1,2,2,1,6,2,1
9811,19,2016,20,5,4,101,1,1,7,1,25,1,4,999,99,9999,5,4,4,6,4,3,6,2,1
9812,19,2016,20,5,4,109,1,2,99,1,36,1,99,999,99,9999,5,6,6,8,4,3,6,1,2
9813,19,2016,2,5,4,901,9,1,99,1,999,9,99,999,99,9999,5,16,12,18,1,1,6,1,2
9814,19,2016,8,5,4,1802,18,2,99,1,11,2,1,999,99,9999,5,1,1,3,2,1,6,2,1
9815,19,2016,7,5,4,1611,16,2,99,2,48,1,4,27,99,9999,5,8,8,10,2,1,6,2,2
9816,19,2016,21,5,4,1706,17,2,99,1,78,1,9,999,6,9999,5,14,11,16,4,3,6,2,1
9817,19,2016,18,5,4,101,1,1,9,1,30,1,1,999,2,2004,5,5,5,7,4,3,4,2,1
9818,19,2016,19,5,4,110,1,1,99,1,40,1,99,999,99,9999,5,7,7,9,4,3,6,1,2
9819,20,2016,22,5,5,101,1,1,7,2,50,1,99,999,99,9999,5,9,9,11,4,3,6,1,2
9820,20,2016,13,5,5,2001,20,1,99,1,13,1,4,67,5,9999,5,1,1,3,3,2,6,2,1
9821,20,2016,2,5,5,506,5,1,99,1,22,1,99,999,99,9999,5,3,3,5,1,1,6,1,2
9822,20,2016,12,5,5,701,7,1,99,1,38,1,3,69,11,9999,5,6,6,8,3,2,6,1,2
9823,21,2016,11,5,6,101,1,1,4,1,68,1,4,67,1,2015,5,12,11,14,2,1,5,2,1
9824,21,2016,15,5,6,101,1,1,11,1,37,1,99,999,99,9999,5,6,6,8,3,2,6,1,2
9825,21,2016,15,5,6,1012,10,2,99,1,72,1,14,59,99,9999,5,13,11,15,3,2,6,2,1
9826,21,2016,13,5,6,1320,13,2,99,1,16,2,2,67,2,1993,5,2,2,4,3,2,3,2,1
9827,21,2016,11,5,6,1503,15,2,99,1,2,2,14,6,99,2016,5,1,1,1,2,1,5,2,1
9828,21,2016,10,5,6,409,4,2,99,1,70,1,5,31,2,1995,5,13,11,15,2,1,3,1,2
9829,21,2016,18,5,6,101,1,1,17,1,28,1,3,41,2,2005,5,4,4,6,4,3,4,2,1
9830,21,2016,13,5,6,504,5,1,99,1,26,1,5,9,2,2011,5,4,4,6,3,2,5,2,1
9831,21,2016,7,5,6,903,9,1,99,2,2,1,1,27,4,2007,5,1,1,1,2,1,4,2,1
9832,22,2016,16,5,7,101,1,1,21,2,21,1,99,999,99,9999,5,3,3,5,3,2,6,2,1
9833,22,2016,1,5,7,109,1,1,99,1,35,1,11,999,2,9999,5,6,6,8,1,1,6,1,2
9834,22,2016,23,5,7,109,1,2,99,1,37,1,99,999,99,9999,5,6,6,8,4,3,6,2,1
9835,22,2016,16,5,7,117,1,1,99,2,21,1,99,999,99,9999,5,3,3,5,3,2,6,2,1
9836,22,2016,22,5,7,1902,19,2,99,1,68,1,99,999,99,9999,5,12,11,14,4,3,6,1,2
9837,22,2016,4,5,7,1601,16,1,99,1,10,2,1,52,99,9999,5,1,1,3,1,1,6,2,1
9838,22,2016,22,5,7,1601,16,2,99,1,28,1,1,69,2,9999,5,4,4,6,4,3,6,2,1
9839,22,2016,23,5,7,1501,15,2,99,1,21,1,99,999,99,9999,5,3,3,5,4,3,6,1,2
9840,22,2016,17,5,7,401,4,1,99,1,62,1,4,999,99,9999,5,11,11,13,3,2,6,2,1
9841,22,2016,22,5,7,401,4,2,99,1,45,1,99,999,99,9999,5,8,8,10,4,3,6,2,1
9842,22,2016,22,5,7,413,4,2,99,2,19,1,99,999,99,9999,5,2,2,4,4,3,6,2,1
9843,23,2016,11,5,1,1802,18,2,99,2,6,2,4,999,99,9999,5,1,1,2,2,1,6,2,1
9844,23,2016,18,5,1,1217,12,2,99,1,63,1,6,999,6,1998,5,11,11,13,4,3,3,1,2
9845,23,2016,23,5,1,413,4,2,99,2,19,1,1,48,99,9999,5,2,2,4,4,3,6,2,1
9846,23,2016,1,5,1,1604,16,2,99,2,15,1,1,27,4,9999,5,2,2,4,1,1,6,2,2
9847,23,2016,0,5,1,1601,16,1,99,1,36,1,4,67,4,9999,5,6,6,8,1,1,6,2,2
9848,23,2016,0,5,1,1601,16,1,99,2,20,1,4,67,4,9999,5,3,3,5,1,1,6,2,2
9849,23,2016,19,5,1,101,1,1,5,1,40,1,9,999,3,9999,5,7,7,9,4,3,6,1,2
9850,24,2016,9,5,2,101,1,1,21,1,34,1,1,999,2,9999,5,5,5,7,2,1,6,2,1
9851,24,2016,9,5,2,111,1,2,99,2,63,1,4,6,5,2012,5,11,11,13,2,1,5,2,1
9852,24,2016,1,5,2,1102,11,2,99,1,17,2,4,999,99,9999,5,2,2,4,1,1,6,2,1
9853,24,2016,17,5,2,1609,16,1,99,1,8,2,4,27,1,2005,5,1,1,2,3,2,4,2,1
9854,24,2016,16,5,2,401,4,2,99,1,33,1,99,999,99,9999,5,5,5,7,3,2,6,1,2
9855,25,2016,16,5,3,111,1,2,99,1,999,9,4,76,5,9999,5,16,12,18,3,2,6,2,1
9856,25,2016,21,5,3,1712,17,1,99,1,17,2,4,27,1,2008,5,2,2,4,4,3,4,2,1
9857,25,2016,16,5,3,920,9,1,99,2,38,1,4,27,5,9999,5,6,6,8,3,2,6,2,1
9858,26,2016,9,5,4,101,1,2,17,2,72,1,2,69,3,2009,5,13,11,15,2,1,4,2,1
9859,26,2016,15,5,4,112,1,1,99,9,999,9,1,48,3,9999,5,16,12,18,3,2,6,2,1
9860,26,2016,17,5,4,109,1,2,99,1,21,1,12,30,1,9999,5,3,3,5,3,2,6,2,1
9861,26,2016,16,5,4,501,5,2,99,2,13,2,6,19,4,1997,5,1,1,3,3,2,3,2,1
9862,26,2016,16,5,4,501,5,2,99,2,3,2,6,19,4,1997,5,1,1,1,3,2,3,1,2
9863,26,2016,4,5,4,901,9,2,99,1,12,1,4,32,5,9999,5,1,1,3,1,1,6,2,1
9864,26,2016,17,5,4,207,2,2,99,1,39,1,3,31,5,9999,5,6,6,8,3,2,6,2,1
9865,27,2016,1,5,5,2001,20,1,99,2,33,1,99,8,5,9999,5,5,5,7,1,1,6,2,9
9866,27,2016,11,5,5,416,4,2,99,1,13,2,99,999,99,9999,5,1,1,3,2,1,6,2,1
9867,28,2016,17,5,6,101,1,1,17,2,48,1,1,69,4,2006,5,8,8,10,3,2,4,2,1
9868,28,2016,17,5,6,101,1,1,17,1,38,1,1,69,4,2006,5,6,6,8,3,2,4,2,1
9869,28,2016,22,5,6,104,1,2,99,1,28,1,4,6,5,2016,5,4,4,6,4,3,5,2,2
9870,28,2016,19,5,6,101,1,1,12,2,82,1,2,41,2,2016,5,15,11,17,4,3,5,2,1
9871,28,2016,23,5,6,101,1,1,7,1,23,1,99,999,99,9999,5,3,3,5,4,3,6,2,1
9872,28,2016,20,5,6,111,1,2,99,1,45,1,1,69,5,9999,5,8,8,10,4,3,6,2,9
9873,28,2016,20,5,6,111,1,2,99,2,20,1,1,69,5,9999,5,3,3,5,4,3,6,2,9
9874,28,2016,23,5,6,608,6,2,99,1,39,1,99,999,99,9999,5,6,6,8,4,3,6,1,2
9875,28,2016,0,5,6,1103,11,2,99,1,26,1,99,999,99,9999,5,4,4,6,1,1,6,1,2
9876,28,2016,21,5,6,207,2,2,99,1,45,1,3,999,5,9999,5,8,8,10,4,3,6,2,9
9877,28,2016,2,5,6,1801,18,2,99,1,22,1,99,999,99,9999,5,3,3,5,1,1,6,1,2
9878,29,2016,2,5,7,1201,12,2,99,2,42,1,99,999,99,9999,5,7,7,9,1,1,6,1,2
9879,29,2016,3,5,7,311,3,2,99,1,22,1,99,999,99,9999,5,3,3,5,1,1,6,1,2
9880,29,2016,21,5,7,1801,18,2,99,1,24,1,99,999,99,9999,5,3,3,5,4,3,6,2,1
9881,29,2016,20,5,7,101,1,1,7,1,999,1,99,999,99,9999,5,16,12,18,4,3,6,2,1
9882,29,2016,23,5,7,1801,18,1,99,1,22,1,99,999,99,9999,5,3,3,5,4,3,6,1,2
9883,30,2016,14,5,1,107,1,2,99,1,999,1,4,2,2,9999,5,16,12,18,3,2,6,2,1
9884,30,2016,23,5,1,101,1,1,5,2,86,1,4,999,5,2016,5,15,11,17,4,3,5,2,1
9885,30,2016,5,5,1,101,1,1,12,1,34,1,99,999,99,9999,5,5,5,7,1,1,6,2,1
9886,30,2016,18,5,1,109,1,1,99,1,54,1,5,19,2,2000,5,9,9,11,4,3,4,1,9
9887,30,2016,18,5,1,114,1,2,99,1,19,1,3,69,9,9999,5,2,2,4,4,3,6,1,2
9888,30,2016,23,5,1,1420,14,2,99,1,999,9,3,999,99,9999,5,16,12,18,4,3,6,1,2
9889,30,2016,17,5,1,311,3,2,99,2,10,2,1,999,1,1999,5,1,1,3,3,2,3,2,9
9890,31,2016,20,5,2,1901,19,1,99,2,80,1,1,69,9,2005,5,15,11,17,4,3,4,1,2
9891,31,2016,21,5,2,1217,12,1,99,1,42,1,1,69,9,1992,5,7,7,9,4,3,3,2,2
9892,31,2016,19,5,2,101,1,1,16,1,999,1,1,56,4,2009,5,16,12,18,4,3,4,2,1
9893,31,2016,21,5,2,923,9,1,99,1,45,1,99,999,99,9999,5,8,8,10,4,3,6,1,2
9894,1,2016,11,6,3,101,1,1,10,1,999,1,1,52,4,2008,5,16,12,18,2,1,4,2,1
9895,1,2016,21,6,3,101,1,1,7,1,25,1,1,999,99,9999,5,4,4,6,4,3,6,2,1
9896,1,2016,19,6,3,117,1,1,99,1,54,1,3,14,99,9999,5,9,9,11,4,3,6,2,1
9897,1,2016,19,6,3,901,9,1,99,1,56,1,99,999,99,9999,5,10,10,12,4,3,6,1,2
9898,1,2016,23,6,3,1601,16,2,99,1,30,1,3,999,99,9999,5,5,5,7,4,3,6,2,1
9899,1,2016,18,6,3,1504,15,2,99,2,29,1,99,999,99,9999,5,4,4,6,4,3,6,2,1
9900,1,2016,9,6,3,1803,18,2,99,2,51,1,4,999,99,9999,5,9,9,11,2,1,6,2,1
9901,2,2016,17,6,4,101,1,1,1,2,22,1,4,999,99,9999,5,3,3,5,3,2,6,2,1
9902,2,2016,17,6,4,101,1,1,1,2,5,2,4,999,99,9999,5,1,1,2,3,2,6,2,1
9903,2,2016,17,6,4,101,1,1,1,1,26,1,4,999,99,9999,5,4,4,6,3,2,6,2,1
9904,2,2016,20,6,4,111,1,1,99,1,4,2,1,999,99,9999,5,1,1,1,4,3,6,2,1
9905,2,2016,20,6,4,2001,20,1,99,2,35,1,4,999,99,9999,5,6,6,8,4,3,6,2,1
9906,2,2016,19,6,4,501,5,2,99,1,52,1,1,48,99,9999,5,9,9,11,4,3,6,1,2
9907,2,2016,9,6,4,916,9,2,99,1,40,1,1,999,99,9999,5,7,7,9,2,1,6,1,2
9908,2,2016,15,6,4,1613,16,2,99,1,7,2,4,35,1,2010,5,1,1,2,3,2,5,2,1
9909,2,2016,8,6,4,1801,18,2,99,2,19,1,99,999,99,9999,5,2,2,4,2,1,6,1,2
9910,2,2016,14,6,4,403,4,1,99,1,78,1,5,30,6,9999,5,14,11,16,3,2,6,2,1
9911,3,2016,17,6,5,101,1,1,6,1,36,1,4,999,99,9999,5,6,6,8,3,2,6,2,1
9912,3,2016,21,6,5,103,1,2,99,1,36,1,1,56,2,9999,5,6,6,8,4,3,6,2,1
9913,3,2016,21,6,5,117,1,1,99,2,27,1,4,67,5,2008,5,4,4,6,4,3,4,2,1
9914,3,2016,21,6,5,602,6,2,99,1,30,1,1,999,4,9999,5,5,5,7,4,3,6,2,1
9915,4,2016,0,6,6,101,1,1,18,1,46,1,1,999,99,9999,5,8,8,10,1,1,6,2,1
9916,4,2016,20,6,6,1101,11,1,99,1,26,1,99,999,99,9999,5,4,4,6,4,3,6,2,1
9917,4,2016,11,6,6,901,9,1,99,1,24,1,1,21,5,9999,5,3,3,5,2,1,6,2,1
9918,4,2016,0,6,6,1217,12,2,99,1,70,1,12,999,99,9999,5,13,11,15,1,1,6,1,2
9919,4,2016,15,6,6,1215,12,2,99,2,33,1,3,69,4,9999,5,5,5,7,3,2,6,2,1
9920,4,2016,15,6,6,1215,12,2,99,1,0,2,3,69,4,9999,5,1,1,1,3,2,6,2,1
9921,4,2016,4,6,6,101,1,1,7,1,21,1,4,999,9,9999,5,3,3,5,1,1,6,2,1
9922,4,2016,0,6,6,117,1,1,99,1,64,1,3,69,4,9999,5,11,11,13,1,1,6,2,1
9923,4,2016,8,6,6,1903,19,2,99,1,73,1,1,999,99,9999,5,13,11,15,2,1,6,1,2
9924,4,2016,8,6,6,1504,15,2,99,1,76,1,4,18,5,2015,5,14,11,16,2,1,5,2,1
9925,4,2016,0,6,6,1803,18,2,99,1,80,1,1,999,1,9999,5,15,11,17,1,1,6,1,2
9926,5,2016,16,6,7,104,1,2,99,2,44,1,4,32,17,9999,5,7,7,9,3,2,6,2,1
9927,5,2016,11,6,7,101,1,1,16,1,35,1,1,73,4,9999,5,6,6,8,2,1,6,1,2
9928,5,2016,20,6,7,106,1,1,99,1,999,1,2,28,2,2006,5,16,12,18,4,3,4,2,1
9929,5,2016,7,6,7,1101,11,2,99,1,58,1,99,999,99,9999,5,10,10,12,2,1,6,1,2
9930,5,2016,13,6,7,901,9,2,99,1,85,1,1,999,99,9999,5,15,11,17,3,2,6,2,1
9931,5,2016,16,6,7,1301,13,2,99,1,35,1,3,999,3,9999,5,6,6,8,3,2,6,2,1
9932,5,2016,20,6,7,1312,13,2,99,1,53,1,1,999,99,9999,5,9,9,11,4,3,6,2,1
9933,5,2016,8,6,7,1601,16,1,99,2,20,1,1,999,2,9999,5,3,3,5,2,1,6,1,2
9934,5,2016,21,6,7,1803,18,2,99,1,999,1,1,999,99,9999,5,16,12,18,4,3,6,1,2
9935,5,2016,9,6,7,1713,17,1,99,2,5,2,4,999,99,9999,5,1,1,2,2,1,6,1,2
9936,5,2016,18,6,7,401,4,2,99,1,24,1,1,999,99,9999,5,3,3,5,4,3,6,2,1
9937,6,2016,9,6,1,106,1,1,99,2,26,1,4,27,5,2013,5,4,4,6,2,1,5,2,1
9938,6,2016,23,6,1,117,1,1,99,1,40,1,4,6,5,2010,5,7,7,9,4,3,5,2,1
9939,6,2016,20,6,1,1413,14,2,99,1,30,1,6,19,5,9999,5,5,5,7,4,3,6,1,2
9940,6,2016,12,6,1,101,1,1,11,2,18,1,4,28,1,9999,5,2,2,4,3,2,6,2,1
9941,6,2016,19,6,1,1301,13,1,99,2,18,1,2,56,5,9999,5,2,2,4,4,3,6,1,2
9942,6,2016,21,6,1,1301,13,1,99,1,43,1,99,999,99,9999,5,7,7,9,4,3,6,1,2
9943,7,2016,11,6,2,101,1,1,3,1,70,1,12,30,6,1995,5,13,11,15,2,1,3,1,2
9944,7,2016,6,6,2,2008,20,1,99,1,22,1,99,999,99,9999,5,3,3,5,2,1,6,1,2
9945,7,2016,19,6,2,511,5,2,99,1,21,1,99,999,99,9999,5,3,3,5,4,3,6,2,1
9946,7,2016,9,6,2,1109,11,1,99,2,12,2,99,999,99,9999,5,1,1,3,2,1,6,1,2
9947,7,2016,9,6,2,901,9,1,99,1,22,1,99,999,99,9999,5,3,3,5,2,1,6,1,2
9948,8,2016,15,6,3,101,1,1,1,2,17,1,11,16,2,2004,5,2,2,4,3,2,4,2,1
9949,8,2016,18,6,3,104,1,2,99,1,60,1,3,69,2,9999,5,11,11,13,4,3,6,1,2
9950,8,2016,22,6,3,117,1,1,99,2,51,1,1,69,4,2007,5,9,9,11,4,3,4,2,1
9951,8,2016,15,6,3,1202,12,1,99,1,69,1,3,69,3,1987,5,12,11,14,3,2,2,2,1
9952,8,2016,11,6,3,1614,16,2,99,1,42,1,4,999,6,9999,5,7,7,9,2,1,6,2,1
9953,8,2016,22,6,3,1614,16,2,99,1,89,1,5,999,99,9999,5,15,11,17,4,3,6,1,2
9954,8,2016,1,6,3,304,3,2,99,1,25,1,99,999,99,9999,5,4,4,6,1,1,6,1,2
9955,8,2016,1,6,3,304,3,2,99,1,25,1,99,999,99,9999,5,4,4,6,1,1,6,1,2
9956,9,2016,12,6,4,101,1,1,4,1,45,1,2,69,6,2004,5,8,8,10,3,2,4,2,1
9957,9,2016,21,6,4,1001,10,1,99,1,18,1,14,6,1,9999,5,2,2,4,4,3,6,2,9
9958,9,2016,17,6,4,1601,16,1,99,2,75,1,5,26,2,1982,5,14,11,16,3,2,2,2,1
9959,9,2016,17,6,4,1601,16,1,99,2,72,1,5,26,2,1982,5,13,11,15,3,2,2,2,1
9960,10,2016,22,6,5,101,1,1,6,1,24,1,4,1,1,9999,5,3,3,5,4,3,6,2,1
9961,10,2016,20,6,5,108,1,2,99,1,55,1,99,999,99,9999,5,10,10,12,4,3,6,2,1
9962,10,2016,21,6,5,109,1,2,99,1,50,1,99,999,99,9999,5,9,9,11,4,3,6,1,2
9963,10,2016,19,6,5,2101,21,1,99,1,16,2,4,999,99,9999,5,2,2,4,4,3,6,2,2
9964,10,2016,10,6,5,308,3,2,99,1,47,1,3,69,10,1984,5,8,8,10,2,1,2,2,1
9965,10,2016,15,6,5,302,3,2,99,1,18,1,4,67,5,9999,5,2,2,4,3,2,6,2,1
9966,11,2016,7,6,6,117,1,1,99,1,33,1,1,69,1,9999,5,5,5,7,2,1,6,1,2
9967,11,2016,16,6,6,117,1,1,99,2,36,1,3,69,11,1986,5,6,6,8,3,2,2,2,1
9968,11,2016,19,6,6,101,1,2,19,1,53,1,3,31,11,9999,5,9,9,11,4,3,6,2,1
9969,11,2016,6,6,6,1109,11,2,99,1,91,1,1,999,99,9999,5,15,11,17,2,1,6,1,2
9970,11,2016,6,6,6,207,2,2,99,1,25,1,6,30,2,1998,5,4,4,6,2,1,3,2,1
9971,11,2016,0,6,6,203,2,2,99,1,37,1,3,999,3,9999,5,6,6,8,1,1,6,2,1
