núm_corre,día_ocu,año_ocu,hora_ocu,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,tipo_eve,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,g_hora,g_hora_5,g_modelo_veh,fall_les,int_o_noint
860,10,2016,23,2,3,1703,17,2,99,1,999,9,4,32,1,9999,1,16,12,18,4,3,6,2,1
861,10,2016,23,2,3,1703,17,2,99,1,13,2,4,32,1,9999,1,1,1,3,4,3,6,2,1
862,11,2016,2,2,4,101,1,1,9,1,27,1,1,27,4,1999,2,4,4,6,1,1,3,2,1
863,11,2016,2,2,4,101,1,1,9,1,22,1,1,27,4,1999,2,3,3,5,1,1,3,2,1
864,11,2016,18,2,4,111,1,2,99,1,24,1,4,18,5,9999,4,3,3,5,4,3,6,2,1
865,11,2016,20,2,4,117,1,1,99,2,27,1,4,6,2,2014,1,4,4,6,4,3,5,2,1
866,11,2016,9,2,4,501,5,2,99,1,61,1,6,30,14,1990,2,11,11,13,2,1,3,1,2
867,11,2016,11,2,4,1001,10,2,99,1,49,1,3,69,6,9999,1,8,8,10,2,1,6,2,2
868,11,2016,16,2,4,1801,18,2,99,1,51,1,4,35,5,2010,1,9,9,11,3,2,5,2,1
869,11,2016,10,2,4,1703,17,2,99,1,17,2,4,999,99,9999,1,2,2,4,2,1,6,2,1
870,11,2016,13,2,4,416,4,2,99,2,17,2,4,999,99,9999,1,2,2,4,3,2,6,2,1
871,11,2016,13,2,4,416,4,2,99,1,12,2,4,999,99,9999,1,1,1,3,3,2,6,2,1
872,12,2016,3,2,5,101,1,1,9,1,22,1,4,6,5,9999,2,3,3,5,1,1,6,1,2
873,12,2016,3,2,5,101,1,1,9,9,999,9,4,6,5,9999,4,16,12,18,1,1,6,1,2
874,12,2016,21,2,5,109,1,2,99,1,20,1,4,76,5,9999,1,3,3,5,4,3,6,1,2
875,12,2016,23,2,5,1901,19,2,99,1,23,1,4,76,5,9999,1,3,3,5,4,3,6,2,1
876,12,2016,11,2,5,502,5,2,99,1,15,2,4,67,5,9999,1,2,2,4,2,1,6,2,1
877,12,2016,18,2,5,501,5,2,99,1,22,1,4,999,99,9999,1,3,3,5,4,3,6,2,1
878,12,2016,10,2,5,1217,12,2,99,1,24,1,4,6,5,9999,1,3,3,5,2,1,6,2,1
879,12,2016,10,2,5,1217,12,2,99,2,27,1,4,6,5,9999,1,4,4,6,2,1,6,2,1
880,12,2016,22,2,5,1307,13,2,99,1,34,1,5,999,99,9999,4,5,5,7,4,3,6,2,1
881,12,2016,13,2,5,207,2,2,99,2,999,1,9,41,2,9999,1,16,12,18,3,2,6,2,1
882,12,2016,0,2,5,409,4,2,99,2,43,1,3,69,11,2008,1,7,7,9,1,1,4,2,1
883,12,2016,0,2,5,409,4,2,99,1,21,1,3,69,11,2008,1,3,3,5,1,1,4,2,1
884,12,2016,0,2,5,409,4,2,99,1,21,1,3,69,11,2008,1,3,3,5,1,1,4,2,1
885,13,2016,0,2,6,101,1,1,6,1,27,1,1,41,11,9999,1,4,4,6,1,1,6,2,1
886,13,2016,0,2,6,101,1,1,18,1,999,9,4,32,99,9999,1,16,12,18,1,1,6,2,1
887,13,2016,8,2,6,101,1,1,7,1,34,1,4,6,1,2004,1,5,5,7,2,1,4,2,1
888,13,2016,8,2,6,101,1,1,7,2,30,1,4,6,1,2004,1,5,5,7,2,1,4,2,1
889,13,2016,7,2,6,112,1,2,99,1,999,9,4,67,1,9999,1,16,12,18,2,1,6,2,1
890,13,2016,0,2,6,117,1,1,99,1,39,1,4,27,1,9999,1,6,6,8,1,1,6,2,1
891,13,2016,0,2,6,117,1,1,99,2,25,1,4,27,1,9999,1,4,4,6,1,1,6,2,1
892,13,2016,13,2,6,117,1,1,99,1,28,1,11,14,2,1977,2,4,4,6,3,2,1,2,1
893,13,2016,13,2,6,117,1,1,99,1,32,1,11,14,2,1977,2,5,5,7,3,2,1,2,1
894,13,2016,16,2,6,504,5,2,99,1,999,9,4,32,7,9999,1,16,12,18,3,2,6,2,1
895,13,2016,14,2,6,501,5,2,99,2,24,1,4,18,5,9999,1,3,3,5,3,2,6,2,1
896,13,2016,0,2,6,1001,10,1,99,2,25,1,4,67,5,9999,1,4,4,6,1,1,6,2,2
897,13,2016,7,2,6,901,9,1,99,2,23,1,9,56,3,9999,1,3,3,5,2,1,6,2,1
898,13,2016,22,2,6,1501,15,2,99,1,38,1,5,26,2,1995,2,6,6,8,4,3,3,2,1
899,13,2016,22,2,6,1501,15,2,99,2,65,1,5,26,2,1995,2,12,11,14,4,3,3,2,1
900,13,2016,22,2,6,1501,15,2,99,2,64,1,5,26,2,1995,2,11,11,13,4,3,3,2,1
901,13,2016,22,2,6,1501,15,2,99,2,31,1,5,26,2,1995,2,5,5,7,4,3,3,2,1
902,13,2016,5,2,6,1501,15,2,99,1,19,1,12,999,6,9999,2,2,2,4,1,1,6,2,1
903,13,2016,5,2,6,1501,15,2,99,1,21,1,12,999,6,9999,2,3,3,5,1,1,6,2,1
904,13,2016,5,2,6,1501,15,2,99,1,27,1,12,999,6,9999,2,4,4,6,1,1,6,2,1
905,13,2016,5,2,6,1501,15,2,99,1,24,1,12,999,6,9999,2,3,3,5,1,1,6,2,1
906,13,2016,5,2,6,1501,15,2,99,1,30,1,12,999,6,9999,2,5,5,7,1,1,6,2,1
907,13,2016,5,2,6,1501,15,2,99,1,33,1,12,999,6,9999,2,5,5,7,1,1,6,2,1
908,13,2016,4,2,6,1706,17,2,99,1,30,1,3,69,1,2006,2,5,5,7,1,1,4,2,1
909,13,2016,1,2,6,1701,17,2,99,2,33,1,4,18,4,9999,1,5,5,7,1,1,6,2,1
910,13,2016,1,2,6,1710,17,2,99,1,18,1,4,999,99,9999,1,2,2,4,1,1,6,2,1
911,13,2016,1,2,6,1710,17,2,99,2,18,1,4,999,99,9999,1,2,2,4,1,1,6,2,1
912,13,2016,19,2,6,1709,17,2,99,1,79,1,5,23,2,1999,1,14,11,16,4,3,3,2,1
913,13,2016,19,2,6,1709,17,2,99,1,48,9,5,23,2,1999,1,8,8,10,4,3,3,2,1
914,13,2016,19,2,6,1709,17,2,99,1,35,9,5,23,2,1999,1,6,6,8,4,3,3,2,1
915,13,2016,21,2,6,1415,14,1,99,1,18,1,4,64,1,9999,1,2,2,4,4,3,6,2,1
916,13,2016,23,2,6,401,4,2,99,1,30,1,3,69,8,9999,1,5,5,7,4,3,6,2,1
917,13,2016,23,2,6,401,4,2,99,1,16,2,3,69,8,9999,1,2,2,4,4,3,6,2,1
918,13,2016,23,2,6,401,4,2,99,1,8,2,3,69,8,9999,1,1,1,2,4,3,6,2,1
919,13,2016,23,2,6,401,4,2,99,2,35,1,3,69,8,9999,1,6,6,8,4,3,6,2,1
920,13,2016,23,2,6,401,4,2,99,2,1,2,3,69,8,9999,1,1,1,1,4,3,6,2,1
921,13,2016,23,2,6,401,4,2,99,2,999,9,3,69,8,9999,1,16,12,18,4,3,6,2,1
922,13,2016,23,2,6,401,4,2,99,2,60,1,3,69,8,9999,1,11,11,13,4,3,6,2,1
923,13,2016,23,2,6,401,4,2,99,2,20,1,3,69,8,9999,1,3,3,5,4,3,6,2,1
924,14,2016,17,2,7,104,1,2,99,1,26,1,4,6,99,9999,1,4,4,6,3,2,6,1,2
925,14,2016,0,2,7,101,1,1,16,2,32,1,1,67,1,2007,1,5,5,7,1,1,4,2,1
926,14,2016,22,2,7,101,1,1,10,1,18,1,4,67,1,9999,1,2,2,4,4,3,6,2,1
927,14,2016,4,2,7,106,1,2,99,1,25,1,99,999,99,9999,2,4,4,6,1,1,6,1,2
928,14,2016,4,2,7,2202,22,2,99,2,21,1,99,999,8,9999,3,3,3,5,1,1,6,1,2
929,14,2016,22,2,7,2001,20,2,99,1,40,1,4,32,1,9999,1,7,7,9,4,3,6,2,1
930,14,2016,8,2,7,501,5,2,99,1,18,1,4,999,99,9999,1,2,2,4,2,1,6,2,1
931,14,2016,8,2,7,501,5,2,99,2,25,1,4,999,99,9999,1,4,4,6,2,1,6,1,2
932,14,2016,8,2,7,501,5,2,99,2,22,1,4,999,99,9999,1,3,3,5,2,1,6,2,2
933,14,2016,8,2,7,501,5,2,99,2,1,2,4,999,99,9999,1,1,1,1,2,1,6,2,2
934,14,2016,2,2,7,501,5,2,99,1,23,1,4,6,3,9999,1,3,3,5,1,1,6,1,2
935,14,2016,2,2,7,501,5,2,99,2,15,2,4,6,3,9999,1,2,2,4,1,1,6,2,1
936,14,2016,2,2,7,501,5,2,99,1,18,1,4,6,5,9999,1,2,2,4,1,1,6,2,1
937,14,2016,2,2,7,501,5,2,99,2,18,1,4,6,5,9999,1,2,2,4,1,1,6,2,1
938,14,2016,10,2,7,601,6,2,99,2,77,1,3,69,1,9999,2,14,11,16,2,1,6,2,1
939,14,2016,10,2,7,601,6,2,99,2,15,2,3,69,1,9999,2,2,2,4,2,1,6,2,1
940,14,2016,18,2,7,602,6,2,99,1,19,1,4,999,99,9999,1,2,2,4,4,3,6,1,2
941,14,2016,18,2,7,602,6,2,99,2,21,1,4,999,99,9999,1,3,3,5,4,3,6,1,2
942,14,2016,7,2,7,903,9,2,99,1,18,1,4,999,99,9999,1,2,2,4,2,1,6,1,2
943,14,2016,23,2,7,1215,12,2,99,2,25,1,9,10,2,2005,1,4,4,6,4,3,4,2,2
944,14,2016,23,2,7,1215,12,2,99,2,12,2,9,10,2,2005,1,1,1,3,4,3,4,2,2
945,14,2016,23,2,7,1215,12,2,99,2,18,1,9,10,2,2005,1,2,2,4,4,3,4,2,2
946,14,2016,10,2,7,1324,13,2,99,1,26,1,4,999,99,9999,1,4,4,6,2,1,6,2,1
947,14,2016,10,2,7,1324,13,2,99,1,26,1,4,999,99,9999,1,4,4,6,2,1,6,2,1
948,14,2016,19,2,7,1301,13,2,99,1,25,1,4,32,1,9999,4,4,4,6,4,3,6,2,1
949,14,2016,1,2,7,1801,18,2,99,1,22,1,4,67,5,2016,4,3,3,5,1,1,5,2,1
950,15,2016,2,2,1,104,1,2,99,2,23,1,4,100,1,2015,2,3,3,5,1,1,5,2,1
951,15,2016,15,2,1,101,1,1,18,1,32,1,4,27,5,2011,1,5,5,7,3,2,5,2,1
952,15,2016,2,2,1,106,1,2,99,1,22,1,4,6,5,9999,2,3,3,5,1,1,6,1,2
953,15,2016,8,2,1,101,1,1,7,2,52,1,1,8,11,2012,1,9,9,11,2,1,5,2,1
954,15,2016,8,2,1,101,1,1,7,2,90,1,1,8,11,2012,1,15,11,17,2,1,5,2,1
955,15,2016,7,2,1,101,1,1,11,1,61,1,4,67,5,9999,4,11,11,13,2,1,6,2,1
956,15,2016,0,2,1,109,1,1,99,1,999,9,4,999,99,9999,1,16,12,18,1,1,6,1,2
957,15,2016,0,2,1,109,1,1,99,1,999,9,4,999,99,9999,1,16,12,18,1,1,6,1,2
958,15,2016,4,2,1,502,5,2,99,1,22,1,4,67,5,9999,1,3,3,5,1,1,6,1,2
959,15,2016,18,2,1,501,5,2,99,2,26,1,2,41,2,2013,1,4,4,6,4,3,5,2,1
960,15,2016,18,2,1,501,5,2,99,1,29,1,2,41,2,2013,1,4,4,6,4,3,5,2,1
961,15,2016,18,2,1,501,5,2,99,2,51,1,2,41,2,2013,1,9,9,11,4,3,5,2,1
962,15,2016,18,2,1,506,5,2,99,2,15,2,4,999,99,9999,2,2,2,4,4,3,6,1,2
963,15,2016,18,2,1,909,9,2,99,1,48,1,1,69,11,1993,2,8,8,10,4,3,3,2,1
964,15,2016,18,2,1,909,9,2,99,2,52,1,1,69,11,1993,2,9,9,11,4,3,3,2,1
965,15,2016,19,2,1,1401,14,1,99,1,14,2,4,999,1,9999,1,1,1,3,4,3,6,2,1
966,15,2016,21,2,1,705,7,2,99,2,46,1,14,999,1,9999,3,8,8,10,4,3,6,2,1
967,16,2016,22,2,2,117,1,1,99,1,32,1,4,32,5,9999,4,5,5,7,4,3,6,2,1
968,16,2016,19,2,2,2209,22,2,99,1,23,1,4,999,99,9999,1,3,3,5,4,3,6,1,2
969,16,2016,11,2,2,2101,21,1,99,2,27,1,4,32,1,9999,1,4,4,6,2,1,6,2,1
970,16,2016,12,2,2,1321,13,2,99,2,39,1,99,999,99,9999,4,6,6,8,3,2,6,2,1
971,16,2016,19,2,2,1713,17,2,99,1,44,1,4,999,99,9999,4,7,7,9,4,3,6,1,2
972,16,2016,19,2,2,416,4,2,99,1,25,1,1,27,99,9999,1,4,4,6,4,3,6,2,2
973,16,2016,19,2,2,416,4,2,99,2,999,1,1,27,99,9999,1,16,12,18,4,3,6,2,1
974,16,2016,19,2,2,416,4,2,99,1,999,1,12,30,1,1995,1,16,12,18,4,3,3,2,1
975,16,2016,19,2,2,416,4,2,99,1,38,1,3,15,8,1984,1,6,6,8,4,3,2,2,2
976,16,2016,19,2,2,416,4,2,99,1,38,1,1,73,4,2007,1,6,6,8,4,3,4,2,1
977,17,2016,8,2,3,2101,21,1,99,2,20,1,14,6,1,2015,2,3,3,5,2,1,5,2,1
978,17,2016,8,2,3,2101,21,1,99,2,55,1,14,6,1,2015,2,10,10,12,2,1,5,2,1
979,17,2016,19,2,3,513,5,2,99,2,2,2,4,999,99,9999,1,1,1,1,4,3,6,2,1
980,17,2016,13,2,3,513,5,2,99,1,24,1,4,999,99,9999,4,3,3,5,3,2,6,2,1
981,17,2016,19,2,3,901,9,1,99,1,53,1,1,56,5,9999,1,9,9,11,4,3,6,2,1
982,17,2016,19,2,3,901,9,1,99,2,35,1,1,56,5,9999,1,6,6,8,4,3,6,2,1
983,17,2016,19,2,3,901,9,1,99,2,33,1,1,56,5,9999,1,5,5,7,4,3,6,2,1
984,17,2016,19,2,3,901,9,1,99,2,2,2,1,56,5,9999,1,1,1,1,4,3,6,2,1
985,17,2016,19,2,3,901,9,1,99,2,38,1,1,56,5,9999,1,6,6,8,4,3,6,2,1
986,17,2016,19,2,3,901,9,1,99,2,5,2,1,56,5,9999,1,1,1,2,4,3,6,2,2
987,17,2016,19,2,3,901,9,1,99,2,8,2,1,56,5,9999,1,1,1,2,4,3,6,2,2
988,17,2016,15,2,3,208,2,2,99,1,19,1,4,67,1,9999,4,2,2,4,3,2,6,2,2
989,17,2016,15,2,3,208,2,2,99,1,16,2,4,67,1,9999,4,2,2,4,3,2,6,2,2
990,17,2016,15,2,3,208,2,2,99,2,54,1,4,67,1,9999,4,9,9,11,3,2,6,2,2
991,18,2016,5,2,4,101,1,1,15,1,27,1,1,999,2,2013,2,4,4,6,1,1,5,2,1
992,18,2016,5,2,4,101,1,1,15,1,28,1,1,999,2,2013,2,4,4,6,1,1,5,2,1
993,18,2016,5,2,4,101,1,1,15,1,25,1,1,999,2,2013,2,4,4,6,1,1,5,2,1
994,18,2016,5,2,4,101,1,1,15,1,28,1,1,999,2,2013,2,4,4,6,1,1,5,2,1
995,18,2016,5,2,4,101,1,1,15,1,30,1,1,999,2,2013,2,5,5,7,1,1,5,2,1
996,18,2016,6,2,4,110,1,2,99,1,27,1,4,999,3,9999,1,4,4,6,2,1,6,2,2
997,18,2016,6,2,4,110,1,2,99,1,28,1,4,999,3,9999,1,4,4,6,2,1,6,2,2
998,18,2016,6,2,4,110,1,2,99,2,26,1,4,999,3,9999,1,4,4,6,2,1,6,2,1
999,18,2016,6,2,4,110,1,2,99,2,28,1,4,999,3,9999,1,4,4,6,2,1,6,1,2
1000,18,2016,15,2,4,608,6,2,99,1,69,1,3,999,1,9999,2,12,11,14,3,2,6,1,2
1001,18,2016,15,2,4,101,1,1,12,1,21,1,4,999,99,9999,4,3,3,5,3,2,6,2,1
1002,18,2016,15,2,4,805,8,1,99,1,20,1,3,56,5,9999,2,3,3,5,3,2,6,2,1
1003,18,2016,14,2,4,1103,11,2,99,2,40,1,1,69,8,1996,1,7,7,9,3,2,3,2,1
1004,18,2016,14,2,4,1103,11,2,99,2,3,2,1,69,8,1996,1,1,1,1,3,2,3,2,1
1005,18,2016,0,2,4,1711,17,2,99,1,22,1,4,35,1,2010,1,3,3,5,1,1,5,2,1
1006,18,2016,21,2,4,506,5,1,99,1,11,2,4,999,5,9999,1,1,1,3,4,3,6,2,1
1007,18,2016,7,2,4,1804,18,2,99,1,19,1,4,999,99,9999,1,2,2,4,2,1,6,2,1
1008,18,2016,7,2,4,1804,18,2,99,1,26,1,4,999,99,9999,1,4,4,6,2,1,6,2,1
1009,19,2016,5,2,5,101,1,1,1,1,20,1,1,67,5,9999,1,3,3,5,1,1,6,2,1
1010,19,2016,11,2,5,101,1,1,18,1,46,1,1,69,99,9999,1,8,8,10,2,1,6,2,1
1011,19,2016,7,2,5,2101,21,1,99,1,21,1,4,67,3,9999,1,3,3,5,2,1,6,2,1
1012,19,2016,7,2,5,2101,21,1,99,1,16,2,4,67,3,9999,1,2,2,4,2,1,6,2,1
1013,19,2016,19,2,5,2011,20,2,99,2,53,1,1,28,5,9999,1,9,9,11,4,3,6,1,2
1014,19,2016,15,2,5,1905,19,2,99,2,24,1,4,67,1,2006,1,3,3,5,3,2,4,2,1
1015,19,2016,12,2,5,608,6,2,99,1,20,1,4,38,6,2003,1,3,3,5,3,2,4,2,2
1016,19,2016,12,2,5,608,6,2,99,2,21,1,4,38,6,2003,1,3,3,5,3,2,4,2,1
1017,19,2016,12,2,5,608,6,2,99,2,17,2,4,38,6,2003,1,2,2,4,3,2,4,2,1
1018,19,2016,23,2,5,801,8,2,99,1,67,1,1,69,99,9999,1,12,11,14,4,3,6,2,1
1019,19,2016,23,2,5,801,8,2,99,2,29,1,1,69,99,9999,1,4,4,6,4,3,6,2,1
1020,19,2016,17,2,5,1614,16,2,99,1,29,1,4,999,99,9999,1,4,4,6,3,2,6,1,2
1021,19,2016,12,2,5,208,2,2,99,1,48,1,1,999,5,9999,1,8,8,10,3,2,6,2,1
1022,19,2016,12,2,5,208,2,2,99,2,48,1,1,999,5,9999,1,8,8,10,3,2,6,2,1
1023,19,2016,23,2,5,1804,18,2,99,1,20,1,4,76,3,9999,4,3,3,5,4,3,6,1,2
1024,19,2016,0,2,5,1711,17,2,99,1,25,1,3,69,4,9999,3,4,4,6,1,1,6,2,1
1025,19,2016,0,2,5,1711,17,2,99,1,23,1,3,69,4,9999,3,3,3,5,1,1,6,2,1
1026,19,2016,0,2,5,1711,17,2,99,2,19,1,3,69,4,9999,3,2,2,4,1,1,6,2,1
1027,19,2016,0,2,5,1711,17,2,99,1,29,1,3,69,4,9999,3,4,4,6,1,1,6,1,2
1028,19,2016,0,2,5,1711,17,2,99,1,27,1,3,69,4,9999,3,4,4,6,1,1,6,1,2
1029,19,2016,0,2,5,1711,17,2,99,1,18,1,3,69,4,9999,3,2,2,4,1,1,6,1,2
1030,19,2016,12,2,5,1405,14,2,99,2,69,1,1,69,2,2000,1,12,11,14,3,2,4,1,2
1031,19,2016,19,2,5,1410,14,2,99,2,32,1,3,999,1,9999,4,5,5,7,4,3,6,2,1
1032,19,2016,19,2,5,1410,14,2,99,1,19,1,3,999,1,9999,4,2,2,4,4,3,6,2,1
1033,19,2016,19,2,5,1410,14,2,99,2,5,2,3,999,1,9999,4,1,1,2,4,3,6,2,1
1034,19,2016,19,2,5,1410,14,2,99,1,3,2,3,999,1,9999,4,1,1,1,4,3,6,2,1
1035,19,2016,8,2,5,701,7,2,99,1,29,1,5,10,2,9999,4,4,4,6,2,1,6,2,1
1036,19,2016,8,2,5,701,7,2,99,1,23,1,5,10,2,9999,4,3,3,5,2,1,6,2,1
1037,19,2016,8,2,5,701,7,2,99,1,22,1,5,10,2,9999,4,3,3,5,2,1,6,2,1
1038,19,2016,16,2,5,415,4,2,99,1,60,1,1,999,99,9999,3,11,11,13,3,2,6,1,2
1039,19,2016,18,2,5,303,3,2,99,1,50,1,5,41,2,9999,4,9,9,11,4,3,6,1,2
1040,19,2016,18,2,5,301,3,2,99,1,20,1,4,32,5,9999,1,3,3,5,4,3,6,2,1
1041,20,2016,14,2,6,2001,20,2,99,1,18,1,4,67,5,9999,1,2,2,4,3,2,6,1,2
1042,20,2016,14,2,6,2001,20,2,99,2,17,2,4,999,3,9999,1,2,2,4,3,2,6,2,1
1043,20,2016,14,2,6,1014,10,2,99,1,33,1,4,18,99,9999,1,5,5,7,3,2,6,2,1
1044,20,2016,14,2,6,1014,10,2,99,1,19,1,4,18,99,9999,1,2,2,4,3,2,6,2,1
1045,20,2016,16,2,6,312,3,2,99,1,12,2,3,69,2,9999,1,1,1,3,3,2,6,1,2
1046,20,2016,16,2,6,312,3,2,99,1,43,1,3,69,2,9999,1,7,7,9,3,2,6,2,1
1047,20,2016,16,2,6,312,3,2,99,1,26,1,3,69,2,9999,1,4,4,6,3,2,6,2,1
1048,20,2016,7,2,6,207,2,2,99,2,63,1,2,69,2,9999,4,11,11,13,2,1,6,1,2
1049,20,2016,7,2,6,207,2,2,99,1,63,1,2,69,2,9999,4,11,11,13,2,1,6,2,1
1050,20,2016,4,2,6,1305,13,2,99,1,25,1,2,50,1,9999,4,4,4,6,1,1,6,1,2
1051,20,2016,4,2,6,1305,13,2,99,2,58,1,2,50,1,9999,4,10,10,12,1,1,6,1,2
1052,20,2016,0,2,6,109,1,1,99,1,34,1,4,999,99,9999,4,5,5,7,1,1,6,2,1
1053,20,2016,23,2,6,504,5,2,99,1,15,2,4,32,5,2015,1,2,2,4,4,3,5,1,2
1054,20,2016,23,2,6,504,5,2,99,1,999,9,4,32,5,2015,1,16,12,18,4,3,5,1,2
1055,20,2016,14,2,6,1202,12,1,99,1,20,1,3,69,2,1985,1,3,3,5,3,2,2,2,1
1056,20,2016,14,2,6,1202,12,1,99,1,23,1,4,32,5,1985,1,3,3,5,3,2,2,2,1
1057,20,2016,15,2,6,1311,13,2,99,2,37,1,3,69,5,9999,3,6,6,8,3,2,6,2,1
1058,20,2016,15,2,6,1311,13,2,99,2,17,2,3,69,5,9999,3,2,2,4,3,2,6,2,1
1059,20,2016,15,2,6,1311,13,2,99,1,64,1,3,69,5,9999,3,11,11,13,3,2,6,2,1
1060,20,2016,15,2,6,1311,13,2,99,1,9,2,3,69,5,9999,3,1,1,2,3,2,6,2,1
1061,20,2016,15,2,6,1311,13,2,99,1,35,1,3,69,5,9999,3,6,6,8,3,2,6,2,1
1062,20,2016,15,2,6,1311,13,2,99,1,33,1,3,69,5,9999,3,5,5,7,3,2,6,2,1
1063,20,2016,15,2,6,1311,13,2,99,1,13,2,3,69,5,9999,3,1,1,3,3,2,6,2,1
1064,20,2016,15,2,6,1311,13,2,99,2,7,2,3,69,5,9999,3,1,1,2,3,2,6,2,1
1065,20,2016,15,2,6,1311,13,2,99,2,11,2,3,69,5,9999,3,1,1,3,3,2,6,2,1
1066,21,2016,19,2,7,102,1,2,99,1,25,1,1,27,1,1992,1,4,4,6,4,3,3,2,1
1067,21,2016,19,2,7,102,1,2,99,1,33,1,1,27,1,1992,1,5,5,7,4,3,3,2,1
1068,21,2016,19,2,7,102,1,2,99,2,24,1,1,27,1,1992,1,3,3,5,4,3,3,2,1
1069,21,2016,2,2,7,101,1,1,13,1,31,1,4,2,2,2014,4,5,5,7,1,1,5,2,1
1070,21,2016,1,2,7,101,1,1,12,1,26,1,1,10,2,2015,1,4,4,6,1,1,5,2,1
1071,21,2016,8,2,7,110,1,2,99,1,18,1,4,32,6,9999,4,2,2,4,2,1,6,2,1
1072,21,2016,8,2,7,110,1,2,99,2,19,1,4,32,6,9999,4,2,2,4,2,1,6,2,1
1073,21,2016,19,2,7,2207,22,2,99,1,18,1,1,48,4,9999,2,2,2,4,4,3,6,2,1
1074,21,2016,19,2,7,2207,22,2,99,1,999,1,1,48,4,9999,2,16,12,18,4,3,6,2,1
1075,21,2016,16,2,7,501,5,1,99,1,24,1,4,25,5,9999,1,3,3,5,3,2,6,2,1
1076,21,2016,17,2,7,501,5,2,99,1,32,1,4,999,99,9999,4,5,5,7,3,2,6,2,1
1077,21,2016,22,2,7,601,6,2,99,1,41,1,4,999,99,9999,1,7,7,9,4,3,6,2,1
1078,21,2016,23,2,7,614,6,2,99,1,20,1,4,6,1,9999,2,3,3,5,4,3,6,1,2
1079,21,2016,22,2,7,614,6,2,99,1,40,1,4,999,99,9999,2,7,7,9,4,3,6,1,2
1080,21,2016,21,2,7,602,6,2,99,1,32,1,1,69,6,9999,1,5,5,7,4,3,6,1,2
1081,21,2016,21,2,7,602,6,2,99,1,26,1,5,30,2,9999,1,4,4,6,4,3,6,2,1
1082,21,2016,22,2,7,1018,10,2,99,2,30,1,14,59,1,2016,2,5,5,7,4,3,5,2,1
1083,21,2016,21,2,7,1320,13,2,99,2,9,2,1,48,2,1998,1,1,1,2,4,3,3,2,2
1084,21,2016,23,2,7,1301,13,2,99,2,33,1,1,48,10,9999,1,5,5,7,4,3,6,2,2
1085,21,2016,15,2,7,1501,15,2,99,1,27,1,4,999,99,9999,1,4,4,6,3,2,6,2,1
1086,21,2016,13,2,7,203,2,2,99,1,23,1,4,6,3,9999,1,3,3,5,3,2,6,2,1
1087,21,2016,18,2,7,401,4,2,99,2,32,1,4,6,5,2004,4,5,5,7,4,3,4,2,1
1088,21,2016,2,2,7,301,3,2,99,1,20,1,1,10,5,9999,2,3,3,5,1,1,6,2,1
1089,21,2016,2,2,7,301,3,2,99,1,28,1,1,10,5,9999,2,4,4,6,1,1,6,2,1
1090,21,2016,2,2,7,301,3,2,99,1,22,1,1,10,5,9999,2,3,3,5,1,1,6,2,1
1091,21,2016,2,2,7,301,3,2,99,1,999,9,1,10,5,9999,2,16,12,18,1,1,6,2,1
1092,21,2016,23,2,7,301,3,2,99,1,25,1,1,48,99,2005,1,4,4,6,4,3,4,2,1
1093,22,2016,12,2,1,101,1,1,13,1,47,1,4,27,1,9999,1,8,8,10,3,2,6,1,2
1094,22,2016,6,2,1,101,1,1,5,1,19,1,4,999,99,9999,1,2,2,4,2,1,6,2,1
1095,22,2016,19,2,1,101,1,1,12,1,53,1,1,67,4,2014,1,9,9,11,4,3,5,2,1
1096,22,2016,23,2,1,101,1,1,7,1,18,1,4,999,5,9999,1,2,2,4,4,3,6,2,1
1097,22,2016,19,2,1,117,1,1,99,1,61,1,4,76,3,2006,1,11,11,13,4,3,4,2,1
1098,22,2016,19,2,1,1901,19,2,99,1,27,1,4,6,1,2005,1,4,4,6,4,3,4,2,1
1099,22,2016,19,2,1,1901,19,2,99,1,33,1,4,87,5,2009,1,5,5,7,4,3,4,2,1
1100,22,2016,19,2,1,504,5,2,99,1,47,1,3,69,1,9999,1,8,8,10,4,3,6,2,1
1101,22,2016,19,2,1,504,5,2,99,2,46,1,3,69,1,9999,1,8,8,10,4,3,6,2,1
1102,22,2016,19,2,1,504,5,2,99,2,11,2,3,69,1,9999,1,1,1,3,4,3,6,2,1
1103,22,2016,19,2,1,507,5,2,99,1,61,1,3,69,6,9999,1,11,11,13,4,3,6,1,2
1104,22,2016,22,2,1,513,5,2,99,1,16,2,4,999,99,9999,4,2,2,4,4,3,6,2,1
1105,22,2016,14,2,1,601,6,2,99,1,10,2,12,17,1,1981,1,1,1,3,3,2,2,2,1
1106,22,2016,14,2,1,601,6,2,99,2,20,1,12,17,1,1981,1,3,3,5,3,2,2,2,1
1107,22,2016,14,2,1,601,6,2,99,1,28,1,12,17,1,1981,1,4,4,6,3,2,2,2,1
1108,22,2016,14,2,1,601,6,2,99,1,43,1,3,69,2,1987,1,7,7,9,3,2,2,2,1
1109,22,2016,15,2,1,923,9,2,99,2,53,1,1,21,11,9999,1,9,9,11,3,2,6,2,2
1110,22,2016,15,2,1,923,9,2,99,2,40,1,1,21,11,9999,1,7,7,9,3,2,6,2,2
1111,22,2016,15,2,1,923,9,2,99,1,54,1,1,21,11,9999,1,9,9,11,3,2,6,2,1
