,num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_pil,edad_pil,g_edad_pil,estado_pil,tipo_vehi,color_vehi,modelo_vehi,causa_acc,year,zona_ocu
3176,1092,9,4,4,7,12,2,9,999,99,9,2,6,9999,4,2009,99
3177,2419,17,8,1,16,7,2,9,999,99,9,2,9,9999,4,2009,99
3178,2556,31,8,1,17,5,1,9,999,99,9,3,3,9999,1,2009,99
3179,1325,2,5,6,15,8,1,9,999,99,9,3,5,1986,1,2009,99
3180,3445,23,12,3,0,1,2,1,999,1,9,3,11,1986,1,2009,99
3181,3473,25,12,5,4,17,2,9,999,99,9,3,1,1986,1,2009,99
3182,2448,20,8,4,17,17,2,9,999,99,9,3,9,1991,1,2009,99
3183,2767,28,9,1,19,4,2,9,999,1,9,3,1,1993,1,2009,99
3184,2125,1,8,6,0,9,1,9,999,99,9,3,9,1998,1,2009,99
3185,2195,1,8,6,0,9,1,9,999,99,9,3,9,1998,1,2009,99
3186,2265,1,8,6,0,9,1,9,999,99,9,3,9,1998,1,2009,99
3187,1889,5,7,7,1,10,1,9,999,99,9,3,5,2005,1,2009,99
3188,2618,10,9,4,19,6,2,9,999,1,9,3,99,2006,1,2009,99
3189,371,4,2,3,5,1,2,9,999,99,9,3,5,2007,1,2009,99
3190,1897,6,7,1,23,1,1,9,999,99,9,3,2,2007,1,2009,99
3191,21,1,1,4,17,9,2,9,999,99,9,3,1,9999,1,2009,99
3192,159,16,1,5,19,1,1,9,999,99,9,3,1,9999,1,2009,99
3193,280,26,1,1,7,8,2,9,999,99,9,3,6,9999,1,2009,99
3194,442,10,2,2,8,17,2,9,999,99,9,3,1,9999,1,2009,99
3195,651,27,2,5,22,6,2,9,999,99,9,3,3,9999,1,2009,99
3196,663,28,2,6,15,9,2,9,999,99,9,3,1,9999,1,2009,99
3197,835,14,3,6,4,12,2,9,999,99,9,3,2,9999,1,2009,99
3198,1333,3,5,7,17,5,2,9,999,99,9,3,99,9999,1,2009,99
3199,1335,3,5,7,22,10,1,9,999,99,9,3,3,9999,1,2009,99
3200,1521,21,5,4,15,16,1,9,999,99,9,3,4,9999,1,2009,99
3201,1594,2,6,2,20,20,2,9,999,99,9,3,1,9999,1,2009,99
3202,1600,2,6,2,19,18,2,9,999,99,9,3,99,9999,1,2009,99
3203,1693,13,6,6,21,3,2,9,999,99,9,3,4,9999,1,2009,99
3204,1717,15,6,1,10,2,2,1,999,1,9,3,2,9999,1,2009,99
3205,1734,18,6,4,11,10,2,9,999,99,9,3,2,9999,1,2009,99
3206,1880,4,7,6,17,4,2,9,999,99,9,3,99,9999,1,2009,99
3207,2087,28,7,2,8,12,2,9,999,99,9,3,2,9999,1,2009,99
3208,2106,31,7,5,15,1,1,1,999,1,9,3,5,9999,1,2009,99
3209,2329,7,8,5,22,10,2,9,999,99,9,3,4,9999,1,2009,99
3210,2511,26,8,3,13,1,1,9,999,1,9,3,5,9999,1,2009,99
3211,2806,3,10,6,23,1,2,9,999,99,9,3,10,9999,1,2009,99
3212,3099,6,11,5,0,6,2,9,999,99,9,3,1,9999,1,2009,99
3213,3131,10,11,2,12,1,2,1,999,1,9,3,5,9999,1,2009,99
3214,3357,14,12,1,19,4,2,9,999,99,9,3,2,9999,1,2009,99
3215,3365,16,12,3,10,1,1,9,999,99,9,3,9,9999,1,2009,99
3216,3494,28,12,1,0,20,2,9,999,99,9,3,2,9999,1,2009,99
3217,528,16,2,1,9,14,2,9,999,99,9,3,7,1994,2,2009,99
3218,1659,9,6,2,15,10,2,9,999,99,9,3,9,1999,2,2009,99
3219,13,1,1,4,15,10,2,9,999,99,9,3,99,9999,2,2009,99
3220,17,1,1,4,8,9,2,9,999,99,9,3,6,9999,2,2009,99
3221,72,8,1,4,21,10,2,9,999,99,9,3,4,9999,2,2009,99
3222,131,13,1,2,7,17,2,9,999,99,9,3,99,9999,2,2009,99
3223,437,9,2,1,20,14,2,9,999,99,9,3,3,9999,2,2009,99
3224,443,10,2,2,18,7,2,9,999,99,9,3,1,9999,2,2009,99
3225,460,12,2,4,23,13,2,1,999,1,9,3,99,9999,2,2009,99
3226,595,22,2,7,14,9,1,9,999,99,9,3,5,9999,2,2009,99
3227,861,17,3,2,14,1,2,9,999,99,9,3,6,9999,2,2009,99
3228,1247,23,4,4,17,14,2,9,999,99,9,3,99,9999,2,2009,99
3229,1251,24,4,5,9,22,2,9,999,99,9,3,99,9999,2,2009,99
3230,1636,6,6,6,18,3,2,9,999,99,9,3,3,9999,2,2009,99
3231,2058,25,7,6,15,18,2,9,999,99,9,3,99,9999,2,2009,99
3232,2539,29,8,6,2,8,2,9,999,99,9,3,6,9999,2,2009,99
3233,2672,16,9,3,4,20,2,1,999,1,9,3,2,9999,2,2009,99
3234,2776,29,9,2,14,8,2,9,999,99,9,3,1,9999,2,2009,99
3235,2784,30,9,3,0,21,2,9,999,99,9,3,99,9999,2,2009,99
3236,2839,7,10,3,21,20,2,1,999,1,9,3,2,9999,2,2009,99
3237,2882,13,10,2,12,16,2,1,999,99,9,3,9,9999,2,2009,99
3238,2960,21,10,3,17,12,2,1,999,1,9,3,99,9999,2,2009,99
3239,3295,6,12,7,11,13,2,9,999,99,9,3,2,9999,2,2009,99
3240,342,1,2,7,15,16,2,9,999,99,9,3,2,1984,3,2009,99
3241,1774,22,6,1,16,16,2,9,999,99,9,3,11,1984,3,2009,99
3242,3144,14,11,6,10,4,2,9,999,99,9,3,99,1986,3,2009,99
3243,2409,16,8,7,10,14,2,9,999,99,9,3,5,1990,3,2009,99
3244,538,18,2,3,7,9,2,9,999,99,9,3,6,1992,3,2009,99
3245,2403,16,8,7,18,5,2,9,999,99,9,3,1,1998,3,2009,99
3246,1939,11,7,6,21,5,2,9,999,99,9,3,2,1999,3,2009,99
3247,3261,2,12,3,7,5,2,1,999,1,9,3,2,2006,3,2009,99
3248,14,1,1,4,10,11,2,9,999,99,9,3,6,9999,3,2009,99
3249,304,30,1,5,20,2,2,9,999,99,9,3,5,9999,3,2009,99
3250,338,1,2,7,12,6,2,9,999,99,9,3,99,9999,3,2009,99
3251,351,1,2,7,22,20,1,9,999,99,9,3,99,9999,3,2009,99
3252,362,3,2,2,18,22,2,9,999,99,9,3,99,9999,3,2009,99
3253,422,8,2,7,15,10,2,1,999,1,9,3,99,9999,3,2009,99
3254,561,20,2,5,21,10,2,9,999,99,9,3,1,9999,3,2009,99
3255,653,27,2,5,8,9,2,9,999,99,9,3,1,9999,3,2009,99
3256,709,3,3,2,16,5,2,9,999,99,9,3,3,9999,3,2009,99
3257,823,13,3,5,16,1,2,9,999,99,9,3,99,9999,3,2009,99
3258,866,17,3,2,17,10,2,9,999,99,9,3,5,9999,3,2009,99
3259,917,23,3,1,17,13,2,9,999,99,9,3,99,9999,3,2009,99
3260,942,26,3,4,18,21,2,9,999,99,9,3,99,9999,3,2009,99
3261,984,29,3,7,12,13,2,9,999,99,9,3,5,9999,3,2009,99
3262,1054,6,4,1,6,7,2,9,999,99,9,3,10,9999,3,2009,99
3263,1103,10,4,5,8,7,2,9,999,99,9,3,2,9999,3,2009,99
3264,1104,11,4,6,9,1,2,9,999,99,9,3,99,9999,3,2009,99
3265,1120,11,4,6,13,8,2,9,999,99,9,3,1,9999,3,2009,99
3266,1124,11,4,6,15,14,2,9,999,99,9,3,10,9999,3,2009,99
3267,1125,11,4,6,15,14,2,9,999,99,9,3,99,9999,3,2009,99
3268,1271,26,4,7,0,6,2,9,999,99,9,3,4,9999,3,2009,99
3269,1541,23,5,6,22,18,2,9,999,99,9,3,1,9999,3,2009,99
3270,1582,31,5,7,19,5,2,9,999,99,9,3,3,9999,3,2009,99
3271,1669,11,6,4,17,20,2,9,999,99,9,3,99,9999,3,2009,99
3272,1854,1,6,3,0,12,2,9,999,99,9,3,99,9999,3,2009,99
3273,1991,17,7,5,0,21,2,9,999,99,9,3,2,9999,3,2009,99
3274,2053,25,7,6,17,20,2,9,999,99,9,3,3,9999,3,2009,99
3275,2139,2,8,7,15,10,2,9,999,99,9,3,1,9999,3,2009,99
3276,2209,2,8,7,15,10,2,9,999,99,9,3,1,9999,3,2009,99
3277,2279,2,8,7,15,10,2,9,999,99,9,3,1,9999,3,2009,99
3278,2407,16,8,7,20,18,2,1,999,1,9,3,4,9999,3,2009,99
3279,2479,23,8,7,15,12,2,9,999,99,9,3,2,9999,3,2009,99
3280,2494,24,8,1,9,6,2,9,999,99,9,3,99,9999,3,2009,99
3281,2681,16,9,3,16,14,2,1,999,1,9,3,2,9999,3,2009,99
3282,2716,21,9,1,18,18,2,9,999,99,9,3,99,9999,3,2009,99
3283,3195,22,11,7,18,5,2,1,999,1,9,3,2,9999,3,2009,99
3284,3356,14,12,1,2,10,2,9,999,99,9,3,10,9999,3,2009,99
3285,3521,31,12,4,17,20,2,9,999,99,9,3,2,9999,3,2009,99
3286,1278,26,4,7,17,14,2,9,999,99,9,3,5,1987,4,2009,99
3287,61,6,1,2,7,6,2,1,999,1,9,3,1,1990,4,2009,99
3288,1017,2,4,4,13,14,2,9,999,99,9,3,9,2002,4,2009,99
3289,1101,10,4,5,0,12,2,9,999,99,9,3,1,9999,4,2009,99
3290,1365,6,5,3,22,20,2,9,999,99,9,3,1,9999,4,2009,99
3291,1692,13,6,6,17,14,2,9,999,99,9,3,2,9999,4,2009,99
3292,2049,24,7,5,17,15,1,9,999,99,9,3,1,9999,4,2009,99
3293,2741,26,9,6,18,21,2,1,999,1,9,3,6,9999,4,2009,99
3294,3122,8,11,7,9,14,2,9,999,99,9,3,2,9999,4,2009,99
3295,3249,30,11,1,15,10,2,9,999,99,9,3,5,9999,4,2009,99
3296,840,14,3,6,2,1,2,9,999,99,9,4,5,9999,1,2009,99
3297,1902,6,7,1,12,17,1,9,999,99,9,4,99,9999,1,2009,99
3298,2736,25,9,5,11,17,2,1,999,1,9,4,99,9999,1,2009,99
3299,3202,22,11,7,20,17,2,1,999,1,9,4,99,9999,1,2009,99
3300,3203,23,11,1,13,1,1,1,999,1,9,4,1,9999,1,2009,99
3301,3466,25,12,5,17,1,1,1,999,1,9,4,1,9999,1,2009,99
3302,102,11,1,7,0,1,1,1,999,1,9,4,1,9999,2,2009,99
3303,436,9,2,1,7,13,2,9,999,99,9,4,99,9999,2,2009,99
3304,465,12,2,4,4,1,2,1,999,1,9,4,99,9999,2,2009,99
3305,1879,4,7,6,17,4,2,9,999,99,9,4,99,9999,2,2009,99
3306,1202,19,4,7,14,6,2,9,999,99,9,4,99,9999,3,2009,99
3307,337,1,2,7,2,11,2,9,999,99,9,4,99,9999,4,2009,99
3308,505,15,2,7,0,11,2,9,999,99,9,4,1,9999,4,2009,99
3309,1294,28,4,2,22,22,2,1,999,1,9,4,1,9999,4,2009,99
3310,3185,21,11,6,16,17,2,9,999,99,9,4,99,9999,4,2009,99
3311,1300,30,4,4,0,10,2,9,999,99,9,5,2,1987,1,2009,99
3312,3408,20,12,7,16,9,1,9,999,99,9,5,3,1989,1,2009,99
3313,161,16,1,5,1,1,2,9,999,99,9,5,2,1992,1,2009,99
3314,294,28,1,3,6,9,1,9,999,99,9,5,2,1998,1,2009,99
3315,1938,11,7,6,7,22,2,9,999,99,9,5,2,1999,1,2009,99
3316,440,10,2,2,10,10,2,9,999,99,9,5,2,2008,1,2009,99
3317,2964,22,10,4,13,10,2,9,999,99,9,5,2,2008,1,2009,99
3318,225,22,1,4,14,22,2,9,999,99,9,5,2,9999,1,2009,99
3319,510,15,2,7,21,16,1,9,999,99,9,5,2,9999,1,2009,99
3320,799,10,3,2,0,14,2,9,999,99,9,5,14,9999,1,2009,99
3321,1249,23,4,4,8,18,1,9,999,99,9,5,99,9999,1,2009,99
3322,1372,6,5,3,17,18,2,1,999,1,9,5,2,9999,1,2009,99
3323,1459,15,5,5,7,9,2,9,999,99,9,5,99,9999,1,2009,99
3324,1508,19,5,2,13,18,2,9,999,99,9,5,99,9999,1,2009,99
3325,1578,31,5,7,0,1,1,9,999,99,9,5,99,9999,1,2009,99
3326,1725,17,6,3,20,11,2,9,999,99,9,5,2,9999,1,2009,99
3327,1903,6,7,1,16,14,2,9,999,99,9,5,99,9999,1,2009,99
3328,3338,12,12,6,18,12,2,9,999,99,9,5,2,9999,1,2009,99
3329,3425,21,12,1,12,16,2,9,999,99,9,5,2,9999,1,2009,99
3330,3493,28,12,1,5,22,2,9,999,99,9,5,2,9999,1,2009,99
3331,117,12,1,1,1,10,2,9,999,99,9,5,2,9999,2,2009,99
3332,228,22,1,4,19,12,2,9,999,99,9,5,2,9999,2,2009,99
3333,1487,17,5,7,8,14,2,9,999,99,9,5,99,9999,2,2009,99
3334,2110,31,7,5,15,14,2,1,999,1,9,5,2,9999,2,2009,99
3335,2820,4,10,7,8,8,2,9,999,99,9,5,2,9999,2,2009,99
3336,3319,9,12,3,11,16,2,9,999,99,9,5,2,9999,2,2009,99
3337,1912,8,7,3,20,9,2,9,999,99,9,5,1,1994,3,2009,99
3338,2905,16,10,5,12,14,2,9,999,99,9,5,2,1995,3,2009,99
3339,3253,1,12,2,14,12,2,9,999,99,9,5,6,2009,3,2009,99
3340,128,13,1,2,2,8,2,9,999,99,9,5,2,9999,3,2009,99
3341,1404,9,5,6,17,14,2,9,999,99,9,5,6,9999,3,2009,99
3342,1878,4,7,6,19,14,2,9,999,99,9,5,2,9999,3,2009,99
3343,1987,16,7,4,16,14,2,9,999,99,9,5,6,9999,3,2009,99
3344,2091,29,7,3,11,5,2,9,999,99,9,5,2,9999,3,2009,99
3345,3527,31,12,4,20,16,2,9,999,99,9,5,2,9999,3,2009,99
3346,1527,22,5,5,5,4,2,9,999,99,9,5,2,9999,4,2009,99
3347,1817,27,6,6,14,4,2,9,999,99,9,5,9,9999,4,2009,99
3348,1919,9,7,4,9,10,2,9,999,99,9,6,1,1991,1,2009,99
3349,235,23,1,5,5,11,2,9,999,99,9,6,99,9999,1,2009,99
3350,264,25,1,7,17,18,2,9,999,99,9,6,2,9999,1,2009,99
3351,646,27,2,5,14,1,1,9,999,99,9,6,2,9999,1,2009,99
3352,1314,1,5,5,12,4,2,9,999,99,9,6,99,9999,1,2009,99
3353,1322,2,5,6,19,19,2,9,999,99,9,6,2,9999,1,2009,99
3354,1340,3,5,7,19,6,2,9,999,99,9,6,99,9999,1,2009,99
3355,1391,8,5,5,1,7,2,1,999,1,9,6,99,9999,1,2009,99
3356,1396,8,5,5,17,18,2,9,999,99,9,6,2,9999,1,2009,99
3357,1431,12,5,2,13,1,2,1,999,1,9,6,2,9999,1,2009,99
3358,1599,2,6,2,19,18,2,9,999,99,9,6,99,9999,1,2009,99
3359,2512,26,8,3,21,1,1,9,999,1,9,6,5,9999,1,2009,99
3360,3263,2,12,3,0,2,2,9,999,99,9,6,2,9999,1,2009,99
3361,3412,20,12,7,17,18,2,9,999,99,9,6,2,9999,1,2009,99
3362,3188,21,11,6,13,3,2,9,999,99,9,6,1,9999,3,2009,99
3363,662,28,2,6,5,9,1,9,999,99,9,7,6,1981,1,2009,99
3364,1901,6,7,1,6,5,2,9,999,99,9,7,6,1990,1,2009,99
3365,390,5,2,4,13,1,2,9,999,99,9,7,7,9999,1,2009,99
3366,556,19,2,4,17,8,2,9,999,99,9,7,3,9999,1,2009,99
3367,1013,2,4,4,14,10,2,9,999,99,9,7,7,9999,1,2009,99
3368,1133,12,4,7,15,22,2,9,999,99,9,7,99,9999,1,2009,99
3369,1296,29,4,3,5,9,2,9,999,99,9,7,99,9999,1,2009,99
3370,1761,20,6,6,22,4,2,9,999,99,9,7,99,9999,1,2009,99
3371,2559,1,9,2,13,10,2,9,999,99,9,7,1,9999,1,2009,99
3372,2836,7,10,3,19,9,2,9,999,99,9,7,1,9999,1,2009,99
3373,3051,31,10,6,9,14,2,9,999,99,9,7,99,9999,1,2009,99
3374,3224,25,11,3,19,4,2,9,999,99,9,7,99,9999,1,2009,99
3375,3361,15,12,2,8,7,2,9,999,99,9,7,1,9999,1,2009,99
3376,514,15,2,7,8,4,2,9,999,99,9,7,6,1982,2,2009,99
3377,3435,22,12,2,17,9,2,9,999,99,9,7,1,1984,2,2009,99
3378,373,4,2,3,5,6,2,9,999,99,9,7,6,1991,2,2009,99
3379,1678,11,6,4,3,13,2,9,999,99,9,7,99,9999,2,2009,99
3380,379,4,2,3,6,4,2,9,999,99,9,7,1,1969,3,2009,99
3381,1757,20,6,6,14,9,1,9,999,99,9,7,3,1974,3,2009,99
3382,2694,18,9,5,8,10,2,9,999,99,9,7,7,2009,3,2009,99
3383,713,3,3,2,22,17,2,9,999,99,9,7,2,9999,3,2009,99
3384,828,13,3,5,11,14,2,9,999,99,9,7,6,9999,3,2009,99
3385,1110,11,4,6,6,22,2,9,999,99,9,7,1,9999,3,2009,99
3386,1224,21,4,2,5,2,2,9,999,99,9,7,99,9999,3,2009,99
3387,1632,6,6,6,16,10,2,9,999,99,9,7,6,9999,3,2009,99
3388,1721,16,6,2,9,14,2,9,999,99,9,7,99,9999,3,2009,99
3389,1744,19,6,5,5,4,2,9,999,99,9,7,3,9999,3,2009,99
3390,1768,22,6,1,19,1,1,9,999,99,9,7,7,9999,3,2009,99
3391,1918,9,7,4,5,10,2,9,999,99,9,7,2,9999,3,2009,99
3392,1927,9,7,4,6,1,2,9,999,99,9,7,6,9999,3,2009,99
3393,2963,22,10,4,18,5,2,9,999,99,9,7,8,9999,3,2009,99
3394,152,15,1,4,12,4,2,9,999,99,9,7,7,9999,4,2009,99
3395,1352,5,5,2,19,1,2,9,999,1,9,7,2,9999,4,2009,99
3396,1673,11,6,4,12,18,2,9,999,99,9,7,99,9999,4,2009,99
3397,1111,11,4,6,5,1,2,9,999,99,9,9,9,1999,1,2009,99
3398,1248,23,4,4,13,16,1,9,999,99,9,9,99,9999,1,2009,99
3399,1183,18,4,6,23,1,1,1,999,1,9,9,3,2007,2,2009,99
3400,74,8,1,4,9,14,2,9,999,99,9,9,1,9999,2,2009,99
3401,409,7,2,6,11,14,2,9,999,99,9,9,99,9999,2,2009,99
3402,851,15,3,7,11,17,2,9,999,99,9,9,99,9999,2,2009,99
3403,1398,9,5,6, ,1,2,9,999,99,9,9,2,9999,2,2009,99
3404,1700,14,6,7,17,5,2,9,999,99,9,9,2,2007,3,2009,99
3405,1870,3,7,5,14,14,2,9,999,99,9,9,3,2008,3,2009,99
3406,136,13,1,2,8,21,2,9,999,99,9,9,99,9999,3,2009,99
3407,247,24,1,6,10,12,2,9,999,99,9,9,2,9999,3,2009,99
3408,1654,8,6,1,23,9,2,9,999,99,9,9,3,9999,3,2009,99
3409,3027,29,10,4,21,7,2,9,999,99,9,9,3,9999,3,2009,99
3410,1531,22,5,5,11,16,2,9,999,99,9,9,3,9999,4,2009,99
3411,2862,11,10,7,15,1,1,9,999,99,9,9,2,9999,4,2009,99
3412,1792,25,6,4,17,7,2,1,999,1,9,11,99,9999,1,2009,99
3413,1979,15,7,3,22,5,1,9,999,99,9,12,99,9999,1,2009,99
3414,2880,13,10,2,6,10,2,9,999,99,9,12,2,9999,1,2009,99
3415,3088,5,11,4,4,1,1,9,999,99,9,12,4,9999,1,2009,99
3416,852,15,3,7,0,1,1,9,999,99,9,12,7,1990,2,2009,99
3417,2099,30,7,4,12,1,1,9,999,99,9,12,1,9999,2,2009,99
3418,3229,26,11,4,7,14,2,9,999,99,9,12,99,1981,3,2009,99
3419,125,13,1,2,8,21,2,9,999,1,9,12,7,9999,3,2009,99
3420,831,14,3,6,14,20,2,9,999,99,9,13,99,9999,1,2009,99
3421,380,4,2,3,11,6,2,9,999,99,9,13,6,9999,3,2009,99
3422,230,22,1,4,8,14,1,9,999,99,9,14,99,9999,1,2009,99
3423,880,19,3,4,13,6,2,9,999,99,9,14,99,9999,1,2009,99
3424,536,18,2,3,14,20,2,9,999,99,9,14,1,2007,3,2009,99
3425,70,8,1,4,12,20,2,9,999,99,9,14,1,9999,3,2009,99
3426,1492,18,5,1,11,20,2,9,999,99,9,14,1,9999,3,2009,99
3427,1855,1,6,3,14,4,1,9,999,99,9,14,99,9999,3,2009,99
3428,3432,22,12,2,11,11,1,9,999,99,9,14,1,9999,3,2009,99
3429,1458,15,5,5,14,1,1,9,999,99,9,14,1,2007,4,2009,99
3430,30,2,1,5,19,17,2,9,999,99,9,99,99,9999,1,2009,99
3431,66,7,1,3,11,19,2,9,999,99,9,99,99,9999,1,2009,99
3432,114,12,1,1,19,1,1,9,999,99,9,99,99,9999,1,2009,99
3433,130,13,1,2,7,17,2,9,999,99,9,99,99,9999,1,2009,99
3434,384,5,2,4,19,6,2,9,999,99,9,99,99,9999,1,2009,99
3435,439,10,2,2,2,10,2,9,999,99,9,99,99,9999,1,2009,99
3436,474,13,2,5,10,17,2,1,999,99,9,99,99,9999,1,2009,99
3437,475,13,2,5,12,17,2,1,999,99,9,99,99,9999,1,2009,99
3438,537,18,2,3,19,11,2,9,999,99,9,99,99,9999,1,2009,99
3439,1172,16,4,4,14,18,2,9,999,99,9,99,99,9999,1,2009,99
3440,1193,18,4,6,12,1,1,9,999,99,9,99,99,9999,1,2009,99
3441,1240,22,4,3,19,11,1,9,999,99,9,99,99,9999,1,2009,99
3442,1292,28,4,2,10,6,2,9,999,99,9,99,99,9999,1,2009,99
3443,1428,11,5,1,22,5,2,9,999,99,9,99,99,9999,1,2009,99
3444,1476,17,5,7,23,19,2,9,999,99,9,99,99,9999,1,2009,99
3445,1522,21,5,4,21,17,2,9,999,99,9,99,99,9999,1,2009,99
3446,1576,30,5,6,7,14,1,9,999,99,9,99,99,9999,1,2009,99
3447,1577,30,5,6,15,4,2,9,999,99,9,99,99,9999,1,2009,99
3448,1592,1,7,1,22,16,2,9,999,99,9,99,99,9999,1,2009,99
3449,1608,3,6,3,9,5,2,9,999,99,9,99,99,9999,1,2009,99
3450,1615,4,6,4,18,18,1,9,999,99,9,99,99,9999,1,2009,99
3451,1661,9,6,2,5,18,2,9,999,99,9,99,99,9999,1,2009,99
3452,1702,14,6,7,4,10,2,9,999,99,9,99,99,9999,1,2009,99
3453,1709,14,6,7,23,17,2,9,999,99,9,99,99,9999,1,2009,99
3454,1777,23,6,2,21,1,1,9,999,99,9,99,99,9999,1,2009,99
3455,1799,26,6,5,0,1,1,9,999,99,9,99,99,9999,1,2009,99
3456,1816,27,6,6,23,17,2,9,999,99,9,99,99,9999,1,2009,99
3457,1820,28,6,7,2,1,1,9,999,99,9,99,99,9999,1,2009,99
3458,1829,28,6,7,15,4,1,9,999,99,9,99,99,9999,1,2009,99
3459,1905,7,7,2,22,1,1,9,999,99,9,99,99,9999,1,2009,99
3460,1908,7,7,2,18,20,2,9,999,99,9,99,99,9999,1,2009,99
3461,1929,10,7,5,8,20,2,9,999,99,9,99,99,9999,1,2009,99
3462,1942,11,7,6,18,12,2,9,999,99,9,99,99,9999,1,2009,99
3463,1943,11,7,6,15,2,2,9,999,99,9,99,99,9999,1,2009,99
3464,1974,15,7,3,22,1,1,9,999,99,9,99,99,9999,1,2009,99
3465,2104,30,7,4,9,17,2,9,999,99,9,99,99,9999,1,2009,99
3466,2988,24,10,6,20,5,1,9,999,99,9,99,99,9999,1,2009,99
3467,3260,2,12,3,14,19,2,9,999,99,9,99,2,9999,1,2009,99
3468,3446,23,12,3,16,17,2,9,999,99,9,99,2,9999,1,2009,99
3469,106,11,1,7,10,11,2,9,999,99,9,99,99,9999,2,2009,99
3470,186,17,1,6,12,14,2,9,999,99,9,99,99,9999,2,2009,99
3471,1425,11,5,1,23,12,2,9,999,99,9,99,1,9999,2,2009,99
3472,2351,9,8,7,1,6,2,9,999,99,9,99,99,9999,2,2009,99
3473,1433,12,5,2,14,5,2,9,999,99,9,99,99,9999,3,2009,99
3474,1177,17,4,5,18,14,1,9,999,99,9,99,99,9999,4,2009,99
3475,3303,7,12,1,18,10,1,1,999,1,2,1,6,1999,1,2009,99
3476,3352,14,12,1,5,9,2,9,999,99,2,2,2,2001,2,2009,99
3477,650,27,2,5,23,22,2,1,999,1,2,3,5,2005,1,2009,99
3478,46,4,1,7,20,21,2,1,999,1,2,3,5,9999,1,2009,99
3479,730,5,3,4,16,11,2,9,999,99,2,3,6,9999,2,2009,99
3480,1588,1,7,1,4,14,2,9,999,99,2,3,99,9999,2,2009,99
3481,657,28,2,6,21,1,2,2,999,1,1,1,4,2004,1,2009,99
3482,224,22,1,4,22,1,1,1,999,1,1,1,6,9999,1,2009,99
3483,391,6,2,5,0,11,1,1,999,1,1,1,99,9999,2,2009,99
3484,533,17,2,2,12,16,1,1,999,1,1,1,99,9999,4,2009,99
3485,2761,28,9,1,20,9,1,9,999,99,1,2,2,1999,1,2009,99
3486,137,13,1,2,21,1,1,1,999,1,1,2,2,9999,1,2009,99
3487,223,22,1,4,13,1,1,2,999,1,1,2,1,9999,1,2009,99
3488,754,7,3,6,11,4,2,1,999,1,1,3,2,1998,1,2009,99
3489,1166,15,4,3,16,4,2,1,999,1,1,3,5,2007,1,2009,99
3490,1601,2,6,2,20,1,1,1,999,1,1,3,5,2008,1,2009,99
3491,1382,7,5,4,13,19,2,1,999,1,1,3,11,2009,1,2009,99
3492,116,12,1,1,9,19,2,1,999,1,1,3,2,9999,1,2009,99
3493,1317,1,5,5,15,1,1,1,999,1,1,3,5,9999,1,2009,99
3494,1501,18,5,1,23,14,1,1,999,1,1,3,5,9999,1,2009,99
3495,2161,3,8,1,16,4,2,9,999,99,1,3,5,9999,1,2009,99
3496,2231,3,8,1,16,4,2,9,999,99,1,3,5,9999,1,2009,99
3497,2301,3,8,1,16,4,2,9,999,99,1,3,5,9999,1,2009,99
3498,2384,13,8,4,9,14,2,9,999,99,1,3,2,9999,1,2009,99
3499,243,24,1,6,16,5,2,1,999,1,1,3,5,2007,2,2009,99
3500,268,25,1,7,4,1,1,1,999,1,1,3,99,9999,2,2009,99
3501,363,3,2,2,21,19,1,1,999,1,1,3,5,2007,3,2009,99
3502,644,27,2,5,0,1,1,1,999,1,1,3,5,2007,3,2009,99
3503,2781,29,9,2,9,12,2,9,999,99,1,3,2,9999,3,2009,99
3504,3230,26,11,4,17,20,2,1,999,1,1,3,5,1981,4,2009,99
3505,52,4,1,7,15,1,1,1,999,1,1,3,5,2006,4,2009,99
3506,647,27,2,5,15,1,1,9,999,99,1,3,5,2007,4,2009,99
3507,603,22,2,7,10,6,2,1,999,1,1,4,99,9999,1,2009,99
3508,2758,28,9,1,17,1,1,1,999,1,1,4,3,2009,2,2009,99
3509,1190,18,4,6,17,7,2,9,999,99,1,4,99,9999,2,2009,99
3510,2020,20,7,1,10,10,1,9,999,99,1,4,1,2009,3,2009,99
3511,321,31,1,6,12,5,2,1,999,1,1,5,2,9999,1,2009,99
3512,2159,3,8,1,18,16,2,9,999,99,1,5,2,9999,1,2009,99
3513,2229,3,8,1,18,16,2,9,999,99,1,5,2,9999,1,2009,99
3514,2299,3,8,1,18,16,2,9,999,99,1,5,2,9999,1,2009,99
3515,1687,13,6,6,16,19,2,9,999,99,1,5,2,9999,2,2009,99
3516,3107,7,11,6,8,5,2,1,999,1,1,6,2,9999,1,2009,99
3517,3434,22,12,2,9,4,2,9,999,99,1,7,4,1991,1,2009,99
3518,1143,12,4,7,19,14,2,9,999,1,1,7,3,9999,4,2009,99
3519,357,2,2,1,4,2,2,9,999,99,1,9,99,2005,3,2009,99
3520,266,25,1,7,22,1,1,1,999,1,1,10,2,9999,2,2009,99
3521,3214,24,11,2,10,9,2,1,999,1,1,12,2,1988,1,2009,99
3522,1602,2,6,2,20,1,1,1,999,1,1,12,1,9999,1,2009,99
3523,1442,13,5,3,13,5,2,1,999,1,1,12,6,9999,4,2009,99
3524,1443,13,5,3,13,5,2,1,999,1,1,12,1,9999,4,2009,99
