,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,estado_pil,tipo_vehi,color_vehi,modelo_vehi,causa_acc,year,muni_ocu,num_hecho,g_edad_pil,edad_m1
2878,20,12,1,15,1,1,6,1,37,1,3,5,9999,1,2010,-1,-1,-1,1
2879,20,12,1,15,1,1,6,1,22,1,6,1,9999,1,2010,-1,-1,-1,1
2880,21,3,7,15,13,2,99,1,48,1,4,1,2004,1,2010,-1,-1,-1,1
2881,21,3,7,15,13,2,99,1,21,2,1,1,9999,1,2010,-1,-1,-1,1
2882,20,12,1,15,22,2,99,9,999,9,3,4,9999,1,2010,-1,-1,-1,9
2883,20,12,1,15,22,2,99,1,19,1,4,1,9999,1,2010,-1,-1,-1,1
2884,29,1,5,15,14,1,1,1,34,1,5,2,1985,1,2010,-1,-1,-1,1
2885,29,1,5,15,14,1,1,1,17,9,4,1,2007,1,2010,-1,-1,-1,2
2886,21,3,7,15,20,2,99,1,70,1,6,2,1998,1,2010,-1,-1,-1,1
2887,21,3,7,15,20,2,99,1,51,1,4,1,9999,1,2010,-1,-1,-1,1
2888,30,1,6,15,7,2,99,1,17,9,14,1,2007,1,2010,-1,-1,-1,2
2889,30,1,6,15,7,2,99,1,24,9,4,3,2008,1,2010,-1,-1,-1,1
2890,29,10,5,15,1,1,9,1,27,1,3,2,9999,1,2010,-1,-1,-1,1
2891,29,10,5,15,1,1,9,1,23,2,1,1,9999,1,2010,-1,-1,-1,1
2892,24,8,2,15,9,1,7,1,31,1,1,5,2001,1,2010,-1,-1,-1,1
2893,24,8,2,15,9,1,7,1,38,2,3,4,9999,1,2010,-1,-1,-1,1
2894,31,10,7,15,9,1,1,1,36,2,1,9,9999,1,2010,-1,-1,-1,1
2895,31,10,7,15,9,1,1,9,999,9,3,6,9999,1,2010,-1,-1,-1,9
2896,27,8,5,15,10,2,99,1,26,1,1,2,1993,1,2010,-1,-1,-1,1
2897,27,8,5,15,10,2,99,1,18,1,1,2,1994,1,2010,-1,-1,-1,1
2898,28,8,6,15,1,2,99,9,999,9,6,1,9999,1,2010,-1,-1,-1,9
2899,27,7,2,15,9,1,1,1,48,9,4,2,2006,1,2010,-1,-1,-1,1
2900,27,7,2,15,9,1,1,1,26,9,4,5,2008,1,2010,-1,-1,-1,1
2901,23,4,5,15,1,1,16,2,37,1,1,4,2006,1,2010,-1,-1,-1,1
2902,23,4,5,15,1,1,16,1,29,1,1,3,9999,1,2010,-1,-1,-1,1
2903,23,4,5,15,1,1,16,2,19,1,1,4,9999,1,2010,-1,-1,-1,1
2904,24,4,6,15,6,2,99,1,29,1,9,6,2005,1,2010,-1,-1,-1,1
2905,24,4,6,15,6,2,99,1,23,1,9,2,2008,1,2010,-1,-1,-1,1
2906,25,4,7,15,10,2,99,1,42,1,4,99,9999,1,2010,-1,-1,-1,1
2907,28,3,7,15,11,2,99,1,23,1,4,1,9999,1,2010,-1,-1,-1,1
2908,28,3,7,15,11,2,99,1,20,1,14,1,9999,1,2010,-1,-1,-1,1
2909,26,4,1,15,5,2,99,1,34,1,12,1,1992,1,2010,-1,-1,-1,1
2910,29,7,4,15,14,2,99,2,19,1,1,6,1995,1,2010,-1,-1,-1,1
2911,29,7,4,15,14,2,99,1,17,1,4,1,9999,1,2010,-1,-1,-1,2
2912,30,3,2,15,1,1,1,1,26,1,4,3,1992,1,2010,-1,-1,-1,1
2913,30,3,2,15,1,1,1,1,33,1,99,4,1996,1,2010,-1,-1,-1,1
2914,31,3,3,15,1,1,1,2,55,1,2,3,2006,1,2010,-1,-1,-1,1
2915,31,3,3,15,1,1,1,1,999,1,3,5,9999,1,2010,-1,-1,-1,9
2916,27,4,2,15,13,2,99,1,31,1,3,9,1995,1,2010,-1,-1,-1,1
2917,27,4,2,15,13,2,99,9,999,9,9,2,9999,1,2010,-1,-1,-1,9
2918,31,7,6,15,10,1,2,1,35,2,1,1,1983,1,2010,-1,-1,-1,1
2919,31,7,6,15,10,1,2,1,28,1,1,3,1995,1,2010,-1,-1,-1,1
2920,1,4,4,15,1,1,12,1,25,2,2,3,2003,2,2010,-1,-1,-1,1
2921,2,9,4,15,14,2,99,1,34,1,14,99,2008,2,2010,-1,-1,-1,1
2922,3,7,6,15,5,2,99,1,27,1,12,99,9999,3,2010,-1,-1,-1,1
2923,4,10,1,15,20,2,99,9,999,9,99,99,9999,1,2010,-1,-1,-1,9
2924,3,11,3,15,5,2,99,9,999,9,1,4,9999,4,2010,-1,-1,-1,9
2925,5,1,2,15,10,1,3,1,27,2,4,3,9999,4,2010,-1,-1,-1,1
2926,2,5,7,15,5,2,99,1,58,1,2,2,9999,2,2010,-1,-1,-1,1
2927,4,12,6,15,17,2,99,1,38,9,4,1,9999,3,2010,-1,-1,-1,1
2928,3,5,1,15,16,2,99,1,31,1,3,3,9999,3,2010,-1,-1,-1,1
2929,9,10,6,15,1,1,99,1,25,1,7,7,9999,3,2010,-1,-1,-1,1
2930,12,2,5,15,18,2,99,1,31,9,1,99,9999,3,2010,-1,-1,-1,1
2931,11,3,4,15,3,2,99,1,24,9,1,1,9999,2,2010,-1,-1,-1,1
2932,12,3,5,15,1,2,99,1,33,9,5,6,9999,3,2010,-1,-1,-1,1
2933,13,6,7,15,17,2,99,9,999,9,4,1,9999,4,2010,-1,-1,-1,9
2934,17,2,3,15,17,2,99,1,29,9,3,99,9999,1,2010,-1,-1,-1,1
2935,16,10,6,15,4,2,99,1,53,1,3,9,1991,2,2010,-1,-1,-1,1
2936,19,1,2,15,9,2,99,9,999,9,3,1,9999,3,2010,-1,-1,-1,9
2937,19,1,2,15,4,2,99,1,39,9,7,99,1991,3,2010,-1,-1,-1,1
2938,20,2,6,15,1,2,99,1,32,9,2,9,9999,3,2010,-1,-1,-1,1
2939,15,12,3,15,16,2,99,1,27,1,3,4,9999,1,2010,-1,-1,-1,1
2940,19,11,5,15,18,2,99,1,33,1,5,2,9999,3,2010,-1,-1,-1,1
2941,16,5,7,15,22,2,99,1,27,1,1,6,1995,2,2010,-1,-1,-1,1
2942,16,5,7,15,18,2,99,1,28,1,99,99,9999,4,2010,-1,-1,-1,1
2943,18,5,2,15,19,2,99,1,28,1,4,99,9999,1,2010,-1,-1,-1,1
2944,18,7,7,15,13,2,99,1,53,1,3,11,9999,3,2010,-1,-1,-1,1
2945,11,4,7,15,18,2,99,1,37,1,2,9,2001,3,2010,-1,-1,-1,1
2946,18,9,6,15,11,2,99,9,999,9,1,2,1991,2,2010,-1,-1,-1,9
2947,20,3,6,15,1,2,99,1,34,1,12,99,9999,3,2010,-1,-1,-1,1
2948,20,3,6,15,2,2,99,1,40,1,2,2,9999,4,2010,-1,-1,-1,1
2949,28,2,7,15,6,2,99,9,999,9,1,99,9999,3,2010,-1,-1,-1,9
2950,17,4,6,15,22,2,99,1,18,9,2,6,1998,3,2010,-1,-1,-1,1
2951,18,4,7,15,1,2,99,9,999,9,1,4,9999,2,2010,-1,-1,-1,9
2952,30,10,6,15,15,2,99,1,22,1,3,9,1984,3,2010,-1,-1,-1,1
2953,28,11,7,15,6,2,99,1,22,1,4,3,9999,2,2010,-1,-1,-1,1
2954,29,5,6,15,1,1,7,2,60,1,2,1,2005,13,2010,-1,-1,-1,1
2955,31,10,7,15,10,1,1,1,33,9,4,1,9999,2,2010,-1,-1,-1,1
2956,20,4,2,15,2,2,99,1,44,1,1,9,2000,3,2010,-1,-1,-1,1
2957,30,5,7,15,1,1,13,2,54,1,1,5,9999,13,2010,-1,-1,-1,1
2958,26,7,1,15,17,2,99,1,999,9,1,2,9999,3,2010,-1,-1,-1,9
2959,1,9,3,16,7,2,99,1,35,1,2,2,1990,1,2010,-1,-1,-1,1
2960,1,9,3,16,7,2,99,1,27,1,1,16,1990,1,2010,-1,-1,-1,1
2961,2,8,1,16,5,2,99,1,28,1,6,2,9999,1,2010,-1,-1,-1,1
2962,2,1,6,16,9,1,1,1,32,1,1,9,1987,1,2010,-1,-1,-1,1
2963,2,1,6,16,9,1,1,9,999,9,9,6,9999,1,2010,-1,-1,-1,9
2964,2,8,1,16,13,1,1,9,999,9,99,99,9999,1,2010,-1,-1,-1,9
2965,2,8,1,16,13,1,1,1,18,1,4,99,9999,1,2010,-1,-1,-1,1
2966,2,6,3,16,3,2,99,2,66,1,1,4,1991,1,2010,-1,-1,-1,1
2967,2,6,3,16,3,2,99,1,50,1,2,6,2007,1,2010,-1,-1,-1,1
2968,5,2,5,16,10,2,99,2,20,1,1,5,1997,1,2010,-1,-1,-1,1
2969,5,2,5,16,10,2,99,1,24,1,4,99,2009,1,2010,-1,-1,-1,1
2970,3,6,4,16,1,1,3,1,52,1,6,14,1992,1,2010,-1,-1,-1,1
2971,3,6,4,16,1,1,3,1,32,1,4,5,9999,1,2010,-1,-1,-1,1
2972,4,9,6,16,1,1,1,1,21,2,1,11,1992,1,2010,-1,-1,-1,1
2973,2,11,2,16,3,2,99,1,32,9,3,9,1996,1,2010,-1,-1,-1,1
2974,2,11,2,16,3,2,99,1,26,2,4,4,9999,1,2010,-1,-1,-1,1
2975,3,6,4,16,9,2,99,9,999,9,6,2,9999,1,2010,-1,-1,-1,9
2976,3,6,4,16,9,2,99,1,59,1,4,5,9999,1,2010,-1,-1,-1,1
2977,2,11,2,16,18,1,99,9,999,9,1,99,9999,1,2010,-1,-1,-1,9
2978,2,11,2,16,18,1,99,1,24,9,4,99,9999,1,2010,-1,-1,-1,1
2979,2,4,5,16,22,2,99,1,22,1,1,11,2000,1,2010,-1,-1,-1,1
2980,2,4,5,16,22,2,99,1,33,2,3,4,9999,1,2010,-1,-1,-1,1
2981,2,4,5,16,22,2,99,1,40,2,4,3,9999,2,2010,-1,-1,-1,1
2982,2,4,5,16,22,2,99,9,999,9,3,5,9999,2,2010,-1,-1,-1,9
2983,4,9,6,16,1,1,6,1,40,1,1,4,9999,1,2010,-1,-1,-1,1
2984,4,9,6,16,1,1,6,1,29,1,4,1,9999,1,2010,-1,-1,-1,1
2985,3,8,2,16,14,2,99,1,48,2,3,2,1984,1,2010,-1,-1,-1,1
2986,3,8,2,16,14,2,99,9,999,9,3,1,1990,1,2010,-1,-1,-1,9
2987,5,7,1,16,22,2,99,1,999,1,5,2,1996,1,2010,-1,-1,-1,9
2988,5,7,1,16,22,2,99,1,27,1,1,1,1997,1,2010,-1,-1,-1,1
2989,5,1,2,16,9,2,99,1,30,1,12,3,1991,1,2010,-1,-1,-1,1
2990,2,4,5,16,6,2,99,1,32,1,1,5,1993,1,2010,-1,-1,-1,1
2991,2,4,5,16,6,2,99,1,24,1,1,2,9999,1,2010,-1,-1,-1,1
2992,5,7,1,16,21,2,99,1,36,1,3,1,2004,1,2010,-1,-1,-1,1
2993,6,1,3,16,6,2,99,1,26,2,3,5,1989,1,2010,-1,-1,-1,1
2994,6,1,3,16,6,2,99,9,999,9,3,4,9999,1,2010,-1,-1,-1,9
2995,4,8,3,16,9,1,2,1,21,1,3,3,1990,1,2010,-1,-1,-1,1
2996,4,8,3,16,9,1,2,9,999,1,4,9,9999,1,2010,-1,-1,-1,9
2997,5,7,1,16,10,2,99,1,27,1,6,1,1988,1,2010,-1,-1,-1,1
2998,5,7,1,16,10,2,99,1,55,1,4,5,2009,1,2010,-1,-1,-1,1
2999,4,8,3,16,2,2,99,1,28,1,5,2,9999,1,2010,-1,-1,-1,1
3000,4,8,3,16,2,2,99,1,37,1,11,2,9999,1,2010,-1,-1,-1,1
3001,5,8,4,16,5,1,1,2,999,9,8,9,9999,1,2010,-1,-1,-1,9
3002,5,8,4,16,5,1,1,1,22,2,3,99,9999,1,2010,-1,-1,-1,1
3003,3,4,6,16,1,2,99,1,24,9,1,3,1999,1,2010,-1,-1,-1,1
3004,3,4,6,16,1,2,99,1,31,9,4,1,9999,1,2010,-1,-1,-1,1
3005,5,11,5,16,16,2,99,1,50,9,3,99,1995,1,2010,-1,-1,-1,1
3006,5,11,5,16,16,2,99,1,57,9,6,2,9999,1,2010,-1,-1,-1,1
3007,3,4,6,16,1,2,99,1,22,9,3,6,1993,1,2010,-1,-1,-1,1
3008,3,4,6,16,1,2,99,1,28,9,1,6,1997,1,2010,-1,-1,-1,1
3009,5,12,7,16,16,2,99,9,999,9,3,7,9999,1,2010,-1,-1,-1,9
3010,5,12,7,16,16,2,99,1,27,9,4,99,9999,1,2010,-1,-1,-1,1
3011,7,7,3,16,1,1,6,1,28,1,4,99,9999,1,2010,-1,-1,-1,1
3012,7,7,3,16,1,1,6,1,42,1,1,6,9999,1,2010,-1,-1,-1,1
3013,8,6,2,16,15,2,99,2,33,1,4,3,9999,1,2010,-1,-1,-1,1
3014,8,6,2,16,15,2,99,1,23,2,3,3,9999,1,2010,-1,-1,-1,1
3015,6,8,5,16,12,2,99,1,45,1,1,5,1994,1,2010,-1,-1,-1,1
3016,6,8,5,16,12,2,99,9,999,9,7,8,9999,1,2010,-1,-1,-1,9
3017,7,9,2,16,11,2,99,1,46,1,3,2,9999,1,2010,-1,-1,-1,1
3018,7,9,2,16,11,2,99,1,22,1,4,5,9999,1,2010,-1,-1,-1,1
3019,5,5,3,16,9,2,99,1,22,1,4,5,9999,1,2010,-1,-1,-1,1
3020,5,5,3,16,9,2,99,1,50,2,3,6,9999,1,2010,-1,-1,-1,1
3021,8,7,4,16,17,2,99,1,33,1,3,2,1982,1,2010,-1,-1,-1,1
3022,8,7,4,16,17,2,99,1,23,1,4,99,9999,1,2010,-1,-1,-1,1
3023,5,5,3,16,16,1,4,2,31,1,1,3,2008,1,2010,-1,-1,-1,1
3024,5,5,3,16,16,1,4,1,23,1,4,1,2009,1,2010,-1,-1,-1,1
3025,12,2,5,16,12,2,99,9,999,9,3,99,9999,1,2010,-1,-1,-1,9
3026,12,2,5,16,12,2,99,1,19,9,4,1,9999,1,2010,-1,-1,-1,1
3027,8,9,3,16,6,2,99,1,999,9,3,4,1986,1,2010,-1,-1,-1,9
3028,9,12,4,16,1,1,6,1,31,9,12,1,1991,1,2010,-1,-1,-1,1
3029,9,12,4,16,1,1,6,1,27,9,4,1,9999,1,2010,-1,-1,-1,1
3030,4,4,7,16,18,2,99,1,28,9,1,99,9999,1,2010,-1,-1,-1,1
3031,4,4,7,16,18,2,99,9,999,9,3,99,9999,1,2010,-1,-1,-1,9
3032,13,2,6,16,1,1,1,1,30,1,1,2,2006,1,2010,-1,-1,-1,1
3033,13,2,6,16,1,1,1,1,19,9,4,1,2007,1,2010,-1,-1,-1,1
3034,13,2,6,16,1,1,18,1,17,1,1,2,1989,1,2010,-1,-1,-1,2
3035,13,2,6,16,1,1,18,1,39,1,10,2,9999,1,2010,-1,-1,-1,1
3036,4,4,7,16,4,2,99,1,19,9,3,10,1986,1,2010,-1,-1,-1,1
3037,4,4,7,16,4,2,99,9,999,9,1,4,2002,1,2010,-1,-1,-1,9
3038,5,4,1,16,1,1,8,1,999,1,4,99,9999,1,2010,-1,-1,-1,9
3039,5,4,1,16,1,1,8,1,28,1,2,6,9999,1,2010,-1,-1,-1,1
3040,8,8,7,16,16,2,99,9,999,9,1,99,9999,1,2010,-1,-1,-1,9
3041,8,8,7,16,16,2,99,2,16,9,4,99,9999,1,2010,-1,-1,-1,2
3042,13,11,6,16,6,2,99,1,22,1,1,2,1993,1,2010,-1,-1,-1,1
3043,13,11,6,16,6,2,99,1,33,2,3,2,9999,1,2010,-1,-1,-1,1
3044,14,10,4,16,1,1,3,9,999,9,3,99,1986,1,2010,-1,-1,-1,9
3045,14,10,4,16,1,1,3,1,30,2,1,1,1992,1,2010,-1,-1,-1,1
3046,10,5,1,16,6,2,99,1,39,1,3,9,1991,1,2010,-1,-1,-1,1
3047,10,5,1,16,6,2,99,1,36,1,3,16,9999,1,2010,-1,-1,-1,1
3048,7,4,3,16,10,2,99,1,32,1,3,6,1994,1,2010,-1,-1,-1,1
3049,7,4,3,16,10,2,99,1,54,1,4,1,2007,1,2010,-1,-1,-1,1
3050,12,7,1,16,12,2,99,9,999,1,1,5,1997,1,2010,-1,-1,-1,9
3051,12,7,1,16,12,2,99,9,999,1,1,2,9999,1,2010,-1,-1,-1,9
3052,11,5,2,16,1,1,12,9,999,9,1,11,1981,1,2010,-1,-1,-1,9
3053,11,5,2,16,1,1,12,9,999,9,3,11,1983,1,2010,-1,-1,-1,9
3054,11,5,2,16,1,1,12,1,36,2,10,2,9999,1,2010,-1,-1,-1,1
3055,12,7,1,16,2,2,99,1,34,1,3,1,1998,1,2010,-1,-1,-1,1
3056,12,7,1,16,2,2,99,1,39,1,3,5,9999,1,2010,-1,-1,-1,1
3057,19,2,5,16,5,2,99,1,23,1,5,10,9999,1,2010,-1,-1,-1,1
3058,19,2,5,16,5,2,99,1,46,9,4,99,9999,1,2010,-1,-1,-1,1
3059,9,4,5,16,1,1,17,1,25,1,4,3,9999,1,2010,-1,-1,-1,1
3060,9,4,5,16,1,1,17,2,38,1,1,2,9999,1,2010,-1,-1,-1,1
3061,18,6,5,16,15,2,99,1,27,1,3,9,1991,1,2010,-1,-1,-1,1
3062,14,7,3,16,1,1,1,1,50,1,3,2,2007,1,2010,-1,-1,-1,1
3063,14,7,3,16,1,1,1,2,32,1,4,1,9999,1,2010,-1,-1,-1,1
3064,14,5,5,16,13,1,5,1,39,1,2,1,1986,1,2010,-1,-1,-1,1
3065,14,5,5,16,13,1,5,1,33,1,4,9,2003,1,2010,-1,-1,-1,1
3066,14,7,3,16,10,2,99,1,28,1,5,1,1987,1,2010,-1,-1,-1,1
3067,20,2,6,16,1,1,99,2,20,9,1,1,1999,1,2010,-1,-1,-1,1
3068,20,2,6,16,1,1,99,1,20,9,4,99,2009,1,2010,-1,-1,-1,1
3069,20,6,7,16,1,1,18,1,34,1,1,2,1997,1,2010,-1,-1,-1,1
3070,20,6,7,16,1,1,18,1,23,1,12,1,9999,1,2010,-1,-1,-1,1
3071,20,6,7,16,1,1,18,1,25,1,12,1,9999,1,2010,-1,-1,-1,1
3072,15,7,4,16,5,2,99,1,18,1,4,5,9999,1,2010,-1,-1,-1,1
3073,15,7,4,16,5,2,99,1,25,1,4,5,9999,1,2010,-1,-1,-1,1
3074,20,1,3,16,20,2,99,1,25,1,14,1,2006,1,2010,-1,-1,-1,1
3075,20,1,3,16,20,2,99,9,999,9,3,99,9999,1,2010,-1,-1,-1,9
3076,15,9,3,16,22,1,99,1,29,1,5,2,9999,1,2010,-1,-1,-1,1
3077,20,1,3,16,11,2,99,1,31,1,3,2,2001,1,2010,-1,-1,-1,1
3078,20,1,3,16,11,2,99,1,58,9,4,1,9999,1,2010,-1,-1,-1,1
3079,20,6,7,16,18,2,99,1,43,1,1,11,9999,1,2010,-1,-1,-1,1
3080,20,6,7,16,18,2,99,1,43,1,4,5,9999,1,2010,-1,-1,-1,1
3081,16,5,7,16,1,1,7,1,27,1,1,2,9999,1,2010,-1,-1,-1,1
3082,16,12,4,16,20,2,99,1,50,2,6,2,1992,1,2010,-1,-1,-1,1
3083,16,12,4,16,20,2,99,1,35,1,2,2,1993,1,2010,-1,-1,-1,1
3084,16,12,4,16,20,2,99,1,25,1,1,6,2000,1,2010,-1,-1,-1,1
3085,16,12,4,16,20,2,99,1,36,1,1,3,9999,1,2010,-1,-1,-1,1
3086,23,1,6,16,5,2,99,1,999,9,99,5,9999,1,2010,-1,-1,-1,9
3087,23,1,6,16,5,2,99,1,40,9,3,5,9999,1,2010,-1,-1,-1,1
3088,21,6,1,16,18,2,99,1,34,2,1,6,1997,1,2010,-1,-1,-1,1
3089,21,6,1,16,18,2,99,1,26,1,4,1,2009,1,2010,-1,-1,-1,1
3090,17,12,5,16,1,1,6,1,56,9,3,2,1999,1,2010,-1,-1,-1,1
3091,17,12,5,16,1,1,6,1,19,9,14,1,2004,1,2010,-1,-1,-1,1
3092,23,10,6,16,19,2,99,9,999,9,1,99,9999,1,2010,-1,-1,-1,9
3093,23,10,6,16,19,2,99,1,24,9,4,99,9999,1,2010,-1,-1,-1,1
3094,11,4,7,16,20,2,99,1,47,2,1,2,1982,1,2010,-1,-1,-1,1
3095,11,4,7,16,20,2,99,9,999,9,14,1,9999,1,2010,-1,-1,-1,9
3096,22,6,2,16,16,2,99,1,42,2,5,2,9999,1,2010,-1,-1,-1,1
3097,22,6,2,16,16,2,99,1,32,1,14,2,9999,1,2010,-1,-1,-1,1
3098,17,9,5,16,17,2,99,9,999,9,99,99,9999,1,2010,-1,-1,-1,9
3099,17,9,5,16,17,2,99,1,20,1,4,5,9999,1,2010,-1,-1,-1,1
3100,18,8,3,16,1,1,3,1,37,1,1,3,1997,1,2010,-1,-1,-1,1
3101,18,8,3,16,1,1,3,2,66,2,9,1,2006,1,2010,-1,-1,-1,1
3102,23,6,3,16,18,2,99,1,39,1,4,1,2007,1,2010,-1,-1,-1,1
3103,23,6,3,16,18,2,99,1,22,1,4,99,2008,1,2010,-1,-1,-1,1
3104,21,11,7,16,5,2,99,1,30,2,2,9,1995,1,2010,-1,-1,-1,1
3105,21,11,7,16,5,2,99,1,999,2,7,99,9999,1,2010,-1,-1,-1,9
3106,26,2,5,16,1,1,6,1,25,1,1,9,9999,1,2010,-1,-1,-1,1
3107,26,2,5,16,1,1,6,1,43,1,12,1,9999,1,2010,-1,-1,-1,1
3108,20,7,2,16,1,2,99,9,999,9,1,1,9999,1,2010,-1,-1,-1,9
3109,19,8,4,16,15,2,99,1,44,1,5,2,1985,1,2010,-1,-1,-1,1
3110,19,8,4,16,15,2,99,1,29,1,9,4,9999,1,2010,-1,-1,-1,1
3111,24,10,7,16,9,2,99,1,44,9,3,3,9999,1,2010,-1,-1,-1,1
3112,13,4,2,16,5,2,99,2,16,2,1,2,9999,1,2010,-1,-1,-1,2
3113,13,4,2,16,5,2,99,1,42,1,6,99,9999,1,2010,-1,-1,-1,1
3114,19,12,7,16,5,2,99,9,999,9,3,99,9999,1,2010,-1,-1,-1,9
3115,19,12,7,16,5,2,99,1,50,9,4,1,9999,1,2010,-1,-1,-1,1
3116,27,2,6,16,1,1,3,9,999,9,1,3,1986,1,2010,-1,-1,-1,9
3117,27,2,6,16,1,1,3,1,30,9,1,1,1988,1,2010,-1,-1,-1,1
3118,27,2,6,16,1,1,3,1,57,9,1,6,1996,1,2010,-1,-1,-1,1
3119,27,2,6,16,1,1,3,1,25,9,7,7,9999,1,2010,-1,-1,-1,1
3120,19,9,7,16,12,2,99,1,999,1,12,1,1986,1,2010,-1,-1,-1,9
3121,19,9,7,16,12,2,99,1,999,1,99,99,2006,1,2010,-1,-1,-1,9
3122,20,5,4,16,12,2,99,1,36,1,9,1,9999,1,2010,-1,-1,-1,1
3123,20,5,4,16,12,2,99,1,17,1,1,6,9999,1,2010,-1,-1,-1,2
3124,27,2,6,16,6,2,99,1,67,1,3,11,1986,1,2010,-1,-1,-1,1
3125,27,2,6,16,6,2,99,1,38,9,4,1,9999,1,2010,-1,-1,-1,1
3126,15,4,4,16,5,2,99,1,999,1,2,99,9999,1,2010,-1,-1,-1,9
3127,26,10,2,16,17,2,99,1,63,9,5,2,9999,1,2010,-1,-1,-1,1
3128,28,2,7,16,1,2,99,1,38,2,1,7,1984,1,2010,-1,-1,-1,1
3129,28,2,7,16,1,2,99,1,49,1,3,4,2001,1,2010,-1,-1,-1,1
3130,29,1,5,16,12,2,99,1,999,9,1,6,9999,1,2010,-1,-1,-1,9
3131,27,10,3,16,13,2,99,1,48,9,3,3,9999,1,2010,-1,-1,-1,1
3132,27,10,3,16,13,2,99,1,32,9,4,99,9999,1,2010,-1,-1,-1,1
3133,20,12,1,16,10,2,99,1,37,1,3,3,1994,1,2010,-1,-1,-1,1
3134,20,12,1,16,10,2,99,1,42,1,5,2,2008,1,2010,-1,-1,-1,1
3135,22,7,4,16,18,1,99,1,33,1,4,1,2001,1,2010,-1,-1,-1,1
3136,22,7,4,16,18,1,99,1,47,1,4,5,2007,1,2010,-1,-1,-1,1
3137,28,2,7,16,11,2,99,1,40,2,2,14,9999,1,2010,-1,-1,-1,1
3138,28,2,7,16,11,2,99,1,39,9,4,1,9999,1,2010,-1,-1,-1,1
3139,16,4,5,16,11,2,99,1,22,9,4,5,2009,1,2010,-1,-1,-1,1
3140,16,4,5,16,11,2,99,1,20,9,4,99,9999,1,2010,-1,-1,-1,1
3141,30,6,3,16,1,1,2,9,999,1,1,2,2000,1,2010,-1,-1,-1,9
3142,30,6,3,16,1,1,2,1,20,1,3,3,2006,1,2010,-1,-1,-1,1
3143,23,7,5,16,22,2,99,1,26,1,4,5,9999,1,2010,-1,-1,-1,1
3144,23,7,5,16,22,2,99,1,26,1,14,1,9999,1,2010,-1,-1,-1,1
3145,25,5,2,16,4,2,99,1,999,1,3,2,9999,1,2010,-1,-1,-1,9
3146,25,5,2,16,4,2,99,1,999,1,3,4,9999,1,2010,-1,-1,-1,9
3147,26,11,5,16,15,2,99,1,18,2,4,1,9999,1,2010,-1,-1,-1,1
3148,22,3,1,16,12,1,1,1,17,9,4,2,9999,1,2010,-1,-1,-1,2
3149,22,3,1,16,12,1,1,1,28,9,3,5,9999,1,2010,-1,-1,-1,1
3150,23,9,4,16,16,2,99,9,999,9,99,99,9999,1,2010,-1,-1,-1,9
3151,23,9,4,16,16,2,99,1,39,9,4,1,9999,1,2010,-1,-1,-1,1
3152,22,8,7,16,13,2,99,9,999,9,3,3,1984,1,2010,-1,-1,-1,9
3153,22,8,7,16,13,2,99,1,14,9,4,1,9999,1,2010,-1,-1,-1,2
3154,27,5,4,16,14,2,99,1,32,1,3,2,2006,1,2010,-1,-1,-1,1
3155,27,5,4,16,14,2,99,1,23,1,3,5,2010,1,2010,-1,-1,-1,1
3156,24,7,6,16,1,2,99,1,18,1,3,4,2004,1,2010,-1,-1,-1,1
3157,24,7,6,16,1,2,99,1,19,1,4,9,9999,1,2010,-1,-1,-1,1
3158,23,3,2,16,10,1,1,1,31,1,2,1,1989,1,2010,-1,-1,-1,1
3159,23,3,2,16,10,1,1,2,17,1,4,1,1989,1,2010,-1,-1,-1,2
3160,27,9,1,16,1,1,18,1,45,9,2,99,1993,1,2010,-1,-1,-1,1
3161,27,9,1,16,1,1,18,1,23,9,4,1,9999,1,2010,-1,-1,-1,1
3162,25,12,6,16,12,1,1,1,46,2,3,3,9999,1,2010,-1,-1,-1,1
3163,25,12,6,16,12,1,1,1,22,1,14,1,9999,1,2010,-1,-1,-1,1
3164,31,10,7,16,5,2,99,2,33,9,3,4,1993,1,2010,-1,-1,-1,1
3165,31,10,7,16,5,2,99,1,40,9,2,99,9999,1,2010,-1,-1,-1,1
3166,27,9,1,16,7,2,99,9,999,9,3,99,9999,1,2010,-1,-1,-1,9
3167,27,9,1,16,7,2,99,1,35,2,3,5,9999,1,2010,-1,-1,-1,1
3168,31,10,7,16,9,2,99,2,37,1,1,4,1995,1,2010,-1,-1,-1,1
3169,31,10,7,16,9,2,99,1,28,2,1,3,1996,1,2010,-1,-1,-1,1
3170,31,10,7,16,9,2,99,1,20,1,1,4,1998,1,2010,-1,-1,-1,1
3171,21,4,3,16,20,2,99,1,71,1,1,4,2001,1,2010,-1,-1,-1,1
3172,21,4,3,16,20,2,99,1,38,1,12,2,9999,1,2010,-1,-1,-1,1
3173,25,7,7,16,17,2,99,1,20,1,4,3,9999,1,2010,-1,-1,-1,1
3174,25,7,7,16,17,2,99,9,999,9,12,2,9999,1,2010,-1,-1,-1,9
3175,25,3,4,16,20,2,99,9,999,9,3,99,9999,1,2010,-1,-1,-1,9
3176,28,12,2,16,5,2,99,1,23,1,5,2,9999,1,2010,-1,-1,-1,1
3177,28,12,2,16,5,2,99,9,999,9,4,1,9999,1,2010,-1,-1,-1,9
3178,28,12,2,16,9,2,99,1,42,9,2,4,1985,1,2010,-1,-1,-1,1
