num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,muni_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,g_edad,edad_m1,condicion_pil,tipo_vehi,marca_vehi,color_vehi,modelo_vehi,causa_acc
2226,14,5,6,17,2,2,1,99,1,19,2,1,2,3,44,4,9999,1
2227,14,5,6,18,7,12,1,99,1,17,2,2,2,3,44,99,9999,1
2311,19,5,4,10,14,15,2,99,1,15,2,2,2,3,44,3,1983,4
2415,25,5,3,9,9,9,2,99,2,19,2,1,2,9,44,6,9999,1
2465,28,5,6,14,10,6,2,99,2,18,2,1,2,3,44,2,9999,2
2471,28,5,6,14,10,6,2,99,2,18,2,1,2,3,44,2,9999,2
2502,28,5,6,15,12,12,2,99,1,16,2,2,2,3,44,9,9999,4
2543,30,5,1,15,13,6,2,99,1,17,2,2,2,9,44,8,9999,4
2548,30,5,1,15,13,6,2,99,2,16,2,2,2,9,44,8,9999,4
2590,31,5,2,13,17,1,2,99,2,18,2,1,2,1,44,5,2001,1
2609,1,6,3,18,18,1,2,99,1,17,2,2,2,3,44,5,9999,1
2682,7,6,2,6,21,7,2,99,1,16,2,2,2,3,44,3,1981,3
2684,7,6,2,6,21,7,2,99,2,17,2,2,2,3,44,3,1981,3
2700,8,6,3,23,3,4,2,99,1,19,2,1,2,3,44,4,9999,1
2881,18,6,6,18,3,4,2,99,2,16,2,2,1,1,44,1,9999,2
2962,25,6,6,22,1,15,2,99,1,18,2,1,2,1,44,4,1995,3
2971,25,6,6,22,1,8,2,99,2,19,2,1,2,1,44,3,9999,1
2991,26,6,7,19,5,1,2,99,2,17,2,2,2,9,44,2,9999,1
3021,27,6,1,16,10,14,2,99,2,18,2,1,2,3,44,1,9999,1
3023,27,6,1,16,10,14,2,99,2,16,2,2,2,3,44,1,9999,1
3136,4,7,1,10,13,13,2,99,1,16,2,2,2,3,44,4,9999,3
3144,5,7,2,20,5,1,2,99,2,15,2,2,2,3,44,9,2004,1
3170,7,7,4,19,7,1,2,99,2,16,2,2,2,9,44,1,9999,1
3172,7,7,4,19,7,1,2,99,2,18,2,1,2,9,44,1,9999,1
3180,8,7,5,19,10,11,2,99,2,17,2,2,2,3,44,10,2007,1
3245,13,7,3,0,12,17,2,99,1,18,2,1,2,3,44,5,9999,1
3252,14,7,4,14,16,1,2,99,2,16,2,2,2,3,44,4,1998,1
3253,14,7,4,14,16,1,2,99,2,17,2,2,2,3,44,4,1998,1
3301,19,7,2,20,22,5,1,99,2,15,2,2,2,1,44,4,9999,3
3451,25,7,1,18,14,1,2,99,1,15,2,2,2,9,44,1,9999,4
3452,25,7,1,18,14,1,2,99,1,15,2,2,2,9,44,1,9999,4
3470,27,7,3,17,12,23,2,99,1,16,2,2,2,3,44,99,9999,2
3513,30,7,6,4,3,8,2,99,2,17,2,2,2,9,44,4,9999,1
3514,30,7,6,4,3,8,2,99,1,18,2,1,2,9,44,4,9999,1
3594,3,8,3,19,15,1,2,99,1,17,2,2,2,9,44,3,2006,1
3605,4,8,4,9,9,12,2,99,2,15,2,2,2,3,44,1,9999,3
3639,6,8,6,15,19,3,2,99,1,17,2,2,2,9,44,1,9999,1
3662,7,8,7,13,1,15,2,99,2,16,2,2,2,1,44,4,9999,2
3663,7,8,7,13,1,15,2,99,2,17,2,2,2,1,44,4,9999,2
3664,7,8,7,13,1,15,2,99,2,19,2,1,2,1,44,4,9999,2
3693,10,8,3,19,1,1,2,9,2,18,2,1,2,1,44,3,2009,1
3703,11,8,4,14,19,10,2,99,2,19,2,1,2,3,44,3,9999,4
3728,12,8,5,6,20,4,2,99,1,18,2,1,2,3,44,99,9999,3
3729,12,8,5,6,20,4,2,99,1,19,2,1,2,3,44,99,9999,3
3734,12,8,5,13,19,7,2,99,2,15,2,2,2,3,44,6,2003,2
3763,12,8,5,8,2,8,2,99,1,19,2,1,2,2,44,6,9999,1
3764,12,8,5,8,2,8,2,99,1,19,2,1,2,2,44,6,9999,1
3796,18,8,4,15,13,1,2,99,1,17,2,2,2,3,44,2,9999,1
3943,29,8,1,10,13,1,2,99,1,19,2,1,2,3,44,8,9999,2
3992,2,9,5,20,17,1,2,99,1,19,2,1,2,3,44,1,9999,1
4031,4,9,7,19,15,7,2,99,1,17,2,2,2,3,44,2,9999,2
4032,4,9,7,19,15,7,2,99,1,17,2,2,2,3,44,2,9999,2
4033,4,9,7,19,15,7,2,99,1,19,2,1,2,3,44,2,9999,2
4045,5,9,1,5,18,1,2,99,2,19,2,1,2,9,44,1,9999,1
4049,5,9,1,5,18,1,2,99,1,19,2,1,2,9,44,1,9999,1
4051,5,9,1,5,18,1,2,99,2,19,2,1,2,9,44,1,9999,1
4057,6,9,2,23,10,1,2,99,1,17,2,2,2,3,44,6,9999,3
4120,9,9,5,15,4,3,2,99,2,15,2,2,2,3,44,9,9999,3
4122,9,9,5,15,4,3,2,99,2,16,2,2,2,3,44,9,9999,3
4156,11,9,7,16,10,1,2,99,2,17,2,2,2,3,44,2,9999,3
4241,13,9,2,8,1,1,1,9,2,15,2,2,2,3,44,5,2007,1
4242,13,9,2,8,1,1,1,9,2,15,2,2,2,3,44,5,2007,1
4243,13,9,2,8,1,1,1,9,2,15,2,2,2,3,44,5,2007,1
4273,15,9,4,7,5,11,2,99,1,19,2,1,2,1,44,6,2006,1
4276,15,9,4,7,5,11,2,99,1,17,2,2,2,1,44,6,2006,1
4321,16,9,5,11,18,1,2,99,2,17,2,2,2,3,44,6,9999,3
4454,25,9,7,18,21,7,2,99,1,18,2,1,2,3,44,3,1986,1
4478,27,9,2,15,19,4,2,99,1,15,2,2,2,3,44,5,1993,2
4485,27,9,2,10,18,1,2,99,2,15,2,2,2,3,44,3,9999,3
4495,28,9,3,15,12,1,2,99,2,15,2,2,2,9,44,2,9999,1
4499,28,9,3,15,12,1,2,99,2,19,2,1,2,9,44,2,9999,1
4522,30,9,5,4,12,15,2,99,1,16,2,2,2,3,44,1,9999,2
4523,30,9,5,4,12,15,2,99,1,16,2,2,2,3,44,1,9999,2
4524,30,9,5,4,12,15,2,99,1,19,2,1,2,3,44,1,9999,2
4525,30,9,5,4,12,15,2,99,1,18,2,1,2,3,44,1,9999,2
4627,6,10,4,18,10,9,2,99,2,17,2,2,2,3,44,9,1986,3
4628,6,10,4,18,10,9,2,99,1,17,2,2,2,3,44,9,1986,3
4629,6,10,4,18,10,9,2,99,2,18,2,1,2,3,44,9,1986,3
4630,6,10,4,18,10,9,2,99,2,18,2,1,2,3,44,9,1986,3
4631,6,10,4,18,10,9,2,99,2,16,2,2,2,3,44,9,1986,3
4635,6,10,4,18,10,9,2,99,1,19,2,1,2,3,44,9,1986,3
4694,13,10,4,15,13,6,2,99,1,17,2,2,2,3,44,1,9999,2
4695,13,10,4,15,13,6,2,99,1,19,2,1,2,3,44,1,9999,2
4736,15,10,6,18,3,1,2,99,1,16,2,2,2,3,44,14,9999,4
4737,15,10,6,18,3,1,2,99,1,15,2,2,2,3,44,14,9999,4
4800,18,10,2,15,9,1,1,99,2,17,2,2,2,9,44,2,9999,1
4826,21,10,5,10,22,1,2,99,2,16,2,2,2,3,44,1,9999,3
4827,21,10,5,10,22,1,2,99,1,19,2,1,2,3,44,1,9999,3
4845,22,10,6,9,9,1,2,99,1,19,2,1,2,3,44,1,1985,1
4855,23,10,7,1,5,1,2,99,2,19,2,1,2,3,44,1,9999,2
4865,24,10,1,15,1,1,1,6,2,17,2,2,2,3,44,5,9999,1
4866,24,10,1,15,1,1,1,6,2,16,2,2,2,3,44,5,9999,1
4867,24,10,1,15,1,1,1,6,2,17,2,2,2,3,44,5,9999,1
4926,26,10,3,18,14,1,2,99,1,19,2,1,2,1,44,2,1986,2
4964,28,10,5,15,9,20,2,99,2,16,2,2,2,9,44,4,9999,1
4974,29,10,6,21,1,1,1,1,2,17,2,2,2,1,44,99,9999,1
4975,29,10,6,21,1,1,1,1,2,16,2,2,2,1,44,99,9999,1
5041,2,11,3,19,18,3,2,99,2,17,2,2,2,9,44,4,9999,1
5058,3,11,4,12,2,1,2,99,2,16,2,2,2,3,44,4,9999,2
5073,4,11,5,11,16,1,2,99,2,16,2,2,2,9,44,2,9999,2
5107,6,11,7,11,8,5,2,99,1,18,2,1,2,3,44,9,9999,2
5111,6,11,7,10,3,1,2,99,2,15,2,2,1,1,44,99,9999,3
5112,6,11,7,10,3,1,2,99,2,15,2,2,1,1,44,99,9999,3
5113,6,11,7,10,3,1,2,99,2,19,2,1,2,1,44,99,9999,3
5114,6,11,7,10,3,1,2,99,2,18,2,1,2,1,44,99,9999,3
5135,9,11,3,7,13,1,2,99,1,19,2,1,1,9,44,3,9999,1
5214,13,11,7,15,10,10,2,99,1,17,2,2,2,2,44,2,1988,1
5231,14,11,1,19,1,1,1,18,1,18,2,1,2,3,44,2,9999,1
5381,19,11,6,17,5,1,2,99,1,18,2,1,1,3,44,6,9999,3
5424,20,11,7,6,6,1,2,99,1,19,2,1,2,9,44,4,9999,1
5474,23,11,3,7,14,16,1,99,2,17,2,2,2,3,44,4,1988,2
5591,29,11,2,21,12,22,2,99,1,17,2,2,2,3,44,5,1988,1
5592,29,11,2,21,12,22,2,99,1,15,2,2,2,3,44,5,1988,1
5655,4,12,7,20,10,1,1,2,1,15,2,2,2,3,44,6,1997,1
5658,4,12,7,14,15,3,2,99,1,16,2,2,2,3,44,1,9999,2
5730,10,12,6,23,16,1,2,99,1,16,2,2,2,9,44,6,9999,4
5731,10,12,6,23,16,1,2,99,1,16,2,2,2,9,44,6,9999,4
5751,13,12,2,13,12,2,1,2,2,18,2,1,2,9,44,3,2008,1
5801,16,12,5,5,1,16,2,3,1,18,2,1,2,3,44,5,9999,1
5805,16,12,5,14,20,1,2,99,2,16,2,2,2,9,44,3,2004,3
5812,17,12,6,20,20,1,2,99,2,15,2,2,2,2,44,6,1992,1
5852,19,12,1,10,12,19,2,99,2,17,2,2,2,3,44,4,9999,4
5892,21,12,3,0,22,1,2,99,1,18,2,1,2,3,44,1,9999,1
5896,21,12,3,10,22,1,2,99,2,15,2,2,2,3,44,10,9999,1
5928,23,12,5,14,19,1,2,99,2,18,2,1,2,9,44,4,2007,1
5929,23,12,5,14,19,1,2,99,1,16,2,2,2,9,44,4,2007,1
5931,23,12,5,14,19,1,2,99,2,18,2,1,2,9,44,4,2007,1
6006,28,12,3,10,6,2,2,99,1,17,2,2,2,3,44,3,9999,2
6033,30,12,5,20,7,1,2,99,1,19,2,1,2,3,44,5,9999,3
21,1,1,6,17,15,7,2,99,1,23,3,1,1,3,44,2,9999,2
51,3,1,1,17,20,1,2,99,1,24,3,1,2,3,44,1,9999,2
89,6,1,4,11,10,15,2,99,2,23,3,1,2,3,44,2,2003,1
166,8,1,6,4,12,10,2,99,1,23,3,1,2,2,44,6,9999,4
171,9,1,7,23,22,1,2,99,1,20,3,1,2,3,44,2,9999,2
198,10,1,1,6,1,1,1,17,1,20,3,1,2,1,44,2,9999,1
224,12,1,3,10,15,1,2,99,2,22,3,1,2,3,44,4,2001,4
301,18,1,2,2,1,1,1,1,1,23,3,1,2,3,44,5,9999,1
306,18,1,2,20,11,1,2,99,2,23,3,1,2,3,44,5,9999,3
344,20,1,4,9,13,6,2,99,2,20,3,1,2,3,44,4,1985,1
354,20,1,4,17,14,5,2,99,2,22,3,1,2,3,44,6,1995,2
376,22,1,6,18,9,12,2,99,1,24,3,1,2,7,44,3,9999,3
377,22,1,6,18,9,12,2,99,1,24,3,1,2,7,44,3,9999,3
378,22,1,6,18,9,12,2,99,1,24,3,1,2,7,44,3,9999,3
379,22,1,6,18,9,12,2,99,1,20,3,1,2,7,44,3,9999,3
398,23,1,7,23,1,1,1,19,2,23,3,1,2,3,44,5,9999,1
402,23,1,7,15,21,2,2,99,2,20,3,1,2,3,44,7,9999,3
406,23,1,7,15,21,2,2,99,2,20,3,1,2,3,44,7,9999,3
431,25,1,2,20,12,3,2,99,2,23,3,1,2,9,44,1,2008,1
434,25,1,2,20,12,3,2,99,1,22,3,1,2,9,44,1,2008,1
463,28,1,5,4,22,1,2,99,1,22,3,1,2,2,44,2,2003,1
473,29,1,6,19,5,1,2,99,1,24,3,1,2,2,44,3,9999,1
475,29,1,6,6,12,22,2,99,2,20,3,1,1,3,44,2,9999,1
476,29,1,6,6,12,22,2,99,2,20,3,1,1,3,44,2,9999,1
485,30,1,7,22,1,14,2,99,1,24,3,1,1,3,44,14,1997,3
487,30,1,7,22,1,14,2,99,2,23,3,1,2,3,44,14,1997,3
514,31,1,1,15,21,7,2,99,2,22,3,1,2,3,44,1,9999,4
517,31,1,1,15,21,7,2,99,1,22,3,1,2,3,44,1,9999,4
552,3,2,4,12,1,15,1,12,2,22,3,1,2,1,44,3,9999,1
608,6,2,7,8,12,17,2,99,1,21,3,1,2,3,44,6,9999,3
609,6,2,7,8,12,17,2,99,1,21,3,1,2,3,44,6,9999,3
610,6,2,7,8,12,17,2,99,1,21,3,1,2,3,44,6,9999,3
621,6,2,7,6,1,8,1,7,1,23,3,1,2,1,44,5,9999,1
623,7,2,1,18,12,1,2,99,1,22,3,1,2,1,44,6,2000,3
632,8,2,1,21,1,1,1,7,1,23,3,1,2,1,44,3,1991,1
683,11,2,5,10,21,1,2,99,1,22,3,1,2,3,44,1,1993,3
707,12,2,6,22,1,2,2,99,1,24,3,1,2,1,44,3,9999,1
716,13,2,7,2,4,6,2,99,1,24,3,1,2,1,44,3,9999,1
732,15,2,2,9,8,1,2,99,1,23,3,1,2,3,44,99,9999,1
737,15,2,2,9,8,1,2,99,1,20,3,1,2,3,44,99,9999,1
750,16,2,3,22,6,1,2,99,1,22,3,1,2,1,44,3,9999,1
826,20,2,7,13,13,12,2,99,1,20,3,1,2,9,44,3,1974,1
850,24,2,4,8,14,9,2,99,2,24,3,1,2,9,44,1,2006,1
857,24,2,4,8,14,9,2,99,1,23,3,1,2,9,44,1,2006,1
936,28,2,1,14,14,6,2,99,2,21,3,1,2,3,44,9,9999,2
985,3,3,4,14,1,1,1,18,1,22,3,1,2,3,44,5,9999,3
986,3,3,4,14,1,1,1,18,1,23,3,1,2,3,44,5,9999,3
987,3,3,4,14,1,1,1,18,1,24,3,1,2,3,44,5,9999,3
989,3,3,4,19,1,15,1,8,1,20,3,1,2,3,44,5,9999,2
990,3,3,4,19,1,15,1,8,1,22,3,1,2,3,44,5,9999,2
991,3,3,4,19,1,15,1,8,1,20,3,1,2,3,44,5,9999,2
994,3,3,4,18,6,1,2,99,1,20,3,1,2,3,44,3,2000,2
1004,4,3,5,23,14,1,1,5,2,20,3,1,2,3,44,4,9999,2
1024,5,3,6,10,22,5,2,99,1,24,3,1,2,3,44,2,1989,1
1056,6,3,7,12,5,1,2,99,2,21,3,1,2,3,44,1,1986,1
1058,6,3,7,12,5,1,2,99,2,21,3,1,2,3,44,1,1986,1
1071,7,3,1,15,19,1,2,99,1,22,3,1,2,3,44,3,1996,2
1102,8,3,2,15,18,1,2,99,2,22,3,1,2,3,44,1,1990,3
1107,9,3,3,0,19,9,2,99,1,21,3,1,2,3,44,11,9999,4
1110,9,3,3,0,19,9,2,99,1,21,3,1,2,3,44,11,9999,4
1112,9,3,3,0,19,9,2,99,1,20,3,1,2,3,44,11,9999,4
1113,9,3,3,0,19,9,2,99,1,20,3,1,2,3,44,11,9999,4
1117,9,3,3,16,13,11,2,99,2,24,3,1,2,3,44,2,9999,4
1199,12,3,7,0,5,1,2,99,1,20,3,1,2,3,44,3,9999,1
1273,16,3,3,13,1,5,2,99,1,22,3,1,2,3,44,3,9999,3
1276,16,3,3,10,19,1,2,99,2,24,3,1,2,3,44,3,9999,1
1279,16,3,3,10,19,1,2,99,1,22,3,1,1,3,44,3,9999,1
1343,21,3,1,7,14,20,2,99,1,20,3,1,1,3,44,6,9999,3
1347,22,3,2,8,8,1,2,99,1,24,3,1,1,3,44,3,9999,1
1420,29,3,2,16,9,1,1,6,2,20,3,1,2,3,44,9,1990,1
1425,29,3,2,10,3,4,2,99,1,20,3,1,2,3,44,11,9999,2
1428,29,3,2,10,3,4,2,99,1,22,3,1,2,3,44,11,9999,2
1473,30,3,3,20,4,1,2,99,2,20,3,1,2,3,44,5,9999,2
1491,1,4,5,12,2,8,2,99,2,23,3,1,2,3,44,2,1994,1
1527,4,4,1,15,1,10,2,99,2,24,3,1,2,3,44,5,9999,3
1536,4,4,1,12,7,5,2,99,2,23,3,1,1,3,44,2,9999,4
1538,4,4,1,12,7,5,2,99,2,23,3,1,2,3,44,2,9999,4
1545,5,4,2,0,22,1,2,99,1,24,3,1,2,3,44,3,1994,1
1552,5,4,2,10,16,1,2,99,2,20,3,1,2,3,44,4,9999,3
1570,7,4,4,20,13,8,2,99,2,24,3,1,1,1,44,6,9999,4
1580,7,4,4,10,14,6,2,99,1,20,3,1,2,3,44,4,9999,3
1582,7,4,4,10,14,6,2,99,1,21,3,1,2,3,44,4,9999,3
1662,12,4,2,22,5,1,2,99,1,24,3,1,2,3,44,99,1997,3
1721,17,4,7,22,1,1,1,18,1,20,3,1,2,3,44,99,9999,2
1757,18,4,1,21,5,1,1,1,1,22,3,1,2,1,44,6,9999,1
1758,18,4,1,21,5,1,1,1,1,21,3,1,2,1,44,6,9999,1
1780,20,4,3,20,22,6,2,99,2,23,3,1,2,5,44,6,9999,3
1784,20,4,3,10,14,1,2,99,2,20,3,1,2,3,44,5,9999,3
1942,25,4,1,17,13,7,2,99,2,20,3,1,2,9,44,6,9999,4
1947,25,4,1,17,13,7,2,99,2,24,3,1,2,9,44,6,9999,4
1961,26,4,2,16,17,1,2,99,2,24,3,1,2,3,44,11,1981,3
1976,30,4,6,12,12,1,2,99,1,22,3,1,2,1,44,6,9999,1
1981,30,4,6,18,8,2,2,99,1,24,3,1,2,3,44,1,9999,3
2000,1,5,7,3,1,1,1,9,1,22,3,1,2,3,44,6,1995,1
2028,2,5,1,3,14,19,2,99,2,24,3,1,2,3,44,4,9999,4
2031,2,5,1,3,14,19,2,99,2,24,3,1,2,3,44,4,9999,4
2034,3,5,2,18,16,17,2,99,1,23,3,1,1,3,44,5,1994,4
2076,7,5,6,7,18,1,1,99,2,22,3,1,1,3,44,5,9999,3
2078,7,5,6,7,18,1,1,99,1,20,3,1,1,3,44,5,9999,3
2118,8,5,7,13,2,1,2,99,1,24,3,1,2,3,44,3,1992,4
2148,9,5,1,16,9,17,2,99,1,20,3,1,2,3,44,3,9999,1
2155,10,5,2,4,6,1,2,99,1,20,3,1,2,1,44,1,1996,2
2156,10,5,2,9,16,1,2,99,2,23,3,1,1,3,44,2,1991,3
2161,10,5,2,9,16,1,2,99,1,22,3,1,2,3,44,2,1991,3
2187,13,5,5,6,10,14,1,99,2,21,3,1,1,9,44,2,2007,2
2215,14,5,6,18,16,4,1,99,1,23,3,1,2,2,44,99,9999,1
2225,14,5,6,17,2,2,1,99,2,20,3,1,2,3,44,4,9999,1
2280,17,5,2,14,20,7,2,99,1,22,3,1,2,3,44,5,2005,3
2436,26,5,4,22,3,1,2,99,1,22,3,1,2,9,44,4,9999,1
2440,26,5,4,22,3,1,2,99,2,22,3,1,2,9,44,4,9999,1
2441,26,5,4,22,3,1,2,99,2,20,3,1,2,9,44,4,9999,1
2443,27,5,5,6,5,8,2,99,2,22,3,1,2,3,44,9,1990,3
2444,27,5,5,6,5,8,2,99,2,20,3,1,2,3,44,9,1990,3
2458,28,5,6,15,20,9,2,99,1,22,3,1,2,3,44,8,9999,3
2459,28,5,6,15,20,9,2,99,2,21,3,1,2,3,44,8,9999,3
2467,28,5,6,14,10,6,2,99,2,23,3,1,2,3,44,2,9999,2
2469,28,5,6,14,10,6,2,99,2,20,3,1,2,3,44,2,9999,2
2473,28,5,6,14,10,6,2,99,2,20,3,1,2,3,44,2,9999,2
2483,28,5,6,14,10,6,2,99,1,21,3,1,2,3,44,2,9999,2
2522,29,5,7,2,3,8,2,99,1,24,3,1,2,3,44,99,9999,1
2523,29,5,7,2,3,8,2,99,1,24,3,1,2,3,44,99,9999,1
2540,30,5,1,23,19,4,2,99,1,24,3,1,2,3,44,5,9999,1
2544,30,5,1,15,13,6,2,99,1,20,3,1,2,9,44,8,9999,4
2547,30,5,1,15,13,6,2,99,1,20,3,1,2,9,44,8,9999,4
2551,30,5,1,15,13,6,2,99,2,20,3,1,2,9,44,8,9999,4
2575,31,5,2,6,1,1,1,1,1,21,3,1,2,3,44,5,9999,1
2704,9,6,4,22,1,1,1,3,1,22,3,1,2,3,44,5,9999,1
2746,11,6,6,16,1,1,1,18,1,22,3,1,2,4,44,99,2000,1
2748,11,6,6,16,1,1,1,18,1,24,3,1,2,1,44,1,1996,1
2764,12,6,7,4,9,18,2,99,1,23,3,1,1,1,44,2,9999,3
2765,13,6,1,18,1,14,2,99,1,23,3,1,2,11,44,2,9999,1
2918,20,6,1,11,2,1,2,99,1,23,3,1,2,9,44,6,9999,1
2939,22,6,3,21,17,1,2,99,1,22,3,1,1,3,44,6,9999,1
2944,23,6,4,22,11,1,2,99,1,20,3,1,2,1,44,9,1992,1
2965,25,6,6,22,1,15,2,99,1,24,3,1,2,1,44,4,1995,3
3018,27,6,1,16,10,14,2,99,2,23,3,1,2,3,44,1,9999,1
3035,28,6,2,17,6,13,2,99,1,22,3,1,2,1,44,99,9999,2
3037,28,6,2,17,7,10,1,99,2,23,3,1,2,1,44,11,1994,1
3051,1,7,5,5,1,15,1,1,1,21,3,1,2,3,44,2,2006,1
3127,4,7,1,13,5,2,2,99,1,24,3,1,2,1,44,1,1990,3
3128,4,7,1,13,5,2,2,99,1,22,3,1,2,1,44,1,1990,3
3135,4,7,1,10,13,13,2,99,1,24,3,1,2,3,44,4,9999,3
3199,9,7,6,1,17,1,2,99,2,23,3,1,2,1,44,4,9999,3
3206,10,7,7,17,9,1,2,99,2,24,3,1,2,3,44,4,1993,1
3279,19,7,2,22,1,1,1,1,1,21,3,1,2,1,44,2,1999,1
3300,19,7,2,20,22,5,1,99,2,22,3,1,1,1,44,4,9999,3
3311,20,7,3,11,20,1,2,99,2,24,3,1,2,3,44,3,9999,1
3314,21,7,4,14,8,3,2,99,1,21,3,1,2,9,44,3,9999,1
3446,25,7,1,3,5,1,2,99,2,20,3,1,2,10,44,11,9999,2
3481,28,7,4,10,13,25,2,99,1,21,3,1,2,2,44,6,9999,2
3549,1,8,1,13,19,4,2,99,1,22,3,1,2,3,44,1,1989,1
3556,1,8,1,13,19,4,2,99,2,24,3,1,2,3,44,1,1989,1
3559,1,8,1,13,19,4,2,99,1,23,3,1,2,3,44,1,1989,1
3636,6,8,6,15,19,3,2,99,1,22,3,1,2,9,44,1,9999,1
3641,6,8,6,22,5,13,2,99,1,23,3,1,2,3,44,4,2005,1
3650,6,8,6,5,4,9,2,99,2,20,3,1,2,3,44,4,9999,1
3651,6,8,6,5,4,9,2,99,2,20,3,1,2,3,44,4,9999,1
3673,8,8,1,5,1,1,1,10,2,24,3,1,1,1,44,1,9999,1
3677,8,8,1,22,19,1,2,99,1,23,3,1,2,3,44,4,9999,3
3730,12,8,5,6,20,4,2,99,1,23,3,1,2,3,44,99,9999,3
3825,21,8,7,19,19,3,2,99,1,21,3,1,2,3,44,5,9999,1
3870,24,8,3,18,10,13,2,99,2,23,3,1,2,3,44,3,9999,4
3873,24,8,3,18,10,13,2,99,2,22,3,1,2,3,44,3,9999,4
3993,2,9,5,20,17,1,2,99,1,20,3,1,1,3,44,1,9999,1
3994,2,9,5,20,17,1,2,99,1,22,3,1,2,3,44,1,9999,1
3995,2,9,5,20,17,1,2,99,1,24,3,1,1,3,44,1,9999,1
4030,4,9,7,19,15,7,2,99,2,23,3,1,2,3,44,2,9999,2
4047,5,9,1,5,18,1,2,99,2,21,3,1,2,9,44,1,9999,1
4048,5,9,1,5,18,1,2,99,2,23,3,1,2,9,44,1,9999,1
4080,6,9,2,19,18,1,2,99,1,22,3,1,2,3,44,6,9999,1
4082,6,9,2,19,18,1,2,99,1,22,3,1,2,3,44,6,9999,1
4119,9,9,5,15,4,3,2,99,1,20,3,1,2,3,44,9,9999,3
4136,11,9,7,17,22,16,2,99,2,23,3,1,2,3,44,6,9999,1
4142,11,9,7,18,22,5,2,99,1,22,3,1,2,9,44,2,9999,1
4266,14,9,3,20,1,1,1,18,1,23,3,1,2,9,44,2,1986,1
4278,15,9,4,15,5,1,2,99,1,23,3,1,2,3,44,5,2008,1
4308,15,9,4,15,4,1,2,99,1,23,3,1,2,3,44,5,9999,2
4319,16,9,5,11,18,1,2,99,2,21,3,1,2,3,44,6,9999,3
4414,21,9,3,11,14,12,2,99,1,21,3,1,2,3,44,11,9999,2
4427,21,9,3,15,15,4,2,99,2,23,3,1,2,3,44,2,9999,2
4455,25,9,7,18,21,7,2,99,1,21,3,1,2,3,44,3,1986,1
4458,25,9,7,10,12,2,2,99,2,23,3,1,2,3,44,3,1988,3
4477,27,9,2,15,19,4,2,99,1,23,3,1,2,3,44,5,1993,2
4497,28,9,3,15,12,1,2,99,1,20,3,1,2,9,44,2,9999,1
4498,28,9,3,15,12,1,2,99,1,24,3,1,2,9,44,2,9999,1
4594,3,10,1,2,12,1,2,99,1,23,3,1,2,1,44,6,9999,2
4633,6,10,4,18,10,9,2,99,2,24,3,1,2,3,44,9,1986,3
4666,9,10,7,9,17,10,2,99,1,20,3,1,2,3,44,5,1987,2
4667,9,10,7,9,17,10,2,99,2,21,3,1,2,3,44,5,1987,2
4668,9,10,7,9,17,10,2,99,1,23,3,1,2,3,44,5,1987,2
4669,9,10,7,9,17,10,2,99,1,24,3,1,2,3,44,5,1987,2
4693,13,10,4,15,13,6,2,99,1,24,3,1,2,3,44,1,9999,2
4836,22,10,6,13,9,20,2,99,1,20,3,1,2,9,44,2,9999,2
4842,22,10,6,9,9,1,2,99,1,24,3,1,2,3,44,1,1985,1
4844,22,10,6,9,9,1,2,99,2,20,3,1,1,3,44,1,1985,1
4880,24,10,1,16,17,8,2,99,1,24,3,1,2,3,44,5,9999,2
4881,24,10,1,16,17,8,2,99,2,22,3,1,2,3,44,5,9999,2
4958,28,10,5,21,22,1,2,99,2,23,3,1,2,3,44,4,9999,1
4973,29,10,6,21,1,1,1,1,2,22,3,1,2,1,44,99,9999,1
4996,1,11,2,4,1,14,2,99,2,21,3,1,2,3,44,6,9999,2
4997,1,11,2,4,1,14,2,99,2,21,3,1,2,3,44,6,9999,2
4998,1,11,2,4,1,14,2,99,2,22,3,1,2,3,44,6,9999,2
5002,1,11,2,1,22,1,2,99,1,20,3,1,2,3,44,6,2006,1
5003,1,11,2,1,22,1,2,99,2,20,3,1,2,3,44,6,2006,1
5010,1,11,2,17,6,1,2,99,1,24,3,1,2,3,44,1,9999,3
5033,2,11,3,17,6,1,2,99,1,24,3,1,2,3,44,2,1994,1
5179,11,11,5,20,18,5,2,99,1,22,3,1,2,3,44,5,9999,3
5413,20,11,7,8,1,1,1,10,1,23,3,1,2,9,44,1,9999,2
5415,20,11,7,8,1,1,1,10,1,21,3,1,2,9,44,1,9999,2
5416,20,11,7,8,1,1,1,10,1,22,3,1,2,9,44,1,9999,2
5425,20,11,7,6,6,1,2,99,1,20,3,1,2,1,44,3,9999,1
5426,20,11,7,6,6,1,2,99,2,24,3,1,2,1,44,3,9999,1
5427,20,11,7,6,6,1,2,99,2,20,3,1,1,1,44,3,9999,1
5473,23,11,3,7,14,16,1,99,2,20,3,1,2,3,44,4,1988,2
5477,24,11,4,18,21,3,1,99,2,21,3,1,2,3,44,4,1987,1
5480,24,11,4,18,16,1,1,99,1,23,3,1,2,1,44,2,1995,1
5539,26,11,6,15,7,5,1,99,1,23,3,1,2,3,44,11,1986,1
5540,26,11,6,15,7,5,1,99,1,20,3,1,2,3,44,11,1986,1
5572,27,11,7,14,17,1,2,99,1,24,3,1,2,9,44,99,9999,1
