num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,muni_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,g_edad,edad_m1,condicion_pil,tipo_vehi,marca_vehi,color_vehi,modelo_vehi,causa_acc
1918,24,4,7,10,7,1,2,99,2,38,6,1,2,7,22,99,1986,3
2108,8,5,7,4,8,5,2,99,1,37,6,1,2,7,22,6,9999,4
2614,1,6,3,7,4,9,2,99,1,39,6,1,2,7,22,99,9999,4
2771,13,6,1,7,5,1,2,99,1,37,6,1,2,6,22,1,9999,3
2772,13,6,1,7,5,1,2,99,1,38,6,1,2,6,22,1,9999,3
3074,2,7,6,7,1,16,2,99,2,39,6,1,2,7,22,3,9999,3
3239,13,7,3,11,1,10,1,99,2,38,6,1,2,12,22,1,1995,1
3372,22,7,5,6,7,18,2,99,1,39,6,1,2,7,22,7,1990,2
3648,6,8,6,14,4,15,2,99,2,36,6,1,2,5,22,1,1997,1
3649,6,8,6,14,4,15,2,99,1,36,6,1,2,5,22,1,1997,1
4239,12,9,1,9,7,1,2,99,1,37,6,1,2,12,22,7,1991,2
4615,4,10,2,20,14,1,2,99,1,36,6,1,2,7,22,7,9999,1
4619,4,10,2,20,14,1,2,99,1,38,6,1,2,7,22,7,9999,1
4623,4,10,2,20,14,1,2,99,1,38,6,1,2,7,22,7,9999,1
5340,17,11,4,20,7,1,2,99,2,36,6,1,2,7,22,2,2002,1
102,8,1,6,17,1,10,2,99,1,44,7,1,2,7,22,12,9999,4
108,8,1,6,17,1,10,2,99,1,41,7,1,2,7,22,12,9999,4
109,8,1,6,17,1,10,2,99,2,43,7,1,2,7,22,12,9999,4
325,20,1,4,8,1,10,2,99,2,44,7,1,2,7,22,7,9999,3
327,20,1,4,8,1,10,2,99,2,40,7,1,2,7,22,7,9999,3
954,2,3,3,17,1,10,2,99,2,42,7,1,2,7,22,7,9999,1
958,2,3,3,17,1,10,2,99,2,42,7,1,2,7,22,7,9999,1
1185,12,3,6,10,11,1,2,99,1,44,7,1,2,5,22,6,9999,2
1212,13,3,7,6,3,1,2,99,1,44,7,1,2,7,22,7,9999,2
1213,13,3,7,6,3,1,2,99,1,43,7,1,2,7,22,7,9999,2
1214,13,3,7,6,3,1,2,99,1,44,7,1,2,7,22,7,9999,2
1234,13,3,7,6,3,1,2,99,1,41,7,1,2,7,22,7,9999,2
1235,13,3,7,6,3,1,2,99,2,40,7,1,2,7,22,7,9999,2
1808,21,4,4,16,21,7,2,99,1,42,7,1,2,5,22,14,9999,4
1891,23,4,6,4,3,3,2,99,2,40,7,1,2,7,22,7,9999,3
1892,23,4,6,4,3,3,2,99,1,40,7,1,2,7,22,7,9999,3
2345,21,5,6,15,1,13,2,99,2,43,7,1,2,7,22,3,1991,1
3039,29,6,3,15,5,1,2,99,1,43,7,1,2,5,22,3,9999,1
3064,2,7,6,7,1,16,2,99,2,43,7,1,2,7,22,3,9999,3
3238,13,7,3,11,1,10,1,99,1,40,7,1,2,12,22,1,1995,1
3240,13,7,3,11,1,10,1,99,2,42,7,1,2,12,22,1,1995,1
3376,22,7,5,6,7,18,2,99,1,40,7,1,2,7,22,7,1990,2
5610,30,11,3,5,10,1,2,99,1,41,7,1,2,7,22,1,9999,1
5941,24,12,6,6,1,10,2,99,1,44,7,1,2,7,22,6,9999,1
5944,24,12,6,6,1,10,2,99,1,40,7,1,2,7,22,6,9999,1
5950,24,12,6,6,1,10,2,99,2,40,7,1,2,7,22,6,9999,1
114,8,1,6,17,1,10,2,99,2,45,8,1,2,7,22,12,9999,4
337,20,1,4,8,1,10,2,99,2,49,8,1,2,7,22,7,9999,3
952,2,3,3,17,1,10,2,99,2,46,8,1,2,7,22,7,9999,1
1240,13,3,7,6,3,1,2,99,1,45,8,1,2,7,22,7,9999,2
1688,14,4,4,7,9,17,2,99,2,46,8,1,2,7,22,8,9999,3
1692,14,4,4,7,9,17,2,99,2,45,8,1,2,7,22,8,9999,3
1900,23,4,6,4,3,3,2,99,2,47,8,1,2,7,22,7,9999,3
2103,8,5,7,4,8,5,2,99,1,48,8,1,2,7,22,6,9999,4
2107,8,5,7,4,8,5,2,99,1,47,8,1,2,7,22,6,9999,4
2110,8,5,7,4,8,5,2,99,1,45,8,1,2,7,22,6,9999,4
2150,9,5,1,6,2,3,2,99,1,47,8,1,2,6,22,2,9999,1
2616,1,6,3,7,4,9,2,99,1,47,8,1,2,7,22,99,9999,4
3375,22,7,5,6,7,18,2,99,2,48,8,1,2,7,22,7,1990,2
4616,4,10,2,20,14,1,2,99,1,45,8,1,2,7,22,7,9999,1
4746,16,10,7,22,9,1,2,99,1,46,8,1,2,6,22,14,9999,1
5939,24,12,6,6,1,10,2,99,1,47,8,1,2,7,22,6,9999,1
105,8,1,6,17,1,10,2,99,2,70,9,1,2,7,22,12,9999,4
106,8,1,6,17,1,10,2,99,2,50,9,1,2,7,22,12,9999,4
112,8,1,6,17,1,10,2,99,2,52,9,1,2,7,22,12,9999,4
322,20,1,4,8,1,10,2,99,1,52,9,1,2,7,22,7,9999,3
326,20,1,4,8,1,10,2,99,2,65,9,1,2,7,22,7,9999,3
528,1,2,2,13,19,3,2,99,1,72,9,1,2,6,22,14,9999,1
529,1,2,2,13,19,3,2,99,1,54,9,1,1,6,22,14,9999,1
953,2,3,3,17,1,10,2,99,1,52,9,1,2,7,22,7,9999,1
957,2,3,3,17,1,10,2,99,2,56,9,1,2,7,22,7,9999,1
960,2,3,3,17,1,10,2,99,2,54,9,1,2,7,22,7,9999,1
963,2,3,3,17,1,10,2,99,1,55,9,1,2,7,22,7,9999,1
964,2,3,3,17,1,10,2,99,1,51,9,1,2,7,22,7,9999,1
1230,13,3,7,6,3,1,2,99,2,61,9,1,2,7,22,7,9999,2
1236,13,3,7,6,3,1,2,99,1,61,9,1,2,7,22,7,9999,2
1238,13,3,7,6,3,1,2,99,2,61,9,1,2,7,22,7,9999,2
1243,13,3,7,6,3,1,2,99,2,73,9,1,2,7,22,7,9999,2
1693,14,4,4,7,9,17,2,99,2,56,9,1,2,7,22,8,9999,3
1694,14,4,4,7,9,17,2,99,1,56,9,1,2,7,22,8,9999,3
1695,14,4,4,7,9,17,2,99,1,54,9,1,2,7,22,8,9999,3
1696,14,4,4,7,9,17,2,99,2,50,9,1,2,7,22,8,9999,3
1898,23,4,6,4,3,3,2,99,2,56,9,1,2,7,22,7,9999,3
1905,23,4,6,4,3,3,2,99,1,57,9,1,2,7,22,7,9999,3
1925,24,4,7,10,7,1,2,99,2,65,9,1,2,7,22,99,1986,3
1926,24,4,7,10,7,1,2,99,1,65,9,1,2,7,22,99,1986,3
2698,8,6,3,23,3,4,2,99,1,59,9,1,2,7,22,1,9999,1
2699,8,6,3,23,3,4,2,99,1,59,9,1,2,7,22,1,9999,1
2768,13,6,1,7,5,1,2,99,1,50,9,1,2,6,22,1,9999,3
2769,13,6,1,7,5,1,2,99,1,56,9,1,2,6,22,1,9999,3
2770,13,6,1,7,5,1,2,99,1,67,9,1,2,6,22,1,9999,3
2773,13,6,1,7,5,1,2,99,1,87,9,1,2,6,22,1,9999,3
2775,13,6,1,7,5,1,2,99,2,59,9,1,2,6,22,1,9999,3
3065,2,7,6,7,1,16,2,99,2,55,9,1,2,7,22,3,9999,3
3069,2,7,6,7,1,16,2,99,1,52,9,1,2,7,22,3,9999,3
3073,2,7,6,7,1,16,2,99,2,58,9,1,2,7,22,3,9999,3
3377,22,7,5,6,7,18,2,99,2,65,9,1,2,7,22,7,1990,2
3378,22,7,5,6,7,18,2,99,2,60,9,1,2,7,22,7,1990,2
3379,22,7,5,6,7,18,2,99,2,50,9,1,2,7,22,7,1990,2
3382,22,7,5,6,7,18,2,99,2,55,9,1,2,7,22,7,1990,2
4502,29,9,4,6,5,11,2,99,1,62,9,1,1,6,22,2,9999,4
4610,4,10,2,20,14,1,2,99,1,55,9,1,2,7,22,7,9999,1
4618,4,10,2,20,14,1,2,99,1,51,9,1,2,7,22,7,9999,1
4624,4,10,2,20,14,1,2,99,1,50,9,1,2,7,22,7,9999,1
4625,4,10,2,20,14,1,2,99,1,57,9,1,2,7,22,7,9999,1
5602,30,11,3,5,10,1,2,99,1,60,9,1,2,7,22,1,9999,1
5606,30,11,3,5,10,1,2,99,1,68,9,1,2,7,22,1,9999,1
5607,30,11,3,5,10,1,2,99,1,56,9,1,2,7,22,1,9999,1
5608,30,11,3,5,10,1,2,99,1,89,9,1,2,7,22,1,9999,1
5609,30,11,3,5,10,1,2,99,1,78,9,1,2,7,22,1,9999,1
5612,30,11,3,5,10,1,2,99,1,72,9,1,2,7,22,1,9999,1
5613,30,11,3,5,10,1,2,99,2,63,9,1,2,7,22,1,9999,1
6015,28,12,3,22,7,1,2,99,2,54,9,1,2,12,22,1,1990,1
366,22,1,6,1,5,5,2,99,2,1,1,2,2,3,23,3,1994,1
651,9,2,3,2,1,1,1,16,2,13,1,2,2,3,23,99,1991,4
812,19,2,6,4,3,1,2,99,1,6,1,2,2,3,23,2,1992,1
813,19,2,6,4,3,1,2,99,2,4,1,2,2,3,23,2,1992,1
820,20,2,7,18,1,1,1,25,1,3,1,2,2,3,23,3,1990,3
1003,4,3,5,18,13,6,2,99,2,1,1,2,1,5,23,2,9999,3
1153,10,3,4,3,14,13,2,99,2,10,1,2,2,5,23,2,9999,4
1155,10,3,4,3,14,13,2,99,2,1,1,2,2,5,23,2,9999,4
1164,10,3,4,3,14,13,2,99,1,13,1,2,2,5,23,2,9999,4
1519,4,4,1,22,1,1,1,3,2,10,1,2,2,2,23,2,1994,2
1520,4,4,1,22,1,1,1,3,2,3,1,2,2,2,23,2,1994,2
1521,4,4,1,22,1,1,1,3,1,6,1,2,2,2,23,2,1994,2
1522,4,4,1,22,1,1,1,3,1,10,1,2,2,2,23,2,1994,2
1598,9,4,6,15,22,14,2,99,1,5,1,2,1,2,23,6,9999,3
4870,24,10,1,15,6,1,2,99,2,10,1,2,2,1,23,6,1986,3
4872,24,10,1,15,6,1,2,99,2,12,1,2,2,1,23,6,1986,3
5827,18,12,7,14,11,8,2,99,2,6,1,1,1,2,23,5,1990,4
368,22,1,6,1,5,5,2,99,2,16,2,2,2,3,23,3,1994,1
649,9,2,3,2,1,1,1,16,1,15,2,2,2,3,23,99,1991,4
653,9,2,3,2,1,1,1,16,2,16,2,2,2,3,23,99,1991,4
810,19,2,6,4,3,1,2,99,2,18,2,1,2,3,23,2,1992,1
811,19,2,6,4,3,1,2,99,2,15,2,2,2,3,23,2,1992,1
819,20,2,7,18,1,1,1,25,2,18,2,1,2,3,23,3,1990,3
1154,10,3,4,3,14,13,2,99,2,18,2,1,2,5,23,2,9999,4
1162,10,3,4,3,14,13,2,99,1,18,2,1,2,5,23,2,9999,4
1565,7,4,4,19,1,7,2,99,2,19,2,1,2,3,23,11,9999,1
2674,6,6,1,21,9,4,2,99,2,15,2,2,2,2,23,1,1986,1
3270,17,7,7,0,17,12,2,99,1,19,2,1,2,4,23,3,9999,1
3271,17,7,7,0,17,12,2,99,2,19,2,1,2,4,23,3,9999,1
4869,24,10,1,15,6,1,2,99,2,17,2,2,2,1,23,6,1986,3
4982,29,10,6,3,6,1,2,99,2,18,2,1,1,3,23,2,9999,1
4983,29,10,6,3,6,1,2,99,2,16,2,2,2,3,23,2,9999,1
367,22,1,6,1,5,5,2,99,2,20,3,1,2,3,23,3,1994,1
652,9,2,3,2,1,1,1,16,2,20,3,1,2,3,23,99,1991,4
1150,10,3,4,3,14,13,2,99,1,20,3,1,2,5,23,2,9999,4
2173,11,5,3,22,16,1,2,99,2,24,3,1,2,5,23,2,2009,1
3587,3,8,3,11,10,14,1,99,1,20,3,1,2,3,23,1,2010,1
4474,26,9,1,6,4,1,2,99,1,21,3,1,2,2,23,11,1986,1
507,31,1,1,17,22,4,2,99,1,27,4,1,1,3,23,2,2000,3
1166,10,3,4,3,14,13,2,99,1,26,4,1,2,5,23,2,9999,4
1168,10,3,4,3,14,13,2,99,1,29,4,1,1,5,23,2,9999,4
1647,11,4,1,6,1,3,2,99,1,25,4,1,2,5,23,2,1988,1
2278,16,5,1,13,1,1,1,12,2,29,4,1,2,2,23,2,1998,1
2669,6,6,1,8,10,1,1,99,1,25,4,1,2,5,23,2,2006,1
3272,17,7,7,0,17,12,2,99,1,26,4,1,2,4,23,3,9999,1
4217,12,9,1,23,1,1,1,12,1,25,4,1,2,3,23,7,9999,1
4426,21,9,3,14,9,20,2,99,1,25,4,1,2,3,23,1,1993,2
4871,24,10,1,15,6,1,2,99,2,34,5,1,2,1,23,6,1986,3
5166,10,11,4,22,10,1,2,99,1,31,5,1,2,5,23,2,9999,1
809,19,2,6,4,3,1,2,99,2,36,6,1,2,3,23,2,1992,1
925,27,2,7,9,2,1,2,99,1,37,6,1,2,3,23,7,9999,4
1165,10,3,4,3,14,13,2,99,1,37,6,1,2,5,23,2,9999,4
1518,4,4,1,22,1,1,1,3,1,35,6,1,2,2,23,2,1994,2
2172,11,5,3,22,16,1,2,99,1,36,6,1,2,5,23,2,2009,1
2304,19,5,4,7,9,23,2,99,1,35,6,1,2,5,23,2,2008,1
3723,12,8,5,21,1,2,2,99,1,38,6,1,1,3,23,4,2008,2
3955,30,8,2,8,20,1,1,99,1,38,6,1,2,5,23,2,2011,1
4868,24,10,1,15,6,1,2,99,1,37,6,1,2,1,23,6,1986,3
5167,10,11,4,22,10,1,2,99,1,37,6,1,2,5,23,2,9999,1
226,13,1,4,14,20,1,2,99,1,41,7,1,2,5,23,2,2008,1
924,27,2,7,9,2,1,2,99,1,40,7,1,2,3,23,7,9999,4
1152,10,3,4,3,14,13,2,99,1,42,7,1,2,5,23,2,9999,4
1159,10,3,4,3,14,13,2,99,1,44,7,1,2,5,23,2,9999,4
1167,10,3,4,3,14,13,2,99,1,44,7,1,1,5,23,2,9999,4
2675,6,6,1,21,9,4,2,99,1,42,7,1,2,2,23,1,1986,1
650,9,2,3,2,1,1,1,16,2,45,8,1,2,3,23,99,1991,4
1158,10,3,4,3,14,13,2,99,1,49,8,1,2,5,23,2,9999,4
1169,10,3,4,3,14,13,2,99,1,48,8,1,1,5,23,2,9999,4
1646,11,4,1,6,1,3,2,99,1,45,8,1,2,5,23,2,1988,1
4708,15,10,6,1,1,1,1,7,1,47,8,1,2,2,23,9,1999,2
4981,29,10,6,3,6,1,2,99,1,45,8,1,1,3,23,2,9999,1
802,19,2,6,15,2,8,2,99,2,56,9,1,2,2,23,9,9999,3
803,19,2,6,15,2,8,2,99,2,76,9,1,2,2,23,9,9999,3
817,20,2,7,18,1,1,1,25,1,67,9,1,2,3,23,3,1990,3
818,20,2,7,18,1,1,1,25,2,56,9,1,2,3,23,3,1990,3
1151,10,3,4,3,14,13,2,99,1,72,9,1,1,5,23,2,9999,4
1156,10,3,4,3,14,13,2,99,1,56,9,1,2,5,23,2,9999,4
1157,10,3,4,3,14,13,2,99,1,56,9,1,2,5,23,2,9999,4
1160,10,3,4,3,14,13,2,99,1,60,9,1,2,5,23,2,9999,4
1161,10,3,4,3,14,13,2,99,1,50,9,1,2,5,23,2,9999,4
1163,10,3,4,3,14,13,2,99,1,55,9,1,2,5,23,2,9999,4
2673,6,6,1,21,9,4,2,99,1,50,9,1,2,2,23,1,1986,1
545,2,2,3,13,10,1,2,99,1,13,1,2,2,4,24,3,2009,1
546,2,2,3,13,10,1,2,99,2,13,1,2,2,4,24,3,2009,1
1031,5,3,6,22,5,2,1,99,1,14,1,2,2,4,24,1,2010,1
2008,1,5,7,16,1,8,1,6,1,12,1,2,2,4,24,5,9999,1
2371,21,5,6,14,12,22,1,99,2,13,1,2,2,4,24,3,9999,1
2372,21,5,6,14,12,22,1,99,1,8,1,2,2,4,24,3,9999,1
2818,15,6,3,8,9,24,2,99,1,13,1,2,2,4,24,6,2009,1
2819,15,6,3,8,9,24,2,99,1,7,1,2,2,4,24,6,2009,1
3343,21,7,4,16,5,1,2,99,1,3,1,2,2,4,24,5,9999,1
3344,21,7,4,16,5,1,2,99,1,4,1,2,2,4,24,5,9999,1
3345,21,7,4,16,5,1,2,99,1,4,1,2,2,4,24,5,9999,1
3691,9,8,2,12,17,1,1,99,2,9,1,2,2,4,24,4,2008,1
518,31,1,1,15,20,11,2,99,1,19,2,1,1,4,24,1,9999,2
696,11,2,5,2,9,1,2,99,1,18,2,1,2,4,24,6,9999,1
1030,5,3,6,22,5,2,1,99,1,16,2,2,2,4,24,1,2010,1
1670,13,4,3,15,22,17,2,99,1,18,2,1,2,4,24,7,9999,1
1678,13,4,3,14,13,1,2,99,1,17,2,2,2,4,24,3,2007,1
2007,1,5,7,16,1,8,1,6,1,15,2,2,2,4,24,5,9999,1
2362,21,5,6,16,5,6,1,99,1,17,2,2,2,4,24,99,9999,1
3342,21,7,4,16,5,1,2,99,1,18,2,1,1,4,24,5,9999,1
3575,3,8,3,2,1,1,1,18,1,18,2,1,1,4,24,1,9999,1
3643,6,8,6,12,11,1,1,1,2,18,2,1,2,4,24,5,2010,1
3644,6,8,6,12,11,1,1,1,2,18,2,1,2,4,24,5,2010,1
3895,28,8,7,11,6,1,2,99,1,15,2,2,2,4,24,14,2008,1
3896,28,8,7,11,6,1,2,99,1,19,2,1,2,4,24,14,2008,1
4052,6,9,2,23,1,7,2,99,2,19,2,1,2,4,24,1,9999,1
4852,23,10,7,20,5,1,2,99,1,17,2,2,2,4,24,5,2010,2
4853,23,10,7,20,5,1,2,99,1,17,2,2,2,4,24,5,2010,2
5136,9,11,3,14,17,1,2,99,1,17,2,2,2,4,24,1,9999,1
5201,12,11,6,19,6,1,2,99,1,18,2,1,2,4,24,1,9999,1
5972,25,12,7,17,21,1,2,99,1,18,2,1,2,4,24,1,9999,1
5975,25,12,7,17,21,1,2,99,1,18,2,1,2,4,24,1,9999,1
42,2,1,7,9,17,1,2,99,1,22,3,1,2,4,24,1,9999,1
341,20,1,4,12,5,11,2,99,1,23,3,1,2,4,24,2,9999,1
395,22,1,6,5,1,1,1,7,1,20,3,1,2,4,24,1,2009,1
714,13,2,7,15,17,1,2,99,1,22,3,1,2,4,24,6,9999,2
763,18,2,5,19,1,1,1,18,1,22,3,1,2,4,24,1,9999,1
775,18,2,5,20,17,5,2,99,1,23,3,1,2,4,24,1,9999,1
1295,18,3,5,22,1,1,1,7,1,24,3,1,2,4,24,99,9999,1
1677,13,4,3,14,13,1,2,99,1,22,3,1,2,4,24,3,2007,1
2067,6,5,5,0,16,1,2,99,1,24,3,1,2,4,24,1,9999,2
2068,6,5,5,0,16,1,2,99,1,23,3,1,2,4,24,1,9999,2
2517,29,5,7,1,12,18,2,99,1,23,3,1,2,4,24,1,9999,1
2691,8,6,3,23,1,1,1,12,1,22,3,1,2,4,24,1,9999,1
3210,11,7,1,14,21,1,1,2,1,22,3,1,2,4,24,3,2010,1
3219,12,7,2,15,1,1,1,17,1,24,3,1,2,4,24,1,2009,1
3576,3,8,3,2,1,1,1,18,1,22,3,1,2,4,24,1,9999,1
3765,12,8,5,13,17,3,1,99,2,21,3,1,2,4,24,14,1995,1
3852,22,8,1,0,22,12,2,99,1,22,3,1,1,4,24,1,9999,2
3876,24,8,3,20,9,1,1,7,1,22,3,1,2,4,24,99,9999,1
3877,24,8,3,20,9,1,1,7,1,21,3,1,2,4,24,99,9999,1
4323,17,9,6,15,1,1,1,18,1,22,3,1,2,4,24,1,9999,1
4968,28,10,5,23,4,16,2,99,1,22,3,1,2,4,24,8,9999,1
4969,28,10,5,23,4,16,2,99,1,20,3,1,2,4,24,8,9999,1
4993,31,10,1,19,22,5,2,99,1,21,3,1,1,4,24,1,2010,2
5128,8,11,2,16,4,1,2,99,1,24,3,1,1,4,24,14,9999,3
5200,12,11,6,19,6,1,2,99,1,24,3,1,2,4,24,1,9999,1
5469,23,11,3,18,8,2,1,99,1,22,3,1,2,4,24,1,2010,2
5723,10,12,6,18,1,10,2,99,1,23,3,1,2,4,24,1,9999,1
5726,10,12,6,8,12,1,2,99,1,20,3,1,2,4,24,1,2009,1
5808,17,12,6,23,1,1,1,18,1,21,3,1,2,4,24,1,9999,1
5811,17,12,6,9,22,1,2,99,2,22,3,1,2,4,24,1,9999,1
5904,21,12,3,1,4,16,2,99,1,24,3,1,2,4,24,3,9999,2
5973,25,12,7,17,21,1,2,99,2,20,3,1,2,4,24,1,9999,1
5974,25,12,7,17,21,1,2,99,2,22,3,1,2,4,24,1,9999,1
5977,25,12,7,16,11,1,2,99,1,21,3,1,2,4,24,6,2011,1
5978,25,12,7,16,11,1,2,99,1,24,3,1,2,4,24,6,2011,1
6022,30,12,5,21,1,1,1,6,1,22,3,1,2,4,24,1,9999,4
246,15,1,6,13,1,1,1,1,1,25,4,1,2,4,24,99,9999,1
247,15,1,6,17,1,1,1,1,1,25,4,1,1,4,24,99,9999,1
626,7,2,1,16,8,1,2,99,1,25,4,1,2,4,24,1,9999,1
1669,13,4,3,15,22,17,2,99,1,28,4,1,2,4,24,7,9999,1
1706,15,4,5,18,17,11,2,99,2,26,4,1,1,4,24,99,9999,1
1707,15,4,5,18,17,11,2,99,1,28,4,1,1,4,24,99,9999,1
2518,29,5,7,1,12,18,2,99,1,26,4,1,2,4,24,1,9999,1
2690,8,6,3,23,1,1,1,12,1,25,4,1,2,4,24,1,9999,1
2753,11,6,6,6,5,1,2,99,1,25,4,1,1,4,24,1,9999,1
2857,16,6,4,3,1,15,2,99,1,28,4,1,2,4,24,1,2009,3
2858,16,6,4,3,1,15,2,99,2,26,4,1,2,4,24,1,2009,3
3780,15,8,1,10,1,1,1,24,1,25,4,1,2,4,24,3,9999,1
4004,3,9,6,20,5,1,2,99,1,26,4,1,1,4,24,4,9999,2
4324,17,9,6,17,1,1,1,15,1,25,4,1,1,4,24,5,9999,2
5722,10,12,6,18,1,10,2,99,1,25,4,1,2,4,24,1,9999,1
5727,10,12,6,8,12,1,2,99,2,26,4,1,2,4,24,1,2009,1
5809,17,12,6,23,1,1,1,18,2,26,4,1,2,4,24,1,9999,1
5999,28,12,3,23,1,1,1,18,1,27,4,1,2,4,24,1,2011,1
394,22,1,6,5,1,1,1,7,1,30,5,1,2,4,24,1,2009,1
1345,22,3,2,8,5,21,2,99,1,34,5,1,2,4,24,4,9999,1
1412,28,3,1,23,16,1,1,2,1,30,5,1,2,4,24,5,9999,3
2402,24,5,2,20,1,1,1,4,1,31,5,1,2,4,24,1,2008,1
5463,23,11,3,18,20,1,1,99,2,32,5,1,2,4,24,1,9999,1
5534,26,11,6,21,6,1,2,99,1,34,5,1,2,4,24,2,2008,1
5810,17,12,6,9,22,1,2,99,1,31,5,1,2,4,24,1,9999,1
5822,18,12,7,18,1,1,1,13,1,34,5,1,2,4,24,4,9999,1
5982,25,12,7,20,17,9,2,99,1,33,5,1,2,4,24,2,2006,1
192,10,1,1,13,17,12,2,99,1,35,6,1,2,4,24,1,9999,2
1311,19,3,6,12,1,1,1,10,1,37,6,1,2,4,24,3,9999,1
2451,27,5,5,16,1,8,1,6,1,35,6,1,1,4,24,4,2009,1
3810,20,8,6,6,22,1,2,99,1,36,6,1,1,4,24,5,9999,1
5137,9,11,3,8,4,1,2,99,1,37,6,1,2,4,24,6,9999,1
5238,14,11,1,22,21,2,2,99,2,38,6,1,1,4,24,1,2010,1
342,20,1,4,12,5,11,2,99,1,41,7,1,2,4,24,2,9999,1
4005,3,9,6,20,5,1,2,99,1,40,7,1,1,4,24,4,9999,2
5637,3,12,6,17,10,1,2,99,2,41,7,1,2,4,24,1,2011,1
3341,21,7,4,16,5,1,2,99,1,49,8,1,2,4,24,5,9999,1
3937,29,8,1,13,12,1,2,99,1,45,8,1,2,4,24,6,9999,2
3938,29,8,1,13,12,1,2,99,1,45,8,1,2,4,24,6,9999,2
3781,15,8,1,10,1,1,1,24,1,75,9,1,2,4,24,3,9999,1
3867,24,8,3,9,5,11,2,99,1,54,9,1,2,4,24,4,2004,1
4674,9,10,7,12,1,1,1,6,1,58,9,1,1,4,24,99,9999,1
5767,14,12,3,9,22,5,2,99,1,51,9,1,1,4,24,5,2003,1
2412,25,5,3,15,1,1,1,10,1,999,11,1,2,4,24,1,9999,1
5623,2,12,5,22,7,1,1,99,1,999,11,1,2,4,24,1,9999,2
5873,20,12,2,23,4,1,1,7,1,999,11,1,1,4,24,3,9999,1
6023,30,12,5,21,1,1,1,6,1,999,11,1,2,4,24,1,9999,4
666,10,2,4,18,14,6,2,99,1,32,5,1,2,1,25,3,9999,1
121,8,1,6,20,19,1,2,99,1,23,3,1,1,1,26,6,9999,1
120,8,1,6,20,19,1,2,99,1,42,7,1,2,1,26,6,9999,1
3866,24,8,3,11,20,1,2,99,1,16,2,2,2,13,27,7,9999,1
3151,6,7,3,21,1,1,1,6,1,21,3,1,2,4,28,14,9999,1
6027,30,12,5,17,10,10,2,99,1,22,3,1,2,4,28,3,2001,1
3548,1,8,1,5,1,10,1,1,2,28,4,1,2,4,28,5,1989,1
3547,1,8,1,5,1,10,1,1,1,33,5,1,2,4,28,5,1989,1
3150,6,7,3,21,1,1,1,6,1,35,6,1,2,4,28,14,9999,1
2062,4,5,3,10,18,4,2,99,1,45,8,1,1,4,28,99,2005,1
2595,31,5,2,11,7,1,2,99,1,52,9,1,2,4,28,5,9999,1
2910,20,6,1,11,2,1,2,99,1,35,6,1,2,5,29,3,1993,1
5186,12,11,6,16,13,8,2,99,1,3,1,2,2,9,30,4,9999,2
5187,12,11,6,16,13,8,2,99,2,3,1,2,2,9,30,4,9999,2
5228,13,11,7,17,1,1,1,10,1,11,1,1,2,2,30,5,9999,3
5491,25,11,5,18,18,3,1,99,1,7,1,2,2,3,30,2,2010,3
2089,8,5,7,6,1,8,1,3,1,19,2,1,2,1,30,2,9999,2
3998,3,9,6,4,1,16,1,3,2,16,2,2,2,1,30,1,9999,1
5127,8,11,2,9,18,1,1,99,1,19,2,1,2,3,30,2,9999,1
5493,25,11,5,18,18,3,1,99,1,17,2,2,2,3,30,2,2010,3
5494,25,11,5,18,18,3,1,99,2,19,2,1,2,3,30,2,2010,3
5831,18,12,7,16,2,3,2,99,2,16,2,2,2,5,30,2,9999,4
5832,18,12,7,16,2,3,2,99,2,19,2,1,2,5,30,2,9999,4
5835,18,12,7,16,2,3,2,99,2,15,2,2,2,5,30,2,9999,4
5840,18,12,7,16,2,3,2,99,1,16,2,1,2,5,30,2,9999,4
1032,5,3,6,17,6,1,2,99,1,23,3,1,2,2,30,4,2002,3
1288,17,3,4,20,10,1,2,99,1,24,3,1,2,3,30,2,2004,1
2088,8,5,7,6,1,8,2,3,1,21,3,1,2,1,30,2,9999,2
2983,25,6,6,5,4,1,2,99,1,21,3,1,2,1,30,6,9999,3
2984,25,6,6,5,4,1,2,99,1,23,3,1,2,1,30,6,9999,3
3970,1,9,4,20,1,1,1,18,1,22,3,1,2,1,30,6,9999,1
3971,1,9,4,20,1,1,1,18,1,24,3,1,2,1,30,6,9999,1
4114,9,9,5,14,2,8,2,99,1,22,3,1,2,1,30,3,9999,1
5489,25,11,5,18,18,3,1,99,2,24,3,1,2,3,30,2,2010,3
5492,25,11,5,18,18,3,1,99,2,20,3,1,2,3,30,2,2010,3
5736,11,12,7,19,1,1,1,18,1,22,3,1,2,1,30,6,9999,3
5830,18,12,7,16,2,3,2,99,1,24,3,1,2,5,30,2,9999,4
5833,18,12,7,16,2,3,2,99,2,23,3,1,2,5,30,2,9999,4
5839,18,12,7,16,2,3,2,99,1,23,3,1,2,5,30,2,9999,4
2665,5,6,7,2,1,1,1,11,2,25,4,1,2,1,30,1,2005,1
2986,25,6,6,5,4,1,2,99,1,29,4,1,2,1,30,6,9999,3
3969,1,9,4,20,1,1,1,18,1,29,4,1,2,1,30,6,9999,1
4112,9,9,5,14,2,8,2,99,1,26,4,1,1,1,30,3,9999,1
