núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
7061,2017,4,15,3,2,11,6,101,1,1,1,27,4,4,6,1,4,18,4,2014,5,1,2,1
7062,2017,4,15,3,2,11,6,101,1,1,1,50,9,9,11,1,4,18,4,2014,5,1,2,1
7063,2017,4,2,1,1,11,6,101,1,1,1,39,6,6,8,1,1,69,6,2006,4,1,2,1
7064,2017,4,7,2,1,11,6,101,1,9,1,22,3,3,5,1,4,27,4,2017,5,1,2,1
7065,2017,4,7,2,1,11,6,101,1,9,1,22,3,3,5,1,4,27,4,2017,5,1,2,1
7066,2017,4,3,1,1,11,6,101,1,17,1,42,7,7,9,1,4,27,5,2015,5,2,1,2
7067,2017,4,2,1,1,11,6,101,1,17,1,25,4,4,6,1,4,5,1,2018,5,2,1,2
7068,2017,4,4,1,1,11,6,101,1,6,1,26,4,4,6,1,4,6,1,2012,5,1,1,2
7069,2017,4,18,4,3,11,6,101,1,13,1,25,4,4,6,1,4,20,5,2013,5,2,1,2
7070,2017,4,18,4,3,11,6,101,1,13,1,24,3,3,5,1,4,20,5,2013,5,2,2,1
7071,2017,4,7,2,1,11,6,101,1,11,1,17,2,2,4,2,4,32,1,9999,6,1,2,1
7072,2017,4,15,3,2,11,6,101,1,11,2,21,3,3,5,1,4,67,5,9999,6,1,2,2
7073,2017,4,15,3,2,11,6,101,1,11,1,26,4,4,6,1,4,67,5,9999,6,1,2,2
7074,2017,4,15,3,2,11,6,101,1,7,1,25,4,4,6,1,4,67,4,2013,5,1,2,1
7075,2017,4,15,3,2,11,6,101,1,7,2,26,4,4,6,1,4,67,4,2013,5,1,2,1
7076,2017,4,21,4,3,11,6,109,1,99,1,9,1,1,2,2,4,67,5,2015,5,1,2,1
7077,2017,4,18,4,3,11,6,112,1,99,1,36,6,6,8,1,4,32,99,9999,6,1,2,1
7078,2017,4,23,4,3,11,6,117,1,99,1,19,2,2,4,1,4,32,5,2017,5,1,2,1
7079,2017,4,18,4,3,11,6,2207,22,99,1,49,8,8,10,1,4,67,99,9999,6,1,2,1
7080,2017,4,14,3,2,11,6,2001,20,99,1,10,1,1,3,2,2,69,4,9999,6,1,2,1
7081,2017,4,17,3,2,11,6,2001,20,99,1,23,3,3,5,1,4,67,99,9999,6,1,1,2
7082,2017,4,7,2,1,11,6,502,5,99,1,32,5,5,7,1,4,6,5,2015,5,1,2,2
7083,2017,4,7,2,1,11,6,502,5,99,1,36,6,6,8,1,4,27,5,2014,5,1,2,1
7084,2017,4,13,3,2,11,6,502,5,99,1,21,3,3,5,1,4,6,5,2015,5,2,2,2
7085,2017,4,13,3,2,11,6,502,5,99,2,46,8,8,10,1,4,6,5,2015,5,2,2,1
7086,2017,4,13,3,2,11,6,502,5,99,1,3,1,1,1,2,4,6,5,2015,5,2,2,1
7087,2017,4,13,3,2,11,6,502,5,99,2,21,3,3,5,1,4,6,5,2015,5,2,2,2
7088,2017,4,22,4,3,11,6,1802,18,99,1,32,5,5,7,1,4,999,99,9999,6,1,2,1
7089,2017,4,8,2,1,11,6,1805,18,99,1,24,3,3,5,1,8,999,99,9999,6,4,2,2
7090,2017,4,8,2,1,11,6,1805,18,99,1,24,3,3,5,1,8,999,99,9999,6,4,2,2
7091,2017,4,8,2,1,11,6,1805,18,99,1,25,4,4,6,1,8,999,99,9999,6,4,2,2
7092,2017,4,8,2,1,11,6,1805,18,99,1,21,3,3,5,1,8,999,99,9999,6,4,2,2
7093,2017,4,8,2,1,11,6,1805,18,99,1,20,3,3,5,1,8,999,99,9999,6,4,2,2
7094,2017,5,20,4,3,11,7,101,1,1,1,26,4,4,6,1,1,27,4,2007,4,1,2,1
7095,2017,5,4,1,1,11,7,101,1,10,1,37,6,6,8,1,4,32,1,9999,6,1,2,1
7096,2017,5,22,4,3,11,7,101,1,10,1,45,8,8,10,1,4,3,1,9999,6,1,2,1
7097,2017,5,22,4,3,11,7,101,1,10,1,11,1,1,3,2,4,3,1,9999,6,1,2,1
7098,2017,5,22,4,3,11,7,107,1,99,1,26,4,4,6,1,4,6,3,9999,6,1,2,1
7099,2017,5,22,4,3,11,7,109,1,99,1,26,4,4,6,1,4,6,1,2013,5,1,2,1
7100,2017,5,23,4,3,11,7,101,1,7,1,29,4,4,6,1,4,6,1,2013,5,2,2,1
7101,2017,5,18,4,3,11,7,101,1,12,1,23,3,3,5,1,4,18,5,9999,6,2,2,1
7102,2017,5,8,2,1,11,7,101,1,19,2,26,4,4,6,1,4,32,1,9999,6,1,2,1
7103,2017,5,18,4,3,11,7,609,6,99,2,34,5,5,7,1,1,56,4,2001,4,1,2,2
7104,2017,5,18,4,3,11,7,609,6,99,2,0,1,1,1,2,1,56,4,2001,4,1,2,2
7105,2017,5,18,4,3,11,7,609,6,99,2,0,1,1,1,2,1,56,4,2001,4,1,2,2
7106,2017,5,18,4,3,11,7,609,6,99,1,0,1,1,1,2,1,56,4,2001,4,1,2,2
7107,2017,5,18,4,3,11,7,609,6,99,2,9,1,1,2,2,1,56,4,2001,4,1,2,2
7108,2017,5,13,3,2,11,7,613,6,99,1,27,4,4,6,1,4,67,5,9999,6,1,2,2
7109,2017,5,13,3,2,11,7,613,6,99,1,57,10,10,12,1,4,67,5,9999,6,1,1,2
7110,2017,5,13,3,2,11,7,613,6,99,1,31,5,5,7,1,4,6,1,9999,6,1,2,1
7111,2017,5,17,3,2,11,7,1001,10,99,2,48,8,8,10,1,14,6,1,2010,5,1,2,1
7112,2017,5,17,3,2,11,7,1001,10,99,2,26,4,4,6,1,14,6,1,2010,5,1,2,1
7113,2017,5,5,1,1,11,7,1101,11,99,1,44,7,7,9,1,4,999,99,9999,6,2,1,2
7114,2017,5,11,2,1,11,7,902,9,99,1,48,8,8,10,1,1,8,3,2003,4,1,2,2
7115,2017,5,11,2,1,11,7,902,9,99,1,60,11,11,13,1,2,14,11,1983,2,1,2,2
7116,2017,5,18,4,3,11,7,1503,15,99,1,21,3,3,5,1,4,999,5,9999,6,1,2,1
7117,2017,5,18,4,3,11,7,1503,15,99,1,31,5,5,7,1,4,999,1,9999,6,1,2,2
7118,2017,5,5,1,1,11,7,302,3,99,1,25,4,4,6,1,4,32,1,9999,6,1,2,1
7119,2017,5,5,1,1,11,7,302,3,99,1,29,4,4,6,1,4,67,5,2016,5,1,2,1
7120,2017,5,10,2,1,11,7,314,3,99,1,29,4,4,6,1,4,67,3,9999,6,1,2,1
7121,2017,6,0,1,1,11,1,2217,22,99,1,25,4,4,6,1,2,27,9,9999,6,2,1,2
7122,2017,6,0,1,1,11,1,2217,22,99,2,24,3,3,5,1,2,27,9,9999,6,2,2,1
7123,2017,6,0,1,1,11,1,2217,22,99,1,4,1,1,1,2,2,27,9,9999,6,2,2,2
7124,2017,6,15,3,2,11,1,501,5,99,1,53,9,9,11,1,4,999,99,9999,6,1,2,1
7125,2017,6,20,4,3,11,1,614,6,99,1,29,4,4,6,1,4,76,3,2005,4,1,2,1
7126,2017,6,20,4,3,11,1,614,6,99,1,26,4,4,6,1,4,76,3,2005,4,1,2,2
7127,2017,6,20,4,3,11,1,614,6,99,1,30,5,5,7,1,4,3,4,2012,5,1,2,1
7128,2017,6,20,4,3,11,1,614,6,99,1,21,3,3,5,1,4,6,3,2014,5,1,2,1
7129,2017,6,20,4,3,11,1,614,6,99,1,21,3,3,5,1,4,6,3,2014,5,1,2,1
7130,2017,6,4,1,1,11,1,801,8,99,1,21,3,3,5,1,4,64,5,2015,5,2,2,1
7131,2017,6,4,1,1,11,1,801,8,99,1,23,3,3,5,1,4,64,5,2015,5,2,2,1
7132,2017,6,18,4,3,11,1,1601,16,99,1,46,8,8,10,1,2,17,3,2002,4,1,2,1
7133,2017,6,18,4,3,11,1,1601,16,99,1,18,2,2,4,1,4,6,1,2016,5,1,2,1
7134,2017,6,18,4,3,11,1,1501,15,99,1,45,8,8,10,1,3,69,99,9999,6,1,2,1
7135,2017,6,18,4,3,11,1,1501,15,99,1,30,5,5,7,1,4,999,99,9999,6,1,2,1
7136,2017,6,1,1,1,11,1,1801,18,99,1,33,5,5,7,1,4,67,3,9999,6,1,2,1
7137,2017,6,1,1,1,11,1,1801,18,99,1,999,16,12,18,1,4,35,5,9999,6,1,1,2
7138,2017,6,18,4,3,11,1,1701,17,99,1,25,4,4,6,1,3,69,5,9999,6,3,2,2
7139,2017,6,18,4,3,11,1,1701,17,99,1,36,6,6,8,1,3,69,5,9999,6,3,2,2
7140,2017,6,18,4,3,11,1,1701,17,99,1,48,8,8,10,1,3,69,5,9999,6,3,2,1
7141,2017,6,12,3,2,11,1,1401,14,99,1,66,12,11,14,1,4,67,5,2004,4,1,2,1
7142,2017,6,16,3,2,11,1,101,1,19,1,75,14,11,16,1,4,999,99,9999,6,1,1,2
7143,2017,6,11,2,1,11,1,101,1,12,1,26,4,4,6,1,4,6,3,9999,6,1,2,1
7144,2017,7,21,4,3,11,2,101,1,6,1,25,4,4,6,1,4,6,5,2010,5,1,2,1
7145,2017,7,13,3,2,11,2,101,1,12,1,30,5,5,7,1,4,76,5,9999,6,1,2,1
7146,2017,7,21,4,3,11,2,101,1,12,2,26,4,4,6,1,3,56,1,9999,6,1,2,1
7147,2017,7,21,4,3,11,2,101,1,12,1,26,4,4,6,1,1,27,2,2006,4,1,2,1
7148,2017,7,7,2,1,11,2,114,1,99,1,24,3,3,5,1,5,999,99,9999,6,2,2,1
7149,2017,7,16,3,2,11,2,1409,14,99,1,23,3,3,5,1,4,6,99,9999,6,1,2,1
7150,2017,7,15,3,2,11,2,301,3,99,2,34,5,5,7,1,4,999,99,9999,6,1,2,1
7151,2017,8,15,3,2,11,3,101,1,12,2,36,6,6,8,1,4,6,1,2013,5,1,2,1
7152,2017,8,4,1,1,11,3,501,5,99,1,49,8,8,10,1,5,88,1,1998,3,3,1,2
7153,2017,8,20,4,3,11,3,107,1,99,1,32,5,5,7,1,4,6,1,9999,6,1,2,1
7154,2017,8,20,4,3,11,3,107,1,99,1,32,5,5,7,1,4,6,1,9999,6,1,2,1
7155,2017,9,10,2,1,11,4,101,1,9,1,25,4,4,6,1,4,6,5,2007,4,1,2,1
7156,2017,9,17,3,2,11,4,1615,16,99,1,19,2,2,4,1,4,20,1,9999,6,1,1,2
7157,2017,9,19,4,3,11,4,401,4,99,1,21,3,3,5,1,4,999,99,9999,6,1,2,1
7158,2017,10,4,1,1,11,5,117,1,99,1,19,2,2,4,1,4,999,99,9999,6,1,2,1
7159,2017,10,0,1,1,11,5,101,1,11,1,30,5,5,7,1,4,999,4,9999,6,2,1,2
7160,2017,10,0,1,1,11,5,101,1,11,1,30,5,5,7,1,4,999,4,9999,6,2,2,1
7161,2017,10,2,1,1,11,5,101,1,12,1,31,5,5,7,1,1,69,4,9999,6,2,2,1
7162,2017,10,3,1,1,11,5,101,1,12,1,24,3,3,5,1,4,64,3,9999,6,1,2,1
7163,2017,10,18,4,3,11,5,1609,16,99,2,34,5,5,7,1,1,41,1,9999,6,2,2,1
7164,2017,10,18,4,3,11,5,1609,16,99,1,6,1,1,2,2,1,41,1,9999,6,2,2,1
7165,2017,10,18,4,3,11,5,1604,16,99,1,26,4,4,6,1,4,999,99,9999,6,2,2,1
7166,2017,10,0,1,1,11,5,801,8,99,1,21,3,3,5,1,1,27,3,1997,3,1,2,1
7167,2017,10,0,1,1,11,5,801,8,99,1,12,1,1,3,2,1,27,3,1997,3,1,2,1
7168,2017,10,0,1,1,11,5,801,8,99,2,9,1,1,2,2,1,27,3,1997,3,1,2,1
7169,2017,10,16,3,2,11,5,1002,10,99,1,55,10,10,12,1,3,69,10,1988,2,1,2,1
7170,2017,10,16,3,2,11,5,1002,10,99,1,17,2,2,4,2,3,69,10,1988,2,1,2,1
7171,2017,10,16,3,2,11,5,1002,10,99,1,61,11,11,13,1,3,69,10,1988,2,1,2,1
7172,2017,10,23,4,3,11,5,101,1,13,2,27,4,4,6,1,4,999,1,2007,4,1,2,1
7173,2017,10,16,3,2,11,5,111,1,99,1,18,2,2,4,1,4,6,5,9999,6,1,2,1
7174,2017,11,12,3,2,11,6,101,1,10,1,32,5,5,7,1,9,69,2,9999,6,1,2,1
7175,2017,11,14,3,2,11,6,108,1,99,1,34,5,5,7,1,4,999,99,9999,6,1,2,1
7176,2017,11,14,3,2,11,6,108,1,99,1,23,3,3,5,1,4,999,99,9999,6,1,2,1
7177,2017,11,2,1,1,11,6,101,1,16,1,22,3,3,5,1,4,999,99,9999,6,1,2,1
7178,2017,11,23,4,3,11,6,101,1,7,2,22,3,3,5,1,4,18,1,9999,6,4,2,1
7179,2017,11,6,2,1,11,6,109,1,99,1,21,3,3,5,1,4,32,7,9999,6,4,2,1
7180,2017,11,20,4,3,11,6,2201,22,99,1,999,16,12,18,1,4,54,5,9999,6,1,1,2
7181,2017,11,20,4,3,11,6,2201,22,99,2,20,3,3,5,1,4,54,5,9999,6,1,2,1
7182,2017,11,2,1,1,11,6,502,5,99,1,34,5,5,7,1,1,48,4,9999,6,1,2,1
7183,2017,11,21,4,3,11,6,1001,10,99,1,25,4,4,6,1,4,999,1,9999,6,1,1,2
7184,2017,11,12,3,2,11,6,1101,11,99,1,12,1,1,3,2,1,69,4,2003,4,2,2,1
7185,2017,11,20,4,3,11,6,1302,13,99,1,30,5,5,7,1,4,999,17,9999,6,1,1,2
7186,2017,11,6,2,1,11,6,1601,16,99,1,30,5,5,7,1,9,56,4,2011,5,1,2,1
7187,2017,11,6,2,1,11,6,1601,16,99,2,20,3,3,5,1,9,56,4,2011,5,1,2,1
7188,2017,11,6,2,1,11,6,1601,16,99,1,20,3,3,5,1,9,56,4,2011,5,1,2,1
7189,2017,11,18,4,3,11,6,203,2,99,1,24,3,3,5,1,4,67,5,9999,6,1,2,1
7190,2017,11,18,4,3,11,6,203,2,99,1,32,5,5,7,1,4,18,5,9999,6,1,2,1
7191,2017,11,20,4,3,11,6,1803,18,99,1,38,6,6,8,1,3,52,99,9999,6,1,1,2
7192,2017,12,2,1,1,11,7,101,1,9,1,22,3,3,5,1,2,6,5,9999,6,1,2,1
7193,2017,12,21,4,3,11,7,101,1,1,1,5,1,1,2,2,4,6,5,9999,6,1,2,1
7194,2017,12,21,4,3,11,7,101,1,1,2,28,4,4,6,1,4,6,5,9999,6,1,2,1
7195,2017,12,0,1,1,11,7,103,1,99,1,17,2,2,4,2,4,6,2,2008,4,1,2,1
7196,2017,12,14,3,2,11,7,115,1,99,2,50,9,9,11,1,1,69,3,1995,3,1,2,1
7197,2017,12,14,3,2,11,7,115,1,99,1,55,10,10,12,1,1,69,3,1995,3,1,2,1
7198,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7199,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7200,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7201,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7202,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7203,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7204,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7205,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7206,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7207,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7208,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7209,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7210,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7211,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7212,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7213,2017,12,14,3,2,11,7,2212,22,99,1,999,16,12,18,1,7,30,2,1993,3,3,2,1
7214,2017,12,0,1,1,11,7,502,5,99,1,24,3,3,5,1,4,6,5,9999,6,4,2,1
7215,2017,12,9,2,1,11,7,501,5,99,1,21,3,3,5,1,4,999,1,9999,6,1,2,1
7216,2017,12,12,3,2,11,7,601,6,99,1,20,3,3,5,1,4,67,1,2018,5,4,2,1
7217,2017,12,12,3,2,11,7,601,6,99,2,38,6,6,8,1,4,67,1,2018,5,4,1,1
7218,2017,12,23,4,3,11,7,602,6,99,1,27,4,4,6,1,4,999,99,9999,6,1,2,1
7219,2017,12,14,3,2,11,7,1009,10,99,1,11,1,1,3,2,4,999,99,9999,6,4,2,1
7220,2017,12,14,3,2,11,7,1009,10,99,1,14,1,1,3,2,4,999,99,9999,6,4,2,1
7221,2017,12,12,3,2,11,7,1108,11,99,2,80,15,11,17,1,4,27,5,2017,5,1,1,2
7222,2017,12,1,1,1,11,7,1601,16,99,1,22,3,3,5,1,1,28,1,1998,3,1,2,1
7223,2017,12,20,4,3,11,7,207,2,99,1,34,5,5,7,1,1,27,4,9999,6,2,2,1
7224,2017,12,0,1,1,11,7,1801,18,99,1,26,4,4,6,1,4,67,1,9999,6,1,2,1
7225,2017,12,18,4,3,11,7,313,3,99,1,25,4,4,6,1,4,76,5,1997,3,1,2,1
7226,2017,12,18,4,3,11,7,1101,11,99,1,23,3,3,5,1,4,999,2,9999,6,1,2,1
7227,2017,12,15,3,2,11,7,115,1,99,1,28,4,4,6,1,5,999,99,9999,6,4,2,1
7228,2017,12,12,3,2,11,7,101,1,5,1,19,2,2,4,1,99,999,99,9999,6,4,2,1
7229,2017,12,22,4,3,11,7,1901,19,99,2,24,3,3,5,1,4,999,99,9999,6,2,2,1
7230,2017,12,11,2,1,11,7,110,1,99,1,20,3,3,5,1,4,999,99,9999,6,2,2,1
7231,2017,12,6,2,1,11,7,117,1,99,1,22,3,3,5,1,4,999,99,9999,6,4,2,1
7232,2017,13,1,1,1,11,1,101,1,6,1,26,4,4,6,1,4,999,4,9999,6,1,2,1
7233,2017,13,5,1,1,11,1,101,1,18,1,34,5,5,7,1,9,28,3,2003,4,2,1,2
7234,2017,13,5,1,1,11,1,101,1,18,1,37,6,6,8,1,9,28,3,2003,4,2,1,2
7235,2017,13,5,1,1,11,1,101,1,18,1,999,16,12,18,1,9,28,3,2003,4,2,2,1
7236,2017,13,5,1,1,11,1,101,1,18,1,59,10,10,12,1,9,28,3,2003,4,2,2,1
7237,2017,13,5,1,1,11,1,101,1,18,2,44,7,7,9,1,9,28,3,2003,4,2,2,1
7238,2017,13,5,1,1,11,1,101,1,18,1,23,3,3,5,1,9,28,3,2003,4,2,2,1
7239,2017,13,18,4,3,11,1,101,1,13,1,17,2,2,4,2,1,8,1,9999,6,1,2,1
7240,2017,13,18,4,3,11,1,101,1,13,1,33,5,5,7,1,4,2,5,9999,6,1,2,1
7241,2017,13,6,2,1,11,1,110,1,99,1,34,5,5,7,1,4,54,6,9999,6,1,2,1
7242,2017,13,22,4,3,11,1,111,1,99,1,22,3,3,5,1,4,999,99,9999,6,1,2,1
7243,2017,13,20,4,3,11,1,501,5,99,1,28,4,4,6,1,3,56,4,9999,6,1,2,1
7244,2017,13,8,2,1,11,1,1613,16,99,1,55,10,10,12,1,9,41,1,9999,6,3,2,1
7245,2017,13,9,2,1,11,1,1404,14,99,1,27,4,4,6,1,4,27,2,9999,6,2,1,2
7246,2017,14,21,4,3,11,2,101,1,3,1,25,4,4,6,1,4,46,5,9999,6,1,2,1
7247,2017,14,11,2,1,11,2,101,1,3,2,42,7,7,9,1,4,46,99,9999,6,1,2,1
7248,2017,14,12,3,2,11,2,1601,16,99,2,18,2,2,4,1,4,6,1,9999,6,1,2,1
7249,2017,14,12,3,2,11,2,1601,16,99,1,9,1,1,2,2,4,6,1,9999,6,1,2,1
7250,2017,15,7,2,1,11,3,2205,22,99,1,43,7,7,9,1,9,69,6,2008,4,1,2,1
7251,2017,15,7,2,1,11,3,2205,22,99,1,24,3,3,5,1,3,67,2,2001,4,1,2,1
7252,2017,15,19,4,3,11,3,1905,19,99,1,23,3,3,5,1,4,18,4,9999,6,1,2,1
7253,2017,15,19,4,3,11,3,1905,19,99,1,40,7,7,9,1,4,18,4,9999,6,1,2,1
7254,2017,15,21,4,3,11,3,1001,10,99,1,36,6,6,8,1,4,999,99,9999,6,1,2,1
7255,2017,15,9,2,1,11,3,207,2,99,1,16,2,2,4,2,4,27,1,9999,6,1,2,1
7256,2017,15,9,2,1,11,3,207,2,99,2,15,2,2,4,2,4,27,1,9999,6,1,2,1
7257,2017,15,17,3,2,11,3,406,4,99,1,29,4,4,6,1,4,999,99,9999,6,1,2,1
7258,2017,15,23,4,3,11,3,109,1,99,1,30,5,5,7,1,4,6,3,9999,6,1,1,2
7259,2017,15,20,4,3,11,3,901,9,99,2,16,2,2,4,2,1,28,3,2008,4,1,2,1
7260,2017,16,23,4,3,11,4,101,1,3,2,25,4,4,6,1,1,28,4,2008,4,1,2,1
7261,2017,16,23,4,3,11,4,101,1,3,2,47,8,8,10,1,1,28,4,2008,4,1,2,1
7262,2017,16,1,1,1,11,4,101,1,5,2,23,3,3,5,1,1,10,2,2013,5,1,2,1
7263,2017,16,1,1,1,11,4,101,1,5,1,31,5,5,7,1,7,999,99,9999,6,1,2,1
7264,2017,16,21,4,3,11,4,101,1,7,1,25,4,4,6,1,4,67,5,9999,6,1,2,1
7265,2017,16,18,4,3,11,4,101,1,12,1,23,3,3,5,1,4,48,3,9999,6,1,2,9
7266,2017,16,9,2,1,11,4,101,1,12,2,26,4,4,6,1,4,3,5,9999,6,1,2,1
7267,2017,16,9,2,1,11,4,101,1,12,1,28,4,4,6,1,4,3,5,9999,6,1,2,1
7268,2017,16,2,1,1,11,4,2201,22,99,1,26,4,4,6,1,3,999,99,9999,6,1,2,1
7269,2017,16,2,1,1,11,4,2201,22,99,1,23,3,3,5,1,3,999,99,9999,6,1,2,1
7270,2017,16,21,4,3,11,4,2201,22,99,1,54,9,9,11,1,3,52,4,9999,6,1,2,1
7271,2017,16,21,4,3,11,4,2201,22,99,1,23,3,3,5,1,4,6,99,9999,6,1,2,1
7272,2017,16,19,4,3,11,4,1903,19,99,1,25,4,4,6,1,4,27,1,9999,6,1,2,1
7273,2017,16,9,2,1,11,4,1901,19,99,1,38,6,6,8,1,5,27,2,2017,5,1,2,1
7274,2017,16,20,4,3,11,4,501,5,99,2,28,4,4,6,1,4,3,5,9999,6,1,1,2
7275,2017,16,20,4,3,11,4,601,6,99,1,22,3,3,5,1,4,76,5,9999,6,1,2,1
7276,2017,16,17,3,2,11,4,1101,11,99,1,5,1,1,2,2,14,6,1,2005,4,1,2,1
7277,2017,16,7,2,1,11,4,1801,18,99,2,999,16,12,18,1,9,69,4,2007,4,1,2,1
7278,2017,16,7,2,1,11,4,1801,18,99,2,999,16,12,18,1,9,69,4,2007,4,1,2,1
7279,2017,16,7,2,1,11,4,1801,18,99,2,999,16,12,18,1,9,69,4,2007,4,1,2,1
7280,2017,16,7,2,1,11,4,1801,18,99,2,999,16,12,18,1,9,69,4,2007,4,1,2,1
7281,2017,16,22,4,3,11,4,401,4,99,1,22,3,3,5,1,4,999,99,9999,6,1,2,1
7282,2017,16,11,2,1,11,4,401,4,99,1,20,3,3,5,1,4,999,99,9999,6,1,2,1
7283,2017,16,20,4,3,11,4,301,3,99,1,41,7,7,9,1,4,69,3,9999,6,1,2,1
7284,2017,16,20,4,3,11,4,301,3,99,1,24,3,3,5,1,6,999,2,9999,6,1,1,2
7285,2017,17,9,2,1,11,5,101,1,13,1,33,5,5,7,1,4,27,1,9999,6,1,1,2
7286,2017,17,16,3,2,11,5,2102,21,99,1,19,2,2,4,1,3,69,1,9999,6,3,1,2
7287,2017,17,16,3,2,11,5,2102,21,99,1,41,7,7,9,1,3,69,1,9999,6,3,2,1
7288,2017,17,17,3,2,11,5,1010,10,99,1,35,6,6,8,1,5,26,2,9999,6,1,2,1
7289,2017,17,17,3,2,11,5,1010,10,99,1,28,4,4,6,1,5,19,99,9999,6,1,2,1
7290,2017,17,7,2,1,11,5,1217,12,99,1,23,3,3,5,1,4,42,3,2010,5,1,2,1
7291,2017,17,7,2,1,11,5,1508,15,99,2,34,5,5,7,1,9,69,2,2017,5,1,2,1
7292,2017,17,7,2,1,11,5,1508,15,99,2,46,8,8,10,1,9,69,2,2017,5,1,2,1
7293,2017,17,7,2,1,11,5,1508,15,99,1,71,13,11,15,1,9,69,2,2017,5,1,2,1
7294,2017,17,7,2,1,11,5,1508,15,99,1,21,3,3,5,1,9,69,2,2017,5,1,2,1
7295,2017,17,7,2,1,11,5,1508,15,99,2,55,10,10,12,1,9,69,2,2017,5,1,2,1
7296,2017,17,7,2,1,11,5,1508,15,99,1,7,1,1,2,2,9,69,2,2017,5,1,2,1
7297,2017,17,20,4,3,11,5,1801,18,99,1,40,7,7,9,1,6,19,2,9999,6,1,1,2
7298,2017,17,8,2,1,11,5,401,4,99,1,54,9,9,11,1,5,31,2,1993,3,1,2,1
7299,2017,18,4,1,1,11,6,101,1,16,1,30,5,5,7,1,3,8,5,9999,6,1,2,1
7300,2017,18,19,4,3,11,6,106,1,99,1,21,3,3,5,1,4,999,3,9999,6,1,2,1
7301,2017,18,19,4,3,11,6,106,1,99,1,40,7,7,9,1,4,67,3,9999,6,1,2,1
7302,2017,18,22,4,3,11,6,106,1,99,1,38,6,6,8,1,1,10,7,9999,6,1,2,1
7303,2017,18,23,4,3,11,6,101,1,13,1,19,2,2,4,1,4,999,99,9999,6,1,2,1
7304,2017,18,23,4,3,11,6,101,1,13,1,25,4,4,6,1,4,999,99,9999,6,1,2,1
7305,2017,18,5,1,1,11,6,101,1,12,1,35,6,6,8,1,1,28,2,9999,6,1,2,1
7306,2017,18,18,4,3,11,6,109,1,99,1,30,5,5,7,1,4,6,1,2013,5,1,2,1
7307,2017,18,2,1,1,11,6,117,1,99,1,25,4,4,6,1,4,27,5,9999,6,1,2,1
7308,2017,18,4,1,1,11,6,2001,20,99,1,24,3,3,5,1,2,69,1,2001,4,1,1,2
7309,2017,18,7,2,1,11,6,502,5,99,1,23,3,3,5,1,4,25,14,9999,6,1,2,1
7310,2017,18,7,2,1,11,6,502,5,99,1,57,10,10,12,1,4,999,99,9999,6,1,2,1
7311,2017,18,6,2,1,11,6,604,6,99,1,59,10,10,12,1,2,41,4,9999,6,1,2,1
7312,2017,18,6,2,1,11,6,604,6,99,1,21,3,3,5,1,4,6,9,9999,6,1,2,1
7313,2017,18,6,2,1,11,6,1603,16,99,1,33,5,5,7,1,4,67,5,9999,6,2,1,2
7314,2017,18,0,1,1,11,6,1502,15,99,1,22,3,3,5,1,99,69,2,9999,6,1,2,1
7315,2017,19,19,4,3,11,7,101,1,1,1,48,8,8,10,1,4,6,3,9999,6,1,2,1
7316,2017,19,19,4,3,11,7,101,1,1,1,34,5,5,7,1,1,69,3,9999,6,1,2,1
7317,2017,19,3,1,1,11,7,101,1,7,1,999,16,12,18,1,4,48,8,1991,3,1,2,1
7318,2017,19,3,1,1,11,7,110,1,99,1,32,5,5,7,1,1,48,8,1991,3,1,2,1
