,areag_ocu,causa_acc,color_vehi,depto_ocu,dia_ocu,dia_sem_ocu,edad_fall_les,edad_m1,fall_les,g_edad,hora_ocu,mes_ocu,modelo_vehi,num_hecho,sexo_fall_les,tipo_vehi,year,zona_ocu
463,1,2,-1,1,4,7,26,9,2,4,20,4,-1,-1,1,4,2010,7
464,1,2,-1,1,4,5,27,9,1,4,7,6,-1,-1,1,4,2010,9
465,1,2,-1,1,31,5,25,9,1,4,21,12,-1,-1,1,4,2010,10
466,1,2,-1,1,2,3,22,9,2,3,2,6,-1,-1,1,4,2010,11
467,1,2,-1,1,2,3,28,9,1,4,2,6,-1,-1,1,4,2010,11
468,1,2,-1,1,28,7,21,9,1,3,0,11,-1,-1,2,4,2010,12
469,1,2,-1,1,18,6,24,9,2,3,22,9,-1,-1,1,4,2010,12
470,1,2,-1,1,21,7,27,9,1,4,17,2,-1,-1,1,4,2010,12
471,1,2,-1,1,29,4,29,9,1,4,22,7,-1,-1,1,4,2010,12
472,1,2,-1,1,17,5,18,9,2,2,0,12,-1,-1,1,4,2010,13
473,1,2,-1,1,30,6,20,9,2,3,20,1,-1,-1,1,4,2010,13
474,1,2,-1,1,30,4,23,9,1,3,16,9,-1,-1,2,4,2010,18
475,1,2,-1,1,20,6,25,9,2,4,22,2,-1,-1,1,4,2010,18
476,1,2,-1,1,30,4,28,9,1,4,16,9,-1,-1,1,4,2010,18
477,1,2,-1,1,7,2,28,9,1,4,15,9,-1,-1,1,5,2010,12
478,1,2,-1,1,26,5,17,9,1,2,8,3,-1,-1,2,7,2010,6
479,1,2,-1,1,26,5,18,9,1,2,8,3,-1,-1,1,7,2010,6
480,1,2,-1,1,26,5,18,9,1,2,8,3,-1,-1,1,7,2010,6
481,1,2,-1,1,26,5,18,9,1,2,8,3,-1,-1,2,7,2010,6
482,1,2,-1,1,26,5,19,9,1,2,8,3,-1,-1,2,7,2010,6
483,1,2,-1,1,26,5,21,9,1,3,8,3,-1,-1,2,7,2010,6
484,1,2,-1,1,26,5,22,9,1,3,8,3,-1,-1,2,7,2010,6
485,1,2,-1,1,26,5,23,9,1,3,8,3,-1,-1,1,7,2010,6
486,1,2,-1,1,26,5,25,9,1,4,8,3,-1,-1,1,7,2010,6
487,1,2,-1,1,26,5,25,9,1,4,8,3,-1,-1,2,7,2010,6
488,1,2,-1,1,26,5,26,9,1,4,8,3,-1,-1,2,7,2010,6
489,1,2,-1,1,26,5,27,9,1,4,8,3,-1,-1,1,7,2010,6
490,1,2,-1,1,26,5,27,9,1,4,8,3,-1,-1,2,7,2010,6
491,1,2,-1,1,26,5,29,9,1,4,8,3,-1,-1,2,7,2010,6
492,1,2,-1,1,8,5,19,9,1,2,5,1,-1,-1,1,9,2010,7
493,1,2,-1,1,8,5,24,9,1,3,5,1,-1,-1,1,9,2010,7
494,1,2,-1,1,8,5,27,9,1,4,5,1,-1,-1,1,9,2010,7
495,1,2,-1,1,4,1,17,9,1,2,17,1,-1,-1,2,9,2010,18
496,1,2,-1,1,4,1,23,9,1,3,17,1,-1,-1,2,9,2010,18
497,1,2,-1,1,3,5,22,9,2,3,11,12,-1,-1,1,11,2010,7
498,1,2,-1,1,3,5,25,9,1,4,11,12,-1,-1,1,11,2010,7
499,1,2,-1,1,18,4,28,9,2,4,4,2,-1,-1,1,11,2010,13
500,1,2,-1,1,2,5,25,9,1,4,2,4,-1,-1,1,12,2010,5
501,1,2,-1,1,28,5,22,9,1,3,1,5,-1,-1,1,99,2010,7
502,1,3,-1,1,30,5,22,9,2,3,2,4,-1,-1,1,1,2010,18
503,1,3,-1,1,30,5,26,9,1,4,2,4,-1,-1,1,1,2010,18
504,1,3,-1,1,30,5,27,9,2,4,2,4,-1,-1,1,1,2010,18
505,1,3,-1,1,30,5,29,9,2,4,2,4,-1,-1,1,1,2010,18
506,1,3,-1,1,29,5,26,9,2,4,1,1,-1,-1,1,2,2010,18
507,1,3,-1,1,19,1,26,9,1,4,17,7,-1,-1,1,5,2010,16
508,1,3,-1,1,21,2,24,9,1,3,14,9,-1,-1,1,5,2010,17
509,1,3,-1,1,21,2,26,9,1,4,14,9,-1,-1,1,5,2010,17
510,1,3,-1,1,1,1,21,9,2,3,7,3,-1,-1,1,12,2010,12
511,1,3,-1,1,8,5,15,9,1,2,20,10,-1,-1,1,14,2010,7
512,1,3,-1,1,5,5,19,9,1,2,9,11,-1,-1,2,14,2010,18
513,1,3,-1,1,17,4,24,9,2,3,23,6,-1,-1,1,99,2010,12
514,1,4,-1,1,16,3,19,9,1,2,2,6,-1,-1,1,4,2010,2
515,1,4,-1,1,4,6,19,9,1,2,19,9,-1,-1,1,1,2010,18
516,1,4,-1,1,4,6,19,9,1,2,19,9,-1,-1,1,1,2010,18
517,1,4,-1,1,4,6,20,9,1,3,19,9,-1,-1,1,1,2010,18
518,1,4,-1,1,13,6,23,9,2,3,14,3,-1,-1,1,3,2010,13
519,1,4,-1,1,13,6,26,9,1,4,14,3,-1,-1,2,3,2010,13
520,1,4,-1,1,29,5,22,9,1,3,20,1,-1,-1,1,3,2010,18
521,1,4,-1,1,19,5,27,9,1,4,18,11,-1,-1,1,4,2010,13
522,1,4,-1,1,24,7,29,9,1,4,20,1,-1,-1,1,4,2010,9
523,1,4,-1,1,9,4,20,9,1,3,1,9,-1,-1,2,4,2010,11
524,1,4,-1,1,9,4,21,9,1,3,1,9,-1,-1,1,4,2010,11
525,1,1,-1,1,5,1,38,9,1,6,18,7,-1,-1,1,1,2010,1
526,1,1,-1,1,19,3,30,9,1,5,13,5,-1,-1,1,1,2010,1
527,1,1,-1,1,13,6,30,9,1,5,0,3,-1,-1,1,1,2010,1
528,1,1,-1,1,30,6,30,9,1,5,22,10,-1,-1,1,1,2010,1
529,1,1,-1,1,31,7,30,9,1,5,22,10,-1,-1,1,1,2010,1
530,1,1,-1,1,31,7,31,9,1,5,9,10,-1,-1,1,1,2010,1
531,1,1,-1,1,8,3,31,9,1,5,10,12,-1,-1,1,1,2010,1
532,1,1,-1,1,30,6,32,9,1,5,22,10,-1,-1,1,1,2010,1
533,1,1,-1,1,31,7,32,9,1,5,22,10,-1,-1,1,1,2010,1
534,1,1,-1,1,4,6,32,9,1,5,23,12,-1,-1,2,1,2010,1
535,1,1,-1,1,11,7,34,9,1,5,7,4,-1,-1,2,1,2010,1
536,1,1,-1,1,6,4,35,9,1,6,5,5,-1,-1,1,1,2010,1
537,1,1,-1,1,1,1,37,9,1,6,4,2,-1,-1,2,1,2010,1
538,1,1,-1,1,23,4,38,9,1,6,3,12,-1,-1,1,1,2010,1
539,1,1,-1,1,23,4,39,9,1,6,3,12,-1,-1,1,1,2010,1
540,1,1,-1,1,23,4,41,9,2,7,0,12,-1,-1,1,1,2010,1
541,1,1,-1,1,7,7,39,9,1,6,8,3,-1,-1,1,1,2010,2
542,1,1,-1,1,7,5,41,9,1,7,17,5,-1,-1,1,1,2010,3
543,1,1,-1,1,27,3,31,9,1,5,9,10,-1,-1,1,1,2010,5
544,1,1,-1,1,21,7,30,9,1,5,18,3,-1,-1,2,1,2010,6
545,1,1,-1,1,5,5,30,9,1,5,20,2,-1,-1,1,1,2010,6
546,1,1,-1,1,5,5,31,9,1,5,20,11,-1,-1,2,1,2010,6
547,1,1,-1,1,17,5,35,9,1,6,1,12,-1,-1,1,1,2010,6
548,1,1,-1,1,21,7,37,9,1,6,18,3,-1,-1,2,1,2010,6
549,1,1,-1,1,6,6,35,9,1,6,10,2,-1,-1,2,1,2010,7
550,1,1,-1,1,16,7,37,9,2,6,16,5,-1,-1,1,1,2010,7
551,1,1,-1,1,8,4,40,9,1,7,21,7,-1,-1,1,1,2010,7
552,1,1,-1,1,29,5,33,9,1,5,15,10,-1,-1,2,1,2010,9
553,1,1,-1,1,28,7,36,9,1,6,1,3,-1,-1,1,1,2010,9
554,1,1,-1,1,13,1,32,9,1,5,20,9,-1,-1,2,1,2010,10
555,1,1,-1,1,21,7,33,9,1,5,3,11,-1,-1,2,1,2010,10
556,1,1,-1,1,22,7,38,9,1,6,23,8,-1,-1,1,1,2010,10
557,1,1,-1,1,8,4,39,9,1,6,9,4,-1,-1,2,1,2010,10
558,1,1,-1,1,22,1,42,9,1,7,22,2,-1,-1,1,1,2010,10
559,1,1,-1,1,11,7,30,9,2,5,23,7,-1,-1,1,1,2010,11
560,1,1,-1,1,31,5,43,9,1,7,21,12,-1,-1,1,1,2010,11
561,1,1,-1,1,26,5,31,9,1,5,7,11,-1,-1,1,1,2010,12
562,1,1,-1,1,1,4,31,9,1,5,21,4,-1,-1,2,1,2010,12
563,1,1,-1,1,30,7,32,9,1,5,18,5,-1,-1,1,1,2010,12
564,1,1,-1,1,10,1,33,9,1,5,6,5,-1,-1,1,1,2010,12
565,1,1,-1,1,17,4,34,9,1,5,9,6,-1,-1,2,1,2010,12
566,1,1,-1,1,18,4,35,9,1,6,23,3,-1,-1,2,1,2010,12
567,1,1,-1,1,17,3,42,9,1,7,12,3,-1,-1,1,1,2010,12
568,1,1,-1,1,14,4,32,9,1,5,21,10,-1,-1,1,1,2010,13
569,1,1,-1,1,8,4,40,9,1,7,8,7,-1,-1,1,1,2010,13
570,1,1,-1,1,14,4,40,9,1,7,21,10,-1,-1,2,1,2010,13
571,1,1,-1,1,8,4,37,9,1,6,15,4,-1,-1,1,1,2010,15
572,1,1,-1,1,3,5,38,9,1,6,21,9,-1,-1,1,1,2010,15
573,1,1,-1,1,13,6,30,9,1,5,22,2,-1,-1,1,1,2010,16
574,1,1,-1,1,23,5,37,9,1,6,15,4,-1,-1,2,1,2010,16
575,1,1,-1,1,31,6,31,9,1,5,9,7,-1,-1,2,1,2010,17
576,1,1,-1,1,20,6,35,9,1,6,23,3,-1,-1,1,1,2010,18
577,1,1,-1,1,13,6,39,9,1,6,16,2,-1,-1,1,1,2010,18
578,1,1,-1,1,22,1,43,9,1,7,14,11,-1,-1,2,1,2010,18
579,1,1,-1,1,15,1,43,9,1,7,14,11,-1,-1,2,1,2010,99
580,1,1,-1,1,31,3,33,9,1,5,0,3,-1,-1,1,2,2010,18
581,1,1,-1,1,31,7,37,9,1,6,22,10,-1,-1,2,2,2010,1
582,1,1,-1,1,23,6,35,9,1,6,15,10,-1,-1,2,2,2010,7
583,1,1,-1,1,4,6,30,9,1,5,7,9,-1,-1,1,2,2010,10
584,1,1,-1,1,28,4,31,9,1,5,23,10,-1,-1,1,2,2010,10
585,1,1,-1,1,3,3,43,9,1,7,12,3,-1,-1,1,2,2010,12
586,1,1,-1,1,7,4,32,9,1,5,13,1,-1,-1,2,3,2010,8
587,1,1,-1,1,2,5,30,9,1,5,2,4,-1,-1,1,3,2010,1
588,1,1,-1,1,18,6,30,9,1,5,22,9,-1,-1,1,3,2010,1
589,1,1,-1,1,30,5,30,9,1,5,23,4,-1,-1,1,3,2010,1
590,1,1,-1,1,11,4,35,9,1,6,7,3,-1,-1,1,3,2010,1
591,1,1,-1,1,13,7,38,9,1,6,23,6,-1,-1,1,3,2010,1
592,1,1,-1,1,1,1,38,9,1,6,22,11,-1,-1,2,3,2010,3
593,1,1,-1,1,7,4,35,9,1,6,10,1,-1,-1,1,3,2010,8
594,1,1,-1,1,9,2,38,9,1,6,8,3,-1,-1,1,3,2010,11
595,1,1,-1,1,29,3,30,9,1,5,23,12,-1,-1,1,3,2010,12
596,1,1,-1,1,2,4,32,9,1,5,6,12,-1,-1,1,3,2010,12
597,1,1,-1,1,18,6,30,9,1,5,15,9,-1,-1,2,4,2010,1
598,1,1,-1,1,22,7,31,9,1,5,2,8,-1,-1,1,4,2010,1
599,1,1,-1,1,10,3,36,9,1,6,11,2,-1,-1,1,4,2010,1
600,1,1,-1,1,11,4,37,9,1,6,17,11,-1,-1,1,4,2010,1
601,1,1,-1,1,18,7,37,9,1,6,19,4,-1,-1,1,4,2010,1
602,1,1,-1,1,13,3,37,9,1,6,23,1,-1,-1,1,4,2010,1
603,1,1,-1,1,2,7,39,9,1,6,7,5,-1,-1,1,4,2010,1
604,1,1,-1,1,8,3,40,9,1,7,18,9,-1,-1,1,4,2010,1
605,1,1,-1,1,18,6,43,9,1,7,15,9,-1,-1,1,4,2010,1
606,1,1,-1,1,23,2,38,9,1,6,23,3,-1,-1,2,4,2010,2
607,1,1,-1,1,23,2,42,9,1,7,23,3,-1,-1,1,4,2010,2
608,1,1,-1,1,21,3,40,9,1,7,12,7,-1,-1,1,4,2010,3
609,1,1,-1,1,1,6,37,9,2,6,8,5,-1,-1,1,4,2010,4
610,1,1,-1,1,16,2,30,9,1,5,7,3,-1,-1,1,4,2010,5
611,1,1,-1,1,26,1,43,9,1,7,18,4,-1,-1,1,4,2010,5
612,1,1,-1,1,14,4,30,9,1,5,9,10,-1,-1,1,4,2010,6
613,1,1,-1,1,28,3,40,9,1,7,11,7,-1,-1,2,4,2010,6
614,1,1,-1,1,24,3,38,9,1,6,11,3,-1,-1,1,4,2010,7
615,1,1,-1,1,17,6,38,9,1,6,19,4,-1,-1,1,4,2010,7
616,1,1,-1,1,30,2,39,9,1,6,9,11,-1,-1,1,4,2010,7
617,1,1,-1,1,6,2,31,9,1,5,18,7,-1,-1,1,4,2010,8
618,1,1,-1,1,10,7,38,9,1,6,8,1,-1,-1,1,4,2010,8
619,1,1,-1,1,18,7,31,9,1,5,20,7,-1,-1,1,4,2010,9
620,1,1,-1,1,30,5,32,9,1,5,8,4,-1,-1,1,4,2010,10
621,1,1,-1,1,24,3,34,9,1,5,8,11,-1,-1,1,4,2010,10
622,1,1,-1,1,16,3,30,9,1,5,17,6,-1,-1,1,4,2010,11
623,1,1,-1,1,25,7,31,9,1,5,14,7,-1,-1,1,4,2010,11
624,1,1,-1,1,16,2,31,9,1,5,17,3,-1,-1,1,4,2010,11
625,1,1,-1,1,1,1,33,9,1,5,7,3,-1,-1,1,4,2010,11
626,1,1,-1,1,8,3,30,9,2,5,6,12,-1,-1,1,4,2010,12
627,1,1,-1,1,19,5,31,9,1,5,12,11,-1,-1,1,4,2010,12
628,1,1,-1,1,4,4,32,9,1,5,10,11,-1,-1,1,4,2010,12
629,1,1,-1,1,2,2,33,9,1,5,12,11,-1,-1,1,4,2010,12
630,1,1,-1,1,19,2,35,9,1,6,9,1,-1,-1,1,4,2010,12
631,1,1,-1,1,29,4,37,9,1,6,19,7,-1,-1,1,4,2010,12
632,1,1,-1,1,28,2,41,9,1,7,8,9,-1,-1,1,4,2010,12
633,1,1,-1,1,31,5,30,9,1,5,11,12,-1,-1,1,4,2010,13
634,1,1,-1,1,26,1,30,9,1,5,16,4,-1,-1,1,4,2010,13
635,1,1,-1,1,22,5,32,9,1,5,14,10,-1,-1,1,4,2010,14
636,1,1,-1,1,16,2,33,9,1,5,20,3,-1,-1,1,4,2010,14
637,1,1,-1,1,5,5,36,9,1,6,12,3,-1,-1,1,4,2010,15
638,1,1,-1,1,3,3,33,9,1,5,11,3,-1,-1,1,4,2010,18
639,1,1,-1,1,20,5,35,9,1,6,15,8,-1,-1,1,4,2010,18
640,1,1,-1,1,29,4,35,9,1,6,21,7,-1,-1,1,4,2010,18
641,1,1,-1,1,11,7,33,9,1,5,11,4,-1,-1,2,4,2010,19
642,1,1,-1,1,11,7,36,9,1,6,11,4,-1,-1,1,4,2010,19
643,1,1,-1,1,28,3,41,9,1,7,8,7,-1,-1,1,4,2010,21
644,2,1,-1,1,21,3,36,9,1,6,7,4,-1,-1,1,6,2010,12
645,1,1,-1,1,14,6,32,9,1,5,1,8,-1,-1,1,7,2010,9
646,1,1,-1,1,14,6,33,9,1,5,1,8,-1,-1,2,7,2010,9
647,1,1,-1,1,6,5,41,9,1,7,6,8,-1,-1,1,9,2010,5
648,1,1,-1,1,6,5,42,9,1,7,6,8,-1,-1,1,9,2010,5
649,1,1,-1,1,6,5,44,9,1,7,6,8,-1,-1,1,9,2010,5
650,1,1,-1,1,1,4,32,9,1,5,1,7,-1,-1,1,9,2010,13
651,1,1,-1,1,25,5,31,9,1,5,23,6,-1,-1,1,9,2010,18
652,1,1,-1,1,6,5,37,9,1,6,0,8,-1,-1,1,11,2010,1
653,1,1,-1,1,12,6,35,9,1,6,1,6,-1,-1,1,11,2010,12
654,1,1,-1,1,25,5,37,9,1,6,23,6,-1,-1,1,11,2010,18
655,1,1,-1,1,7,7,31,9,1,5,18,3,-1,-1,2,12,2010,1
656,1,1,-1,1,23,7,34,9,1,5,1,5,-1,-1,1,12,2010,1
657,1,1,-1,1,20,1,35,9,1,6,7,12,-1,-1,1,12,2010,1
658,1,1,-1,1,20,1,35,9,1,6,7,12,-1,-1,1,12,2010,1
659,1,1,-1,1,6,1,36,9,1,6,7,12,-1,-1,2,12,2010,1
660,1,1,-1,1,20,1,38,9,1,6,7,12,-1,-1,2,12,2010,1
661,1,1,-1,1,20,1,42,9,1,7,7,12,-1,-1,2,12,2010,1
662,1,1,-1,1,1,7,42,9,1,7,10,8,-1,-1,1,12,2010,1
663,1,1,-1,1,29,2,30,9,1,5,6,6,-1,-1,2,12,2010,3
664,1,1,-1,1,29,2,42,9,1,7,6,6,-1,-1,2,12,2010,3
665,1,1,-1,1,17,4,43,9,1,7,10,6,-1,-1,2,12,2010,6
666,1,1,-1,1,17,4,43,9,1,7,10,6,-1,-1,2,12,2010,6
667,1,1,-1,1,3,5,31,9,1,5,8,12,-1,-1,1,12,2010,18
668,1,1,-1,1,20,7,35,9,1,6,16,6,-1,-1,1,12,2010,18
669,1,1,-1,1,17,5,33,9,1,5,16,12,-1,-1,1,14,2010,6
670,2,1,-1,1,21,3,36,9,1,6,7,4,-1,-1,1,17,2010,12
671,1,2,-1,1,27,6,31,9,1,5,1,2,-1,-1,1,1,2010,1
672,1,2,-1,1,27,6,31,9,1,5,1,2,-1,-1,1,1,2010,1
673,1,2,-1,1,18,4,31,9,1,5,23,2,-1,-1,1,1,2010,1
674,1,2,-1,1,10,7,43,9,1,7,8,1,-1,-1,1,1,2010,1
675,1,2,-1,1,29,6,30,9,2,5,6,5,-1,-1,1,1,2010,5
676,1,2,-1,1,16,2,42,9,1,7,6,3,-1,-1,1,1,2010,5
677,1,2,-1,1,6,4,41,9,1,7,1,5,-1,-1,1,1,2010,8
678,1,2,-1,1,13,1,30,9,2,5,1,9,-1,-1,1,1,2010,10
679,1,2,-1,1,13,1,30,9,2,5,1,9,-1,-1,2,1,2010,10
680,1,2,-1,1,18,3,38,9,1,6,13,8,-1,-1,1,1,2010,10
681,1,2,-1,1,10,3,32,9,1,5,23,3,-1,-1,1,1,2010,11
682,1,2,-1,1,5,5,34,9,1,5,1,11,-1,-1,1,1,2010,11
683,1,2,-1,1,8,2,44,9,1,7,21,6,-1,-1,1,1,2010,11
684,1,2,-1,1,4,6,30,9,2,5,1,12,-1,-1,1,1,2010,12
685,1,2,-1,1,22,7,36,9,1,6,21,8,-1,-1,1,1,2010,12
686,1,2,-1,1,26,4,30,9,2,5,23,8,-1,-1,1,1,2010,15
687,1,2,-1,1,16,2,37,9,1,6,22,3,-1,-1,1,1,2010,18
688,1,2,-1,1,5,7,38,9,2,6,2,12,-1,-1,2,1,2010,18
689,1,2,-1,1,8,7,40,9,2,7,3,8,-1,-1,1,1,2010,18
690,1,2,-1,1,16,2,40,9,1,7,22,3,-1,-1,1,1,2010,18
691,1,2,-1,1,25,6,44,9,2,7,4,12,-1,-1,1,2,2010,7
692,1,2,-1,1,3,2,33,9,1,5,23,8,-1,-1,1,2,2010,9
693,1,2,-1,1,3,2,38,9,2,6,23,8,-1,-1,1,2,2010,9
694,2,2,-1,1,18,7,34,9,1,5,1,7,-1,-1,1,2,2010,10
695,1,2,-1,1,11,6,30,9,1,5,5,12,-1,-1,1,2,2010,12
696,1,2,-1,1,11,6,31,9,1,5,5,12,-1,-1,1,2,2010,12
697,1,2,-1,1,11,6,34,9,1,5,5,12,-1,-1,1,2,2010,12
698,2,2,-1,1,18,6,30,9,2,5,13,9,-1,-1,1,2,2010,99
699,2,2,-1,1,18,6,36,9,2,6,13,9,-1,-1,1,2,2010,99
700,1,2,-1,1,29,3,30,9,1,5,23,12,-1,-1,2,3,2010,12
701,1,2,-1,1,4,6,33,9,1,5,2,12,-1,-1,1,3,2010,12
702,1,2,-1,1,22,7,42,9,1,7,4,8,-1,-1,1,3,2010,13
703,1,2,-1,1,22,7,44,9,1,7,4,8,-1,-1,1,3,2010,13
704,1,2,-1,1,23,5,30,9,2,5,3,7,-1,-1,1,4,2010,1
705,1,2,-1,1,20,1,32,9,1,5,22,12,-1,-1,1,4,2010,1
706,1,2,-1,1,4,7,30,9,1,5,20,4,-1,-1,1,4,2010,7
707,1,2,-1,1,15,6,35,9,1,6,17,5,-1,-1,1,4,2010,7
708,1,2,-1,1,26,4,32,9,1,5,14,8,-1,-1,1,4,2010,8
709,1,2,-1,1,2,1,34,9,1,5,2,8,-1,-1,1,4,2010,11
710,1,2,-1,1,2,1,34,9,1,5,2,8,-1,-1,2,4,2010,11
711,1,2,-1,1,12,7,34,9,2,5,23,9,-1,-1,1,4,2010,11
712,1,2,-1,1,16,5,43,9,1,7,18,4,-1,-1,1,4,2010,11
713,1,2,-1,1,21,7,40,9,1,7,17,2,-1,-1,2,4,2010,12
714,1,2,-1,1,2,2,42,9,1,7,20,11,-1,-1,1,4,2010,12
715,1,2,-1,1,12,5,38,9,2,6,2,3,-1,-1,1,4,2010,13
716,1,2,-1,1,10,5,31,9,1,5,5,12,-1,-1,1,5,2010,11
717,1,2,-1,1,10,5,38,9,1,6,5,12,-1,-1,1,5,2010,11
718,1,2,-1,1,7,2,37,9,1,6,15,9,-1,-1,1,5,2010,12
719,1,2,-1,1,26,5,32,9,1,5,8,3,-1,-1,2,7,2010,6
720,1,2,-1,1,26,5,33,9,1,5,8,3,-1,-1,1,7,2010,6
721,1,2,-1,1,26,5,35,9,1,6,8,3,-1,-1,1,7,2010,6
722,1,2,-1,1,26,5,35,9,1,6,8,3,-1,-1,2,7,2010,6
723,1,2,-1,1,26,5,43,9,1,7,8,3,-1,-1,2,7,2010,6
724,1,2,-1,1,26,5,44,9,1,7,8,3,-1,-1,2,7,2010,6
725,1,2,-1,1,3,5,30,9,1,5,11,12,-1,-1,1,11,2010,7
726,1,3,-1,1,19,1,32,9,1,5,17,7,-1,-1,1,5,2010,16
727,1,3,-1,1,19,1,36,9,1,6,17,7,-1,-1,1,5,2010,16
728,1,3,-1,1,19,1,41,9,1,7,17,7,-1,-1,1,5,2010,16
729,1,3,-1,1,19,1,42,9,1,7,17,7,-1,-1,1,5,2010,16
730,1,3,-1,1,19,1,44,9,1,7,17,7,-1,-1,1,5,2010,16
731,2,3,-1,1,27,4,31,9,1,5,9,5,-1,-1,1,14,2010,24
732,2,3,-1,1,27,4,34,9,1,5,9,5,-1,-1,2,14,2010,24
733,1,4,-1,1,21,1,43,9,1,7,18,6,-1,-1,2,4,2010,11
734,1,4,-1,1,4,6,30,9,1,5,2,9,-1,-1,1,4,2010,24
735,1,4,-1,1,10,5,31,9,1,5,14,7,-1,-1,1,6,2010,18
736,1,1,-1,1,19,5,48,9,1,8,21,3,-1,-1,2,1,2010,1
737,1,1,-1,1,19,3,52,9,1,9,13,5,-1,-1,1,1,2010,1
738,1,1,-1,1,19,2,48,9,1,8,11,10,-1,-1,2,1,2010,2
739,1,1,-1,1,19,2,52,9,1,9,11,10,-1,-1,1,1,2010,2
740,1,1,-1,1,6,3,46,9,1,8,19,10,-1,-1,2,1,2010,5
741,1,1,-1,1,6,3,51,9,1,9,19,10,-1,-1,2,1,2010,5
742,1,1,-1,1,10,7,45,9,1,8,8,1,-1,-1,1,1,2010,8
743,1,1,-1,1,7,7,47,9,1,8,12,3,-1,-1,1,1,2010,9
744,1,1,-1,1,20,3,49,9,1,8,23,10,-1,-1,1,1,2010,11
745,1,1,-1,1,21,6,57,9,1,10,23,8,-1,-1,2,1,2010,11
746,1,1,-1,1,17,4,45,9,1,8,9,6,-1,-1,1,1,2010,12
747,1,1,-1,1,21,7,51,9,1,9,21,11,-1,-1,1,1,2010,13
748,1,1,-1,1,11,7,50,9,1,9,20,7,-1,-1,2,1,2010,18
749,1,1,-1,1,5,3,50,9,1,9,1,5,-1,-1,1,1,2010,19
750,1,1,-1,1,3,5,54,9,2,9,7,9,-1,-1,2,2,2010,1
751,1,1,-1,1,3,3,46,9,1,8,12,3,-1,-1,1,2,2010,12
752,1,1,-1,1,13,6,47,9,1,8,22,2,-1,-1,1,2,2010,16
753,1,1,-1,1,7,1,56,9,1,10,23,6,-1,-1,1,2,2010,18
754,1,1,-1,1,7,4,54,9,1,9,13,1,-1,-1,2,3,2010,8
755,1,1,-1,1,21,7,45,9,1,8,21,11,-1,-1,1,3,2010,13
756,1,1,-1,1,17,6,46,9,1,8,13,4,-1,-1,1,4,2010,1
757,1,1,-1,1,18,7,48,9,1,8,19,4,-1,-1,2,4,2010,1
758,1,1,-1,1,31,5,49,9,1,8,5,12,-1,-1,1,4,2010,1
759,1,1,-1,1,3,3,52,9,1,9,12,3,-1,-1,1,4,2010,1
760,1,1,-1,1,28,3,49,9,1,8,13,7,-1,-1,1,4,2010,6
761,1,1,-1,1,8,1,54,9,1,9,9,3,-1,-1,1,4,2010,6
762,1,1,-1,1,28,3,59,9,1,10,13,7,-1,-1,2,4,2010,6
763,1,1,-1,1,13,1,48,9,1,8,17,12,-1,-1,1,4,2010,7
764,1,1,-1,1,3,3,50,9,1,9,17,3,-1,-1,1,4,2010,7
765,1,1,-1,1,31,3,57,9,1,10,18,3,-1,-1,1,4,2010,8
766,1,1,-1,1,3,3,56,9,1,10,19,2,-1,-1,1,4,2010,9
767,1,1,-1,1,1,6,57,9,1,10,10,5,-1,-1,1,4,2010,10
768,1,1,-1,1,16,5,48,9,1,8,18,4,-1,-1,1,4,2010,11
769,1,1,-1,1,14,4,48,9,1,8,13,1,-1,-1,1,4,2010,12
770,1,1,-1,1,2,2,48,9,1,8,19,3,-1,-1,1,4,2010,13
771,1,1,-1,1,11,4,53,9,1,9,7,3,-1,-1,1,4,2010,14
772,1,1,-1,1,6,6,55,9,1,10,20,11,-1,-1,1,5,2010,5
773,1,1,-1,1,15,7,55,9,1,10,14,8,-1,-1,2,9,2010,1
774,1,1,-1,1,25,4,59,9,1,10,13,3,-1,-1,1,9,2010,1
775,1,1,-1,1,20,1,49,9,1,8,7,12,-1,-1,1,12,2010,1
776,1,1,-1,1,20,1,50,9,1,9,7,12,-1,-1,1,12,2010,1
777,1,1,-1,1,7,7,50,9,1,9,18,3,-1,-1,2,12,2010,1
778,1,1,-1,1,6,1,52,9,1,9,7,12,-1,-1,2,12,2010,1
779,1,1,-1,1,7,7,53,9,1,9,18,3,-1,-1,1,12,2010,1
780,1,1,-1,1,29,2,46,9,1,8,6,6,-1,-1,2,12,2010,3
781,1,1,-1,1,29,2,51,9,1,9,6,6,-1,-1,2,12,2010,3
782,1,1,-1,1,17,4,45,9,1,8,10,6,-1,-1,2,12,2010,6
783,1,1,-1,1,17,5,49,9,1,8,16,12,-1,-1,2,14,2010,6
784,1,1,-1,1,19,3,47,9,1,8,4,5,-1,-1,1,99,2010,1
785,1,2,-1,1,6,4,49,9,1,8,1,5,-1,-1,1,1,2010,8
786,1,2,-1,1,22,7,50,9,1,9,21,8,-1,-1,2,1,2010,12
787,1,2,-1,1,22,7,56,9,1,10,21,8,-1,-1,2,1,2010,12
788,1,2,-1,1,13,7,49,9,1,8,7,6,-1,-1,1,2,2010,10
789,1,2,-1,1,7,2,46,9,2,8,15,9,-1,-1,1,5,2010,12
790,1,2,-1,1,7,2,51,9,2,9,15,9,-1,-1,1,5,2010,12
791,1,2,-1,1,26,5,45,9,1,8,8,3,-1,-1,2,7,2010,6
792,1,2,-1,1,26,5,50,9,1,9,8,3,-1,-1,2,7,2010,6
