,areag_ocu,causa_acc,color_vehi,depto_ocu,dia_ocu,dia_sem_ocu,edad_fall_les,edad_m1,fall_les,g_edad,hora_ocu,mes_ocu,modelo_vehi,num_hecho,sexo_fall_les,tipo_vehi,year,zona_ocu
0,1,2,9,1,29,7,1,2,2,1,6,11,9999,6133,1,1,2009,99
1,2,3,1,22,11,6,1,2,2,1,6,4,9999,1969,1,7,2009,99
2,2,3,6,9,4,2,1,2,2,1,7,8,9999,3927,1,7,2009,99
3,2,3,6,9,4,2,1,2,2,1,7,8,9999,4284,1,7,2009,99
4,2,3,6,9,4,2,1,2,2,1,7,8,9999,4420,1,7,2009,99
5,2,3,99,21,13,2,1,2,2,1,8,1,9999,254,1,9,2009,99
6,2,3,7,21,13,2,1,2,2,1,8,1,9999,215,1,12,2009,99
7,2,3,7,21,13,2,1,2,2,1,8,1,9999,220,1,12,2009,99
8,2,99,5,12,13,7,1,2,2,1,9,12,9999,6341,1,3,2009,99
9,2,1,2,9,22,5,1,2,2,1,9,5,1992,2743,1,3,2009,99
10,2,2,99,14,7,6,1,2,2,1,11,2,9999,734,1,9,2009,99
11,2,4,2,16,11,6,1,2,2,1,12,4,9999,1961,1,1,2009,99
12,2,3,1,20,8,4,1,2,2,1,12,1,9999,128,1,10,2009,99
13,1,1,5,1,12,1,1,2,2,1,13,1,2009,198,1,4,2009,99
14,2,1,7,1,5,4,1,2,2,1,13,2,9999,713,1,7,2009,99
15,2,1,7,1,5,4,1,2,2,1,13,2,9999,714,1,7,2009,99
16,2,1,1,3,11,5,1,2,2,1,14,9,9999,4984,1,3,2009,99
17,2,1,13,2,25,7,1,2,2,1,16,10,2004,5697,1,2,2009,99
18,2,3,1,9,17,6,1,2,2,1,16,10,1997,5543,1,3,2009,99
19,2,3,99,20,11,4,1,2,2,1,17,6,9999,3018,1,3,2009,99
20,2,2,9,13,2,1,1,2,2,1,17,3,9999,1233,1,3,2009,99
21,2,1,8,6,18,6,1,2,2,1,17,4,1991,2153,1,3,2009,99
22,2,2,1,9,22,2,1,2,2,1,17,12,1984,6601,1,7,2009,99
23,2,1,1,15,22,7,1,2,2,1,18,11,1998,6009,1,1,2009,99
24,1,1,17,1,20,7,1,2,2,1,18,12,9999,6548,1,1,2009,99
25,2,1,6,4,21,4,1,2,2,1,19,5,1999,2733,1,1,2009,99
26,1,1,99,1,19,7,1,2,2,1,22,4,9999,2191,1,1,2009,99
27,2,3,2,11,8,7,1,2,2,1,0,11,1998,5873,2,3,2009,99
28,2,4,2,9,29,7,1,2,2,1,1,11,9999,6150,2,3,2009,99
29,2,1,4,18,5,4,1,2,2,1,6,11,2000,5832,2,1,2009,99
30,1,2,99,1,3,7,1,2,2,1,7,5,9999,2435,2,7,2009,99
31,2,3,14,5,1,4,1,2,2,1,8,1,1983,13,2,1,2009,99
32,2,3,6,14,10,5,1,2,2,1,8,7,1975,3524,2,3,2009,99
33,2,3,6,14,10,5,1,2,2,1,8,7,1975,3535,2,3,2009,99
34,2,1,99,3,24,4,1,2,2,1,9,9,9999,5174,2,7,2009,99
35,1,1,11,1,1,6,1,2,2,1,10,8,2001,3847,2,1,2009,99
36,1,1,11,1,1,6,1,2,2,1,10,8,2001,4204,2,1,2009,99
37,1,1,11,1,1,6,1,2,2,1,10,8,2001,4340,2,1,2009,99
38,2,1,99,11,11,5,1,2,2,1,10,12,9999,6305,2,10,2009,99
39,1,1,9,1,6,7,1,2,2,1,13,9,1983,4915,2,1,2009,99
40,2,2,3,10,3,5,1,2,2,1,14,7,9999,3409,2,1,2009,99
41,1,1,9,14,1,2,1,2,2,1,14,9,1983,4856,2,3,2009,99
42,1,1,5,1,12,7,1,2,2,1,14,4,9999,2081,2,4,2009,99
43,2,3,6,15,1,4,1,2,2,1,15,10,2004,5308,2,9,2009,99
44,1,1,1,16,4,3,1,2,2,1,15,2,1985,666,2,10,2009,99
45,2,3,3,8,31,4,1,2,2,1,16,12,9999,6783,2,3,2009,99
46,2,3,11,16,22,1,1,2,2,1,16,6,1984,3275,2,3,2009,99
47,1,3,14,22,5,7,1,2,2,1,16,4,1999,1814,2,3,2009,99
48,1,1,5,6,4,7,1,2,2,1,16,10,9999,5353,2,9,2009,99
49,2,2,99,6,7,2,1,2,2,1,17,4,9999,1864,2,2,2009,99
50,2,2,9,13,2,1,1,2,2,1,17,3,9999,1230,2,3,2009,99
51,2,2,9,13,2,1,1,2,2,1,17,3,9999,1231,2,3,2009,99
52,2,1,2,7,25,3,1,2,2,1,17,11,9999,6082,2,3,2009,99
53,2,2,3,14,9,1,1,2,2,1,20,2,9999,783,2,3,2009,99
54,2,1,1,3,31,4,1,2,2,1,20,12,1995,6772,2,3,2009,99
55,2,4,4,8,12,6,1,2,2,1,21,9,9999,5002,2,2,2009,99
56,1,1,11,1,30,1,2,2,2,1,0,3,1996,1732,1,1,2009,99
57,2,4,6,18,21,1,2,2,2,1,0,12,9999,6575,1,2,2009,99
58,1,4,2,1,23,1,2,2,2,1,3,3,9999,1631,1,7,2009,99
59,2,2,6,6,4,3,2,2,2,1,5,2,1991,634,1,7,2009,99
60,2,3,1,22,11,6,2,2,2,1,6,4,9999,1967,1,7,2009,99
61,1,1,2,12,30,2,2,2,2,1,6,6,2006,3371,1,9,2009,99
62,2,1,4,1,24,4,2,2,2,1,8,9,1989,5184,1,1,2009,99
63,2,3,1,9,27,5,2,2,2,1,8,2,9999,1154,1,3,2009,99
64,2,3,99,4,14,6,2,2,2,1,10,11,1986,5920,1,3,2009,99
65,2,1,99,17,28,6,2,2,2,1,10,3,9999,1709,1,3,2009,99
66,2,3,3,14,8,2,2,2,2,1,11,12,9999,6272,1,3,2009,99
67,2,1,9,1,16,3,2,2,2,1,11,12,1981,6427,1,3,2009,99
68,2,4,3,16,22,5,2,2,2,1,11,5,9999,2749,1,9,2009,99
69,1,1,7,1,1,4,2,2,2,1,12,1,9999,1,1,12,2009,99
70,2,2,99,12,20,7,2,2,2,1,13,9,9999,5113,1,4,2009,99
71,2,1,7,1,5,4,2,2,2,1,13,2,9999,715,1,7,2009,99
72,2,2,3,10,3,5,2,2,2,1,14,7,9999,3407,1,1,2009,99
73,2,2,6,15,23,1,2,2,2,1,14,2,9999,1091,1,9,2009,99
74,2,1,13,2,25,7,2,2,2,1,16,10,2004,5696,1,2,2009,99
75,2,3,99,1,13,5,2,2,2,1,16,3,9999,1409,1,3,2009,99
76,2,1,4,1,1,5,2,2,2,1,17,5,1999,2411,1,1,2009,99
77,2,3,5,10,17,2,2,2,2,1,17,3,9999,1527,1,3,2009,99
78,2,3,5,10,17,2,2,2,2,1,17,3,9999,1530,1,3,2009,99
79,2,3,99,20,11,4,2,2,2,1,17,6,9999,3019,1,3,2009,99
80,2,2,9,13,2,1,2,2,2,1,17,3,9999,1228,1,3,2009,99
81,2,1,99,4,2,5,2,2,2,1,19,1,9999,72,1,3,2009,99
82,1,1,1,17,17,2,2,2,2,1,20,3,9999,1544,1,10,2009,99
83,2,2,99,17,2,4,2,2,2,1,21,4,9999,1774,1,9,2009,99
84,1,1,6,1,24,5,2,2,2,1,22,7,2007,3726,1,3,2009,99
85,1,1,6,1,24,5,2,2,2,1,22,7,2007,3728,1,3,2009,99
86,2,1,2,6,27,5,2,2,2,1,22,2,9999,1139,1,11,2009,99
87,2,1,2,6,27,5,2,2,2,1,22,2,9999,1140,1,11,2009,99
88,2,2,99,13,11,4,2,2,2,1,3,6,9999,3071,2,7,2009,99
89,2,4,6,12,9,4,2,2,2,1,4,4,1996,1903,2,2,2009,99
90,2,1,1,10,2,3,2,2,2,1,6,12,1996,6188,2,12,2009,99
91,2,3,99,14,26,4,2,2,2,1,7,11,1981,6109,2,12,2009,99
92,2,1,4,1,24,4,2,2,2,1,8,9,1989,5183,2,1,2009,99
93,2,3,1,9,27,5,2,2,2,1,8,2,9999,1156,2,3,2009,99
94,1,1,4,13,3,7,2,2,2,1,8,5,1994,2461,2,3,2009,99
95,2,3,99,4,14,6,2,2,2,1,10,11,1986,5921,2,3,2009,99
96,2,1,2,4,14,3,2,2,2,1,10,1,1989,283,2,7,2009,99
97,2,4,2,2,8,7,2,2,2,1,11,3,9999,1345,2,1,2009,99
98,2,4,99,16,17,7,2,2,2,1,12,5,1980,2662,2,3,2009,99
99,2,3,2,17,13,2,2,2,2,1,12,1,1992,233,2,3,2009,99
100,2,1,4,13,3,1,2,2,2,1,12,8,2007,3916,2,9,2009,99
101,2,1,4,13,3,1,2,2,2,1,12,8,2007,4273,2,9,2009,99
102,2,1,4,13,3,1,2,2,2,1,12,8,2007,4409,2,9,2009,99
103,2,1,12,19,7,4,2,2,2,1,13,5,1992,2531,2,1,2009,99
104,2,1,1,22,6,5,2,2,2,1,14,11,1990,5841,2,1,2009,99
105,1,1,99,1,6,6,2,2,2,1,16,6,9999,2971,2,1,2009,99
106,2,1,99,20,9,3,2,2,2,1,16,12,9999,6279,2,1,2009,99
107,2,4,5,14,26,7,2,2,2,1,17,4,1987,2334,2,3,2009,99
108,2,1,1,16,26,7,2,2,2,1,17,4,9999,2347,2,3,2009,99
109,2,3,2,6,30,3,2,2,2,1,18,9,9999,5282,2,2,2009,99
110,2,1,99,17,16,7,2,2,2,1,18,8,9999,4139,2,2,2009,99
111,2,1,99,17,16,7,2,2,2,1,18,8,9999,4632,2,2,2009,99
112,2,1,99,2,15,7,2,2,2,1,19,11,2004,5928,2,1,2009,99
113,2,2,99,12,27,5,2,2,2,1,19,11,9999,6115,2,3,2009,99
114,2,1,3,20,16,5,2,2,2,1,20,1,9999,307,2,4,2009,99
115,1,1,99,1,2,5,2,2,2,1,21,1,1990,61,2,1,2009,99
116,1,4,99,1,28,1,2,2,2,1,21,9,9999,5251,2,4,2009,99
117,2,1,9,5,21,4,2,2,2,1,21,5,1984,2725,2,9,2009,99
118,1,1,99,1,19,7,2,2,2,1,22,4,9999,2192,2,1,2009,99
119,2,1,6,4,9,5,2,2,2,1,23,1,1986,143,2,3,2009,99
120,2,4,6,18,21,1,3,2,2,1,0,12,9999,6577,1,2,2009,99
121,2,2,2,2,18,5,3,2,2,1,5,12,1999,6506,1,3,2009,99
122,2,3,1,22,11,6,3,2,2,1,6,4,9999,1970,1,7,2009,99
123,2,3,1,22,11,6,3,2,2,1,6,4,9999,1971,1,7,2009,99
124,1,2,2,1,6,2,3,2,2,1,7,10,9999,5365,1,1,2009,99
125,2,1,6,8,26,1,3,2,2,1,7,1,9999,480,1,3,2009,99
126,2,1,6,8,26,1,3,2,2,1,7,1,9999,481,1,3,2009,99
127,1,2,99,12,20,5,3,2,2,1,12,3,9999,1574,1,3,2009,99
128,2,1,2,7,23,2,3,2,2,1,12,6,2002,3297,1,5,2009,99
129,2,4,7,4,15,4,3,2,2,1,12,1,9999,294,1,7,2009,99
130,2,4,5,12,19,5,3,2,2,1,13,6,1994,3221,1,3,2009,99
131,2,1,5,5,1,7,3,2,2,1,13,11,1986,5783,1,3,2009,99
132,2,1,7,9,21,6,3,2,2,1,13,2,9999,988,1,4,2009,99
133,2,1,99,6,19,4,3,2,2,1,13,3,9999,1561,1,14,2009,99
134,2,1,1,3,11,5,3,2,2,1,14,9,9999,4985,1,3,2009,99
135,2,1,4,9,20,2,3,2,2,1,16,10,2007,5617,1,1,2009,99
136,2,3,5,10,17,2,3,2,2,1,17,3,9999,1532,1,3,2009,99
137,2,2,9,13,2,1,3,2,2,1,17,3,9999,1229,1,3,2009,99
138,2,2,4,12,19,5,3,2,2,1,17,6,9999,3209,1,9,2009,99
139,1,2,9,1,15,7,3,2,2,1,17,3,9999,1493,1,12,2009,99
140,2,1,2,6,3,7,3,2,2,1,19,5,1987,2466,1,2,2009,99
141,1,1,99,1,25,7,3,2,2,1,20,1,9999,462,1,2,2009,99
142,2,2,4,7,7,6,3,2,2,1,0,2,9999,745,2,9,2009,99
143,2,1,1,17,10,2,3,2,2,1,8,2,9999,795,2,3,2009,99
144,1,1,4,13,3,7,3,2,2,1,8,5,1994,2464,2,3,2009,99
145,1,1,10,16,15,2,3,2,2,1,10,12,1983,6359,2,2,2009,99
146,2,2,99,14,7,6,3,2,2,1,11,2,9999,737,2,9,2009,99
147,2,1,2,19,21,7,3,2,2,1,13,6,9999,3258,2,1,2009,99
148,2,4,5,14,26,7,3,2,2,1,17,4,1987,2335,2,3,2009,99
149,2,3,5,10,17,2,3,2,2,1,17,3,9999,1528,2,3,2009,99
150,1,2,99,14,5,7,3,2,2,1,18,4,9999,1821,2,3,2009,99
151,2,1,1,14,6,6,3,2,2,1,18,6,1987,2962,2,3,2009,99
152,2,3,8,5,22,4,3,2,2,1,18,10,9999,5650,2,7,2009,99
153,1,1,2,1,8,6,3,2,2,1,18,8,1998,4017,2,8,2009,99
154,1,1,2,1,8,6,3,2,2,1,18,8,1998,4510,2,8,2009,99
155,2,1,99,4,20,1,3,2,2,1,19,4,9999,2233,2,4,2009,99
156,2,1,13,3,2,1,3,2,2,1,22,2,9999,615,2,1,2009,99
157,2,3,2,17,3,2,3,2,2,1,22,3,9999,1255,2,7,2009,99
158,1,1,4,1,27,7,4,2,2,1,999,12,9999,6668,1,1,2009,99
159,2,2,4,7,7,6,4,2,2,1,0,2,9999,738,1,9,2009,99
160,1,1,99,1,25,5,4,2,2,1,3,12,9999,6643,1,1,2009,99
161,2,1,9,1,11,6,4,2,2,1,5,4,1999,2016,1,9,2009,99
162,2,1,9,1,11,6,4,2,2,1,5,4,1999,2017,1,9,2009,99
163,2,3,14,5,1,4,4,2,2,1,8,1,1983,12,1,1,2009,99
164,1,1,4,13,3,7,4,2,2,1,8,5,1994,2463,1,3,2009,99
165,1,1,6,10,21,2,4,2,2,1,10,7,1997,3700,1,3,2009,99
166,2,4,11,19,19,7,4,2,2,1,11,4,1989,2195,1,3,2009,99
167,2,1,6,5,1,4,4,2,2,1,11,10,9999,5294,1,4,2009,99
168,2,1,99,12,25,3,4,2,2,1,11,3,9999,1653,1,4,2009,99
169,2,3,3,8,31,4,4,2,2,1,16,12,9999,6782,1,3,2009,99
170,2,1,2,12,24,7,4,2,2,1,16,5,2000,2793,1,9,2009,99
171,2,1,4,1,1,5,4,2,2,1,17,5,1999,2410,1,1,2009,99
172,2,2,2,1,3,7,4,2,2,1,17,5,9999,2469,1,3,2009,99
173,2,1,1,9,1,4,4,2,2,1,17,1,9999,47,1,3,2009,99
174,2,3,6,10,18,1,4,2,2,1,18,5,1980,2691,1,3,2009,99
175,2,1,3,5,1,5,4,2,2,1,19,5,1993,2387,1,1,2009,99
176,1,1,4,1,13,5,4,2,2,1,19,2,9999,844,1,1,2009,99
177,1,1,99,1,28,2,4,2,2,1,19,4,9999,2359,1,4,2009,99
178,2,1,1,11,20,7,4,2,2,1,19,12,2008,6554,1,14,2009,99
179,2,1,4,3,5,6,4,2,2,1,20,12,1994,6221,1,3,2009,99
180,2,2,99,13,24,4,4,2,2,1,0,12,9999,6634,2,4,2009,99
181,2,2,99,13,11,4,4,2,2,1,3,6,9999,3064,2,7,2009,99
182,2,2,99,13,11,4,4,2,2,1,3,6,9999,3069,2,7,2009,99
183,2,3,99,20,31,4,4,2,2,1,8,12,9999,6768,2,3,2009,99
184,2,1,5,20,28,2,4,2,2,1,8,7,2006,3792,2,4,2009,99
185,2,4,2,14,8,7,4,2,2,1,9,11,9999,5885,2,3,2009,99
186,2,1,2,9,22,5,4,2,2,1,9,5,1992,2742,2,3,2009,99
187,2,3,3,14,8,2,4,2,2,1,11,12,9999,6271,2,3,2009,99
188,2,2,2,16,9,3,4,2,2,1,11,12,9999,6285,2,5,2009,99
189,2,4,2,16,11,6,4,2,2,1,12,4,9999,1960,2,1,2009,99
190,2,1,3,18,7,2,4,2,2,1,12,4,1995,1874,2,1,2009,99
191,2,1,2,1,17,4,4,2,2,1,14,12,9999,6481,2,7,2009,99
192,2,1,99,13,16,6,4,2,2,1,15,5,9999,2640,2,9,2009,99
193,2,2,6,11,18,1,4,2,2,1,17,5,9999,2705,2,2,2009,99
194,1,1,5,2,14,1,4,2,2,1,18,9,1999,5024,2,1,2009,99
195,2,3,8,5,22,4,4,2,2,1,18,10,9999,5649,2,7,2009,99
196,2,2,5,18,6,2,4,2,2,1,19,1,1994,119,2,3,2009,99
197,2,1,99,18,21,2,4,2,2,1,20,7,9999,3703,2,6,2009,99
198,2,2,99,13,12,4,4,2,2,1,23,2,9999,829,2,3,2009,99
199,2,3,1,22,11,6,5,2,2,2,6,4,9999,1968,1,7,2009,99
200,2,1,6,8,26,1,5,2,2,2,7,1,9999,483,1,3,2009,99
201,1,1,4,1,20,4,5,2,2,2,10,8,9999,4697,1,9,2009,99
202,2,2,5,17,4,5,5,2,2,2,13,9,9999,4892,1,2,2009,99
203,2,4,5,12,19,5,5,2,2,2,13,6,1994,3219,1,3,2009,99
204,2,2,4,22,13,7,5,2,2,2,14,12,9999,6325,1,3,2009,99
205,2,1,7,11,5,4,5,2,2,2,14,2,9999,686,1,4,2009,99
206,1,4,1,1,15,5,5,2,2,2,14,5,2007,2627,1,10,2009,99
207,2,3,7,1,28,1,5,2,2,2,16,12,9999,6741,1,7,2009,99
208,2,3,5,10,17,2,5,2,2,2,17,3,9999,1526,1,3,2009,99
209,2,3,5,10,17,2,5,2,2,2,17,3,9999,1533,1,3,2009,99
210,2,2,9,13,2,1,5,2,2,2,17,3,9999,1232,1,3,2009,99
211,1,1,17,1,20,7,5,2,2,2,18,12,9999,6549,1,1,2009,99
212,2,1,3,5,15,7,5,2,2,2,19,3,9999,1456,1,4,2009,99
213,2,1,2,6,27,5,5,2,2,2,22,2,9999,1138,1,11,2009,99
214,2,1,2,1,18,6,5,2,2,2,5,7,2005,3667,2,2,2009,99
215,2,4,3,12,26,7,5,2,2,2,6,4,1991,2321,2,3,2009,99
216,1,1,4,13,3,7,5,2,2,2,8,5,1994,2462,2,3,2009,99
217,1,1,2,1,6,4,5,2,2,2,13,8,9999,3945,2,11,2009,99
218,1,1,2,1,6,4,5,2,2,2,13,8,9999,4302,2,11,2009,99
219,1,1,2,1,6,4,5,2,2,2,13,8,9999,4438,2,11,2009,99
220,2,1,3,13,11,7,5,2,2,2,14,1,1998,182,2,3,2009,99
221,2,1,6,11,13,1,5,2,2,2,14,4,9999,2098,2,3,2009,99
222,1,1,99,1,21,6,5,2,2,2,15,2,9999,1026,2,1,2009,99
223,2,3,1,9,17,6,5,2,2,2,16,10,1997,5547,2,3,2009,99
224,2,3,1,9,17,6,5,2,2,2,16,10,1997,5549,2,3,2009,99
225,2,1,1,9,1,4,5,2,2,2,17,1,9999,48,2,3,2009,99
226,1,1,3,5,31,1,5,2,2,2,17,8,9999,4845,2,3,2009,99
227,2,2,1,7,10,2,5,2,2,2,18,2,9999,797,2,3,2009,99
228,2,1,99,2,15,7,5,2,2,2,19,11,2004,5927,2,1,2009,99
229,2,2,3,14,9,1,5,2,2,2,20,2,9999,784,2,3,2009,99
230,2,1,99,19,2,7,5,2,2,2,20,8,9999,3902,2,3,2009,99
231,2,1,99,19,2,7,5,2,2,2,20,8,9999,4259,2,3,2009,99
232,2,1,99,19,2,7,5,2,2,2,20,8,9999,4395,2,3,2009,99
233,2,1,5,13,18,5,5,2,2,2,21,12,1989,6503,2,3,2009,99
234,2,1,2,6,27,5,5,2,2,2,22,2,9999,1142,2,11,2009,99
235,1,1,5,1,7,3,5,2,2,2,23,1,9999,124,2,1,2009,99
236,1,1,9,1,16,7,6,2,2,2,2,8,1997,4116,1,1,2009,99
237,1,1,9,1,16,7,6,2,2,2,2,8,1997,4609,1,1,2009,99
238,2,3,99,12,9,3,6,2,2,2,9,9,9999,4954,1,3,2009,99
239,2,1,99,3,24,4,6,2,2,2,9,9,9999,5168,1,7,2009,99
240,1,1,4,1,18,6,6,2,2,2,11,4,9999,2149,1,1,2009,99
241,2,3,5,10,13,7,6,2,2,2,11,9,1983,5010,1,3,2009,99
242,1,1,6,9,22,7,6,2,2,2,13,3,1995,1607,1,1,2009,99
243,1,1,2,1,6,4,6,2,2,2,13,8,9999,3946,1,11,2009,99
244,1,1,2,1,6,4,6,2,2,2,13,8,9999,3947,1,11,2009,99
245,1,1,2,1,6,4,6,2,2,2,13,8,9999,4303,1,11,2009,99
246,1,1,2,1,6,4,6,2,2,2,13,8,9999,4304,1,11,2009,99
247,1,1,2,1,6,4,6,2,2,2,13,8,9999,4439,1,11,2009,99
248,1,1,2,1,6,4,6,2,2,2,13,8,9999,4440,1,11,2009,99
249,2,3,7,14,2,3,6,2,2,2,14,9,1982,4877,1,3,2009,99
250,2,2,4,15,25,7,6,2,2,2,14,1,1991,453,1,3,2009,99
251,2,4,1,20,18,7,6,2,2,2,15,10,9999,5601,1,3,2009,99
252,2,1,1,1,1,6,6,2,2,2,16,8,1986,3866,1,3,2009,99
253,2,1,1,1,1,6,6,2,2,2,16,8,1986,4223,1,3,2009,99
254,2,1,1,1,1,6,6,2,2,2,16,8,1986,4359,1,3,2009,99
255,1,1,5,6,4,7,6,2,2,2,16,10,9999,5357,1,9,2009,99
256,2,3,5,10,17,2,6,2,2,2,17,3,9999,1529,1,3,2009,99
257,2,3,5,10,17,2,6,2,2,2,17,3,9999,1536,1,3,2009,99
258,2,2,99,12,21,3,6,2,2,2,17,10,9999,5638,1,3,2009,99
259,2,2,1,9,22,2,6,2,2,2,17,12,1984,6603,1,7,2009,99
260,2,1,1,6,4,7,6,2,2,2,18,10,1987,5351,1,3,2009,99
261,2,1,99,19,21,6,6,2,2,2,18,2,9999,981,1,4,2009,99
262,2,2,99,14,30,5,6,2,2,2,18,10,9999,5746,1,11,2009,99
263,1,1,6,1,6,3,6,2,2,2,19,5,1998,2505,1,1,2009,99
264,2,1,7,11,31,4,6,2,2,2,19,12,9999,6777,1,1,2009,99
265,2,2,99,12,27,5,6,2,2,2,19,11,9999,6117,1,3,2009,99
266,2,1,99,5,25,6,6,2,2,2,22,7,9999,3741,1,1,2009,99
267,2,1,2,6,27,5,6,2,2,2,22,2,9999,1141,1,11,2009,99
268,2,3,5,14,19,4,6,2,2,2,0,2,1987,961,2,3,2009,99
269,2,2,99,13,11,4,6,2,2,2,3,6,9999,3072,2,7,2009,99
270,2,1,9,1,11,6,6,2,2,2,5,4,1999,2023,2,9,2009,99
271,2,3,99,14,26,4,6,2,2,2,7,11,1981,6092,2,12,2009,99
272,2,1,99,3,24,4,6,2,2,2,9,9,9999,5148,2,7,2009,99
273,2,1,99,14,31,6,6,2,2,2,9,10,9999,5767,2,7,2009,99
274,2,1,99,17,28,6,6,2,2,2,10,3,9999,1718,2,3,2009,99
275,2,1,3,18,7,2,6,2,2,2,12,4,1995,1873,2,1,2009,99
276,2,1,2,19,21,7,6,2,2,2,13,6,9999,3259,2,1,2009,99
277,2,1,11,1,30,5,6,2,2,2,13,1,2001,530,2,1,2009,99
278,2,1,11,1,30,5,6,2,2,2,13,1,2001,531,2,1,2009,99
279,2,1,2,1,1,7,6,2,2,2,13,3,9999,1178,2,2,2009,99
280,2,1,1,3,11,5,6,2,2,2,14,9,9999,4981,2,3,2009,99
281,2,1,1,11,28,1,6,2,2,2,15,9,9999,5249,2,3,2009,99
282,2,3,11,16,22,1,6,2,2,2,16,6,1984,3273,2,3,2009,99
283,2,1,5,5,30,4,6,2,2,2,16,4,9999,2377,2,4,2009,99
284,2,1,99,17,8,1,6,2,2,2,17,6,9999,2995,2,4,2009,99
285,1,1,99,1,28,7,6,2,2,2,17,6,9999,3339,2,9,2009,99
286,1,2,2,9,1,7,6,2,2,2,18,3,1997,1191,2,2,2009,99
287,1,1,99,1,8,3,6,2,2,2,23,4,9999,1887,2,1,2009,99
288,2,3,1,22,11,6,7,2,2,2,6,4,9999,1973,1,7,2009,99
289,2,3,14,5,1,4,7,2,2,2,8,1,1983,11,1,1,2009,99
290,2,3,6,11,1,4,7,2,2,2,10,1,9999,28,1,3,2009,99
291,2,1,9,13,19,4,7,2,2,2,10,3,1994,1567,1,3,2009,99
292,1,1,1,1,12,4,7,2,2,2,10,3,2008,1387,1,10,2009,99
293,2,1,2,7,23,2,7,2,2,2,12,6,2002,3296,1,5,2009,99
294,2,1,2,1,1,7,7,2,2,2,13,3,9999,1179,1,2,2009,99
295,2,3,1,8,11,6,7,2,2,2,13,4,9999,2043,1,3,2009,99
296,2,1,2,21,29,5,7,2,2,2,14,5,2009,2851,1,9,2009,99
297,1,1,3,1,1,5,7,2,2,2,15,5,9999,2416,1,1,2009,99
298,2,1,11,9,10,6,7,2,2,2,15,10,9999,5408,1,3,2009,99
299,1,4,2,1,11,7,7,2,2,2,15,10,9999,5426,1,9,2009,99
300,2,1,4,9,20,2,7,2,2,2,16,10,2007,5618,1,1,2009,99
301,2,2,2,5,1,4,7,2,2,2,16,1,2008,17,1,3,2009,99
302,2,3,7,10,12,1,7,2,2,2,16,10,1988,5460,1,12,2009,99
303,2,3,5,10,17,2,7,2,2,2,17,3,9999,1541,1,3,2009,99
304,2,2,3,14,9,1,7,2,2,2,20,2,9999,782,1,3,2009,99
305,2,1,4,7,6,5,7,2,2,2,20,2,1986,717,1,9,2009,99
306,2,1,5,5,26,6,7,2,2,2,22,12,9999,6659,1,3,2009,99
307,2,4,6,18,21,1,7,2,2,2,0,12,9999,6576,2,2,2009,99
308,2,3,1,22,11,6,7,2,2,2,6,4,9999,1999,2,7,2009,99
309,2,4,14,5,30,7,7,2,2,2,8,8,1987,4829,2,1,2009,99
310,2,1,99,17,28,6,7,2,2,2,10,3,9999,1717,2,3,2009,99
311,2,1,99,6,19,4,7,2,2,2,13,3,9999,1560,2,14,2009,99
312,1,4,1,1,15,5,7,2,2,2,14,5,2007,2626,2,10,2009,99
313,2,1,4,11,4,5,7,2,2,2,15,9,1993,4890,2,1,2009,99
314,2,2,6,9,2,7,7,2,2,2,15,8,9999,3891,2,3,2009,99
315,2,2,6,9,2,7,7,2,2,2,15,8,9999,4248,2,3,2009,99
316,2,2,6,9,2,7,7,2,2,2,15,8,9999,4384,2,3,2009,99
317,1,1,1,21,19,6,7,2,2,2,15,12,2007,6534,2,14,2009,99
318,1,1,99,1,6,6,7,2,2,2,16,6,9999,2970,2,1,2009,99
319,2,3,7,10,12,1,7,2,2,2,16,10,1988,5455,2,12,2009,99
320,2,4,5,14,26,7,7,2,2,2,17,4,1987,2333,2,3,2009,99
321,2,3,5,10,17,2,7,2,2,2,17,3,9999,1525,2,3,2009,99
322,2,3,5,10,17,2,7,2,2,2,17,3,9999,1534,2,3,2009,99
323,2,1,1,12,29,3,7,2,2,2,18,7,9999,3817,2,4,2009,99
324,2,1,2,2,29,3,7,2,2,2,19,4,9999,2371,2,1,2009,99
325,2,1,1,11,20,7,7,2,2,2,19,12,2008,6553,2,14,2009,99
326,2,1,6,4,9,5,7,2,2,2,23,1,1986,144,2,3,2009,99
327,2,2,99,13,11,4,8,2,2,2,3,6,9999,3066,1,7,2009,99
328,2,4,1,6,6,2,8,2,2,2,7,1,1990,106,1,3,2009,99
329,2,4,14,5,30,7,8,2,2,2,8,8,1987,4828,1,1,2009,99
330,1,1,2,19,6,3,8,2,2,2,8,5,2007,2513,1,9,2009,99
331,2,4,5,1,3,5,8,2,2,2,9,7,9999,3400,1,3,2009,99
332,2,1,10,6,17,6,8,2,2,2,10,1,1983,330,1,3,2009,99
333,2,3,2,14,6,5,8,2,2,2,11,11,9999,5849,1,3,2009,99
334,2,3,6,14,13,5,8,2,2,2,11,3,9999,1419,1,7,2009,99
335,2,1,2,5,12,7,8,2,2,2,13,4,1985,2086,1,1,2009,99
336,2,1,11,1,30,5,8,2,2,2,13,1,2001,528,1,1,2009,99
337,2,4,9,14,2,4,8,2,2,2,13,4,2002,1780,1,3,2009,99
338,2,1,1,3,11,5,8,2,2,2,14,9,9999,4982,1,3,2009,99
