núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,fall_les,int_o_noint,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
6275,2015,11,10,2,17,3,2,16,1613,2,99,2,47,1,8,8,10,2,1,2,21,6,2000,4,1
6276,2015,11,10,2,17,3,2,16,1613,2,99,2,8,2,1,1,2,2,1,2,21,6,2000,4,1
6277,2015,11,10,2,17,3,2,16,1613,2,99,1,51,1,9,9,11,2,1,2,21,6,2000,4,1
6278,2015,11,10,2,17,3,2,16,1613,2,99,1,29,1,4,4,6,2,1,2,21,6,2000,4,1
6279,2015,11,10,2,9,2,1,16,1617,2,99,2,20,1,3,3,5,2,1,12,30,8,2001,4,2
6280,2015,11,10,2,9,2,1,16,1617,2,99,1,26,1,4,4,6,2,1,12,30,8,2001,4,2
6281,2015,11,10,2,22,4,3,15,1501,1,4,2,55,1,10,10,12,2,1,4,24,5,9999,6,1
6282,2015,11,10,2,12,3,2,2,204,2,99,1,28,1,4,4,6,2,1,4,42,1,9999,6,1
6283,2015,11,10,2,19,4,3,2,203,2,99,1,29,1,4,4,6,1,2,2,26,9,9999,6,1
6284,2015,11,10,2,20,4,3,2,203,2,99,1,52,1,9,9,11,1,2,3,40,1,9999,6,4
6285,2015,11,10,2,23,4,3,17,1709,2,99,1,22,1,3,3,5,1,2,5,99,99,9999,6,3
6286,2015,11,10,2,23,4,3,17,1709,2,99,1,23,1,3,3,5,2,1,5,99,99,9999,6,3
6287,2015,11,10,2,17,3,2,17,1709,2,99,1,36,1,6,6,8,2,2,3,99,99,9999,6,3
6288,2015,11,10,2,17,3,2,17,1709,2,99,1,27,1,4,4,6,2,2,3,99,99,9999,6,3
6289,2015,11,11,3,1,1,1,1,101,1,2,1,30,1,5,5,7,2,1,4,99,99,9999,6,1
6290,2015,11,11,3,1,1,1,1,101,1,2,1,28,1,4,4,6,2,1,4,99,99,9999,6,1
6291,2015,11,11,3,6,2,1,1,102,2,99,1,22,1,3,3,5,2,1,4,42,99,9999,6,1
6292,2015,11,11,3,7,2,1,1,102,1,99,1,22,1,3,3,5,2,1,4,49,5,9999,6,3
6293,2015,11,11,3,12,3,2,1,101,1,11,1,22,1,3,3,5,2,1,4,42,3,9999,6,1
6294,2015,11,11,3,23,4,3,1,115,2,99,1,20,1,3,3,5,1,2,4,99,1,9999,6,1
6295,2015,11,11,3,19,4,3,1,115,1,99,1,23,1,3,3,5,2,1,4,99,99,9999,6,1
6296,2015,11,11,3,8,2,1,5,501,2,99,1,22,1,3,3,5,2,1,4,14,5,9999,6,1
6297,2015,11,11,3,7,2,1,11,1107,2,99,1,51,1,9,9,11,1,2,12,99,7,9999,6,1
6298,2015,11,11,3,7,2,1,11,1107,2,99,1,12,2,1,1,3,1,2,12,99,7,9999,6,1
6299,2015,11,11,3,12,3,2,11,1109,1,99,2,72,1,13,11,15,2,1,4,2,1,9999,6,1
6300,2015,11,11,3,20,4,3,9,920,2,99,1,19,1,2,2,4,2,1,2,99,2,9999,6,1
6301,2015,11,11,3,16,3,2,15,1502,1,99,1,27,1,4,4,6,2,1,4,44,5,2010,5,1
6302,2015,11,11,3,8,2,1,2,204,2,99,1,4,2,1,1,1,2,1,3,42,3,9999,6,1
6303,2015,11,11,3,8,2,1,2,204,2,99,2,34,1,5,5,7,2,1,3,42,3,9999,6,1
6304,2015,11,11,3,8,2,1,2,204,2,99,1,65,1,12,11,14,2,1,3,42,3,9999,6,1
6305,2015,11,12,4,11,2,1,1,101,1,1,1,50,1,9,9,11,2,1,4,42,1,2015,5,1
6306,2015,11,12,4,10,2,1,1,117,1,7,1,19,1,2,2,4,2,1,1,32,2,2012,5,1
6307,2015,11,12,4,10,2,1,1,117,1,7,2,41,1,7,7,9,2,1,1,32,2,2012,5,1
6308,2015,11,12,4,0,1,1,1,115,1,4,1,21,1,3,3,5,2,1,4,24,1,9999,6,3
6309,2015,11,12,4,20,4,3,16,1604,2,99,2,36,1,6,6,8,2,1,4,41,5,2016,5,3
6310,2015,11,13,5,19,4,3,1,101,1,1,1,34,1,5,5,7,2,1,4,21,1,2015,5,1
6311,2015,11,13,5,23,4,3,1,101,1,1,1,27,1,4,4,6,2,1,4,42,6,9999,6,1
6312,2015,11,13,5,23,4,3,1,101,1,1,1,43,1,7,7,9,2,1,4,21,1,9999,6,1
6313,2015,11,13,5,15,3,2,1,101,1,1,1,999,9,16,12,18,2,1,4,42,5,2015,5,1
6314,2015,11,13,5,0,1,1,1,101,1,10,1,35,1,6,6,8,2,1,4,99,1,9999,6,1
6315,2015,11,13,5,14,3,2,1,115,1,4,1,22,1,3,3,5,2,1,4,2,5,9999,6,1
6316,2015,11,13,5,8,2,1,19,1906,2,99,1,18,1,2,2,4,1,2,4,42,5,9999,6,1
6317,2015,11,13,5,21,4,3,19,1905,2,99,1,16,2,2,2,4,2,1,4,42,1,9999,6,3
6318,2015,11,13,5,1,1,1,5,502,2,99,1,18,1,2,2,4,2,1,4,99,99,9999,6,1
6319,2015,11,13,5,23,4,3,6,601,2,99,1,25,1,4,4,6,2,1,3,44,2,9999,6,2
6320,2015,11,13,5,23,4,3,6,601,2,99,1,20,1,3,3,5,2,1,3,44,2,9999,6,2
6321,2015,11,13,5,10,2,1,16,1601,1,1,1,40,1,7,7,9,2,1,12,30,2,1997,3,1
6322,2015,11,13,5,10,2,1,16,1601,1,1,1,49,1,8,8,10,2,1,5,19,2,1992,3,1
6323,2015,11,13,5,10,2,1,16,1601,1,1,2,24,1,3,3,5,2,1,12,30,2,1997,3,1
6324,2015,11,13,5,10,2,1,16,1601,1,1,2,18,1,2,2,4,2,1,12,30,2,1997,3,1
6325,2015,11,13,5,10,2,1,16,1601,1,1,1,34,1,5,5,7,2,1,12,30,2,1997,3,1
6326,2015,11,13,5,18,4,3,15,1501,2,99,1,27,1,4,4,6,2,1,4,99,99,9999,6,1
6327,2015,11,13,5,2,1,1,2,201,2,99,2,19,1,2,2,4,2,1,2,23,2,2004,4,1
6328,2015,11,13,5,2,1,1,2,201,2,99,2,18,1,2,2,4,2,1,2,23,2,2004,4,1
6329,2015,11,13,5,2,1,1,2,201,2,99,2,37,1,6,6,8,2,1,2,23,2,2004,4,1
6330,2015,11,13,5,2,1,1,2,201,2,99,2,1,2,1,1,1,2,1,2,23,2,2004,4,1
6331,2015,11,13,5,2,1,1,2,201,2,99,2,1,2,1,1,1,2,1,2,23,2,2004,4,1
6332,2015,11,13,5,2,1,1,2,201,2,99,2,43,1,7,7,9,2,1,2,23,2,2004,4,1
6333,2015,11,13,5,2,1,1,2,201,2,99,2,2,2,1,1,1,2,1,2,23,2,2004,4,1
6334,2015,11,13,5,14,3,2,2,201,2,99,1,20,1,3,3,5,2,1,4,2,3,9999,6,1
6335,2015,11,13,5,13,3,2,17,1707,2,99,2,19,1,2,2,4,2,1,99,99,99,9999,6,1
6336,2015,11,13,5,13,3,2,17,1703,2,99,2,19,1,2,2,4,2,1,14,99,99,9999,6,1
6337,2015,11,13,5,16,3,2,14,1401,2,99,1,20,1,3,3,5,2,1,12,22,2,1993,3,2
6338,2015,11,13,5,16,3,2,14,1401,2,99,1,12,2,1,1,3,2,1,12,22,2,1993,3,2
6339,2015,11,13,5,16,3,2,14,1401,2,99,1,47,1,8,8,10,2,1,12,22,2,1993,3,2
6340,2015,11,13,5,16,3,2,14,1401,2,99,1,56,1,10,10,12,2,1,12,22,2,1993,3,2
6341,2015,11,13,5,16,3,2,14,1401,2,99,1,16,2,2,2,4,2,1,12,22,2,1993,3,2
6342,2015,11,13,5,16,3,2,14,1401,2,99,2,28,1,4,4,6,2,1,12,22,2,1993,3,2
6343,2015,11,13,5,16,3,2,14,1401,2,99,1,16,2,2,2,4,2,1,12,22,2,1993,3,2
6344,2015,11,13,5,16,3,2,14,1401,2,99,1,18,1,2,2,4,2,1,12,22,2,1993,3,2
6345,2015,11,13,5,16,3,2,14,1401,2,99,2,18,1,2,2,4,2,1,12,22,2,1993,3,2
6346,2015,11,13,5,16,3,2,14,1401,2,99,1,48,1,8,8,10,2,1,12,22,2,1993,3,2
6347,2015,11,13,5,16,3,2,14,1401,2,99,1,16,2,2,2,4,2,1,12,22,2,1993,3,2
6348,2015,11,13,5,16,3,2,14,1401,2,99,2,64,1,11,11,13,2,1,12,22,2,1993,3,2
6349,2015,11,13,5,16,3,2,14,1401,2,99,1,44,1,7,7,9,2,1,12,22,2,1993,3,2
6350,2015,11,13,5,16,3,2,14,1401,2,99,1,35,1,6,6,8,2,1,12,22,2,1993,3,2
6351,2015,11,13,5,16,3,2,14,1401,2,99,1,31,1,5,5,7,2,1,12,22,2,1993,3,2
6352,2015,11,13,5,16,3,2,14,1401,2,99,1,33,1,5,5,7,2,1,12,22,2,1993,3,2
6353,2015,11,13,5,16,3,2,14,1401,2,99,1,10,2,1,1,3,2,1,12,22,2,1993,3,2
6354,2015,11,13,5,16,3,2,14,1401,2,99,2,22,1,3,3,5,2,1,12,22,2,1993,3,2
6355,2015,11,13,5,16,3,2,14,1401,2,99,2,28,1,4,4,6,2,1,12,22,2,1993,3,2
6356,2015,11,13,5,16,3,2,14,1401,2,99,2,5,2,1,1,2,2,1,12,22,2,1993,3,2
6357,2015,11,13,5,16,3,2,14,1401,2,99,2,4,2,1,1,1,2,1,12,22,2,1993,3,2
6358,2015,11,13,5,16,3,2,14,1401,2,99,2,2,2,1,1,1,2,1,12,22,2,1993,3,2
6359,2015,11,13,5,16,3,2,14,1401,2,99,1,0,2,1,1,1,2,1,12,22,2,1993,3,2
6360,2015,11,13,5,23,4,3,4,416,2,99,1,27,1,4,4,6,2,1,4,21,1,9999,6,3
6361,2015,11,13,5,10,2,1,3,312,2,99,1,28,1,4,4,6,2,1,4,2,5,2016,5,1
6362,2015,11,13,5,10,2,1,3,312,2,99,1,18,1,2,2,4,2,1,4,2,5,2016,5,1
6363,2015,11,13,5,22,4,3,3,301,2,99,1,26,1,4,4,6,2,1,1,99,3,9999,6,2
6364,2015,11,14,6,1,1,1,1,107,2,99,1,19,1,2,2,4,2,1,4,21,1,9999,6,3
6365,2015,11,14,6,2,1,1,1,101,1,6,1,999,9,16,12,18,2,1,4,99,99,9999,6,1
6366,2015,11,14,6,8,2,1,1,101,1,13,1,21,1,3,3,5,2,2,4,40,1,2013,5,1
6367,2015,11,14,6,8,2,1,1,101,1,13,2,18,1,2,2,4,2,2,4,40,1,2013,5,1
6368,2015,11,14,6,5,1,1,1,101,1,12,1,25,1,4,4,6,1,2,4,16,1,9999,6,2
6369,2015,11,14,6,5,1,1,1,101,1,12,2,17,2,2,2,4,1,2,4,16,1,9999,6,2
6370,2015,11,14,6,22,4,3,1,115,1,3,1,26,1,4,4,6,2,1,4,20,1,9999,6,3
6371,2015,11,14,6,10,2,1,1,110,2,99,1,20,1,3,3,5,2,1,3,44,6,9999,6,2
6372,2015,11,14,6,10,2,1,1,110,2,99,1,21,1,3,3,5,2,1,3,44,6,9999,6,2
6373,2015,11,14,6,10,2,1,1,110,2,99,1,38,1,6,6,8,2,1,3,44,6,9999,6,2
6374,2015,11,14,6,10,2,1,1,110,2,99,2,19,1,2,2,4,2,1,3,44,6,9999,6,2
6375,2015,11,14,6,10,2,1,1,110,2,99,1,7,2,1,1,2,2,1,3,44,6,9999,6,2
6376,2015,11,14,6,21,4,3,19,1904,2,99,1,37,1,6,6,8,2,1,4,99,99,9999,6,3
6377,2015,11,14,6,21,4,3,19,1904,2,99,1,999,9,16,12,18,2,1,4,99,99,9999,6,3
6378,2015,11,14,6,23,4,3,5,501,2,99,1,25,1,4,4,6,2,1,1,32,99,2001,4,1
6379,2015,11,14,6,23,4,3,5,501,2,99,1,30,1,5,5,7,2,1,1,32,99,2001,4,1
6380,2015,11,14,6,23,4,3,10,1001,2,99,1,22,1,3,3,5,2,1,4,2,5,9999,6,1
6381,2015,11,14,6,23,4,3,10,1001,2,99,1,20,1,3,3,5,2,1,4,2,5,9999,6,1
6382,2015,11,14,6,23,4,3,9,917,2,99,1,25,1,4,4,6,2,1,1,44,2,1991,3,1
6383,2015,11,14,6,23,4,3,9,917,2,99,1,37,1,6,6,8,2,1,3,44,2,1985,2,1
6384,2015,11,14,6,23,4,3,18,1803,2,99,2,23,1,3,3,5,2,2,9,5,2,2003,4,1
6385,2015,11,14,6,5,1,1,18,1801,2,99,1,27,1,4,4,6,2,1,4,42,3,9999,6,1
6386,2015,11,14,6,5,1,1,18,1801,2,99,1,23,1,3,3,5,2,1,2,99,1,9999,6,1
6387,2015,11,14,6,5,1,1,18,1801,2,99,1,20,1,3,3,5,2,2,2,99,1,9999,6,1
6388,2015,11,14,6,12,3,2,14,1420,2,99,1,999,9,16,12,18,2,2,4,21,3,2015,5,1
6389,2015,11,14,6,12,3,2,14,1420,2,99,1,999,9,16,12,18,2,2,4,21,3,2015,5,1
6390,2015,11,14,6,11,2,1,7,706,2,99,1,28,1,4,4,6,2,1,3,32,5,2005,4,1
6391,2015,11,14,6,19,4,3,3,301,2,99,2,15,2,2,2,4,2,2,12,22,1,1995,3,2
6392,2015,11,14,6,19,4,3,3,301,2,99,2,45,1,8,8,10,2,2,12,22,1,1995,3,2
6393,2015,11,14,6,19,4,3,3,301,2,99,2,20,1,3,3,5,2,2,12,22,1,1995,3,2
6394,2015,11,14,6,19,4,3,3,301,2,99,2,80,1,15,11,17,2,1,12,22,1,1995,3,2
6395,2015,11,15,7,4,1,1,1,101,1,1,1,23,1,3,3,5,2,1,4,2,5,9999,6,1
6396,2015,11,15,7,16,3,2,5,502,2,99,2,63,1,11,11,13,2,1,1,20,9,2007,4,1
6397,2015,11,15,7,8,2,1,5,501,2,99,1,19,1,2,2,4,1,2,4,99,2,9999,6,1
6398,2015,11,15,7,8,2,1,5,501,2,99,1,22,1,3,3,5,2,1,4,99,2,9999,6,1
6399,2015,11,15,7,5,1,1,5,501,2,99,1,25,1,4,4,6,1,2,99,99,99,9999,6,1
6400,2015,11,15,7,5,1,1,5,501,2,99,1,19,1,2,2,4,1,2,99,99,99,9999,6,1
6401,2015,11,15,7,22,4,3,11,1101,2,99,2,26,1,4,4,6,2,1,1,44,2,1989,2,1
6402,2015,11,15,7,22,4,3,11,1101,2,99,1,2,2,1,1,1,2,1,1,44,2,1989,2,1
6403,2015,11,15,7,9,2,1,9,901,2,99,2,49,1,8,8,10,2,1,99,99,6,9999,6,1
6404,2015,11,15,7,9,2,1,9,901,2,99,2,17,2,2,2,4,2,1,99,99,6,9999,6,1
6405,2015,11,15,7,9,2,1,9,901,2,99,2,45,1,8,8,10,2,1,99,99,6,9999,6,1
6406,2015,11,15,7,9,2,1,9,901,2,99,2,33,1,5,5,7,2,1,99,99,6,9999,6,1
6407,2015,11,15,7,8,2,1,12,1216,2,99,1,22,1,3,3,5,1,2,4,99,99,9999,6,1
6408,2015,11,15,7,19,4,3,13,1306,2,99,1,58,1,10,10,12,2,1,5,23,2,1983,2,1
6409,2015,11,15,7,16,3,2,13,1327,2,99,2,50,1,9,9,11,2,1,3,44,2,9999,6,3
6410,2015,11,15,7,16,3,2,13,1327,2,99,1,30,1,5,5,7,2,1,3,44,2,9999,6,3
6411,2015,11,15,7,16,3,2,13,1327,2,99,2,12,2,1,1,3,2,1,3,44,2,9999,6,3
6412,2015,11,15,7,16,3,2,13,1327,2,99,2,43,1,7,7,9,2,1,3,44,2,9999,6,3
6413,2015,11,15,7,16,3,2,13,1327,2,99,2,4,2,1,1,1,2,1,3,44,2,9999,6,3
6414,2015,11,15,7,16,3,2,13,1327,2,99,2,22,1,3,3,5,2,1,3,44,2,9999,6,3
6415,2015,11,15,7,16,3,2,13,1327,2,99,1,64,1,11,11,13,2,1,3,44,2,9999,6,3
6416,2015,11,15,7,16,3,2,13,1327,2,99,2,56,1,10,10,12,1,2,3,44,2,9999,6,3
6417,2015,11,15,7,14,3,2,2,203,2,99,1,58,1,10,10,12,2,1,4,4,1,2014,5,1
6418,2015,11,15,7,11,2,1,14,1409,2,99,1,60,1,11,11,13,2,1,3,32,4,1992,3,3
6419,2015,11,15,7,11,2,1,14,1409,2,99,1,39,1,6,6,8,2,1,3,32,4,1992,3,3
6420,2015,11,15,7,11,2,1,14,1409,2,99,2,34,1,5,5,7,2,1,3,32,4,1992,3,3
6421,2015,11,15,7,11,2,1,14,1409,2,99,2,7,2,1,1,2,2,1,3,32,4,1992,3,3
6422,2015,11,15,7,11,2,1,14,1409,2,99,2,4,2,1,1,1,2,1,3,32,4,1992,3,3
6423,2015,11,15,7,11,2,1,14,1409,2,99,1,60,1,11,11,13,2,1,3,32,4,1992,3,3
6424,2015,11,15,7,11,2,1,14,1409,2,99,1,12,2,1,1,3,2,1,3,32,4,1992,3,3
6425,2015,11,15,7,11,2,1,14,1409,2,99,2,23,1,3,3,5,2,1,3,32,4,1992,3,3
6426,2015,11,15,7,11,2,1,14,1409,2,99,1,34,1,5,5,7,2,1,3,32,4,1992,3,3
6427,2015,11,15,7,11,2,1,14,1409,2,99,2,13,2,1,1,3,2,1,3,32,4,1992,3,3
6428,2015,11,15,7,11,2,1,14,1409,2,99,1,6,2,1,1,2,2,1,3,32,4,1992,3,3
6429,2015,11,15,7,11,2,1,14,1409,2,99,1,29,1,4,4,6,2,1,3,32,4,1992,3,3
6430,2015,11,15,7,6,2,1,4,406,2,99,1,24,1,3,3,5,2,2,2,42,6,1998,3,4
6431,2015,11,15,7,8,2,1,3,309,2,99,1,25,1,4,4,6,1,2,3,44,1,9999,6,4
6432,2015,11,16,1,4,1,1,1,101,1,13,1,30,1,5,5,7,2,1,9,44,3,2016,5,2
6433,2015,11,16,1,4,1,1,1,101,1,13,1,58,1,10,10,12,2,1,9,34,2,9999,6,2
6434,2015,11,16,1,4,1,1,1,101,1,13,1,18,1,2,2,4,2,1,9,34,2,9999,6,2
6435,2015,11,16,1,8,2,1,1,101,2,15,1,29,1,4,4,6,2,1,4,37,3,9999,6,3
6436,2015,11,16,1,8,2,1,1,101,1,12,1,49,1,8,8,10,2,1,4,24,5,2011,5,1
6437,2015,11,16,1,18,4,3,19,1903,1,12,1,54,1,9,9,11,2,1,3,44,2,9999,6,1
6438,2015,11,16,1,18,4,3,19,1903,1,12,1,54,1,9,9,11,2,1,3,44,2,9999,6,1
6439,2015,11,16,1,18,4,3,19,1903,1,12,1,28,1,4,4,6,2,1,3,44,2,9999,6,1
6440,2015,11,16,1,18,4,3,19,1903,1,12,2,25,1,4,4,6,2,1,3,44,2,9999,6,1
6441,2015,11,16,1,18,4,3,19,1903,1,12,1,36,1,6,6,8,2,1,3,44,2,9999,6,1
6442,2015,11,16,1,10,2,1,19,1908,1,99,1,22,1,3,3,5,1,2,3,99,99,9999,6,1
6443,2015,11,16,1,10,2,1,19,1908,1,99,1,16,2,2,2,4,2,1,3,99,99,9999,6,1
6444,2015,11,16,1,10,2,1,19,1908,1,99,1,12,2,1,1,3,2,1,3,99,99,9999,6,1
6445,2015,11,16,1,10,2,1,6,605,1,99,1,43,1,7,7,9,2,1,5,33,4,9999,6,3
6446,2015,11,16,1,10,2,1,6,605,1,99,1,42,1,7,7,9,2,1,5,33,4,9999,6,3
6447,2015,11,16,1,17,3,2,11,1103,2,99,1,999,9,16,12,18,2,1,3,32,3,2006,4,1
6448,2015,11,16,1,22,4,3,17,1712,2,99,1,19,1,2,2,4,1,2,4,99,99,9999,6,1
6449,2015,11,16,1,7,2,1,3,302,2,99,1,999,9,16,12,18,1,2,4,99,99,9999,6,3
6450,2015,11,17,2,18,4,3,1,101,1,1,1,22,1,3,3,5,2,1,4,21,5,2015,5,1
6451,2015,11,17,2,9,2,1,19,1901,2,99,1,21,1,3,3,5,2,1,4,21,5,9999,6,1
6452,2015,11,17,2,10,2,1,6,601,2,99,1,41,1,7,7,9,2,1,5,33,4,2009,4,2
6453,2015,11,17,2,5,1,1,6,601,2,99,1,38,1,6,6,8,1,2,4,99,99,9999,6,1
6454,2015,11,17,2,1,1,1,17,1712,2,99,1,50,1,9,9,11,2,1,4,99,99,9999,6,1
6455,2015,11,17,2,1,1,1,17,1712,2,99,1,19,1,2,2,4,1,2,4,99,99,9999,6,1
6456,2015,11,17,2,11,2,1,3,312,2,99,1,21,1,3,3,5,1,2,4,2,1,9999,6,1
6457,2015,11,17,2,11,2,1,3,312,2,99,1,999,9,16,12,18,1,2,4,2,1,9999,6,1
6458,2015,11,18,3,4,1,1,1,101,1,12,1,35,1,6,6,8,2,1,1,32,5,1991,3,2
6459,2015,11,18,3,2,1,1,1,108,1,6,1,21,1,3,3,5,2,2,4,2,5,9999,6,1
6460,2015,11,18,3,2,1,1,1,108,1,6,1,32,1,5,5,7,2,1,4,2,5,9999,6,1
6461,2015,11,18,3,15,3,2,5,501,1,1,1,32,1,5,5,7,2,1,4,61,5,2013,5,1
6462,2015,11,18,3,20,4,3,5,501,2,99,1,66,1,12,11,14,2,1,3,99,99,9999,6,1
6463,2015,11,18,3,20,4,3,5,501,2,99,1,999,9,16,12,18,2,1,3,99,99,9999,6,1
6464,2015,11,18,3,18,4,3,5,506,2,99,2,13,2,1,1,3,1,2,4,99,99,9999,6,1
6465,2015,11,18,3,18,4,3,5,506,2,99,2,999,9,16,12,18,2,1,4,99,99,9999,6,1
6466,2015,11,18,3,20,4,3,18,1801,2,99,1,24,1,3,3,5,2,1,3,37,1,9999,6,1
6467,2015,11,18,3,20,4,3,18,1801,2,99,1,32,1,5,5,7,2,1,3,37,1,9999,6,1
6468,2015,11,18,3,19,4,3,18,1801,2,99,1,27,1,4,4,6,2,1,3,34,2,9999,6,1
6469,2015,11,18,3,6,2,1,14,1421,2,99,1,16,2,2,2,4,1,2,5,19,7,9999,6,1
6470,2015,11,19,4,15,3,2,1,103,2,99,1,68,1,12,11,14,2,1,3,44,6,9999,6,3
6471,2015,11,19,4,10,2,1,1,103,2,99,2,16,2,2,2,4,2,2,1,44,4,9999,6,2
6472,2015,11,19,4,16,3,2,20,2001,1,2,1,25,1,4,4,6,2,1,4,99,99,9999,6,1
6473,2015,11,19,4,3,1,1,5,504,2,99,1,38,1,6,6,8,1,2,1,34,11,9999,6,2
6474,2015,11,19,4,7,2,1,9,901,1,3,1,40,1,7,7,9,2,2,4,41,3,9999,6,1
6475,2015,11,19,4,7,2,1,9,901,1,3,2,54,1,9,9,11,2,1,4,41,3,9999,6,1
6476,2015,11,19,4,12,3,2,9,920,2,99,2,29,1,4,4,6,2,2,4,21,3,9999,6,3
6477,2015,11,19,4,8,2,1,8,804,2,99,1,20,1,3,3,5,2,1,99,99,2,9999,6,2
6478,2015,11,19,4,8,2,1,8,804,2,99,1,999,9,16,12,18,2,1,99,99,2,9999,6,2
