núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,fall_les,int_o_noint,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
1649,2015,3,31,2,20,4,3,3,302,2,99,1,17,2,2,2,4,2,1,4,99,5,9999,6,1
1650,2015,3,1,3,8,2,1,1,101,1,9,1,46,1,8,8,10,2,1,4,99,1,9999,6,1
1651,2015,3,1,3,8,2,1,1,101,1,9,1,19,1,2,2,4,2,1,4,99,1,9999,6,1
1652,2015,3,1,3,21,4,3,1,101,1,6,1,20,1,3,3,5,2,1,1,44,2,9999,6,2
1653,2015,3,1,3,21,4,3,1,101,1,6,1,24,1,3,3,5,2,1,1,44,2,9999,6,2
1654,2015,3,1,3,21,4,3,1,101,1,6,1,28,1,4,4,6,2,1,1,44,2,9999,6,2
1655,2015,3,1,3,21,4,3,1,101,1,6,1,18,1,2,2,4,2,1,1,44,2,9999,6,2
1656,2015,4,1,3,23,4,3,1,108,1,3,1,20,1,3,3,5,1,2,99,99,99,9999,6,2
1657,2015,4,1,3,23,4,3,1,108,1,3,2,27,1,4,4,6,2,1,99,99,99,9999,6,2
1658,2015,4,1,3,23,4,3,1,108,1,3,2,26,1,4,4,6,2,1,99,99,99,9999,6,2
1659,2015,4,1,3,23,4,3,1,108,1,3,1,18,1,2,2,4,2,1,99,99,99,9999,6,2
1660,2015,3,1,3,16,3,2,22,2201,2,99,1,13,2,1,1,3,1,2,1,44,3,2000,4,1
1661,2015,3,1,3,13,3,2,19,1905,2,99,1,20,1,3,3,5,1,2,4,42,5,9999,6,1
1662,2015,3,1,3,17,3,2,10,1017,2,99,1,28,1,4,4,6,2,1,4,42,1,2002,4,2
1663,2015,3,1,3,12,3,2,2,204,2,99,1,13,2,1,1,3,2,1,4,61,3,2013,5,1
1664,2015,3,1,3,10,2,1,17,1701,2,99,1,999,9,16,12,18,2,1,4,40,9,2014,5,1
1665,2015,3,1,3,14,3,2,3,308,2,99,2,18,1,2,2,4,2,1,4,44,9,1994,3,1
1666,2015,4,2,4,15,3,2,1,101,1,3,1,18,1,2,2,4,2,1,4,61,5,2008,4,1
1667,2015,4,2,4,15,3,2,1,101,1,3,1,18,1,2,2,4,2,1,4,61,5,2008,4,1
1668,2015,4,2,4,22,4,3,1,101,1,17,1,57,1,10,10,12,2,1,1,20,4,2013,5,1
1669,2015,4,2,4,22,4,3,1,101,1,17,1,40,1,7,7,9,2,1,3,44,99,1995,3,1
1670,2015,4,2,4,0,1,1,1,101,1,12,1,26,1,4,4,6,2,1,4,99,5,9999,6,1
1671,2015,4,2,4,0,1,1,1,101,1,12,2,28,1,4,4,6,2,1,4,99,5,9999,6,1
1672,2015,4,2,4,0,1,1,1,101,1,7,1,43,1,7,7,9,2,1,3,44,5,9999,6,1
1673,2015,4,2,4,21,4,3,1,115,2,99,1,35,1,6,6,8,2,1,4,21,2,9999,6,1
1674,2015,4,2,4,14,3,2,1,108,1,11,1,21,1,3,3,5,2,1,4,24,1,2010,5,1
1675,2015,4,2,4,14,3,2,1,108,1,11,1,19,1,2,2,4,2,1,4,24,1,2010,5,1
1676,2015,4,2,4,18,4,3,1,108,1,8,1,28,1,4,4,6,2,1,4,24,5,9999,6,1
1677,2015,4,2,4,18,4,3,1,108,1,8,2,32,1,5,5,7,2,1,4,24,5,9999,6,1
1678,2015,4,2,4,18,4,3,1,108,1,8,2,6,2,1,1,2,2,1,4,24,5,9999,6,1
1679,2015,4,2,4,18,4,3,1,108,1,8,1,3,2,1,1,1,2,1,4,24,5,9999,6,1
1680,2015,4,2,4,23,4,3,22,2216,2,99,1,30,1,5,5,7,2,1,1,37,4,1987,2,3
1681,2015,4,2,4,23,4,3,22,2216,2,99,2,60,1,11,11,13,2,1,1,37,4,1987,2,3
1682,2015,4,2,4,23,4,3,22,2216,2,99,2,52,1,9,9,11,2,1,1,37,4,1987,2,3
1683,2015,4,2,4,23,4,3,22,2216,2,99,1,25,1,4,4,6,2,1,1,37,4,1987,2,3
1684,2015,4,2,4,23,4,3,22,2216,2,99,1,7,2,1,1,2,2,1,1,37,4,1987,2,3
1685,2015,4,2,4,23,4,3,22,2216,2,99,1,12,2,1,1,3,2,1,1,37,4,1987,2,3
1686,2015,4,2,4,18,4,3,22,2215,2,99,1,29,1,4,4,6,2,1,4,21,1,9999,6,1
1687,2015,4,2,4,18,4,3,22,2215,2,99,1,32,1,5,5,7,2,1,4,21,1,9999,6,1
1688,2015,4,2,4,15,3,2,19,1905,2,99,1,44,1,7,7,9,2,1,4,36,1,9999,6,1
1689,2015,4,2,4,1,1,1,5,501,2,99,1,35,1,6,6,8,2,1,4,42,99,9999,6,1
1690,2015,4,2,4,1,1,1,5,501,2,99,1,20,1,3,3,5,2,1,4,42,99,9999,6,1
1691,2015,4,2,4,0,1,1,5,513,2,99,1,27,1,4,4,6,1,2,2,99,2,9999,6,2
1692,2015,4,2,4,0,1,1,5,513,2,99,2,27,1,4,4,6,2,1,2,99,2,9999,6,2
1693,2015,4,2,4,0,1,1,5,513,2,99,2,26,1,4,4,6,2,1,2,99,2,9999,6,2
1694,2015,4,2,4,0,1,1,5,513,2,99,1,18,1,2,2,4,2,1,2,99,2,9999,6,2
1695,2015,4,2,4,19,4,3,5,510,2,99,1,17,2,2,2,4,2,1,4,99,99,9999,6,3
1696,2015,4,2,4,5,1,1,5,509,2,99,1,35,1,6,6,8,2,1,4,99,99,9999,6,2
1697,2015,4,2,4,5,1,1,5,509,2,99,2,35,1,6,6,8,2,1,4,99,99,9999,6,2
1698,2015,4,2,4,10,2,1,5,501,2,99,2,20,1,3,3,5,2,1,4,99,99,9999,6,3
1699,2015,4,2,4,3,1,1,5,511,2,99,1,40,1,7,7,9,2,1,3,9,11,9999,6,2
1700,2015,4,2,4,14,3,2,5,501,2,99,1,20,1,3,3,5,2,1,4,99,99,9999,6,2
1701,2015,4,2,4,14,3,2,5,501,2,99,1,20,1,3,3,5,2,1,4,99,99,9999,6,2
1702,2015,4,2,4,17,3,2,5,504,2,99,1,38,1,6,6,8,2,1,14,99,2,9999,6,2
1703,2015,4,2,4,19,4,3,10,1014,2,99,2,25,1,4,4,6,2,1,14,99,1,9999,6,1
1704,2015,4,2,4,20,4,3,10,1014,2,99,1,26,1,4,4,6,1,2,4,2,5,9999,6,2
1705,2015,4,2,4,20,4,3,10,1014,2,99,1,23,1,3,3,5,2,1,4,2,5,9999,6,2
1706,2015,4,2,4,22,4,3,10,1016,2,99,1,47,1,8,8,10,2,1,4,99,1,9999,6,2
1707,2015,4,2,4,23,4,3,10,1016,2,99,1,32,1,5,5,7,2,1,4,99,99,9999,6,3
1708,2015,4,2,4,20,4,3,11,1103,2,99,1,21,1,3,3,5,2,1,4,21,8,9999,6,1
1709,2015,4,2,4,3,1,1,11,1103,2,99,1,40,1,7,7,9,2,2,3,99,99,9999,6,1
1710,2015,4,2,4,15,3,2,9,909,2,99,1,24,1,3,3,5,2,2,1,21,2,9999,6,2
1711,2015,4,2,4,15,3,2,9,909,2,99,1,4,2,1,1,1,1,2,1,21,2,9999,6,2
1712,2015,4,2,4,15,3,2,9,909,2,99,2,8,2,1,1,2,2,1,1,21,2,9999,6,2
1713,2015,4,2,4,21,4,3,9,920,2,99,1,61,1,11,11,13,1,2,3,44,11,1998,3,1
1714,2015,4,2,4,16,3,2,16,1613,2,99,2,18,1,2,2,4,2,1,9,44,2,2014,5,1
1715,2015,4,2,4,16,3,2,16,1613,2,99,2,6,2,1,1,2,2,1,9,44,2,2014,5,1
1716,2015,4,2,4,16,3,2,16,1613,2,99,2,36,1,6,6,8,2,1,9,44,2,2014,5,1
1717,2015,4,2,4,16,3,2,16,1609,2,99,1,23,1,3,3,5,1,2,4,99,99,9999,6,3
1718,2015,4,2,4,16,3,2,16,1609,2,99,1,23,1,3,3,5,1,2,4,99,99,9999,6,3
1719,2015,4,2,4,10,2,1,2,205,2,99,1,25,1,4,4,6,2,1,4,99,99,9999,6,4
1720,2015,4,2,4,10,2,1,2,205,2,99,2,21,1,3,3,5,2,1,4,99,99,9999,6,4
1721,2015,4,2,4,10,2,1,2,205,2,99,1,3,2,1,1,1,2,1,4,99,99,9999,6,4
1722,2015,4,2,4,1,1,1,18,1801,2,99,1,35,1,6,6,8,2,1,3,44,4,9999,6,3
1723,2015,4,2,4,1,1,1,18,1801,2,99,2,35,1,6,6,8,2,1,3,44,4,9999,6,3
1724,2015,4,2,4,19,4,3,18,1803,2,99,1,35,1,6,6,8,1,2,3,44,1,9999,6,3
1725,2015,4,2,4,19,4,3,18,1803,2,99,1,999,9,16,12,18,1,2,3,99,2,9999,6,2
1726,2015,4,2,4,19,4,3,18,1803,2,99,1,999,9,16,12,18,1,2,3,99,2,9999,6,2
1727,2015,4,2,4,19,4,3,18,1803,2,99,1,999,9,16,12,18,1,2,3,99,2,9999,6,2
1728,2015,4,2,4,19,4,3,18,1803,2,99,1,999,9,16,12,18,1,2,3,99,2,9999,6,2
1729,2015,4,2,4,19,4,3,18,1803,2,99,1,35,1,6,6,8,2,1,3,99,2,9999,6,2
1730,2015,4,2,4,19,4,3,18,1803,2,99,1,34,1,5,5,7,2,1,3,99,2,9999,6,2
1731,2015,4,2,4,19,4,3,18,1803,2,99,2,34,1,5,5,7,2,1,3,99,2,9999,6,2
1732,2015,4,2,4,19,4,3,18,1803,2,99,2,11,2,1,1,3,2,1,3,99,2,9999,6,2
1733,2015,4,2,4,19,4,3,18,1803,2,99,1,14,2,1,1,3,2,1,3,99,2,9999,6,2
1734,2015,4,2,4,19,4,3,18,1803,2,99,1,28,1,4,4,6,2,1,3,99,2,9999,6,2
1735,2015,4,2,4,19,4,3,18,1803,2,99,1,48,1,8,8,10,2,1,3,99,2,9999,6,2
1736,2015,4,2,4,19,4,3,14,1413,2,99,1,59,1,10,10,12,2,1,4,99,99,9999,6,1
1737,2015,4,2,4,19,4,3,14,1413,2,99,2,52,1,9,9,11,2,1,4,99,99,9999,6,1
1738,2015,4,2,4,17,3,2,3,312,2,99,2,16,2,2,2,4,2,1,4,99,99,9999,6,3
1739,2015,4,3,5,13,3,2,1,101,1,18,2,20,1,3,3,5,2,1,9,20,1,1996,3,3
1740,2015,4,3,5,13,3,2,1,101,1,18,2,50,1,9,9,11,2,1,9,20,1,1996,3,3
1741,2015,4,3,5,13,3,2,1,101,1,18,2,31,1,5,5,7,2,1,9,20,1,1996,3,3
1742,2015,4,3,5,13,3,2,1,101,1,18,2,11,2,1,1,3,2,1,9,20,1,1996,3,3
1743,2015,4,3,5,13,3,2,1,101,1,18,2,40,1,7,7,9,2,1,9,20,1,1996,3,3
1744,2015,4,3,5,13,3,2,1,101,1,18,1,38,1,6,6,8,2,1,9,20,1,1996,3,3
1745,2015,4,3,5,17,3,2,1,101,1,11,1,35,1,6,6,8,1,2,4,99,99,9999,6,2
1746,2015,4,3,5,17,3,2,1,101,1,11,1,20,1,3,3,5,2,1,4,99,99,9999,6,2
1747,2015,4,3,5,18,4,3,1,101,1,7,1,22,1,3,3,5,2,1,4,24,5,9999,6,1
1748,2015,4,3,5,19,4,3,1,108,1,3,2,40,1,7,7,9,2,1,1,44,3,9999,6,2
1749,2015,4,3,5,19,4,3,1,108,1,3,2,23,1,3,3,5,2,1,1,44,3,9999,6,2
1750,2015,4,3,5,19,4,3,1,108,1,3,2,6,2,1,1,2,2,1,1,44,3,9999,6,2
1751,2015,4,3,5,19,4,3,1,108,1,3,2,45,1,8,8,10,2,1,1,44,3,9999,6,2
1752,2015,4,3,5,17,3,2,19,1904,2,99,1,30,1,5,5,7,2,1,2,13,2,1998,3,3
1753,2015,4,3,5,12,3,2,5,509,2,99,2,29,1,4,4,6,2,1,1,44,4,9999,6,2
1754,2015,4,3,5,17,3,2,5,511,2,99,1,37,1,6,6,8,2,1,1,32,11,1997,3,1
1755,2015,4,3,5,22,4,3,5,505,2,99,2,19,1,2,2,4,2,1,2,44,1,1991,3,1
1756,2015,4,3,5,23,4,3,5,509,2,99,1,19,1,2,2,4,2,1,1,30,1,9999,6,3
1757,2015,4,3,5,23,4,3,5,509,2,99,1,18,1,2,2,4,2,1,1,30,1,9999,6,3
1758,2015,4,3,5,23,4,3,5,509,2,99,1,21,1,3,3,5,2,1,1,30,1,9999,6,3
1759,2015,4,3,5,23,4,3,5,509,2,99,2,19,1,2,2,4,2,1,1,30,1,9999,6,3
1760,2015,4,3,5,23,4,3,5,509,2,99,2,19,1,2,2,4,2,1,1,30,1,9999,6,3
1761,2015,4,3,5,20,4,3,5,505,2,99,1,45,1,8,8,10,2,1,1,32,2,9999,6,1
1762,2015,4,3,5,21,4,3,5,509,2,99,1,29,1,4,4,6,2,1,4,99,99,9999,6,1
1763,2015,4,3,5,21,4,3,5,501,1,1,1,20,1,3,3,5,2,1,4,99,99,9999,6,1
1764,2015,4,3,5,21,4,3,5,501,1,1,1,19,1,2,2,4,2,1,4,99,99,9999,6,1
1765,2015,4,3,5,18,4,3,11,1106,2,99,2,20,1,3,3,5,2,1,3,23,11,2012,5,1
1766,2015,4,3,5,23,4,3,12,1222,2,99,1,21,1,3,3,5,1,2,4,99,99,2013,5,1
1767,2015,4,3,5,23,4,3,12,1222,2,99,1,21,1,3,3,5,2,1,4,99,99,2013,5,1
1768,2015,4,3,5,20,4,3,13,1301,2,99,1,52,1,9,9,11,2,1,8,42,3,1987,2,1
1769,2015,4,3,5,20,4,3,13,1301,2,99,2,2,2,1,1,1,2,1,8,42,3,1987,2,1
1770,2015,4,3,5,20,4,3,13,1301,2,99,1,6,2,1,1,2,2,1,8,42,3,1987,2,1
1771,2015,4,3,5,20,4,3,13,1301,2,99,2,66,1,12,11,14,2,1,8,42,3,1987,2,1
1772,2015,4,3,5,20,4,3,13,1301,2,99,1,19,1,2,2,4,2,1,8,42,3,1987,2,1
1773,2015,4,3,5,20,4,3,13,1301,2,99,1,22,1,3,3,5,2,1,1,34,2,2001,4,1
1774,2015,4,3,5,8,2,1,8,802,2,99,1,22,1,3,3,5,2,1,4,61,3,9999,6,3
1775,2015,4,3,5,8,2,1,8,802,2,99,1,28,1,4,4,6,2,1,4,61,3,9999,6,3
1776,2015,4,3,5,18,4,3,17,1701,2,99,1,31,1,5,5,7,2,1,4,24,1,2009,4,1
1777,2015,4,4,6,19,4,3,1,101,1,11,1,48,1,8,8,10,1,2,4,2,5,9999,6,3
1778,2015,4,4,6,15,3,2,21,2107,2,99,2,86,1,15,11,17,2,1,14,2,1,9999,6,3
1779,2015,4,4,6,15,3,2,21,2107,2,99,2,52,1,9,9,11,2,1,14,2,1,9999,6,3
1780,2015,4,4,6,16,3,2,5,509,2,99,1,24,1,3,3,5,2,1,1,21,11,9999,6,3
1781,2015,4,4,6,16,3,2,5,509,2,99,2,52,1,9,9,11,2,1,1,21,11,9999,6,3
1782,2015,4,4,6,16,3,2,5,509,2,99,1,25,1,4,4,6,2,1,1,21,11,9999,6,3
1783,2015,4,4,6,16,3,2,5,509,2,99,1,0,2,1,1,1,1,2,1,21,11,9999,6,3
1784,2015,4,4,6,16,3,2,5,509,2,99,2,7,2,1,1,2,2,1,1,21,11,9999,6,3
1785,2015,4,4,6,16,3,2,5,509,2,99,1,56,1,10,10,12,2,1,1,21,11,9999,6,3
1786,2015,4,4,6,7,2,1,5,509,2,99,1,39,1,6,6,8,2,1,1,32,4,9999,6,2
1787,2015,4,4,6,14,3,2,5,509,2,99,1,29,1,4,4,6,2,1,4,42,5,2012,5,1
1788,2015,4,4,6,3,1,1,5,509,2,99,1,31,1,5,5,7,2,1,4,99,99,9999,6,1
1789,2015,4,4,6,3,1,1,5,509,2,99,1,25,1,4,4,6,2,1,4,99,99,9999,6,1
1790,2015,4,4,6,3,1,1,6,609,2,99,2,24,1,3,3,5,2,1,4,99,99,9999,6,3
1791,2015,4,4,6,14,3,2,10,1014,2,99,1,44,1,7,7,9,1,2,1,32,4,9999,6,1
1792,2015,4,4,6,14,3,2,10,1014,2,99,1,40,1,7,7,9,2,2,9,44,3,9999,6,1
1793,2015,4,4,6,19,4,3,10,1021,2,99,2,14,2,1,1,3,2,1,4,99,99,9999,6,3
1794,2015,4,4,6,19,4,3,10,1021,2,99,2,16,2,2,2,4,2,1,4,99,99,9999,6,3
1795,2015,4,4,6,19,4,3,10,1021,2,99,2,15,2,2,2,4,2,1,4,99,99,9999,6,3
1796,2015,4,4,6,19,4,3,11,1107,2,99,1,25,1,4,4,6,2,1,3,44,11,9999,6,3
1797,2015,4,4,6,19,4,3,11,1107,2,99,2,23,1,3,3,5,2,1,3,44,11,9999,6,3
1798,2015,4,4,6,9,2,1,13,1312,2,99,2,21,1,3,3,5,2,1,1,44,6,9999,6,3
1799,2015,4,4,6,23,4,3,13,1302,2,99,2,16,2,2,2,4,2,1,4,99,99,9999,6,2
1800,2015,4,4,6,23,4,3,13,1302,2,99,1,19,1,2,2,4,2,1,4,99,99,9999,6,2
1801,2015,4,4,6,23,4,3,13,1302,2,99,2,14,2,1,1,3,2,1,4,99,99,9999,6,2
1802,2015,4,4,6,15,3,2,16,1607,2,99,1,28,1,4,4,6,2,1,4,40,5,9999,6,1
1803,2015,4,4,6,15,3,2,16,1607,2,99,1,8,2,1,1,2,2,1,4,40,5,9999,6,1
1804,2015,4,4,6,15,3,2,16,1607,2,99,1,2,2,1,1,1,2,1,4,40,5,9999,6,1
1805,2015,4,4,6,17,3,2,16,1615,2,99,1,36,1,6,6,8,1,2,4,21,5,9999,6,1
1806,2015,4,4,6,17,3,2,16,1615,2,99,1,22,1,3,3,5,2,1,3,44,2,1985,2,1
1807,2015,4,4,6,17,3,2,16,1615,2,99,2,40,1,7,7,9,2,1,3,44,2,1985,2,1
1808,2015,4,4,6,17,3,2,16,1615,2,99,1,7,2,1,1,2,2,1,3,44,2,1985,2,1
1809,2015,4,4,6,17,3,2,16,1615,2,99,1,25,1,4,4,6,2,1,3,44,2,1985,2,1
1810,2015,4,4,6,16,3,2,16,1614,2,99,1,21,1,3,3,5,2,1,4,21,5,9999,6,1
1811,2015,4,4,6,16,3,2,16,1614,2,99,1,22,1,3,3,5,2,1,4,21,5,9999,6,1
1812,2015,4,4,6,16,3,2,16,1614,2,99,1,26,1,4,4,6,2,1,4,21,5,9999,6,1
1813,2015,4,4,6,16,3,2,16,1614,2,99,1,12,2,1,1,3,2,1,4,21,5,9999,6,1
1814,2015,4,4,6,18,4,3,2,205,2,99,2,14,2,1,1,3,2,1,3,44,4,1987,2,1
1815,2015,4,4,6,18,4,3,2,205,2,99,2,22,1,3,3,5,2,1,3,44,4,1987,2,1
1816,2015,4,4,6,18,4,3,2,205,2,99,1,10,2,1,1,3,2,1,3,44,4,1987,2,1
1817,2015,4,4,6,18,4,3,2,205,2,99,2,8,2,1,1,2,2,1,3,44,4,1987,2,1
1818,2015,4,4,6,18,4,3,2,205,2,99,1,36,1,6,6,8,2,1,3,44,4,1987,2,1
1819,2015,4,4,6,8,2,1,17,1705,2,99,1,41,1,7,7,9,1,2,3,44,4,9999,6,3
1820,2015,4,4,6,10,2,1,14,1405,2,99,1,17,2,2,2,4,2,1,3,99,1,9999,6,3
1821,2015,4,4,6,10,2,1,14,1405,2,99,1,19,1,2,2,4,2,1,3,99,1,9999,6,3
1822,2015,4,4,6,10,2,1,14,1405,2,99,1,13,2,1,1,3,2,1,3,99,1,9999,6,3
1823,2015,4,4,6,10,2,1,14,1405,2,99,1,23,1,3,3,5,2,1,3,99,1,9999,6,3
1824,2015,4,4,6,10,2,1,14,1405,2,99,1,22,1,3,3,5,2,1,3,99,1,9999,6,3
1825,2015,4,4,6,10,2,1,14,1405,2,99,2,17,2,2,2,4,2,1,3,99,1,9999,6,3
1826,2015,4,4,6,10,2,1,14,1405,2,99,1,7,2,1,1,2,2,1,3,99,1,9999,6,3
1827,2015,4,4,6,10,2,1,14,1405,2,99,1,3,2,1,1,1,2,1,3,99,1,9999,6,3
1828,2015,4,4,6,10,2,1,14,1405,2,99,2,20,1,3,3,5,2,1,3,99,1,9999,6,3
1829,2015,4,4,6,10,2,1,14,1405,2,99,1,21,1,3,3,5,2,1,3,99,1,9999,6,3
1830,2015,4,4,6,10,2,1,14,1405,2,99,1,15,2,2,2,4,2,1,3,99,1,9999,6,3
1831,2015,4,4,6,10,2,1,7,710,2,99,1,35,1,6,6,8,2,1,9,44,3,2008,4,1
1832,2015,4,4,6,10,2,1,7,710,2,99,1,15,2,2,2,4,2,1,9,44,3,2008,4,1
1833,2015,4,4,6,10,2,1,7,710,2,99,1,55,1,10,10,12,2,1,9,44,3,2008,4,1
1834,2015,4,4,6,10,2,1,7,710,2,99,2,33,1,5,5,7,2,1,9,44,3,2008,4,1
1835,2015,4,4,6,10,2,1,4,403,2,99,1,36,1,6,6,8,2,1,3,44,9,1992,3,1
1836,2015,4,4,6,10,2,1,4,403,2,99,2,35,1,6,6,8,2,1,3,44,9,1992,3,1
1837,2015,4,4,6,10,2,1,4,403,2,99,1,13,2,1,1,3,2,1,3,44,9,1992,3,1
1838,2015,4,4,6,12,3,2,4,414,2,99,1,49,1,8,8,10,2,1,3,44,3,1993,3,3
1839,2015,4,4,6,12,3,2,4,414,2,99,2,42,1,7,7,9,2,1,3,44,3,1993,3,3
1840,2015,4,4,6,12,3,2,4,414,2,99,2,24,1,3,3,5,2,1,3,44,3,1993,3,3
1841,2015,4,4,6,12,3,2,4,414,2,99,1,19,1,2,2,4,2,1,3,44,3,1993,3,3
1842,2015,4,4,6,12,3,2,4,414,2,99,1,28,1,4,4,6,2,1,3,44,3,1993,3,3
1843,2015,4,4,6,12,3,2,4,414,2,99,2,25,1,4,4,6,2,1,3,44,3,1993,3,3
1844,2015,4,4,6,12,3,2,4,414,2,99,2,4,2,1,1,1,2,1,3,44,3,1993,3,3
1845,2015,4,4,6,12,3,2,4,414,2,99,1,32,1,5,5,7,2,1,3,44,3,1993,3,3
1846,2015,4,4,6,12,3,2,4,414,2,99,2,4,2,1,1,1,2,1,3,44,3,1993,3,3
1847,2015,4,4,6,12,3,2,4,414,2,99,2,26,1,4,4,6,2,1,3,44,3,1993,3,3
1848,2015,4,4,6,12,3,2,4,414,2,99,1,16,2,2,2,4,2,1,3,44,3,1993,3,3
1849,2015,4,4,6,12,3,2,4,414,2,99,2,22,1,3,3,5,2,1,3,44,3,1993,3,3
1850,2015,4,4,6,12,3,2,4,414,2,99,1,2,2,1,1,1,2,1,3,44,3,1993,3,3
1851,2015,4,4,6,12,3,2,4,414,2,99,1,24,1,3,3,5,2,1,3,44,3,1993,3,3
1852,2015,4,4,6,12,3,2,4,414,2,99,2,1,2,1,1,1,2,1,3,44,3,1993,3,3
1853,2015,4,5,7,2,1,1,1,117,1,99,1,23,1,3,3,5,2,1,1,34,4,9999,6,1
1854,2015,4,5,7,2,1,1,1,117,1,99,2,37,1,6,6,8,2,1,1,37,99,9999,6,1
1855,2015,4,5,7,2,1,1,1,117,1,99,2,18,1,2,2,4,2,1,1,37,99,9999,6,1
1856,2015,4,5,7,17,3,2,1,115,1,5,2,25,1,4,4,6,2,1,4,99,99,9999,6,1
1857,2015,4,5,7,17,3,2,1,115,1,5,2,25,1,4,4,6,2,1,4,99,99,9999,6,1
1858,2015,4,5,7,18,4,3,1,110,1,99,1,47,1,8,8,10,2,1,3,44,4,2008,4,3
1859,2015,4,5,7,18,4,3,1,110,1,99,1,12,2,1,1,3,2,1,3,44,4,2008,4,3
1860,2015,4,5,7,0,1,1,5,509,1,99,1,19,1,2,2,4,2,1,2,23,14,1985,2,1
1861,2015,4,5,7,0,1,1,5,509,1,99,2,32,1,5,5,7,2,1,2,23,14,1985,2,1
1862,2015,4,5,7,23,4,3,5,503,2,99,1,22,1,3,3,5,2,1,4,99,99,9999,6,3
1863,2015,4,5,7,16,3,2,5,506,2,99,2,30,1,5,5,7,2,1,4,99,99,9999,6,3
1864,2015,4,5,7,19,4,3,6,602,2,99,2,12,2,1,1,3,2,1,14,2,1,2007,4,1
1865,2015,4,5,7,19,4,3,6,602,2,99,2,32,1,5,5,7,2,1,14,2,1,2007,4,1
1866,2015,4,5,7,19,4,3,6,602,2,99,2,48,1,8,8,10,2,1,14,2,1,2007,4,1
1867,2015,4,5,7,19,4,3,6,602,2,99,2,16,2,2,2,4,2,1,14,2,1,2007,4,1
1868,2015,4,5,7,19,4,3,6,602,2,99,2,35,1,6,6,8,2,1,14,2,1,2007,4,1
1869,2015,4,5,7,18,4,3,10,1001,1,1,2,21,1,3,3,5,2,1,1,37,4,2013,5,1
1870,2015,4,5,7,1,1,1,12,1226,1,99,2,49,1,8,8,10,2,1,14,99,1,9999,6,4
1871,2015,4,5,7,1,1,1,12,1226,1,99,2,65,1,12,11,14,2,1,14,99,1,9999,6,4
1872,2015,4,5,7,1,1,1,12,1226,1,99,1,6,2,1,1,2,2,1,14,99,1,9999,6,4
1873,2015,4,5,7,1,1,1,12,1226,1,99,1,8,2,1,1,2,2,1,14,99,1,9999,6,4
1874,2015,4,5,7,1,1,1,12,1226,1,99,1,4,2,1,1,1,2,1,14,99,1,9999,6,4
1875,2015,4,5,7,11,2,1,16,1605,1,99,2,30,1,5,5,7,2,1,2,42,4,2000,4,3
1876,2015,4,5,7,11,2,1,16,1605,1,99,2,8,2,1,1,2,2,1,2,42,4,2000,4,3
1877,2015,4,5,7,11,2,1,16,1605,1,99,1,1,2,1,1,1,2,1,2,42,4,2000,4,3
1878,2015,4,5,7,17,3,2,15,1501,1,99,1,20,1,3,3,5,2,1,4,99,1,2013,5,1
1879,2015,4,5,7,17,3,2,15,1501,1,99,1,17,2,2,2,4,2,1,4,40,3,9999,6,1
1880,2015,4,5,7,17,3,2,15,1501,1,99,1,17,2,2,2,4,2,1,4,40,3,9999,6,1
1881,2015,4,5,7,17,3,2,15,1501,1,99,2,21,1,3,3,5,2,1,4,40,3,9999,6,1
1882,2015,4,5,7,16,3,2,18,1804,1,99,1,47,1,8,8,10,1,2,3,44,4,9999,6,1
1883,2015,4,5,7,16,3,2,18,1804,1,99,2,15,2,2,2,4,2,1,3,44,4,9999,6,1
1884,2015,4,5,7,12,3,2,18,1804,1,99,1,19,1,2,2,4,2,1,3,30,4,9999,6,1
1885,2015,4,5,7,12,3,2,18,1804,1,99,2,20,1,3,3,5,2,1,3,30,4,9999,6,1
1886,2015,4,5,7,12,3,2,18,1804,1,99,2,26,1,4,4,6,2,1,1,44,1,9999,6,1
1887,2015,4,5,7,12,3,2,18,1804,1,99,1,10,2,1,1,3,2,1,1,44,1,9999,6,1
1888,2015,4,5,7,12,3,2,18,1804,1,99,1,8,2,1,1,2,2,1,1,44,1,9999,6,1
1889,2015,4,5,7,12,3,2,18,1804,1,99,1,23,1,3,3,5,2,1,1,44,1,9999,6,1
1890,2015,4,5,7,12,3,2,18,1804,1,99,1,21,1,3,3,5,2,1,3,30,4,9999,6,1
1891,2015,4,5,7,15,3,2,17,1705,1,99,1,43,1,7,7,9,1,2,3,99,3,9999,6,1
1892,2015,4,5,7,15,3,2,17,1705,1,99,1,42,1,7,7,9,1,2,3,99,3,9999,6,1
1893,2015,4,5,7,15,3,2,17,1705,1,99,1,22,1,3,3,5,2,1,3,44,99,9999,6,1
1894,2015,4,5,7,15,3,2,17,1705,1,99,2,49,1,8,8,10,2,1,3,44,99,9999,6,1
1895,2015,4,5,7,15,3,2,17,1705,1,99,2,2,2,1,1,1,2,1,3,44,99,9999,6,1
1896,2015,4,5,7,15,3,2,17,1705,1,99,1,30,1,5,5,7,2,1,3,44,99,9999,6,1
1897,2015,4,5,7,15,3,2,17,1705,1,99,2,15,2,2,2,4,2,1,3,44,99,9999,6,1
