dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,estado_pil,tipo_v,color_v,modelo_v,causa_ac
14,9,2,19,17,2,99,2,20,1,4,99,9999,1
14,9,2,19,3,2,99,1,27,1,1,9,9999,1
14,9,2,19,3,2,99,1,41,1,2,5,9999,1
20,1,3,19,1,2,99,1,38,9,4,2,9999,1
20,1,3,19,1,2,99,9,999,9,99,99,9999,1
14,3,7,19,4,2,99,1,38,2,3,11,1986,1
14,3,7,19,4,2,99,1,48,9,2,3,1995,1
15,7,4,19,5,2,99,1,48,1,1,6,1999,1
15,7,4,19,5,2,99,9,999,9,5,99,9999,1
20,6,7,19,5,2,99,1,26,2,4,5,2008,1
20,6,7,19,5,2,99,1,46,1,3,1,9999,1
15,7,4,19,17,2,99,1,43,1,2,4,1986,1
14,8,6,19,16,2,99,9,999,9,1,99,1989,1
14,8,6,19,16,2,99,9,34,2,3,4,1996,1
14,8,6,19,16,2,99,1,999,1,1,6,1996,1
19,10,2,19,19,2,99,1,35,1,4,3,2008,1
19,10,2,19,19,2,99,1,60,1,5,2,9999,1
19,11,5,19,12,2,99,9,999,9,99,2,1985,1
19,11,5,19,12,2,99,1,23,9,4,1,9999,1
19,11,5,19,7,2,99,1,50,1,5,99,9999,1
19,11,5,19,7,2,99,1,56,1,9,99,9999,1
10,4,6,19,17,2,99,9,999,9,99,99,9999,1
19,11,5,19,10,2,99,1,21,1,12,7,1992,1
19,11,5,19,10,2,99,9,999,1,3,4,2006,1
19,11,5,19,10,2,99,1,25,1,3,2,2009,1
19,11,5,19,10,2,99,1,43,2,3,99,9999,1
19,11,5,19,10,2,99,1,22,1,14,1,9999,1
16,12,4,19,17,2,99,1,43,1,4,99,9999,1
16,12,4,19,17,2,99,9,999,9,1,6,9999,1
11,4,7,19,1,1,99,9,999,9,3,1,9999,1
11,4,7,19,1,1,99,1,21,1,14,1,9999,1
20,11,6,19,16,2,99,1,60,9,1,4,9999,1
20,11,6,19,16,2,99,1,23,9,4,5,9999,1
18,7,7,19,21,2,99,1,25,1,1,3,2007,1
18,7,7,19,21,2,99,1,999,1,4,99,9999,1
20,11,6,19,17,2,99,1,29,2,1,4,2002,1
20,11,6,19,17,2,99,1,16,1,4,4,2006,1
17,8,2,19,16,2,99,9,999,9,5,99,9999,1
24,2,3,19,5,1,99,1,18,9,4,99,2007,1
24,2,3,19,5,1,99,1,23,9,4,5,2008,1
25,2,4,19,18,2,99,9,999,9,99,99,9999,1
25,2,4,19,18,2,99,2,22,9,4,99,9999,1
21,11,7,19,22,2,99,1,25,2,1,2,9999,1
19,5,3,19,14,2,99,1,40,1,5,2,1999,1
19,5,3,19,14,2,99,1,28,1,1,11,9999,1
21,11,7,19,6,2,99,1,40,2,1,2,9999,1
21,11,7,19,6,2,99,1,41,1,12,1,9999,1
18,12,6,19,4,2,99,1,38,2,1,4,9999,1
18,12,6,19,4,2,99,1,40,1,1,1,9999,1
12,4,1,19,10,2,99,9,999,9,2,3,9999,1
12,4,1,19,10,2,99,1,39,1,4,5,9999,1
19,8,4,19,11,2,99,1,37,1,3,4,1988,1
19,8,4,19,11,2,99,1,33,1,9,2,1998,1
25,6,5,19,2,2,99,1,999,2,1,5,1993,1
19,3,5,19,5,2,99,1,28,9,2,5,1990,1
19,3,5,19,5,2,99,1,41,9,6,3,9999,1
20,5,4,19,10,2,99,1,33,1,4,3,2006,1
20,5,4,19,10,2,99,9,999,9,1,6,9999,1
28,1,4,19,22,2,99,9,999,9,6,2,1985,1
28,1,4,19,22,2,99,1,33,1,1,2,2004,1
27,2,6,19,19,2,99,1,22,9,3,2,1984,1
27,2,6,19,19,2,99,1,43,9,7,99,9999,1
22,11,1,19,1,1,1,1,30,1,1,2,2007,1
22,11,1,19,1,1,1,9,999,9,1,5,2010,1
27,2,6,19,9,2,99,1,20,9,3,5,2003,1
27,2,6,19,9,2,99,9,999,9,1,5,9999,1
21,8,6,19,1,2,99,9,999,9,2,1,1986,1
21,8,6,19,1,2,99,1,34,9,4,3,9999,1
23,11,2,19,1,1,3,2,40,1,1,4,9999,1
23,11,2,19,1,1,3,1,22,1,4,5,9999,1
24,11,3,19,1,1,3,2,44,1,1,4,9999,1
24,11,3,19,1,1,3,1,22,1,4,5,9999,1
24,5,1,19,20,2,99,1,27,1,1,11,1999,1
24,5,1,19,20,2,99,1,33,2,1,1,2000,1
24,5,1,19,20,2,99,1,23,1,3,4,9999,1
16,4,5,19,5,2,99,1,20,9,3,2,9999,1
16,4,5,19,5,2,99,1,25,9,3,2,9999,1
27,6,7,19,4,2,99,1,39,1,1,1,1995,1
27,6,7,19,4,2,99,1,30,2,1,6,9999,1
30,1,6,19,1,2,99,1,46,2,1,4,1992,1
30,1,6,19,1,2,99,1,65,2,3,6,1994,1
23,9,4,19,19,2,99,1,34,1,3,2,1994,1
23,9,4,19,19,2,99,1,24,1,2,11,9999,1
30,6,3,19,1,1,5,1,35,1,1,2,2005,1
30,6,3,19,1,1,5,1,39,2,1,4,9999,1
17,4,6,19,12,2,99,1,52,1,3,2,1992,1
17,4,6,19,12,2,99,1,16,9,4,3,9999,1
27,5,4,19,9,2,99,1,30,1,9,99,1993,1
27,5,4,19,9,2,99,1,40,1,9,99,9999,1
17,4,6,19,1,1,7,1,38,9,4,7,9999,1
17,4,6,19,1,1,7,1,28,9,1,9,9999,1
18,4,7,19,1,1,1,1,26,1,1,1,1989,1
18,4,7,19,1,1,1,1,37,1,4,99,9999,1
24,8,2,19,22,2,99,9,999,9,1,11,9999,1
24,8,2,19,22,2,99,9,999,9,5,11,9999,1
18,4,7,19,16,1,3,1,18,2,3,2,1994,1
18,4,7,19,16,1,3,9,999,9,2,4,2001,1
29,11,1,19,20,2,99,1,41,1,3,3,1987,1
29,11,1,19,20,2,99,1,29,9,2,4,2000,1
24,3,3,19,12,1,99,1,31,2,2,6,1996,1
24,3,3,19,12,1,99,9,999,9,1,2,1997,1
29,11,1,19,5,2,99,1,41,1,3,6,1994,1
29,11,1,19,5,2,99,1,39,1,4,5,2006,1
25,8,3,19,15,2,99,1,30,1,3,6,1996,1
25,8,3,19,15,2,99,1,29,1,1,1,9999,1
30,5,7,19,1,1,18,1,35,1,2,9,2002,1
30,5,7,19,1,1,18,1,48,2,10,2,2009,1
25,7,7,19,17,2,99,1,39,1,1,6,2005,1
25,7,7,19,17,2,99,1,44,1,9,1,2006,1
26,8,4,19,11,2,99,1,30,2,1,1,1990,1
26,8,4,19,11,2,99,1,17,1,4,1,9999,1
30,5,7,19,1,1,12,1,37,2,9,10,1986,1
30,5,7,19,1,1,12,1,23,1,1,1,2001,1
29,9,3,19,9,2,99,1,16,2,3,2,2001,1
29,9,3,19,9,2,99,1,31,1,3,11,9999,1
25,3,4,19,10,2,99,1,40,2,2,11,1981,1
25,3,4,19,10,2,99,1,26,9,1,1,2008,1
25,3,4,19,17,2,99,1,20,9,1,99,9999,1
25,3,4,19,17,2,99,1,28,9,3,99,9999,1
22,4,4,19,1,2,99,1,53,1,99,2,2002,1
22,4,4,19,1,2,99,1,32,1,1,11,9999,1
22,4,4,19,20,2,99,1,54,1,4,99,2007,1
22,4,4,19,20,2,99,9,999,9,3,99,9999,1
22,4,4,19,8,2,99,1,30,9,3,4,9999,1
27,3,6,19,6,2,99,9,999,9,9,6,1998,1
27,3,6,19,6,2,99,2,35,1,4,99,2006,1
28,3,7,19,22,2,99,1,43,2,1,6,1992,1
28,3,7,19,22,2,99,1,28,2,3,5,9999,1
28,3,7,19,22,2,99,1,29,2,12,6,9999,1
29,7,4,19,1,1,12,1,37,1,4,1,2005,1
29,7,4,19,1,1,12,9,999,9,1,99,9999,1
29,7,4,19,13,2,99,1,29,1,3,3,1981,1
29,7,4,19,13,2,99,1,29,2,3,6,2009,1
29,3,1,19,1,1,13,2,55,1,1,6,1995,1
29,3,1,19,1,1,13,1,18,1,4,4,9999,1
30,3,2,19,6,2,99,9,999,9,5,99,9999,1
30,7,5,19,6,2,99,9,999,9,2,2,9999,1
30,4,5,19,12,1,2,1,19,2,3,14,1985,1
30,4,5,19,12,1,2,1,999,1,2,9,2009,1
30,4,5,19,13,2,99,1,33,1,2,99,2003,1
1,7,4,19,16,2,99,1,22,2,3,9,1994,2
2,6,3,19,22,2,99,1,28,2,3,3,2008,2
5,2,5,19,1,2,99,1,25,1,2,10,1985,3
4,9,6,19,1,1,18,1,19,1,1,99,9999,4
2,4,5,19,1,1,99,2,40,9,1,99,9999,2
4,1,1,19,16,2,99,9,999,9,9,1,2005,3
4,9,6,19,17,2,99,1,44,2,3,4,9999,2
2,4,5,19,17,2,99,1,30,1,2,2,9999,2
6,3,6,19,16,2,99,1,39,9,3,99,9999,2
3,4,6,19,1,1,5,1,36,1,1,2,2007,3
10,1,7,19,3,2,99,1,27,9,4,4,9999,2
8,3,1,19,9,1,1,1,35,9,4,1,1980,2
8,12,3,19,19,2,99,1,61,9,4,99,9999,1
9,7,5,19,3,2,99,1,43,1,3,3,1986,2
13,1,3,19,14,2,99,1,33,1,3,99,9999,4
14,2,7,19,5,2,99,1,26,9,4,99,9999,4
13,10,3,19,9,2,99,1,16,1,1,5,9999,3
14,11,7,19,19,2,99,1,49,2,4,4,9999,2
14,11,7,19,17,2,99,2,57,1,1,1,9999,2
13,5,4,19,19,2,99,1,24,1,1,10,1999,1
13,8,5,19,9,1,3,1,32,1,5,2,1991,1
14,12,2,19,21,2,99,1,48,9,3,4,1999,2
20,2,6,19,18,2,99,1,26,9,4,5,9999,2
15,9,3,19,4,2,99,1,19,1,4,99,2007,2
10,4,6,19,3,2,99,1,24,2,1,14,2004,2
26,6,6,19,6,1,99,1,39,2,2,99,1986,2
25,10,1,19,14,2,99,9,999,9,7,99,9999,3
15,4,4,19,12,2,99,1,40,1,3,3,9999,4
20,9,1,19,1,2,99,9,999,2,1,2,9999,2
19,12,7,19,5,1,99,1,26,2,1,3,1997,2
27,2,6,19,17,2,99,1,25,2,4,1,9999,4
23,11,2,19,16,2,99,9,999,9,3,3,9999,2
21,9,2,19,1,2,99,1,29,9,4,1,9999,2
22,3,1,19,15,2,99,1,25,9,3,1,9999,3
27,5,4,19,1,1,99,9,999,9,3,5,9999,13
17,4,6,19,8,2,99,1,38,2,3,1,9999,2
24,7,6,19,1,1,7,1,19,1,1,4,9999,2
24,9,5,19,2,2,99,1,24,1,5,2,2008,3
28,5,5,19,4,2,99,1,39,1,3,5,1994,4
28,11,7,19,6,2,99,1,35,1,4,1,9999,2
19,4,1,19,11,2,99,1,48,1,3,2,9999,3
26,12,7,19,17,2,99,1,13,1,4,99,9999,4
28,12,2,19,1,2,99,1,29,9,3,5,9999,2
26,7,1,19,16,2,99,1,35,9,12,2,1988,3
28,8,6,19,18,2,99,1,47,1,3,1,1972,3
30,7,5,19,3,1,99,9,999,9,8,4,9999,2
30,4,5,19,12,2,99,9,999,9,3,9,9999,4
1,12,3,20,5,2,99,1,35,2,2,3,1991,1
1,12,3,20,5,2,99,9,999,9,14,1,2004,1
1,5,6,20,1,1,1,1,23,1,1,3,2004,1
1,5,6,20,1,1,1,1,28,1,4,99,9999,1
1,7,4,20,15,1,1,1,36,2,2,3,2004,1
1,7,4,20,15,1,1,1,52,1,1,4,2007,1
2,10,6,20,10,2,99,1,24,9,4,5,2008,1
2,10,6,20,10,2,99,9,999,9,5,99,9999,1
2,3,2,20,9,2,99,1,24,9,9,8,1991,1
2,3,2,20,9,2,99,2,32,9,1,2,9999,1
1,7,4,20,18,2,99,1,26,2,5,3,2007,1
1,7,4,20,18,2,99,1,27,1,4,5,2007,1
2,3,2,20,16,2,99,1,29,9,3,99,1984,1
2,3,2,20,16,2,99,1,43,9,9,6,9999,1
2,10,6,20,17,2,99,1,17,9,4,99,9999,1
2,10,6,20,17,2,99,1,23,9,4,99,9999,1
3,9,5,20,21,2,99,1,55,2,3,7,1984,1
3,9,5,20,21,2,99,1,25,2,1,2,1993,1
5,2,5,20,1,1,6,1,30,1,1,3,2000,1
5,2,5,20,1,1,6,1,22,2,1,14,2000,1
2,6,3,20,18,2,99,1,39,1,5,2,1987,1
2,1,6,20,5,2,99,1,27,9,1,1,1993,1
2,1,6,20,5,2,99,1,30,9,3,9,2008,1
3,6,4,20,1,1,2,1,999,1,1,3,2009,1
3,6,4,20,1,1,2,1,28,2,1,11,9999,1
2,8,1,20,16,2,99,9,999,9,2,4,1993,1
2,8,1,20,16,2,99,1,45,1,3,6,1994,1
3,3,3,20,5,2,99,1,999,9,1,4,1989,1
3,3,3,20,5,2,99,1,999,9,9,6,2003,1
3,3,3,20,5,2,99,1,23,2,1,99,9999,1
1,4,4,20,14,2,99,1,999,1,2,11,9999,1
1,4,4,20,14,2,99,1,46,2,3,1,9999,1
2,11,2,20,5,1,1,1,45,2,3,10,9999,1
2,11,2,20,5,1,1,1,25,2,4,6,9999,1
4,10,1,20,1,1,18,9,999,2,3,3,9999,1
4,10,1,20,1,1,18,1,48,2,1,10,9999,1
3,3,3,20,13,1,99,1,33,9,1,8,1994,1
3,3,3,20,13,1,99,1,999,9,1,5,1994,1
3,6,4,20,11,2,99,1,25,1,1,99,9999,1
3,6,4,20,11,2,99,1,34,1,4,99,9999,1
3,6,4,20,11,2,99,9,999,9,3,99,9999,1
5,7,1,20,1,1,7,1,24,1,12,1,1990,1
5,7,1,20,1,1,7,1,36,2,2,3,1991,1
5,7,1,20,1,1,7,1,33,1,10,2,2001,1
2,5,7,20,1,2,99,2,23,1,4,5,9999,1
2,5,7,20,1,2,99,9,999,9,1,1,9999,1
3,11,3,20,15,2,99,1,28,1,5,5,9999,1
4,9,6,20,20,2,99,1,28,1,3,9,1994,1
4,9,6,20,20,2,99,1,28,1,3,3,2006,1
4,12,6,20,4,1,99,9,999,9,4,1,2004,1
4,12,6,20,4,1,99,1,20,2,1,4,9999,1
5,11,5,20,1,1,6,1,22,9,3,5,9999,1
5,11,5,20,1,1,6,1,27,9,1,6,9999,1
7,1,4,20,12,2,99,1,59,2,3,5,1982,1
7,1,4,20,12,2,99,1,999,1,4,2,2008,1
7,6,1,20,10,2,99,1,31,2,1,2,2000,1
7,6,1,20,10,2,99,1,19,1,3,5,2009,1
5,8,4,20,9,1,8,1,40,9,1,8,9999,1
5,8,4,20,9,1,8,1,20,9,4,5,9999,1
8,1,5,20,22,2,99,1,20,1,4,3,9999,1
8,1,5,20,22,2,99,1,21,1,1,2,9999,1
7,6,1,20,14,2,99,1,33,1,9,3,9999,1
7,6,1,20,14,2,99,1,26,2,14,1,9999,1
5,9,7,20,13,1,3,1,26,2,1,6,1994,1
5,9,7,20,13,1,3,1,24,1,4,1,2004,1
11,2,4,20,22,2,99,9,999,9,6,2,9999,1
5,12,7,20,2,2,99,1,18,2,4,99,9999,1
9,1,6,20,2,2,99,9,999,9,5,99,9999,1
7,7,3,20,10,2,99,1,39,2,4,1,2004,1
7,7,3,20,10,2,99,1,30,1,4,1,9999,1
6,9,1,20,12,2,99,1,26,2,1,9,1993,1
6,9,1,20,12,2,99,1,16,1,1,4,1998,1
6,11,6,20,1,1,5,1,55,9,5,2,9999,1
6,11,6,20,1,1,5,1,23,9,3,5,9999,1
12,2,5,20,5,1,99,2,21,9,4,5,9999,1
12,2,5,20,5,1,99,1,23,9,1,1,9999,1
8,6,2,20,4,2,99,1,26,1,1,11,2007,1
8,6,2,20,4,2,99,1,29,1,3,5,9999,1
7,12,2,20,7,2,99,1,25,9,3,3,1987,1
7,12,2,20,7,2,99,9,999,9,5,1,1988,1
7,12,2,20,7,2,99,1,22,9,3,3,9999,1
6,8,5,20,17,2,99,9,999,9,99,99,9999,1
6,8,5,20,17,2,99,2,18,1,4,99,9999,1
8,9,3,20,5,2,99,9,999,9,6,2,9999,1
8,9,3,20,5,2,99,1,41,1,7,1,9999,1
8,10,5,20,4,2,99,1,36,9,5,6,2007,1
8,10,5,20,4,2,99,1,65,2,1,6,9999,1
8,3,1,20,17,2,99,9,999,9,9,99,9999,1
8,3,1,20,17,2,99,9,999,9,4,99,9999,1
9,7,5,20,12,2,99,9,999,9,3,9,1975,1
9,7,5,20,12,2,99,1,42,2,3,2,1989,1
9,10,6,20,8,2,99,1,23,1,1,3,1986,1
9,10,6,20,8,2,99,1,30,2,1,4,1997,1
9,3,2,20,5,2,99,1,34,2,1,2,9999,1
9,3,2,20,5,2,99,1,39,2,6,2,9999,1
9,9,4,20,1,1,7,2,36,1,1,6,1999,1
9,9,4,20,1,1,7,1,16,9,4,9,9999,1
9,10,6,20,12,2,99,1,25,1,9,3,9999,1
9,10,6,20,12,2,99,9,999,9,5,9,9999,1
10,3,3,20,1,1,5,2,34,9,1,99,1999,1
10,3,3,20,1,1,5,1,20,9,99,99,9999,1
12,6,6,20,11,2,99,9,999,9,5,99,9999,1
12,6,6,20,17,2,99,1,26,1,4,4,9999,1
12,6,6,20,17,2,99,1,26,1,3,4,9999,1
11,10,1,20,6,2,99,1,34,2,3,5,1996,1
11,10,1,20,6,2,99,9,999,9,99,99,9999,1
11,7,7,20,1,1,18,1,36,2,3,3,1985,1
11,7,7,20,1,1,18,1,61,1,1,4,1992,1
8,8,7,20,12,2,99,9,999,9,3,3,9999,1
8,8,7,20,12,2,99,1,39,1,3,2,9999,1
15,1,5,20,16,2,99,1,60,1,3,6,1999,1
15,1,5,20,16,2,99,1,49,2,2,5,2000,1
11,7,7,20,1,2,99,2,24,1,1,2,1993,1
11,7,7,20,1,2,99,9,999,9,1,4,9999,1
11,9,6,20,5,2,99,1,22,1,5,2,9999,1
11,9,6,20,5,2,99,1,61,1,1,5,9999,1
13,11,6,20,22,2,99,9,999,9,7,11,9999,1
13,11,6,20,22,2,99,1,21,1,1,4,9999,1
13,11,6,20,22,2,99,1,16,2,4,99,9999,1
11,12,6,20,22,1,1,1,34,2,1,2,9999,1
11,12,6,20,22,1,1,1,999,1,3,5,9999,1
16,1,6,20,5,2,99,1,22,1,6,2,1998,1
16,1,6,20,5,2,99,1,30,1,1,99,9999,1
13,9,1,20,1,1,9,1,66,9,3,9,1987,1
13,9,1,20,1,1,9,1,37,9,7,1,9999,1
16,2,2,20,10,1,1,2,48,9,1,4,2007,1
16,2,2,20,10,1,1,9,999,9,14,1,2009,1
7,4,3,20,1,1,11,1,68,1,2,4,2003,1
7,4,3,20,1,1,11,1,19,9,4,1,9999,1
13,11,6,20,17,2,99,9,999,9,3,99,9999,1
16,1,6,20,17,2,99,9,999,9,1,4,9999,1
12,3,5,20,3,2,99,9,999,9,99,99,9999,1
13,9,1,20,1,1,10,1,999,2,1,11,1994,1
13,9,1,20,1,1,10,1,18,2,1,99,2009,1
14,10,4,20,17,1,99,2,21,9,4,7,9999,1
14,10,4,20,17,1,99,9,999,9,1,6,9999,1
13,9,1,20,1,1,1,1,999,1,1,3,2009,1
13,9,1,20,1,1,1,1,29,1,3,3,9999,1
13,9,1,20,1,1,1,1,34,1,3,5,9999,1
14,10,4,20,19,2,99,1,51,9,3,6,9999,1
16,2,2,20,9,2,99,1,55,9,3,2,1979,1
16,2,2,20,9,2,99,1,22,9,3,10,1990,1
16,2,2,20,9,2,99,2,32,9,1,2,9999,1
9,8,1,20,14,2,99,1,36,1,12,1,1994,1
9,8,1,20,14,2,99,1,36,1,3,1,9999,1
16,2,2,20,13,2,99,1,49,9,2,9,1993,1
16,2,2,20,13,2,99,1,42,9,2,6,1997,1
16,2,2,20,8,2,99,1,52,9,3,1,1986,1
16,2,2,20,8,2,99,1,28,9,6,2,2009,1
11,12,6,20,4,2,99,1,30,2,3,2,1982,1
11,12,6,20,4,2,99,2,30,1,1,3,9999,1
7,4,3,20,9,1,8,1,26,1,4,2,9999,1
7,4,3,20,16,2,99,2,27,1,4,99,9999,1
7,4,3,20,16,2,99,9,999,9,10,99,9999,1
12,12,7,20,5,2,99,1,34,2,5,2,1987,1
12,12,7,20,5,2,99,1,27,1,1,2,2001,1
11,5,2,20,13,2,99,1,24,2,4,3,2008,1
11,5,2,20,13,2,99,1,19,2,4,1,2009,1
14,9,2,20,18,2,99,9,999,9,3,4,9999,1
14,9,2,20,18,2,99,1,37,9,4,1,9999,1
19,6,6,20,10,2,99,1,38,2,4,1,1981,1
19,6,6,20,10,2,99,1,20,1,14,1,2010,1
17,11,3,20,15,1,2,1,21,1,4,3,9999,1
17,11,3,20,15,1,2,1,21,1,4,1,9999,1
20,2,6,20,13,2,99,1,32,9,3,5,1994,1
20,2,6,20,13,2,99,1,20,9,99,1,9999,1
15,12,3,20,1,1,1,1,35,1,1,2,9999,1
15,12,3,20,1,1,1,1,56,2,1,2,9999,1
16,7,5,20,1,2,99,1,23,2,1,9,1993,1
16,7,5,20,1,2,99,2,27,1,1,9,1993,1
15,3,1,20,18,2,99,9,999,9,6,99,9999,1
16,7,5,20,19,2,99,1,31,1,1,6,1999,1
16,7,5,20,19,2,99,1,31,1,1,4,9999,1
15,12,3,20,9,2,99,1,35,1,1,3,2000,1
15,12,3,20,9,2,99,1,32,1,1,1,2002,1
21,2,7,20,20,2,99,1,44,9,2,9,2000,1
21,2,7,20,1,1,1,2,40,9,1,14,2006,1
21,2,7,20,1,1,1,1,28,9,3,5,9999,1
15,8,7,20,16,1,10,1,23,9,1,11,1998,1
15,8,7,20,16,1,10,1,26,9,3,1,9999,1
21,6,1,20,20,2,99,1,16,1,4,1,2006,1
21,6,1,20,20,2,99,1,16,1,4,1,2007,1
16,7,5,20,17,2,99,1,23,1,5,2,9999,1
16,7,5,20,17,2,99,1,999,1,4,2,9999,1
16,3,2,20,1,1,14,2,22,9,1,1,2004,1
16,3,2,20,1,1,14,1,33,9,4,1,9999,1
10,4,6,20,14,2,99,1,34,2,8,2,9999,1
10,4,6,20,14,2,99,1,19,1,4,1,9999,1
18,7,7,20,1,1,9,1,64,9,1,11,9999,1
18,7,7,20,1,1,9,1,31,9,4,5,9999,1
17,8,2,20,1,1,13,1,38,2,1,2,2000,1
17,8,2,20,1,1,13,1,38,1,1,2,2003,1
16,3,2,20,18,1,99,9,999,9,1,2,9999,1
16,3,2,20,18,1,99,2,28,9,4,99,9999,1
25,2,4,20,16,2,99,1,24,1,1,4,1985,1
25,2,4,20,16,2,99,1,29,1,9,1,2006,1
23,6,3,20,2,2,99,9,999,9,3,6,2004,1
23,6,3,20,2,2,99,1,37,1,3,2,2008,1
18,8,3,20,1,1,5,1,46,2,1,1,2000,1
18,8,3,20,1,1,5,1,53,1,1,2,2005,1
17,3,3,20,22,2,99,1,39,9,1,4,9999,1
17,3,3,20,22,2,99,1,27,9,1,99,9999,1
18,9,6,20,1,2,99,1,17,1,2,3,1998,1
18,9,6,20,1,2,99,1,60,1,4,5,1998,1
18,12,6,20,5,2,99,1,45,1,6,9,1989,1
18,12,6,20,5,2,99,1,20,1,4,99,9999,1
19,8,4,20,20,2,99,9,999,9,99,99,9999,1
19,8,4,20,20,2,99,1,19,1,4,99,9999,1
18,9,6,20,9,2,99,9,999,9,3,3,9999,1
26,2,5,20,13,1,5,1,46,9,3,4,2006,1
26,2,5,20,13,1,5,1,19,9,4,5,2007,1
25,6,5,20,4,1,4,1,31,2,3,3,9999,1
25,6,5,20,4,1,4,1,31,1,3,6,9999,1
27,2,6,20,1,1,6,1,36,1,12,99,9999,1
27,2,6,20,1,1,6,1,28,2,1,5,9999,1
20,5,4,20,11,1,1,1,22,1,14,99,9999,1
20,5,4,20,11,1,1,1,36,1,14,1,9999,1
27,2,6,20,1,2,99,1,32,2,1,1,1994,1
27,2,6,20,1,2,99,1,33,9,1,9,1998,1
28,1,4,20,18,2,99,9,999,9,99,99,9999,1
28,1,4,20,18,2,99,1,61,9,4,99,9999,1
27,6,7,20,1,1,18,9,999,9,1,2,9999,1
27,6,7,20,1,1,18,1,26,1,4,1,9999,1
21,3,7,20,1,1,6,1,30,1,1,5,1984,1
21,3,7,20,1,1,6,1,19,1,14,1,9999,1
24,5,1,20,9,1,10,2,30,1,9,4,1986,1
24,5,1,20,9,1,10,2,999,1,2,14,1995,1
24,5,1,20,9,1,10,1,999,1,1,3,1997,1
24,5,1,20,9,1,10,1,999,1,1,5,1997,1
24,5,1,20,9,1,10,1,48,2,3,5,1997,1
24,5,1,20,9,1,10,1,999,1,4,5,2006,1
28,2,7,20,11,2,99,1,56,1,3,2,9999,1
28,2,7,20,11,2,99,1,20,1,1,99,9999,1
28,10,4,20,1,1,10,1,999,9,1,10,9999,1
28,10,4,20,1,1,10,1,55,9,4,4,9999,1
22,3,1,20,1,2,99,1,27,9,9,2,2007,1
22,3,1,20,1,2,99,1,40,9,4,4,9999,1
25,5,2,20,20,1,1,1,33,2,4,1,2007,1
25,5,2,20,20,1,1,9,999,9,4,5,9999,1
16,4,5,20,4,2,99,1,23,2,1,2,2002,1
16,4,5,20,4,2,99,1,35,1,1,11,9999,1
23,7,5,20,1,2,99,1,48,2,1,14,1979,1
23,7,5,20,1,2,99,1,29,1,1,3,1991,1
23,7,5,20,1,2,99,1,24,1,1,2,1993,1
28,10,4,20,5,2,99,9,999,9,7,1,9999,1
25,5,2,20,13,2,99,1,17,1,3,1,1985,1
25,5,2,20,13,2,99,9,999,9,3,7,9999,1
23,7,5,20,5,2,99,9,999,9,6,99,9999,1
30,6,3,20,1,2,99,1,75,1,5,5,1979,1
30,6,3,20,1,2,99,1,44,1,2,4,2009,1
23,7,5,20,17,2,99,1,18,1,4,99,9999,1
23,7,5,20,17,2,99,9,999,9,3,99,9999,1
30,10,6,20,1,2,99,1,999,9,4,5,9999,1
30,10,6,20,1,2,99,9,999,9,1,1,9999,1
18,4,7,20,1,1,5,9,999,9,9,99,9999,1
18,4,7,20,1,1,5,9,999,9,3,99,9999,1
24,7,6,20,20,2,99,1,40,1,2,7,1982,1
24,7,6,20,20,2,99,9,999,9,1,10,9999,1
24,12,5,20,21,2,99,1,57,1,1,9,2000,1
24,12,5,20,21,2,99,2,22,1,4,1,2004,1
24,7,6,20,3,2,99,1,39,1,5,2,1992,1
24,7,6,20,3,2,99,1,60,1,1,2,1994,1
24,8,2,20,1,1,4,1,21,1,3,2,9999,1
24,8,2,20,1,1,4,9,999,9,99,6,9999,1
24,3,3,20,16,2,99,9,999,9,5,99,9999,1
25,7,7,20,22,2,99,9,999,9,1,99,9999,1
25,7,7,20,22,2,99,1,22,1,4,99,9999,1
29,11,1,20,17,2,99,9,999,9,1,99,9999,1
29,11,1,20,17,2,99,1,21,1,4,99,9999,1
29,11,1,20,17,2,99,9,999,9,1,99,9999,1
24,3,3,20,3,2,99,9,999,9,6,99,9999,1
19,4,1,20,5,2,99,1,24,1,1,99,9999,1
19,4,1,20,5,2,99,1,31,2,1,99,9999,1
27,9,1,20,4,1,18,1,38,2,3,3,1986,1
27,9,1,20,4,1,18,9,999,9,3,5,9999,1
25,7,7,20,11,1,4,1,55,2,3,4,9999,1
25,7,7,20,11,1,4,1,50,1,2,99,9999,1
30,5,7,20,1,1,3,1,46,1,11,2,2009,1
30,5,7,20,1,1,3,1,29,1,4,5,9999,1
26,8,4,20,19,2,99,9,999,9,2,99,9999,1
26,8,4,20,19,2,99,1,22,2,14,99,9999,1
25,3,4,20,1,2,99,1,25,1,1,1,1991,1
25,3,4,20,1,2,99,1,999,1,2,2,1994,1
30,5,7,20,11,2,99,9,999,9,2,4,9999,1
30,5,7,20,11,2,99,9,999,9,6,1,9999,1
30,5,7,20,17,2,99,1,37,2,3,10,1986,1
30,5,7,20,17,2,99,1,999,1,3,1,9999,1
28,8,6,20,8,2,99,1,39,1,3,9,1988,1
28,8,6,20,8,2,99,1,30,1,3,6,1994,1
27,7,2,20,5,2,99,1,40,9,2,99,1996,1
27,7,2,20,5,2,99,1,38,9,3,1,9999,1
22,4,4,20,4,2,99,1,36,1,3,1,1991,1
