núm_corre,día_ocu,año_ocu,hora_ocu,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,área_geo_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,tipo_eve,g_hora,g_hora_5,g_modelo_veh
2799,17,2016,22,7,7,604,6,2,99,1,999,9,9999,3,4,3,6
2807,17,2016,21,7,7,1803,18,2,99,3,999,4,9999,3,4,3,6
2817,18,2016,3,7,1,614,6,2,99,1,69,10,9999,3,1,1,6
2833,20,2016,22,7,3,917,9,2,99,7,17,17,9999,3,4,3,6
2878,24,2016,7,7,7,705,7,2,99,3,69,3,1992,3,2,1,3
2882,24,2016,13,7,7,1803,18,2,99,2,999,4,9999,3,3,2,6
2926,27,2016,22,7,3,1710,17,1,99,3,69,2,9999,3,4,3,6
2966,30,2016,22,7,6,206,2,2,99,5,999,99,9999,3,4,3,6
2978,31,2016,14,7,7,507,5,2,99,3,69,3,9999,3,3,2,6
2985,31,2016,6,7,7,1613,16,2,99,12,30,7,9999,3,2,1,6
2989,31,2016,13,7,7,406,4,2,99,1,27,3,2008,3,3,2,4
3032,5,2016,13,8,5,915,9,1,99,3,69,5,9999,3,3,2,6
3067,8,2016,17,8,1,1309,13,1,99,1,73,99,9999,3,3,2,6
3157,14,2016,21,8,7,610,6,2,99,3,56,1,2000,3,4,3,4
3160,15,2016,0,8,1,101,1,1,6,1,48,5,1996,3,1,1,3
3163,15,2016,3,8,1,2212,22,2,99,5,26,2,9999,3,1,1,6
3183,16,2016,15,8,2,507,5,2,99,3,69,2,9999,3,3,2,6
3186,16,2016,8,8,2,1609,16,2,99,14,6,99,9999,3,2,1,6
3270,22,2016,19,8,1,1104,11,2,99,14,6,1,2007,3,4,3,4
3277,22,2016,20,8,1,110,1,1,99,12,999,99,9999,3,4,3,6
3283,23,2016,17,8,2,1106,11,2,99,2,8,4,2001,3,3,2,4
3287,24,2016,12,8,3,2101,21,2,99,12,999,17,9999,3,3,2,6
3341,28,2016,2,8,7,2007,20,1,99,3,69,7,1981,3,1,1,2
3354,28,2016,20,8,7,701,7,2,99,3,69,1,9999,3,4,3,6
3372,30,2016,21,8,2,303,3,2,99,2,52,1,1998,3,4,3,3
3434,4,2016,12,9,7,101,1,1,12,1,69,2,1994,3,3,2,3
3466,6,2016,14,9,2,2001,20,2,99,3,999,4,9999,3,3,2,6
3517,10,2016,9,9,6,102,1,2,99,3,69,1,9999,3,2,1,6
3562,12,2016,18,9,1,705,7,2,99,2,69,9,9999,3,4,3,6
3579,13,2016,18,9,2,501,5,2,99,1,69,2,9999,3,4,3,6
3611,15,2016,6,9,4,511,5,2,99,12,999,99,9999,3,2,1,6
3617,15,2016,17,9,4,401,4,1,99,14,6,99,9999,3,3,2,6
3666,18,2016,17,9,7,1001,10,2,99,12,999,17,9999,3,3,2,6
3679,18,2016,12,9,7,301,3,2,99,6,19,2,1999,3,3,2,3
3706,21,2016,1,9,3,705,7,2,99,1,69,11,9999,3,1,1,6
3814,29,2016,15,9,4,704,7,2,99,3,999,9,9999,3,3,2,6
3837,1,2016,18,10,6,2215,22,2,99,1,69,5,9999,3,4,3,6
3838,1,2016,19,10,6,2201,22,2,99,3,69,9,9999,3,4,3,6
3870,2,2016,4,10,7,1607,16,2,99,3,69,3,9999,3,1,1,6
3895,5,2016,22,10,3,608,6,2,99,3,69,4,9999,3,4,3,6
3921,7,2016,23,10,5,1601,16,2,99,5,999,99,9999,3,4,3,6
3946,8,2016,10,10,6,1613,16,2,99,3,999,99,9999,3,2,1,6
3949,8,2016,21,10,6,715,7,2,99,2,44,4,1996,3,4,3,3
3967,10,2016,17,10,1,101,1,1,5,3,69,3,1988,3,3,2,2
4006,13,2016,15,10,4,1601,16,2,99,11,69,1,9999,3,3,2,6
4019,14,2016,17,10,5,1412,14,1,99,3,69,6,9999,3,3,2,6
4023,14,2016,15,10,5,207,2,2,99,14,6,1,9999,3,3,2,6
4024,14,2016,18,10,5,1202,12,2,99,11,69,2,9999,3,4,3,6
4027,15,2016,0,10,6,117,1,1,99,1,999,4,1988,3,1,1,2
4029,15,2016,2,10,6,117,1,1,99,5,999,2,9999,3,1,1,6
4054,16,2016,7,10,7,501,5,2,99,1,999,99,9999,3,2,1,6
4073,17,2016,13,10,1,101,1,1,12,5,26,2,9999,3,3,2,6
4074,17,2016,16,10,1,101,1,1,7,1,14,10,1980,3,3,2,2
4083,17,2016,12,10,1,919,9,2,99,11,15,10,1999,3,3,2,3
4109,19,2016,15,10,3,1406,14,2,99,5,17,2,9999,3,3,2,6
4113,20,2016,14,10,4,1905,19,2,99,6,74,2,2000,3,3,2,4
4119,20,2016,5,10,4,1801,18,1,99,14,6,1,9999,3,1,1,6
4120,20,2016,11,10,4,713,7,1,99,5,17,2,1989,3,2,1,2
4125,21,2016,19,10,5,103,1,1,99,99,999,99,9999,3,4,3,6
4161,23,2016,8,10,7,511,5,2,99,12,999,99,9999,3,2,1,6
4164,23,2016,17,10,7,806,8,2,99,2,999,1,9999,3,3,2,6
4198,26,2016,23,10,3,101,1,1,12,1,27,4,2016,3,4,3,5
4221,28,2016,9,10,5,1302,13,2,99,2,69,2,9999,3,2,1,6
4226,28,2016,0,10,5,1401,14,2,99,5,19,5,2001,3,1,1,4
4260,30,2016,2,10,7,103,1,1,99,1,52,10,9999,3,1,1,6
4266,30,2016,7,10,7,1904,19,2,99,2,31,99,9999,3,2,1,6
4270,30,2016,11,10,7,1312,13,2,99,3,69,5,9999,3,2,1,6
4296,31,2016,18,10,1,401,4,1,99,14,6,1,2013,3,4,3,5
4332,3,2016,17,11,4,1016,10,2,99,3,999,99,9999,3,3,2,6
4343,4,2016,15,11,5,1616,16,2,99,12,999,6,9999,3,3,2,6
4345,5,2016,3,11,6,101,1,1,9,1,51,1,9999,3,1,1,6
4385,7,2016,18,11,1,201,2,2,99,14,999,99,9999,3,4,3,6
4461,12,2016,14,11,6,1709,17,2,99,5,56,3,1987,3,3,2,2
4471,13,2016,3,11,7,301,3,2,99,3,69,5,9999,3,1,1,6
4505,14,2016,14,11,1,308,3,2,99,12,6,2,9999,3,3,2,6
4523,16,2016,16,11,3,501,5,1,99,12,999,99,9999,3,3,2,6
4601,21,2016,15,11,1,608,6,2,99,13,36,6,9999,3,3,2,6
4632,24,2016,0,11,4,108,1,2,99,12,999,99,9999,3,1,1,6
4673,26,2016,10,11,6,511,5,2,99,5,17,99,1990,3,2,1,3
4681,26,2016,14,11,6,715,7,2,99,14,6,1,9999,3,3,2,6
4704,27,2016,0,11,7,1406,14,2,99,3,69,99,9999,3,1,1,6
4730,30,2016,13,11,3,705,7,2,99,3,69,4,1990,3,3,2,3
4733,30,2016,22,11,3,1712,17,1,99,3,69,2,1989,3,4,3,2
4745,1,2016,13,12,4,1613,16,2,99,3,999,99,9999,3,3,2,6
4764,2,2016,22,12,5,117,1,1,99,5,999,6,1994,3,4,3,3
4888,11,2016,16,12,7,2206,22,1,99,3,69,6,1998,3,3,2,3
4898,11,2016,16,12,7,1709,17,2,99,5,31,2,9999,3,3,2,6
4926,13,2016,14,12,2,1803,18,2,99,12,28,1,2001,3,3,2,4
4931,14,2016,5,12,3,2201,22,2,99,6,19,2,1994,3,1,1,3
4993,18,2016,5,12,7,117,1,1,99,1,48,5,9999,3,1,1,6
5014,19,2016,0,12,1,101,1,1,12,11,999,99,9999,3,1,1,6
5017,19,2016,15,12,1,1904,19,2,99,1,10,4,2006,3,3,2,4
5069,22,2016,20,12,4,1415,14,2,99,3,999,3,9999,3,4,3,6
5085,24,2016,1,12,6,2212,22,2,99,3,69,9,9999,3,1,1,6
5094,24,2016,17,12,6,1211,12,2,99,2,999,2,9999,3,3,2,6
5106,25,2016,23,12,7,109,1,2,99,1,999,99,9999,3,4,3,6
5117,25,2016,7,12,7,502,5,2,99,1,10,4,2006,3,2,1,4
5130,26,2016,10,12,1,303,3,2,99,5,999,99,9999,3,2,1,6
5142,27,2016,14,12,2,705,7,2,99,3,69,99,9999,3,3,2,6
5176,30,2016,6,12,5,601,6,2,99,5,26,2,9999,3,2,1,6
5186,31,2016,13,12,6,1609,16,2,99,12,35,2,9999,3,3,2,6
5197,31,2016,15,12,6,101,1,1,9,12,19,1,9999,3,3,2,6
45,3,2016,13,1,7,2001,20,2,99,4,999,99,9999,4,3,2,6
51,3,2016,21,1,7,1701,17,2,99,4,6,5,9999,4,4,3,6
67,5,2016,0,1,2,1301,13,2,99,4,64,5,9999,4,1,1,6
70,5,2016,20,1,2,1801,18,2,99,4,6,99,2016,4,4,3,5
90,8,2016,22,1,5,117,1,1,99,4,999,99,9999,4,4,3,6
112,9,2016,10,1,6,1217,12,1,99,4,999,5,9999,4,2,1,6
114,9,2016,7,1,6,1710,17,2,99,4,27,5,2015,4,2,1,5
122,10,2016,10,1,7,2214,22,2,99,4,67,3,1994,4,2,1,3
128,10,2016,3,1,7,1805,18,2,99,4,999,99,9999,4,1,1,6
176,15,2016,10,1,5,1607,16,2,99,4,67,1,9999,4,2,1,6
181,15,2016,7,1,5,701,7,2,99,2,69,11,9999,4,2,1,6
190,16,2016,23,1,6,1902,19,2,99,3,56,1,9999,4,4,3,6
203,17,2016,1,1,7,101,1,1,5,4,20,5,9999,4,1,1,6
215,17,2016,7,1,7,1601,16,2,99,3,69,2,9999,4,2,1,6
222,18,2016,6,1,1,2203,22,2,99,4,67,5,9999,4,2,1,6
243,20,2016,2,1,3,2202,22,2,99,4,67,5,9999,4,1,1,6
245,20,2016,15,1,3,2205,22,2,99,4,27,5,2012,4,3,2,5
258,20,2016,18,1,3,1609,16,1,99,4,27,5,9999,4,4,3,6
261,20,2016,7,1,3,303,3,2,99,4,64,99,2016,4,2,1,5
270,21,2016,9,1,4,1613,16,2,99,4,6,3,9999,4,2,1,6
278,22,2016,8,1,5,1103,11,2,99,4,3,5,9999,4,2,1,6
313,24,2016,0,1,7,1604,16,2,99,4,999,99,9999,4,1,1,6
339,27,2016,18,1,3,501,5,2,99,4,999,99,9999,4,4,3,6
365,29,2016,17,1,5,2001,20,2,99,4,999,99,9999,4,3,2,6
375,30,2016,21,1,6,102,1,2,99,4,999,99,9999,4,4,3,6
404,31,2016,18,1,7,1226,12,2,99,4,999,99,9999,4,4,3,6
410,31,2016,15,1,7,1615,16,2,99,4,999,99,9999,4,3,2,6
413,31,2016,11,1,7,201,2,2,99,4,67,5,9999,4,2,1,6
426,1,2016,11,2,1,1610,16,2,99,12,999,1,9999,4,2,1,6
428,1,2016,23,2,1,1601,16,2,99,4,27,1,9999,4,4,3,6
432,1,2016,22,2,1,301,3,2,99,4,67,99,9999,4,4,3,6
436,2,2016,17,2,2,113,1,2,99,4,999,99,9999,4,3,2,6
439,2,2016,21,2,2,506,5,1,99,4,999,99,9999,4,4,3,6
448,3,2016,19,2,3,2007,20,2,99,4,6,5,9999,4,4,3,6
471,5,2016,1,2,5,1002,10,2,99,4,67,5,9999,4,1,1,6
490,6,2016,14,2,6,1905,19,2,99,4,999,99,9999,4,3,2,6
495,6,2016,15,2,6,605,6,2,99,3,69,11,9999,4,3,2,6
496,6,2016,22,2,6,602,6,2,99,4,6,1,9999,4,4,3,6
497,6,2016,8,2,6,1601,16,2,99,4,27,1,9999,4,2,1,6
503,7,2016,1,2,7,104,1,2,99,4,32,4,9999,4,1,1,6
509,7,2016,0,2,7,2001,20,2,99,4,999,99,9999,4,1,1,6
526,7,2016,21,2,7,208,2,2,99,4,6,5,2014,4,4,3,5
527,7,2016,21,2,7,203,2,2,99,4,999,99,9999,4,4,3,6
543,9,2016,5,2,2,2001,20,2,99,4,3,3,9999,4,1,1,6
544,9,2016,17,2,2,301,3,2,99,4,999,99,9999,4,3,2,6
545,9,2016,17,2,2,301,3,2,99,4,999,99,9999,4,3,2,6
546,9,2016,17,2,2,301,3,2,99,4,999,99,9999,4,3,2,6
557,10,2016,21,2,3,1005,10,2,99,4,6,1,9999,4,4,3,6
564,11,2016,18,2,4,111,1,2,99,4,18,5,9999,4,4,3,6
572,12,2016,3,2,5,101,1,1,9,4,6,5,9999,4,1,1,6
579,12,2016,22,2,5,1307,13,2,99,5,999,99,9999,4,4,3,6
622,14,2016,19,2,7,1301,13,2,99,4,32,1,9999,4,4,3,6
623,14,2016,1,2,7,1801,18,2,99,4,67,5,2016,4,1,1,5
628,15,2016,7,2,1,101,1,1,11,4,67,5,9999,4,2,1,6
641,16,2016,22,2,2,117,1,1,99,4,32,5,9999,4,4,3,6
647,16,2016,12,2,2,1321,13,2,99,99,999,99,9999,4,3,2,6
648,16,2016,19,2,2,1713,17,2,99,4,999,99,9999,4,4,3,6
654,17,2016,13,2,3,513,5,2,99,4,999,99,9999,4,3,2,6
657,17,2016,15,2,3,208,2,2,99,4,67,1,9999,4,3,2,6
662,18,2016,15,2,4,101,1,1,12,4,999,99,9999,4,3,2,6
684,19,2016,23,2,5,1804,18,2,99,4,76,3,9999,4,4,3,6
687,19,2016,19,2,5,1410,14,2,99,3,999,1,9999,4,4,3,6
689,19,2016,8,2,5,701,7,2,99,5,10,2,9999,4,2,1,6
693,19,2016,18,2,5,303,3,2,99,5,41,2,9999,4,4,3,6
699,20,2016,7,2,6,207,2,2,99,2,69,2,9999,4,2,1,6
700,20,2016,4,2,6,1305,13,2,99,2,50,1,9999,4,1,1,6
701,20,2016,0,2,6,109,1,1,99,4,999,99,9999,4,1,1,6
707,21,2016,2,2,7,101,1,1,13,4,2,2,2014,4,1,1,5
710,21,2016,8,2,7,110,1,2,99,4,32,6,9999,4,2,1,6
713,21,2016,17,2,7,501,5,2,99,4,999,99,9999,4,3,2,6
726,21,2016,18,2,7,401,4,2,99,4,6,5,2004,4,4,3,4
740,22,2016,22,2,1,513,5,2,99,4,999,99,9999,4,4,3,6
760,23,2016,18,2,2,1705,17,2,99,4,999,99,9999,4,4,3,6
769,24,2016,20,2,3,1710,17,2,99,4,999,99,9999,4,4,3,6
781,25,2016,18,2,4,411,4,2,99,4,32,99,9999,4,4,3,6
792,26,2016,21,2,5,1601,16,2,99,3,56,4,1991,4,4,3,3
796,27,2016,14,2,6,109,1,2,99,5,41,2,9999,4,3,2,6
797,27,2016,7,2,6,110,1,2,99,3,31,10,9999,4,2,1,6
810,28,2016,20,2,7,101,1,2,17,4,999,5,9999,4,4,3,6
814,28,2016,6,2,7,110,1,2,99,4,999,99,9999,4,2,1,6
824,29,2016,0,2,1,101,1,1,7,4,18,4,9999,4,1,1,6
832,29,2016,0,2,1,1014,10,2,99,4,999,17,9999,4,1,1,6
833,29,2016,3,2,1,1102,11,2,99,4,32,5,9999,4,1,1,6
844,1,2016,7,3,2,103,1,2,99,1,999,2,2012,4,2,1,5
845,1,2016,21,3,2,101,1,2,25,4,999,99,9999,4,4,3,6
847,1,2016,11,3,2,2101,21,2,99,4,27,99,9999,4,2,1,6
854,1,2016,21,3,2,1803,18,2,99,4,18,5,2015,4,4,3,5
865,2,2016,14,3,3,503,5,2,99,4,999,99,9999,4,3,2,6
886,3,2016,23,3,4,1709,17,1,99,4,76,5,9999,4,4,3,6
887,3,2016,5,3,4,1701,17,2,99,4,999,99,9999,4,1,1,6
903,4,2016,21,3,5,1507,15,2,99,4,27,99,2004,4,4,3,4
916,5,2016,7,3,6,101,1,1,10,4,27,1,9999,4,2,1,6
935,6,2016,12,3,7,101,1,1,25,5,999,2,9999,4,3,2,6
942,6,2016,23,3,7,117,1,1,99,4,999,99,9999,4,4,3,6
944,6,2016,12,3,7,1904,19,2,99,99,999,99,9999,4,3,2,6
949,6,2016,19,3,7,1010,10,2,99,4,67,5,9999,4,4,3,6
952,6,2016,1,3,7,920,9,2,99,4,999,5,9999,4,1,1,6
959,6,2016,19,3,7,201,2,2,99,4,6,1,2010,4,4,3,5
986,8,2016,22,3,2,1801,18,2,99,4,999,99,9999,4,4,3,6
990,8,2016,17,3,2,705,7,2,99,3,48,1,9999,4,3,2,6
1003,10,2016,19,3,4,1902,19,2,99,4,67,5,9999,4,4,3,6
1004,10,2016,22,3,4,1901,19,2,99,4,999,99,9999,4,4,3,6
1007,10,2016,21,3,4,1217,12,2,99,4,2,5,9999,4,4,3,6
1010,10,2016,3,3,4,401,4,1,99,4,39,1,2015,4,1,1,5
1014,11,2016,2,3,5,101,1,1,7,4,999,99,9999,4,1,1,6
1031,12,2016,23,3,6,901,9,2,99,4,999,1,9999,4,4,3,6
1037,13,2016,1,3,7,112,1,1,99,4,999,99,9999,4,1,1,6
1049,14,2016,15,3,1,505,5,2,99,4,999,99,9999,4,3,2,6
1060,15,2016,16,3,2,2001,20,2,99,3,69,5,2009,4,3,2,4
1067,15,2016,11,3,2,1508,15,2,99,99,999,99,9999,4,2,1,6
1070,15,2016,19,3,2,401,4,2,99,4,999,99,9999,4,4,3,6
1072,15,2016,19,3,2,301,3,1,99,4,64,5,2016,4,4,3,5
1085,16,2016,11,3,3,1710,17,2,99,4,999,99,9999,4,2,1,6
1090,17,2016,21,3,4,101,1,1,12,4,20,1,9999,4,4,3,6
1114,18,2016,2,3,5,1324,13,2,99,4,999,99,9999,4,1,1,6
1119,18,2016,23,3,5,1803,18,2,99,3,999,99,9999,4,4,3,6
1121,18,2016,11,3,5,1401,14,2,99,3,69,4,9999,4,2,1,6
1126,19,2016,16,3,6,101,1,1,13,4,25,5,9999,4,3,2,6
1129,19,2016,22,3,6,101,1,1,7,4,67,3,2014,4,4,3,5
1138,19,2016,9,3,6,513,5,2,99,4,999,99,9999,4,2,1,6
1143,19,2016,1,3,6,1308,13,1,99,3,999,2,9999,4,1,1,6
1150,19,2016,2,3,6,1712,17,2,99,4,6,4,9999,4,1,1,6
1152,19,2016,18,3,6,310,3,2,99,4,999,1,9999,4,4,3,6
1153,20,2016,7,3,7,101,1,1,13,4,999,1,9999,4,2,1,6
1155,20,2016,10,3,7,2005,20,2,99,3,69,4,9999,4,2,1,6
1159,20,2016,17,3,7,1106,11,2,99,4,999,99,9999,4,3,2,6
1173,21,2016,23,3,1,401,4,1,99,4,67,99,9999,4,4,3,6
1182,22,2016,15,3,2,1610,16,2,99,12,41,2,9999,4,3,2,6
1185,22,2016,1,3,2,705,7,2,99,1,28,2,9999,4,1,1,6
1212,24,2016,1,3,4,509,5,1,99,4,6,5,9999,4,1,1,6
1219,24,2016,22,3,4,203,2,2,99,4,67,99,9999,4,4,3,6
1227,25,2016,17,3,5,1907,19,1,99,4,999,99,9999,4,3,2,6
1232,25,2016,22,3,5,901,9,1,99,4,32,99,9999,4,4,3,6
1235,25,2016,12,3,5,1603,16,2,99,3,999,8,9999,4,3,2,6
1237,25,2016,23,3,5,1703,17,2,99,4,999,99,9999,4,4,3,6
1239,26,2016,1,3,6,108,1,2,99,4,67,1,2008,4,1,1,4
1257,27,2016,20,3,7,2001,20,1,99,4,67,5,9999,4,4,3,6
1259,27,2016,23,3,7,509,5,2,99,4,6,5,9999,4,4,3,6
1264,27,2016,1,3,7,1703,17,1,99,4,32,5,9999,4,1,1,6
1270,28,2016,2,3,1,1014,10,2,99,4,18,5,9999,4,1,1,6
1276,28,2016,21,3,1,1804,18,1,99,4,6,5,9999,4,4,3,6
1277,28,2016,5,3,1,705,7,2,99,7,30,6,1996,4,1,1,3
1285,29,2016,23,3,2,1318,13,2,99,9,69,4,9999,4,4,3,6
1286,29,2016,11,3,2,1609,16,2,99,4,999,99,9999,4,2,1,6
1287,29,2016,8,3,2,406,4,2,99,12,17,17,1985,4,2,1,2
1305,31,2016,20,3,4,1904,19,2,99,5,67,2,9999,4,4,3,6
1308,31,2016,5,3,4,1308,13,2,99,4,999,99,9999,4,1,1,6
1333,2,2016,3,4,6,101,1,1,18,4,999,1,9999,4,1,1,6
1338,2,2016,18,4,6,117,1,1,99,4,999,99,9999,4,4,3,6
1363,3,2016,15,4,7,1302,13,2,99,4,1,3,2016,4,3,2,5
1365,3,2016,11,4,7,1609,16,2,99,2,28,5,2006,4,2,1,4
1375,4,2016,21,4,1,1102,11,2,99,4,999,1,9999,4,4,3,6
1400,5,2016,22,4,2,409,4,2,99,4,6,1,2014,4,4,3,5
1403,6,2016,22,4,3,1613,16,2,99,9,69,4,2016,4,4,3,5
1404,6,2016,5,4,3,1406,14,2,99,5,19,2,9999,4,1,1,6
1410,7,2016,17,4,4,601,6,2,99,4,999,99,9999,4,3,2,6
1412,7,2016,21,4,4,1322,13,2,99,3,69,15,9999,4,4,3,6
1423,8,2016,20,4,5,1501,15,1,99,4,27,1,9999,4,4,3,6
1426,8,2016,0,4,5,1703,17,2,99,4,27,1,9999,4,1,1,6
1436,9,2016,20,4,6,506,5,2,99,99,52,5,9999,4,4,3,6
1455,10,2016,11,4,7,1701,17,2,99,3,69,99,9999,4,2,1,6
1456,10,2016,23,4,7,1710,17,1,99,4,999,99,9999,4,4,3,6
1465,11,2016,17,4,1,509,5,2,99,4,67,5,9999,4,3,2,6
1482,12,2016,23,4,2,304,3,2,99,4,6,99,9999,4,4,3,6
1483,13,2016,18,4,3,101,1,1,1,4,67,1,9999,4,4,3,6
1489,14,2016,22,4,4,1101,11,2,99,4,67,3,9999,4,4,3,6
1506,15,2016,5,4,5,1306,13,2,99,3,999,99,9999,4,1,1,6
1539,17,2016,0,4,7,1604,16,2,99,4,999,99,9999,4,1,1,6
1555,19,2016,19,4,2,101,1,1,7,4,999,99,9999,4,4,3,6
1567,19,2016,20,4,2,409,4,2,99,3,69,11,1984,4,4,3,2
1568,19,2016,15,4,2,407,4,2,99,12,999,99,9999,4,3,2,6
1612,22,2016,20,4,5,1508,15,2,99,3,999,1,9999,4,4,3,6
1621,23,2016,17,4,6,614,6,2,99,3,69,9,9999,4,3,2,6
1627,24,2016,2,4,7,109,1,1,99,4,6,5,9999,4,1,1,6
1648,25,2016,5,4,1,1909,19,1,99,3,69,99,9999,4,1,1,6
1652,26,2016,13,4,2,101,1,1,7,4,67,5,9999,4,3,2,6
1655,26,2016,17,4,2,2011,20,2,99,4,999,99,9999,4,3,2,6
1656,26,2016,5,4,2,704,7,2,99,5,999,2,9999,4,1,1,6
1663,27,2016,17,4,3,2004,20,2,99,3,69,4,9999,4,3,2,6
1667,27,2016,11,4,3,1801,18,1,99,4,67,1,2012,4,2,1,5
1680,29,2016,8,4,5,111,1,2,99,4,999,99,9999,4,2,1,6
1682,29,2016,3,4,5,1902,19,2,99,4,67,5,9999,4,1,1,6
1684,29,2016,21,4,5,511,5,2,99,4,6,99,9999,4,4,3,6
1691,29,2016,21,4,5,314,3,2,99,4,67,3,9999,4,4,3,6
1700,30,2016,18,4,6,1001,10,1,99,4,6,1,2015,4,4,3,5
1707,30,2016,21,4,6,309,3,2,99,4,999,5,9999,4,4,3,6
1711,1,2016,15,5,7,101,1,1,14,4,32,4,9999,4,3,2,6
1733,1,2016,15,5,7,1301,13,2,99,99,999,99,9999,4,3,2,6
1734,1,2016,18,5,7,1613,16,2,99,4,6,1,2009,4,4,3,4
1738,1,2016,23,5,7,1712,17,2,99,4,999,1,9999,4,4,3,6
1746,2,2016,5,5,1,2007,20,2,99,3,999,9,1990,4,1,1,3
1754,2,2016,1,5,1,1332,13,2,99,3,69,3,9999,4,1,1,6
1776,3,2016,17,5,2,914,9,2,99,2,999,99,9999,4,3,2,6
1779,3,2016,1,5,2,1601,16,2,99,4,32,1,9999,4,1,1,6
1790,4,2016,10,5,3,907,9,2,99,3,69,3,9999,4,2,1,6
1791,4,2016,22,5,3,920,9,1,99,4,6,99,9999,4,4,3,6
1794,4,2016,20,5,3,403,4,2,99,3,999,99,9999,4,4,3,6
1810,6,2016,23,5,5,614,6,2,99,4,6,3,9999,4,4,3,6
1812,6,2016,13,5,5,201,2,2,99,4,999,99,9999,4,3,2,6
1832,7,2016,21,5,6,1801,18,2,99,4,999,4,9999,4,4,3,6
1837,8,2016,3,5,7,117,1,1,99,4,64,5,9999,4,1,1,6
1839,8,2016,12,5,7,1903,19,2,99,4,64,3,9999,4,3,2,6
1852,9,2016,14,5,1,2006,20,2,99,5,56,99,9999,4,3,2,6
1868,10,2016,14,5,2,511,5,2,99,4,6,5,9999,4,3,2,6
1897,12,2016,22,5,4,1507,15,1,99,3,69,2,9999,4,4,3,6
1899,12,2016,1,5,4,1701,17,2,99,4,67,5,9999,4,1,1,6
1901,12,2016,6,5,4,701,7,2,99,1,69,4,2005,4,2,1,4
1910,13,2016,13,5,5,2011,20,2,99,4,67,5,9999,4,3,2,6
1916,13,2016,16,5,5,603,6,2,99,9,27,2,9999,4,3,2,6
1926,14,2016,1,5,6,101,1,1,7,4,999,3,2015,4,1,1,5
1944,15,2016,10,5,7,101,1,1,10,4,67,14,9999,4,2,1,6
1945,15,2016,2,5,7,101,1,1,21,4,6,5,2000,4,1,1,4
1951,15,2016,5,5,7,511,5,2,99,4,18,2,9999,4,1,1,6
1971,17,2016,20,5,2,117,1,1,99,4,76,3,9999,4,4,3,6
1975,17,2016,7,5,2,701,7,2,99,5,999,1,9999,4,2,1,6
1988,18,2016,14,5,3,1302,13,2,99,3,69,1,9999,4,3,2,6
1998,19,2016,10,5,4,401,4,2,99,4,2,1,2008,4,2,1,4
2030,21,2016,17,5,6,1419,14,2,99,3,999,2,9999,4,3,2,6
2032,21,2016,7,5,6,1710,17,1,99,4,77,1,9999,4,2,1,6
2058,22,2016,5,5,7,1301,13,1,99,4,6,4,9999,4,1,1,6
2074,23,2016,14,5,1,1412,14,2,99,4,27,4,9999,4,3,2,6
2077,24,2016,5,5,2,101,1,1,13,4,999,99,9999,4,1,1,6
2080,24,2016,7,5,2,112,1,1,99,4,999,99,9999,4,2,1,6
2095,25,2016,12,5,3,608,6,2,99,6,19,2,1997,4,3,2,3
2100,25,2016,17,5,3,1803,18,2,99,5,999,99,9999,4,3,2,6
2105,26,2016,18,5,4,101,1,1,6,4,45,4,2007,4,4,3,4
2180,30,2016,5,5,1,601,6,2,99,12,999,99,9999,4,1,1,6
2193,31,2016,17,5,2,110,1,1,99,4,67,5,2015,4,3,2,5
2195,31,2016,19,5,2,301,3,2,99,4,76,5,2007,4,4,3,4
2196,31,2016,17,5,2,308,3,2,99,4,999,99,9999,4,3,2,6
2232,4,2016,21,6,6,1901,19,2,99,2,52,4,9999,4,4,3,6
2239,4,2016,20,6,6,1701,17,2,99,4,999,99,9999,4,4,3,6
2257,6,2016,12,6,1,501,5,1,99,4,999,99,9999,4,3,2,6
2266,7,2016,15,6,2,117,1,1,99,4,67,5,9999,4,3,2,6
2276,8,2016,23,6,3,101,1,1,10,4,76,5,2014,4,4,3,5
2289,10,2016,15,6,5,108,1,2,99,3,69,11,1987,4,3,2,2
2297,10,2016,19,6,5,1012,10,2,99,4,32,1,2012,4,4,3,5
2315,11,2016,8,6,6,117,1,2,99,4,32,5,9999,4,2,1,6
2324,11,2016,23,6,6,403,4,2,99,3,69,4,2001,4,4,3,4
2338,12,2016,13,6,7,514,5,2,99,4,64,7,9999,4,3,2,6
2349,12,2016,8,6,7,1705,17,2,99,4,64,5,9999,4,2,1,6
2354,13,2016,23,6,1,101,1,1,6,4,6,3,9999,4,4,3,6
2355,13,2016,0,6,1,101,1,1,15,4,32,1,9999,4,1,1,6
2359,13,2016,0,6,1,1708,17,2,99,4,6,3,9999,4,1,1,6
2372,15,2016,21,6,3,1002,10,1,99,4,6,5,9999,4,4,3,6
2373,15,2016,16,6,3,1412,14,1,99,3,69,4,9999,4,3,2,6
2389,16,2016,23,6,4,1606,16,2,99,5,30,5,9999,4,4,3,6
2406,18,2016,20,6,6,101,1,1,12,4,999,99,9999,4,4,3,6
2433,19,2016,14,6,7,2101,21,2,99,4,6,5,2016,4,3,2,5
2471,22,2016,6,6,3,101,1,1,5,4,6,5,9999,4,2,1,6
2477,22,2016,7,6,3,1701,17,2,99,4,67,4,9999,4,2,1,6
2488,23,2016,23,6,4,201,2,2,99,4,67,99,9999,4,4,3,6
